qseqid	sseqid	A_gene	B_gene	A_start	B_start	A_end	B_end
tr|A0A0H2V7B2|A0A0H2V7B2_ECOL6	sp|P37344|PSPF_ECOLI	pspF	pspF		1368648.0		1369626.0
tr|A0A0H2V8A7|A0A0H2V8A7_ECOL6	sp|P07604|TYRR_ECOLI	tyrR	tyrR		1388433.0		1389975.0
tr|A0A0H2VFN0|A0A0H2VFN0_ECOL6	sp|P08660|AK3_ECOLI	lysC	lysC		4235473.0		4236823.0
tr|A0A0H2V5J6|A0A0H2V5J6_ECOL6	sp|P75804|YLII_ECOLI	yliI	yliI		879163.0		880279.0
tr|A0A0H2VA67|A0A0H2VA67_ECOL6	sp|P00861|DCDA_ECOLI	lysA	lysA		2976292.0		2977555.0
tr|A0A0H2VCN5|A0A0H2VCN5_ECOL6	sp|P03813|YGEA_ECOLI	ygeA	ygeA		2978598.0		2979291.0
tr|A0A0H2V580|A0A0H2V580_ECOL6	sp|P75682|YAGE_ECOLI	c0761	yagE		281501.0		282410.0
tr|A0A0H2VGC9|A0A0H2VGC9_ECOL6	sp|Q6BEX0|YTFR_ECOLI	ytfR	ytfR				
tr|A0A0H2VDK0|A0A0H2VDK0_ECOL6	sp|P39285|MSCM_ECOLI	yjeP	mscM		4390726.0		4394050.0
tr|A0A0H2VFK0|A0A0H2VFK0_ECOL6	sp|P06709|BIRA_ECOLI	birA	birA				
tr|A0A0H2V6S1|A0A0H2V6S1_ECOL6	sp|P51024|YAIL_ECOLI	yaiL	yaiL				
tr|A0A0H2VG98|A0A0H2VG98_ECOL6	sp|P39315|QOR2_ECOLI	ytfG	qorB		4437843.0		4438704.0
tr|A0A0H2VDY4|A0A0H2VDY4_ECOL6	sp|P39409|YJJW_ECOLI	yjjW	yjjW		4619359.0		4620223.0
tr|A0A0H2VAG2|A0A0H2VAG2_ECOL6	sp|Q46798|YGER_ECOLI	ygeR	ygeR				
tr|A0A0H2VDG6|A0A0H2VDG6_ECOL6	sp|Q46857|DKGA_ECOLI	c3746	dkgA		3155278.0		3156106.0
tr|A0A0H2VDQ4|A0A0H2VDQ4_ECOL6	sp|P08189|FIMF_ECOLI	fimF	fimF		4552421.0		4552952.0
tr|A0A0H2VAA9|A0A0H2VAA9_ECOL6	sp|P65367|YQCA_ECOLI	yqcA	yqcA				
tr|A0A0H2VDU8|A0A0H2VDU8_ECOL6	sp|P0AA73|YHBE_ECOLI	yhbE	yhbE				
tr|A0A0H2V6W4|A0A0H2V6W4_ECOL6	sp|P39165|YCHO_ECOLI	ychP	ychO		1275360.0		1276755.0
tr|A0A0H2V7Y7|A0A0H2V7Y7_ECOL6	sp|P75988|YCGX_ECOLI	ycgX	ycgX				
tr|A0A0H2V484|A0A0H2V484_ECOL6	sp|P0AFW8|ROF_ECOLI	yaeO	rof		213677.0		213938.0
tr|A0A0H2VAH0|A0A0H2VAH0_ECOL6	sp|P0AES4|GYRA_ECOLI	gyrA	gyrA		2341462.0		2344090.0
tr|A0A0H2VC15|A0A0H2VC15_ECOL6	sp|P52101|GLRK_ECOLI	yfhK	glrK				
tr|A0A0H2VDI8|A0A0H2VDI8_ECOL6	sp|P37671|YIAJ_ECOLI	yiaJ	yiaJ		3897882.0		3898731.0
tr|A0A0H2V7P9|A0A0H2V7P9_ECOL6	sp|P76196|YDIL_ECOLI	ydiL	ydiL				
tr|A0A0H2V922|A0A0H2V922_ECOL6	sp|P17315|CIRA_ECOLI	cirA	cirA		2248111.0		2250103.0
tr|A0A0H2VD78|A0A0H2VD78_ECOL6	sp|P46852|YHHW_ECOLI	yhhW	yhhW		4060769.0		4061465.0
tr|A0A0H2VBF8|A0A0H2VBF8_ECOL6	sp|P05706|PTHA_ECOLI	srlB	srlB		2826017.0		2826389.0
tr|A0A0H2V803|A0A0H2V803_ECOL6	sp|P0AFC0|NUDB_ECOLI	ntpA	nudB		1949893.0		1950346.0
tr|A0A0H2V758|A0A0H2V758_ECOL6	sp|P0ABE5|C561_ECOLI	cybB	cybB		1492615.0		1493146.0
tr|A0A0H2V650|A0A0H2V650_ECOL6	sp|P76361|YEER_ECOLI	c1274	yeeR				
tr|A0A0H2V774|A0A0H2V774_ECOL6	sp|P64459|YNCJ_ECOLI	yncJ	yncJ				
tr|A0A0H2V5R4|A0A0H2V5R4_ECOL6	sp|P80644|SSUE_ECOLI	ycbP	ssuE		997358.0		997934.0
tr|A0A0H2V8Y3|A0A0H2V8Y3_ECOL6	sp|P76406|YEGR_ECOLI	yegR	yegR				
tr|A0A0H2VE77|A0A0H2VE77_ECOL6	sp|P39161|UXUR_ECOLI	uxuR	uxuR		4559255.0		4560029.0
tr|A0A0H2VD73|A0A0H2VD73_ECOL6	sp|P06720|AGAL_ECOLI	melA	melA		4346588.0		4347944.0
tr|A0A0H2VE15|A0A0H2VE15_ECOL6	sp|P41443|GSPH_ECOLI	hofH	gspH		4178438.0		4178948.0
tr|A0A0H2V7J7|A0A0H2V7J7_ECOL6	sp|P77087|TFAX_ECOLI	ylcE	tfaX				
tr|A0A0H2V9C2|A0A0H2V9C2_ECOL6	sp|P46118|HEXR_ECOLI	yebK	hexR		1938365.0		1939235.0
tr|A0A0H2V8C7|A0A0H2V8C7_ECOL6	sp|Q47083|CBL_ECOLI	cbl	cbl	3032015.0	2062100.0	3032966.0	2063051.0
tr|A0A0H2VBC3|A0A0H2VBC3_ECOL6	sp|P42604|UXAA_ECOLI	uxaA	uxaA		3240482.0		3241970.0
tr|A0A0H2V6D6|A0A0H2V6D6_ECOL6	sp|P75962|YMFA_ECOLI	ymfA	ymfA				
tr|A0A0H2VBA3|A0A0H2VBA3_ECOL6	sp|P69829|PTSN_ECOLI	ptsN	ptsN		3346432.0		3346924.0
tr|A0A0H2VC11|A0A0H2VC11_ECOL6	sp|P77269|YPHF_ECOLI	yphF	yphF				
tr|A0A0H2VBL9|A0A0H2VBL9_ECOL6	sp|P16256|PANF_ECOLI	panF	panF		3407461.0		3408913.0
tr|A0A0H2V8X4|A0A0H2V8X4_ECOL6	sp|P76393|YEGI_ECOLI	yegI	yegI		2151175.0		2153122.0
tr|A0A0H2VED9|A0A0H2VED9_ECOL6	sp|P32129|YIHG_ECOLI	yihG	yihG				
tr|A0A0H2V5E8|A0A0H2V5E8_ECOL6	sp|P30749|MOAE_ECOLI	moaE	moaE	4447553.0	819716.0	4448006.0	820169.0
tr|A0A0H2V9I4|A0A0H2V9I4_ECOL6	sp|P77315|YPHD_ECOLI	yphD	yphD				
tr|A0A0H2V6Y5|A0A0H2V6Y5_ECOL6	sp|Q46755|SIRB2_ECOLI	c1671	ychQ				
tr|A0A0H2V8T8|A0A0H2V8T8_ECOL6	sp|P25889|PREA_ECOLI	yeiA	preA		2238598.0		2239834.0
tr|A0A0H2VC41|A0A0H2VC41_ECOL6	sp|P24230|RECG_ECOLI	recG	recG		3813123.0		3815205.0
tr|A0A0H2VBG0|A0A0H2VBG0_ECOL6	sp|P38051|MENF_ECOLI	menF	menF		2384017.0		2385313.0
tr|A0A0H2V7M4|A0A0H2V7M4_ECOL6	sp|P77781|MENI_ECOLI	ydiI	menI		1766935.0		1767346.0
tr|A0A0H2V8S6|A0A0H2V8S6_ECOL6	sp|P38097|DGCE_ECOLI	yegE	dgcE				
tr|A0A0H2VBR5|A0A0H2VBR5_ECOL6	sp|P37640|YHJB_ECOLI	yhjB	yhjB				
tr|A0A0H2VA27|A0A0H2VA27_ECOL6	sp|Q46905|YGCO_ECOLI	ygcO	ygcO				
tr|A0A0H2V9Y4|A0A0H2V9Y4_ECOL6	sp|P77695|GNSB_ECOLI	c3176	gnsB				
tr|A0A0H2VF72|A0A0H2VF72_ECOL6	sp|P08331|CPDB_ECOLI	c5312	cpdB		4439301.0		4441245.0
tr|A0A0H2V7X0|A0A0H2V7X0_ECOL6	sp|P76237|DGCJ_ECOLI	yeaJ	dgcJ				
tr|A0A0H2VBQ3|A0A0H2VBQ3_ECOL6	sp|P0AFA9|NIKC_ECOLI	nikC	nikC		4023399.0		4024233.0
tr|A0A0H2VG56|A0A0H2VG56_ECOL6	sp|P39282|YJEM_ECOLI	yjeM	yjeM		4388518.0		4390021.0
tr|A0A0H2V918|A0A0H2V918_ECOL6	sp|P31979|NUOF_ECOLI	nuoF	nuoF		2404887.0		2406225.0
tr|A0A0H2VBK5|A0A0H2VBK5_ECOL6	sp|P37615|YHHM_ECOLI	yhhM	yhhM				
tr|A0A0H2VDQ7|A0A0H2VDQ7_ECOL6	sp|P42589|YGJH_ECOLI	ygjH	ygjH				
tr|A0A0H2V5E7|A0A0H2V5E7_ECOL6	sp|P75769|YBHM_ECOLI	ybhM	ybhM				
tr|A0A0H2V3Y5|A0A0H2V3Y5_ECOL6	sp|P0AC98|SATP_ECOLI	yaaH	satP		9927.0		10494.0
tr|A0A0H2V995|A0A0H2V995_ECOL6	sp|P0ABK5|CYSK_ECOLI	cysK	cysK		2537854.0		2538826.0
tr|A0A0H2V7J3|A0A0H2V7J3_ECOL6	sp|P0AAX6|MCBA_ECOLI	ybiM	mcbA				
tr|A0A0H2V8H9|A0A0H2V8H9_ECOL6	sp|P76117|YNCG_ECOLI	c1880	yncG				
tr|A0A0H2VEB9|A0A0H2VEB9_ECOL6	sp|P27278|NADR_ECOLI	nadR	nadR		4631994.0		4633227.0
tr|A0A0H2VC16|A0A0H2VC16_ECOL6	sp|Q79E92|YKGN_ECOLI	c3576	ykgN				
tr|A0A0H2VEU7|A0A0H2VEU7_ECOL6	sp|P16688|PHNJ_ECOLI	phnJ	phnJ		4323438.0		4324284.0
tr|A0A0H2VCE7|A0A0H2VCE7_ECOL6	sp|P28629|ADIA_ECOLI	c4501	adiA		4342931.0		4345199.0
tr|A0A0H2VCZ0|A0A0H2VCZ0_ECOL6	sp|P0AC51|ZUR_ECOLI	yjbK	zur		4263077.0		4263593.0
tr|A0A0H2VAA1|A0A0H2VAA1_ECOL6	sp|P33358|MLRA_ECOLI	yehV	mlrA		2218199.0		2218931.0
tr|A0A0H2VA81|A0A0H2VA81_ECOL6	sp|P65870|QUED_ECOLI	ygcM	queD		2890872.0		2891235.0
tr|A0A0H2V8M7|A0A0H2V8M7_ECOL6	sp|P0ACC9|WCAB_ECOLI	wcaB	wcaB		2134203.0		2134692.0
tr|A0A0H2V8Z9|A0A0H2V8Z9_ECOL6	sp|P45508|YFAL_ECOLI	yfaL	yfaL		2345086.0		2348839.0
tr|A0A0H2V8A1|A0A0H2V8A1_ECOL6	sp|P77154|KOJP_ECOLI	ycjT	ycjT		1379597.0		1381865.0
tr|A0A0H2VAW7|A0A0H2VAW7_ECOL6	sp|P0AFI9|PERM_ECOLI	perM	perM				
tr|A0A0H2V8S1|A0A0H2V8S1_ECOL6	sp|P33359|YEHW_ECOLI	yehW	yehW		2219078.0		2219810.0
tr|A0A0H2VCX2|A0A0H2VCX2_ECOL6	sp|P0A9F9|METR_ECOLI	metR	metR		3623864.0		3624818.0
tr|A0A0H2VB94|A0A0H2VB94_ECOL6	sp|P76159|LYSQ_ECOLI	c3180	rrrQ				
tr|A0A0H2VCC3|A0A0H2VCC3_ECOL6	sp|P03835|INSG_ECOLI	c3703	insG				
tr|A0A0H2V9F2|A0A0H2V9F2_ECOL6	sp|P76559|YPFG_ECOLI	ypfG	ypfG				
tr|A0A0H2VF94|A0A0H2VF94_ECOL6	sp|P27828|WECB_ECOLI	wecB	wecB		3665417.0		3666548.0
tr|A0A0H2VAZ7|A0A0H2VAZ7_ECOL6	sp|Q47142|HCAT_ECOLI	hcaT	hcaT				
tr|A0A0H2V8W8|A0A0H2V8W8_ECOL6	sp|P31802|NARP_ECOLI	narP	narP		2293833.0		2294481.0
tr|A0A0H2VBJ6|A0A0H2VBJ6_ECOL6	sp|P0A9S7|LIVG_ECOLI	livG	livG	1152199.0	4046208.0	1152967.0	4046976.0
tr|A0A0H2VBE0|A0A0H2VBE0_ECOL6	sp|P45552|YHFZ_ECOLI	yhfZ	yhfZ				
tr|A0A0H2VAK9|A0A0H2VAK9_ECOL6	sp|P77526|YFCG_ECOLI	yfcG	yfcG		2426066.0		2426714.0
tr|A0A0H2V6F3|A0A0H2V6F3_ECOL6	sp|P75958|LOLE_ECOLI	lolE	lolE		1178896.0		1180141.0
tr|A0A0H2V6U1|A0A0H2V6U1_ECOL6	sp|P75704|YKIA_ECOLI	ykiA	ykiA				
tr|A0A0H2VCR3|A0A0H2VCR3_ECOL6	sp|P21893|RECJ_ECOLI	recJ	recJ		3035028.0		3036762.0
tr|A0A0H2VDN6|A0A0H2VDN6_ECOL6	sp|P28905|HOLC_ECOLI	holC	holC		4488516.0		4488960.0
tr|A0A0H2VAY7|A0A0H2VAY7_ECOL6	sp|P76577|PBPC_ECOLI	pbpC	pbpC		2643668.0		2645981.0
tr|A0A0H2V978|A0A0H2V978_ECOL6	sp|P11350|NARI_ECOLI	narI	narI		1537650.0		1538331.0
tr|A0A0H2VAQ5|A0A0H2VAQ5_ECOL6	sp|C1P601|RZOQ_ECOLI	c3662	rzoQ				
tr|A0A0H2VBH3|A0A0H2VBH3_ECOL6	sp|P0AFU2|YFBS_ECOLI	yfbS	yfbS				
tr|A0A0H2V775|A0A0H2V775_ECOL6	sp|P77216|YBDN_ECOLI	c0690	ybdN				
tr|A0A0H2VA85|A0A0H2VA85_ECOL6	sp|P33554|PPDA_ECOLI	ppdA	ppdA				
tr|A0A0H2V728|A0A0H2V728_ECOL6	sp|P0AEB5|YNAI_ECOLI	ynaI	ynaI		1396604.0		1397636.0
tr|A0A0H2VB22|A0A0H2VB22_ECOL6	sp|Q46851|GPR_ECOLI	yghZ	gpr		3146552.0		3147593.0
tr|A0A0H2VA78|A0A0H2VA78_ECOL6	sp|P08394|RECB_ECOLI	recB	recB		2951116.0		2954659.0
tr|A0A0H2V7Z4|A0A0H2V7Z4_ECOL6	sp|P23865|PRC_ECOLI	prc	prc		1914481.0		1916530.0
tr|A0A0H2V5R9|A0A0H2V5R9_ECOL6	sp|P0AEJ2|ENTC_ECOLI	entC	entC		624107.0		625283.0
tr|A0A0H2V9L0|A0A0H2V9L0_ECOL6	sp|P77172|PDEF_ECOLI	yfgF	pdeF		2625350.0		2627594.0
tr|A0A0H2VBZ6|A0A0H2VBZ6_ECOL6	sp|P37675|YIAN_ECOLI	yiaN	yiaN		3894333.0		3895611.0
tr|A0A0H2VC88|A0A0H2VC88_ECOL6	sp|P39351|YJGZ_ECOLI	c3658	yjgZ				
tr|A0A0H2V866|A0A0H2V866_ECOL6	sp|P24205|LPXM_ECOLI	msbB	lpxM		1940935.0		1941907.0
tr|A0A0H2V7G6|A0A0H2V7G6_ECOL6	sp|P76147|DGCF_ECOLI	yneF	dgcF				
tr|A0A0H2V5P4|A0A0H2V5P4_ECOL6	sp|P77460|YBCY_ECOLI	c0651	ybcY				
tr|A0A0H2VA80|A0A0H2VA80_ECOL6	sp|Q46802|YGEV_ECOLI	ygeV	ygeV				
tr|A0A0H2V9L4|A0A0H2V9L4_ECOL6	sp|P76340|HPRR_ECOLI	yedW	hprR		2040288.0		2040960.0
tr|A0A0H2VEC3|A0A0H2VEC3_ECOL6	sp|P0ACI0|ROB_ECOLI	rob	rob				
tr|A0A0H2VAB5|A0A0H2VAB5_ECOL6	sp|P76440|PRET_ECOLI	yeiT	preT		2237366.0		2238605.0
tr|A0A0H2VB77|A0A0H2VB77_ECOL6	sp|P45566|YHDT_ECOLI	yhdT	yhdT				
tr|A0A0H2VD68|A0A0H2VD68_ECOL6	sp|P30844|BASS_ECOLI	basS	basS				
tr|A0A0H2V8N8|A0A0H2V8N8_ECOL6	sp|P76148|YNEG_ECOLI	yneG	yneG				
tr|A0A0H2V997|A0A0H2V997_ECOL6	sp|P36999|RLMA_ECOLI	yebH	rlmA		1907964.0		1908774.0
tr|A0A0H2V6C3|A0A0H2V6C3_ECOL6	sp|P28306|MLTG_ECOLI	yceG	mltG				
tr|A0A0H2V9F0|A0A0H2V9F0_ECOL6	sp|P02924|ARAF_ECOLI	araF	araF		1987275.0		1988265.0
tr|A0A0H2V858|A0A0H2V858_ECOL6	sp|P76278|YEBZ_ECOLI	yebZ	yebZ				
tr|A0A0H2VB84|A0A0H2VB84_ECOL6	sp|P0AAD2|MTR_ECOLI	mtr	mtr		3304427.0		3305672.0
tr|A0A0H2V724|A0A0H2V724_ECOL6	sp|P58034|YMGF_ECOLI	c1611	ymgF				
tr|A0A0H2V466|A0A0H2V466_ECOL6	sp|P26281|HPPK_ECOLI	folK	folK		157252.0		157732.0
tr|A0A0H2V4U1|A0A0H2V4U1_ECOL6	sp|P0AG76|SBCD_ECOLI	sbcD	sbcD		414973.0		416176.0
tr|A0A0H2V7C4|A0A0H2V7C4_ECOL6	sp|P21865|KDPD_ECOLI	kdpD	kdpD				
tr|A0A0H2V708|A0A0H2V708_ECOL6	sp|P0AAR3|YBAK_ECOLI	ybaK	ybaK		505826.0		506306.0
tr|A0A0H2V6Y2|A0A0H2V6Y2_ECOL6	sp|P76016|DHAR_ECOLI	c1659	dhaR		1252642.0		1254562.0
tr|A0A0H2VBG3|A0A0H2VBG3_ECOL6	sp|P45760|GSPI_ECOLI	yheH	gspI		4178064.0		4178442.0
tr|A0A0H2V7S3|A0A0H2V7S3_ECOL6	sp|P68688|GLRX1_ECOLI	grxA	grxA		890917.0		891175.0
tr|A0A0H2V8G5|A0A0H2V8G5_ECOL6	sp|P15032|RECE_ECOLI	recE	recE		1416499.0		1419100.0
tr|A0A0H2VE79|A0A0H2VE79_ECOL6	sp|P75859|YCBU_ECOLI	c4210	ycbU				
tr|A0A0H2V431|A0A0H2V431_ECOL6	sp|P08337|MUTT_ECOLI	mutT	mutT		111043.0		111433.0
tr|A0A0H2VBN3|A0A0H2VBN3_ECOL6	sp|P11551|FUCP_ECOLI	fucP	fucP		2932890.0		2934207.0
tr|A0A0H2V6F9|A0A0H2V6F9_ECOL6	sp|P75970|VXIS_ECOLI	xisN	xisE				
tr|A0A0H2V7R9|A0A0H2V7R9_ECOL6	sp|P0AET8|HDHA_ECOLI	hdhA	hdhA		1698986.0		1699754.0
tr|A0A0H2V7V3|A0A0H2V7V3_ECOL6	sp|P14294|TOP3_ECOLI	topB	topB		1846712.0		1848674.0
tr|A0A0H2V9I1|A0A0H2V9I1_ECOL6	sp|P76537|YFEY_ECOLI	yfeY	yfeY				
tr|A0A0H2V697|A0A0H2V697_ECOL6	sp|P75917|YMDA_ECOLI	ymdA	ymdA				
tr|A0A0H2V7E4|A0A0H2V7E4_ECOL6	sp|Q46829|BGLA_ECOLI	c1955	bglA		3042323.0		3043757.0
tr|A0A0H2VDT1|A0A0H2VDT1_ECOL6	sp|P42904|PTPB2_ECOLI	agaV	agaV		3280071.0		3280545.0
tr|A0A0H2VB45|A0A0H2VB45_ECOL6	sp|P0AGJ5|YFIF_ECOLI	yfiF	yfiF				
tr|A0A0H2VE11|A0A0H2VE11_ECOL6	sp|P45757|GSPC_ECOLI	yheE	gspC		4184022.0		4184838.0
tr|A0A0H2VC47|A0A0H2VC47_ECOL6	sp|P76154|YDFK_ECOLI	ydfK	ydfK		1634785.0		1635019.0
tr|A0A0H2VDT0|A0A0H2VDT0_ECOL6	sp|P0ADD7|YJJQ_ECOLI	yjjQ	yjjQ				
tr|A0A0H2V6J4|A0A0H2V6J4_ECOL6	sp|P02932|PHOE_ECOLI	phoE	phoE		258268.0		259324.0
tr|A0A0H2V9G6|A0A0H2V9G6_ECOL6	sp|P77747|OMPN_ECOLI	ompN	ompN		1437473.0		1438607.0
tr|A0A0H2V782|A0A0H2V782_ECOL6	sp|P02929|TONB_ECOLI	tonB	tonB		1312802.0		1313522.0
tr|A0A0H2VBC0|A0A0H2VBC0_ECOL6	sp|P26646|ACUI_ECOLI	yhdH	acuI				
tr|A0A0H2VE85|A0A0H2VE85_ECOL6	sp|P09126|HEM4_ECOLI	hemD	hemD		3646852.0		3647593.0
tr|A0A0H2VGE8|A0A0H2VGE8_ECOL6	sp|P39337|YJGM_ECOLI	c5355	yjgM				
tr|A0A0H2VCE5|A0A0H2VCE5_ECOL6	sp|P31443|YIDF_ECOLI	yidF	yidF				
tr|A0A0H2VBY2|A0A0H2VBY2_ECOL6	sp|P0ADX7|YHHA_ECOLI	yhhA	yhhA				
tr|A0A0H2V5B4|A0A0H2V5B4_ECOL6	sp|P19934|TOLA_ECOLI	tolA	tolA	4489643.0	776763.0	4490909.0	778029.0
tr|A0A0H2VB40|A0A0H2VB40_ECOL6	sp|P0AD57|ISPB_ECOLI	ispB	ispB		3333564.0		3334536.0
tr|A0A0H2V7A3|A0A0H2V7A3_ECOL6	sp|P0AB38|LPOB_ECOLI	ycfM	lpoB		1164214.0		1164856.0
tr|A0A0H2V965|A0A0H2V965_ECOL6	sp|P0ACC1|PRMC_ECOLI	hemK	prmC		1267670.0		1268504.0
tr|A0A0H2VAG9|A0A0H2VAG9_ECOL6	sp|Q46812|SSNA_ECOLI	c3457	ssnA		3017816.0		3019145.0
tr|A0A0H2VBS6|A0A0H2VBS6_ECOL6	sp|P03024|GALR_ECOLI	galR	galR		2975254.0		2976286.0
tr|A0A0H2V581|A0A0H2V581_ECOL6	sp|P75734|CHIQ_ECOLI	ybfN	chiQ				
tr|A0A0H2V5V4|A0A0H2V5V4_ECOL6	sp|P0A910|OMPA_ECOLI	ompA	ompA		1019434.0		1020475.0
tr|A0A0H2V7K2|A0A0H2V7K2_ECOL6	sp|P0AF32|NARV_ECOLI	narV	narV				
tr|A0A0H2VDU2|A0A0H2VDU2_ECOL6	sp|P39264|FIMI_ECOLI	fimI	fimI				
tr|A0A0H2VCX9|A0A0H2VCX9_ECOL6	sp|P32668|YIJF_ECOLI	yijF	yijF				
tr|A0A0H2V7L9|A0A0H2V7L9_ECOL6	sp|P76134|YDEM_ECOLI	ydeM	ydeM				
tr|A0A0H2V558|A0A0H2V558_ECOL6	sp|P10100|RLPA_ECOLI	rlpA	rlpA		664523.0		665612.0
tr|A0A0H2V9Y8|A0A0H2V9Y8_ECOL6	sp|P77402|YDIP_ECOLI	ydiP	ydiP				
tr|A0A0H2V9K2|A0A0H2V9K2_ECOL6	sp|P76562|TMCA_ECOLI	ypfI	tmcA		2592499.0		2594515.0
tr|A0A0H2VBB4|A0A0H2VBB4_ECOL6	sp|P33934|NAPH_ECOLI	napH	napH		2302048.0		2302912.0
tr|A0A0H2VBP9|A0A0H2VBP9_ECOL6	sp|P23485|FECR_ECOLI	c3393	fecR		4521443.0		4522397.0
tr|A0A0H2VEE6|A0A0H2VEE6_ECOL6	sp|P27298|OPDA_ECOLI	prlC	prlC		3995232.0		3997275.0
tr|A0A0H2V867|A0A0H2V867_ECOL6	sp|P52614|FLIK_ECOLI	fliK	fliK		2020522.0		2021650.0
tr|A0A0H2V953|A0A0H2V953_ECOL6	sp|P0AFE8|NUOM_ECOLI	nuoM	nuoM		2396181.0		2397711.0
tr|A0A0H2VBL0|A0A0H2VBL0_ECOL6	sp|P77288|YFCV_ECOLI	yfcV	yfcV				
tr|A0A0H2V9I9|A0A0H2V9I9_ECOL6	sp|P0AFU4|GLRR_ECOLI	yfhA	glrR		2686124.0		2687459.0
tr|A0A0H2VDW5|A0A0H2VDW5_ECOL6	sp|P24203|YJIA_ECOLI	yjiA	yjiA		4592588.0		4593545.0
tr|A0A0H2VCE9|A0A0H2VCE9_ECOL6	sp|P0ADM4|YIDQ_ECOLI	yidQ	yidQ				
tr|A0A0H2V4N4|A0A0H2V4N4_ECOL6	sp|P77743|PRPR_ECOLI	prpR	prpR		346080.0		347667.0
tr|A0A0H2VBP4|A0A0H2VBP4_ECOL6	sp|P10121|FTSY_ECOLI	ftsY	ftsY		4036171.0		4037665.0
tr|A0A0H2V7L5|A0A0H2V7L5_ECOL6	sp|P76186|YDHK_ECOLI	ydhK	ydhK				
tr|A0A0H2V943|A0A0H2V943_ECOL6	sp|P76471|YFAZ_ECOLI	yfaZ	yfaZ				
tr|A0A0H2VGK3|A0A0H2VGK3_ECOL6	sp|P08368|CREB_ECOLI	creB	creB		4640686.0		4641376.0
tr|A0A0H2V8T1|A0A0H2V8T1_ECOL6	sp|P52108|RSTA_ECOLI	rstA	rstA		1683872.0		1684592.0
tr|A0A0H2VDK2|A0A0H2VDK2_ECOL6	sp|P30843|BASR_ECOLI	basR	basR		4337959.0		4338628.0
tr|A0A0H2V7I0|A0A0H2V7I0_ECOL6	sp|P31129|DGCZ_ECOLI	ydeH	dgcZ		1624673.0		1625564.0
tr|A0A0H2VCF1|A0A0H2VCF1_ECOL6	sp|P52139|YFJX_ECOLI	c4571	yfjX				
tr|A0A0H2V5U9|A0A0H2V5U9_ECOL6	sp|P0ABG7|RODA_ECOLI	mrdB	mrdB		665622.0		666735.0
tr|A0A0H2V9D5|A0A0H2V9D5_ECOL6	sp|P0AFM6|PSPA_ECOLI	pspA	pspA		1369792.0		1370461.0
tr|A0A0H2V9S5|A0A0H2V9S5_ECOL6	sp|P76177|YDGH_ECOLI	ydgH	ydgH				
tr|A0A0H2VBJ7|A0A0H2VBJ7_ECOL6	sp|P15286|FLK_ECOLI	div	flk		2443395.0		2444391.0
tr|A0A0H2VEH1|A0A0H2VEH1_ECOL6	sp|P0AES9|HDEA_ECOLI	hdeA	hdeA		3983674.0		3984007.0
tr|A0A0H2V6H2|A0A0H2V6H2_ECOL6	sp|P30859|ARTI_ECOLI	artI	artI				
tr|A0A0H2VES4|A0A0H2VES4_ECOL6	sp|P32711|NRFF_ECOLI	nrfF	nrfF		4296752.0		4297136.0
tr|A0A0H2V9B7|A0A0H2V9B7_ECOL6	sp|P76556|EUTP_ECOLI	c2986	eutP		2573633.0		2574113.0
tr|A0A0H2VA30|A0A0H2VA30_ECOL6	sp|P76633|YGCW_ECOLI	ygcW	ygcW				
tr|A0A0H2V6X7|A0A0H2V6X7_ECOL6	sp|P0AFR0|RSSA_ECOLI	ychK	rssA		1290821.0		1291727.0
tr|A0A0H2V9G3|A0A0H2V9G3_ECOL6	sp|P77585|YPDE_ECOLI	ypdE	ypdE		2509955.0		2510993.0
tr|A0A0H2VAH6|A0A0H2VAH6_ECOL6	sp|P77368|YBCL_ECOLI	ybcL	ybcL		570115.0		570667.0
tr|A0A0H2V7U8|A0A0H2V7U8_ECOL6	sp|P76227|YNJH_ECOLI	ynjH	ynjH				
tr|A0A0H2V4I3|A0A0H2V4I3_ECOL6	sp|Q47679|YAFV_ECOLI	yafV	yafV		239418.0		240189.0
tr|A0A0H2VCV3|A0A0H2VCV3_ECOL6	sp|P25549|ASLA_ECOLI	aslA	aslA		3650673.0		3652329.0
tr|A0A0H2V5R8|A0A0H2V5R8_ECOL6	sp|P30143|YAAJ_ECOLI	yaaJ	yaaJ				
tr|A0A0H2VCM0|A0A0H2VCM0_ECOL6	sp|P04993|RECD_ECOLI	recD	recD		2949290.0		2951117.0
tr|A0A0H2VCH8|A0A0H2VCH8_ECOL6	sp|Q46919|YQCC_ECOLI	yqcC	yqcC				
tr|A0A0H2V6A6|A0A0H2V6A6_ECOL6	sp|P75955|YCFT_ECOLI	ycfT	ycfT				
tr|A0A0H2V5B1|A0A0H2V5B1_ECOL6	sp|P0A912|PAL_ECOLI	pal	pal		779488.0		780010.0
tr|A0A0H2VD87|A0A0H2VD87_ECOL6	sp|P32672|PTFC2_ECOLI	frwC	frwC				
tr|A0A0H2V661|A0A0H2V661_ECOL6	sp|P10346|GLNQ_ECOLI	glnQ	glnQ	4421107.0	846162.0	4421830.0	846885.0
tr|A0A0H2V990|A0A0H2V990_ECOL6	sp|P45563|XAPA_ECOLI	xapA	xapA		2529490.0		2530324.0
tr|A0A0H2VDV1|A0A0H2VDV1_ECOL6	sp|P39279|YJEJ_ECOLI	yjeJ	yjeJ				
