Locus_tag,gbk_locus_tag,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_old_locus_tag,gbk_strand,norm_exp
b3309,BW25113_RS17155,3440812,3441126,3440969,,BW25113_3309,1,785.25294707195
b3310,BW25113_RS17160,3441137,3441508,3441322,,BW25113_3310,1,5019.62011360655
b3311,BW25113_RS17165,3441673,3441927,3441800,,BW25113_3311,1,62.3824892841809
b3312,BW25113_RS17170,3441927,3442118,3442022,,BW25113_3312,1,334.636821670511
b3313,BW25113_RS17175,3442118,3442528,3442323,,BW25113_3313,1,461.326759177084
b3314,BW25113_RS17180,3442541,3443242,3442891,,BW25113_3314,1,440.679164232287
b3315,BW25113_RS17185,3443260,3443592,3443426,,BW25113_3315,1,530.950667709685
b3316,BW25113_RS17190,3443607,3443885,3443746,,BW25113_3316,1,3460.81421408132
b3317,BW25113_RS17195,3443902,3444723,3444312,,BW25113_3317,1,1442.7643083166
b3318,BW25113_RS17200,3444741,3445043,3444892,,BW25113_3318,1,2605.24943737534
b3319,BW25113_RS17205,3445040,3445645,3445342,,BW25113_3319,1,1429.01643513426
b3320,BW25113_RS17210,3445656,3446285,3445970,,BW25113_3320,1,302.524578714606
b3321,BW25113_RS17215,3446318,3446629,3446473,,BW25113_3321,1,1466.71963216027
b3322,BW25113_RS17220,3446867,3447286,3447076,,BW25113_3322,1,10.4686558505395
b3323,BW25113_RS17225,3447288,3448757,3448022,,BW25113_3323,1,29.3593830031613
b3324,BW25113_RS17230,3448937,3449752,3449344,,BW25113_3324,0,2.18363583622792
b3325,BW25113_RS17235,3449736,3451688,3450712,,BW25113_3325,0,3.73966454841318
b3326,BW25113_RS17240,3451698,3453179,3452438,,BW25113_3326,0,1.12202124544175
b3327,BW25113_RS17245,3453176,3454372,3453774,,BW25113_3327,0,1.14689729371193
b3328,BW25113_RS17250,3454382,3454819,3454600,,BW25113_3328,0,0.549168554417438
b3329,BW25113_RS17255,3454827,3455336,3455081,,BW25113_3329,0,0.549466532333262
b3330,BW25113_RS17260,3455333,3455710,3455521,,BW25113_3330,0,2.64784663029922
b3331,BW25113_RS17265,3455703,3456290,3455996,,BW25113_3331,0,1.074652972228
b3332,BW25113_RS17270,3456283,3457266,3456774,,BW25113_3332,0,0.549466532333262
b3333,BW25113_RS17275,3457281,3458444,3457862,,BW25113_3333,0,5.29569326059843
b3334,BW25113_RS17280,3458441,3458902,3458671,,BW25113_3334,0,6.85527954605997
b3335,BW25113_RS17285,3458902,3459579,3459240,,BW25113_3335,0,4.22429988373089
b3336,BW25113_RS17290,3459608,3460084,3459846,,BW25113_3336,1,166.602244582554
b3337,BW25113_RS17295,3460156,3460350,3460253,,BW25113_3337,1,533.892168495528
b3338,BW25113_RS17300,3460519,3463212,3461865,,BW25113_3338,1,5.70042050806964
b3339,BW25113_RS17305,3463504,3464688,3464096,,BW25113_3339,1,4085.17713768302
b3340,BW25113_RS17310,3464759,3466873,3465816,,BW25113_3340,1,932.405971100127
b3341,BW25113_RS17315,3466901,3467440,3467170,,BW25113_3341,1,846.545713014399
b3342,BW25113_RS17320,3467537,3467911,3467724,,BW25113_3342,1,2979.52978749027
b3343,BW25113_RS17325,3468037,3468324,3468180,,BW25113_3343,1,149.902083864098
b3344,BW25113_RS17330,3468332,3468691,3468511,,BW25113_3344,1,22.4582284085466
b3345,BW25113_RS17335,3468691,3469077,3468884,,BW25113_3345,1,57.5170862475605
b3346,BW25113_RS17340,3469077,3469799,3469438,,BW25113_3346,1,45.9388132462722
b3347,BW25113_RS17345,3469966,3470778,3470372,,BW25113_3347,1,92.8324747358475
b3348,BW25113_RS17350,3470999,3471217,3471108,,BW25113_3348,0,8.83406514389276
b3349,BW25113_RS17355,3471266,3471856,3471561,,BW25113_3349,1,1683.19320924458
b3350,BW25113_RS17365,3472161,3473966,3473063,,BW25113_3350,1,27.2117762875453
b3351,BW25113_RS17370,3473966,3474520,3474243,,BW25113_3351,1,20.0631444232287
b3352,BW25113_RS17375,3474648,3476561,3475604,,BW25113_3352,0,80.493852471443
b3353,BW25113_RS17380,3476561,3477583,3477072,,BW25113_3353,0,18.254536489241
b3354,BW25113_RS17385,3477577,3477795,3477686,,BW25113_3354,0,262.277998111208
b3355,BW25113_RS17390,3477849,3478718,3478283,,BW25113_3355,0,133.820782784461
b3356,BW25113_RS17395,3478773,3479177,3478975,,BW25113_3356,1,62.1255819846803
b3357,BW25113_RS17405,3479479,3480111,3479795,,BW25113_3357,0,2135.976369929
b3358,BW25113_RS17410,3480150,3482252,3481201,,BW25113_3358,0,47.3440000247856
b3359,BW25113_RS17415,3482319,3483539,3482929,,BW25113_3359,1,19.6107982606496
b3360,BW25113_RS17420,3483625,3484188,3483906,,BW25113_3360,1,10.5807407660318
b3361,BW25113_RS17425,3484220,3484822,3484521,,BW25113_3361,1,94.0278597179949
b3362,BW25113_RS17430,3484812,3484979,3484895,,BW25113_3362,1,51.031943813931
b3363,BW25113_RS17435,3485084,3485656,3485370,,BW25113_3363,1,86.3075454230066
b3364,BW25113_RS17440,3485927,3487108,3486517,,BW25113_3364,0,21.8248996506218
b3365,BW25113_RS17445,3487370,3489913,3488641,,BW25113_3365,0,66.7866073926753
b3366,BW25113_RS17450,3489910,3490236,3490073,,BW25113_3366,0,1.09893306466652
b3367,BW25113_RS17455,3490362,3491168,3490765,,BW25113_3367,0,2.66339526083685
b3368,BW25113_RS17460,3491187,3492560,3491873,,BW25113_3368,0,11.1372954802538
b3369,BW25113_RS17465,3492807,3492974,3492890,,BW25113_3369,0,2.62742208905279
b3370,BW25113_RS17470,3493218,3494606,3493912,frlA,BW25113_3370,0,0.331577912496305
b3371,BW25113_RS17475,3494627,3495649,3495138,frlB,BW25113_3371,0,3.71924000716675
b3374,BW25113_RS17485,3496526,3497311,3496918,,BW25113_3374,0,7.35678184934782
b3375,BW25113_RS17490,3497411,3498142,3497776,,BW25113_3375,0,50.9959706421469
b3376,BW25113_RS17495,3498294,3499379,3498836,,BW25113_3376,1,0.585439704117316
b3377,BW25113_RS17500,3499391,3500695,3500043,,BW25113_3377,1,0.668456206535509
b3378,BW25113_RS17505,3500707,3501060,3500883,,BW25113_3378,1,3.15290650686335
b3379,BW25113_RS17510,3501071,3501949,3501510,,BW25113_3379,1,1.57645325343168
b3380,BW25113_RS17515,3501946,3503172,3502559,,BW25113_3380,1,0.0719463435681084
b3381,BW25113_RS17520,3503172,3504335,3503753,,BW25113_3381,1,0.0204245412464215
b3382,BW25113_RS17525,3504419,3504781,3504600,,BW25113_3382,1,2.63941314631414
b3383,BW25113_RS17530,3504798,3505703,3505250,,BW25113_3383,1,3.17659064347023
b3384,BW25113_RS17535,3505993,3506997,3506495,,BW25113_3384,1,126.703018316084
b3385,BW25113_RS17540,3506990,3507748,3507369,,BW25113_3385,1,184.465455192753
b3386,BW25113_RS17545,3507741,3508418,3508079,,BW25113_3386,1,76.3802802629268
b3387,BW25113_RS17550,3508436,3509272,3508854,,BW25113_3387,1,92.1194058693619
b3388,BW25113_RS17555,3509379,3510665,3510022,,BW25113_3388,1,124.584268599642
b3389,BW25113_RS17560,3510757,3511845,3511301,,BW25113_3389,1,120.200527398237
b3390,BW25113_RS17565,3511902,3512423,3512162,,BW25113_3390,1,117.051160692222
b3391,BW25113_RS17570,3512824,3514062,3513443,,BW25113_3391,1,4.8128480024199
b3392,BW25113_RS17575,3513974,3514378,3514176,,BW25113_3392,1,1.54472428502543
b3393,BW25113_RS17580,3514368,3514808,3514588,,BW25113_3393,1,0.331577912496305
b3394,BW25113_RS17585,3514792,3515331,3515061,,BW25113_3394,1,0
b3395,BW25113_RS17590,3515331,3516110,3515720,,BW25113_3395,1,2.65110622565967
b3396,BW25113_RS17595,3516230,3518782,3517506,,BW25113_3396,0,10.1499928946488
b3397,BW25113_RS17600,3518948,3519508,3519228,,BW25113_3397,1,73.5915026300851
b3398,BW25113_RS17605,3519828,3521963,3520895,,BW25113_3398,0,22.4492917337535
b3399,BW25113_RS17610,3522028,3522696,3522362,,BW25113_3399,0,410.474382719867
b3400,BW25113_RS17615,3522707,3523108,3522907,,BW25113_3400,0,509.779840562549
b3401,BW25113_RS17620,3523133,3524011,3523572,,BW25113_3401,0,75.8127279534454
b3402,BW25113_RS17625,3524074,3525798,3524936,,BW25113_3402,1,4.91559192428201
b3403,BW25113_RS17635,3526177,3527799,3526988,,BW25113_3403,0,119.976236217056
b3404,BW25113_RS17640,3527875,3529227,3528551,,BW25113_3404,1,18.0844313379522
b3405,BW25113_RS17645,3529224,3529943,3529583,,BW25113_3405,1,139.559738838494
b3406,BW25113_RS17650,3530135,3530647,3530391,,BW25113_3406,0,42.1204515898304
b3407,BW25113_RS17655,3530744,3533065,3531904,,BW25113_3407,0,26.8420447851893
b3408,BW25113_RS17660,3533522,3533749,3533635,feoA,BW25113_3408,0,730.519269214767
b3409,BW25113_RS17665,3533766,3536087,3534926,,BW25113_3409,0,265.849375841714
b3410,BW25113_RS17670,3536087,3536323,3536205,,BW25113_3410,0,346.310466597797
b3411,BW25113_RS17675,3536526,3537404,3536965,,BW25113_3411,0,10.2737276701289
b3412,BW25113_RS17680,3537433,3538203,3537818,,BW25113_3412,1,17.3043736200196
b3413,BW25113_RS17685,3538241,3538924,3538582,,BW25113_3413,0,84.1239095867786
b3414,BW25113_RS17690,3538983,3539558,3539270,,BW25113_3414,0,288.047159125172
b3415,BW25113_RS17695,3539918,3541234,3540576,,BW25113_3415,0,7.11347743152995
b3416,BW25113_RS17700,3541345,3543429,3542387,,BW25113_3416,1,53.0541882877215
b3417,BW25113_RS17705,3543439,3545832,3544635,,BW25113_3417,1,92.9430398122786
b3418,BW25113_RS17710,3546444,3549149,3547796,,BW25113_3418,0,114.190246612667
b3421,BW25113_RS17720,3550212,3551438,3550825,,BW25113_3421,1,6.75515292114798
b3422,BW25113_RS17725,3551627,3553225,3552426,,BW25113_3422,0,2.79321104530095
b3424,BW25113_RS17735,3553982,3554812,3554397,,BW25113_3424,1,20.5175764312187
b3425,BW25113_RS17740,3554857,3555183,3555020,,BW25113_3425,1,11.0588569106286
b3426,BW25113_RS17745,3555373,3556878,3556125,,BW25113_3426,0,21.0934451576794
b3428,BW25113_RS17755,3557494,3559941,3558717,,BW25113_3428,1,126.004820336248
b3429,BW25113_RS17760,3559960,3561393,3560676,,BW25113_3429,1,236.128114545298
b3430,BW25113_RS17765,3561393,3562688,3562040,,BW25113_3430,1,740.38891023097
b3431,BW25113_RS17770,3562706,3564679,3563692,,BW25113_3431,1,66.0419032363838
b3432,BW25113_RS17775,3564676,3566862,3565769,,BW25113_3432,1,81.3553057861401
b3433,BW25113_RS17780,3567135,3568238,3567686,,BW25113_3433,1,156.770719715961
b3434,BW25113_RS17785,3568431,3569024,3568727,,BW25113_3434,0,13.4321878315886
b3437,BW25113_RS17795,3570425,3570952,3570688,,BW25113_3437,1,2.72215863548031
b3438,BW25113_RS17800,3571091,3572086,3571588,,BW25113_3438,1,92.5873802408904
b3439,BW25113_RS17805,3572310,3573005,3572657,,BW25113_3439,1,10.6176078715633
b3440,BW25113_RS17810,3573128,3574165,3573646,,BW25113_3440,1,187.624041374581
b3441,BW25113_RS17815,3574498,3574986,3574742,,BW25113_3441,0,38.5642104736138
b3442,BW25113_RS17820,3575223,3576401,3575812,,BW25113_3442,0,4.82019173415548
b3444,BW25113_RS17830,3576843,3577540,3577191,,BW25113_3445,0,60.4307080482143
b3446,BW25113_RS17835,3578119,3578403,3578261,,BW25113_3446,0,5.25484417810559
b3447,BW25113_RS17840,3578441,3580183,3579312,,BW25113_3447,1,163.089642614128
b3448,BW25113_RS17845,3580303,3580743,3580523,,BW25113_3448,0,566.110114311943
b3449,BW25113_RS17850,3580730,3581473,3581101,,BW25113_3449,1,13.007330917078
b3450,BW25113_RS17855,3581470,3582540,3582005,ugpC,BW25113_3450,1,11.1332233338014
b3451,BW25113_RS17860,3582542,3583387,3582964,,BW25113_3451,1,7.3523484368886
b3452,BW25113_RS17865,3583384,3584271,3583827,,BW25113_3452,1,21.1623485011473
b3453,BW25113_RS17870,3584369,3585685,3585027,,BW25113_3453,1,445.14525717185
b3454,BW25113_RS17880,3586084,3586797,3586440,livF,BW25113_3454,1,58.8662458520439
b3455,BW25113_RS17885,3586799,3587566,3587182,livG,BW25113_3455,1,93.6072787801001
b3456,BW25113_RS17890,3587563,3588840,3588201,livM,BW25113_3456,1,14.9696557889121
b3457,BW25113_RS17895,3588837,3589763,3589300,,BW25113_3457,1,18.2163329678271
b3458,BW25113_RS17900,3589811,3590920,3590365,,BW25113_3458,1,913.97875811635
b3459,BW25113_RS17905,3591344,3591727,3591535,,BW25113_3459,0,6.13559064501933
b3460,BW25113_RS17915,3591915,3593018,3592466,,BW25113_3460,1,1534.97706992968
b3461,BW25113_RS17920,3593289,3594143,3593716,,BW25113_3461,1,208.338714025077
b3462,BW25113_RS17925,3594388,3595446,3594917,,BW25113_3462,1,50.0155676012771
b3463,BW25113_RS17930,3595439,3596107,3595773,,BW25113_3463,1,31.0198159114621
b3464,BW25113_RS17935,3596110,3597603,3596856,,BW25113_3464,1,49.1860625485549
b3465,BW25113_RS17940,3597753,3598349,3598051,rsmD,BW25113_3465,0,58.976287469085
b3466,BW25113_RS17945,3598339,3598608,3598473,,BW25113_3466,0,11.7045498789685
b3467,BW25113_RS17950,3598611,3598970,3598790,,BW25113_3467,1,46.5184230843403
b3468,BW25113_RS17955,3599111,3599737,3599424,,BW25113_3468,0,107.642490352024
b3469,BW25113_RS17960,3599811,3602009,3600910,zntA,BW25113_3469,0,12.6617123581877
b3470,BW25113_RS17965,3602111,3602356,3602233,,BW25113_3470,1,57.8392591309455
b3471,BW25113_RS17970,3602577,3603242,3602909,,BW25113_3471,0,8.4551189581827
b3472,BW25113_RS17975,3603315,3603872,3603593,,BW25113_3472,0,79.4081023757011
b3473,BW25113_RS17980,3603876,3605093,3604484,,BW25113_3473,1,15.9075043230417
b3474,BW25113_RS17985,3605225,3606274,3605749,,BW25113_3474,0,22.1444139933005
b3475,BW25113_RS17990,3606329,3606916,3606622,,BW25113_3475,0,40.0087620971706
b3476,BW25113_RS17995,3607027,3608601,3607814,,BW25113_3476,0,15.5987798343467
b3477,BW25113_RS18000,3608601,3609545,3609073,,BW25113_3477,0,1.19307365526239
b3478,BW25113_RS18005,3609542,3610375,3609958,,BW25113_3478,0,2.71135948988225
b3479,BW25113_RS18010,3610375,3611139,3610757,,BW25113_3479,0,3.17333104810977
b3480,BW25113_RS18015,3611136,3611942,3611539,,BW25113_3480,0,37.8961517060995
b3481,BW25113_RS18020,3611948,3612349,3612148,,BW25113_3481,0,212.85716238506
b3482,BW25113_RS18025,3612552,3616787,3614669,,BW25113_3482,0,3.41842554306683
b3483,BW25113_RS18030,3616759,3617142,3616950,,BW25113_3483,0,0.525484417810559
b3484,BW25113_RS18040,3617738,3618874,3618306,,BW25113_3484,0,3.67839092467391
b3485,BW25113_RS18045,3619039,3620163,3619601,,BW25113_3485,1,9.48240365719693
b3486,BW25113_RS18050,3620163,3622898,3621530,,BW25113_3486,1,28.1504505754934
b3487,BW25113_RS18055,3622895,3623962,3623428,,BW25113_3487,1,13.7851421105531
b3488,BW25113_RS18060,3624328,3625950,3625139,,BW25113_3488,1,0.933975242738989
b3491,BW25113_RS18080,3628201,3629253,3628727,,BW25113_3491,0,4.20387534248447
b3492,BW25113_RS18085,3629568,3630770,3630169,,BW25113_3492,1,8.16018268585837
b3493,BW25113_RS18090,3631002,3632501,3631751,,BW25113_3493,0,222.246057663771
b3494,BW25113_RS18095,3632745,3633080,3632912,,BW25113_3494,1,54.2196315809151
b3495,BW25113_RS18100,3633471,3633905,3633688,,BW25113_3495,0,3366.15401053555
b3496,BW25113_RS18105,3634222,3635691,3634956,,BW25113_3496,0,39.2456601900168
b3497,BW25113_RS18110,3635740,3636492,3636116,,BW25113_3497,1,8.46106944495269
b3498,BW25113_RS18115,3636500,3638542,3637521,,BW25113_3498,1,116.198675333495
b3499,BW25113_RS18120,3638745,3639587,3639166,,BW25113_3499,0,51.7481210949882
b3500,BW25113_RS18125,3639659,3641011,3640335,,BW25113_3500,0,31.1397264840756
b3501,BW25113_RS18140,3641888,3642241,3642064,,BW25113_3501,0,0.921189307435155
b3502,BW25113_RS18145,3642295,3643584,3642939,,BW25113_3502,0,8.53208800958665
b3503,BW25113_RS18150,3643597,3644022,3643809,,BW25113_3503,0,8.9332351027795
b3505,BW25113_RS18160,3645542,3646558,3646050,,BW25113_3505,1,98.2655861305745
b3506,BW25113_RS18170,3647321,3647887,3647604,,BW25113_3506,0,42.5642378426553
b3507,BW25113_RS18175,3648043,3648573,3648308,,BW25113_3507,0,19.9684078768012
b3508,BW25113_RS18180,3648615,3649262,3648938,,BW25113_3508,1,16.8155013699379
b3509,BW25113_RS18185,3649326,3649652,3649489,hdeB,BW25113_3509,1,524.95695989243
b3510,BW25113_RS18190,3649768,3650100,3649934,,BW25113_3510,1,1643.68989624809
b3511,BW25113_RS18195,3650355,3650927,3650641,,BW25113_3511,0,298.182072852196
b3512,BW25113_RS18200,3651726,3652253,3651989,,BW25113_3512,0,104.931653000352
b3513,BW25113_RS18210,3652592,3653749,3653170,,BW25113_3513,0,21.7969325105678
b3514,BW25113_RS18215,3653774,3656887,3655330,,BW25113_3514,0,19.0767049473366
b3515,BW25113_RS18220,3657250,3657978,3657614,,BW25113_3515,1,553.780883174877
b3516,BW25113_RS18225,3658346,3659170,3658758,,BW25113_3516,1,346.101093233887
b3517,BW25113_RS18230,3659540,3660940,3660240,,BW25113_3517,1,238.553081299026
b3518,BW25113_RS18235,3661151,3662548,3661849,,BW25113_3518,1,12.3810355727887
b3519,BW25113_RS18240,3662952,3664601,3663776,treF,BW25113_3519,0,124.122242118644
b3520,BW25113_RS18245,3664652,3665254,3664953,,BW25113_3520,1,1.3164878718246
b3521,BW25113_RS18250,3665774,3666673,3666223,,BW25113_3521,0,31.5483157927812
b3522,BW25113_RS18255,3666722,3667735,3667228,,BW25113_3522,0,120.359615815225
b3523,BW25113_RS18260,3668146,3669468,3668807,,BW25113_3523,0,89.811993318249
b3524,BW25113_RS18265,3669650,3671710,3670680,,BW25113_3524,1,42.6501075641643
b3525,BW25113_RS18270,3671780,3672547,3672163,,BW25113_3525,1,0.428915366174852
b3526,BW25113_RS18280,3672779,3673708,3673243,,BW25113_3526,0,19.4893261960799
b3527,BW25113_RS18285,3673804,3675300,3674552,,BW25113_3527,1,26.9891784011935
b3528,BW25113_RS18290,3675521,3676807,3676164,,BW25113_3528,1,15.2891344472405
b3529,BW25113_RS18295,3676990,3678978,3677984,,BW25113_3529,1,21.3509546249187
b3530,BW25113_RS18300,3679060,3682533,3680796,,BW25113_3530,1,15.2891344472405
b3531,BW25113_RS18305,3682515,3683621,3683068,,BW25113_3531,1,3.26082602221551
b3532,BW25113_RS18310,3683628,3685967,3684797,,BW25113_3532,1,12.7195455428056
b3533,BW25113_RS18315,3685978,3688596,3687287,bcsA,BW25113_3533,1,1.69487393646607
b3535,BW25113_RS18325,3689357,3689545,3689451,,BW25113_3535,1,23.6467988014751
b3536,BW25113_RS18330,3689818,3691389,3690603,,BW25113_3536,0,168.843894447161
b3537,BW25113_RS18335,3691386,3691577,3691481,,BW25113_3537,0,173.661670079973
b3538,BW25113_RS18340,3691574,3693253,3692413,,BW25113_3538,0,75.8795552317811
b3539,BW25113_RS18355,3693923,3695194,3694558,,BW25113_3539,0,13.8872648167852
b3540,BW25113_RS18360,3695224,3696228,3695726,dppF,BW25113_3540,1,34.2586098639184
b3541,BW25113_RS18365,3696225,3697208,3696716,,BW25113_3541,1,8.00481351463691
b3542,BW25113_RS18370,3697219,3698121,3697670,,BW25113_3542,1,8.16820984460828
b3543,BW25113_RS18375,3698131,3699150,3698640,,BW25113_3543,1,5.63855801046883
b3544,BW25113_RS18385,3699458,3701065,3700261,,BW25113_3544,1,402.828957818777
b3546,BW25113_RS18400,3702144,3703835,3702989,,BW25113_3546,1,17.0362243230124
b3547,BW25113_RS18405,3704159,3705367,3704763,,BW25113_3547,1,2.3624631739179
b3548,BW25113_RS18410,3705596,3706294,3705945,,BW25113_3548,1,63.6783511015051
b3549,BW25113_RS18415,3706452,3707015,3706733,,BW25113_3549,0,29.4271273973913
b3550,BW25113_RS18420,3707012,3707452,3707232,,BW25113_3550,0,23.1213143836646
b3551,BW25113_RS18425,3707421,3709754,3708587,,BW25113_3551,1,28.07864868511
b3552,BW25113_RS18430,3709907,3710566,3710236,,BW25113_3552,0,6.99469376150864
b3553,BW25113_RS18435,3710670,3711644,3711157,,BW25113_3553,0,276.322988469213
b3554,BW25113_RS18440,3711694,3712404,3712049,,BW25113_3554,1,132.988406788564
b3555,BW25113_RS18445,3712838,3713128,3712983,,BW25113_3555,0,193.888879285446
b3556,BW25113_RS18450,3713409,3713621,3713515,,BW25113_3556,0,45.4571789679115
b3557,BW25113_RS25300,3714040,3715409,3714724,,,0,0.995248866478254
b3559,BW25113_RS18470,3715688,3717757,3716722,,BW25113_3559,1,133.601143025957
b3560,BW25113_RS18475,3717767,3718678,3718222,,BW25113_3560,1,295.772278233271
b3561,BW25113_RS18485,3719247,3720242,3719744,,BW25113_3561,0,23.9571857414534
b3562,BW25113_RS18490,3720284,3720721,3720502,,BW25113_3562,1,5.7505868226161
b3563,BW25113_RS18495,3720767,3721108,3720937,,BW25113_3563,1,1.60013739003856
b3564,BW25113_RS18500,3721277,3722731,3722004,,BW25113_3564,1,1.69487393646607
b3565,BW25113_RS18505,3722803,3724125,3723464,,BW25113_3565,1,19.130596270642
b3566,BW25113_RS18510,3724491,3725483,3724987,,BW25113_3566,0,0.691273374058711
b3567,BW25113_RS18515,3725561,3727102,3726331,,BW25113_3567,0,1.074652972228
b3568,BW25113_RS18520,3727080,3728261,3727670,,BW25113_3568,0,7.41673713565458
b3569,BW25113_RS18525,3728339,3729517,3728928,,BW25113_3569,0,52.5688663223023
b3570,BW25113_RS18530,3729713,3730537,3730125,,BW25113_3570,1,69.4586796974213
b3571,BW25113_RS18535,3730857,3732887,3731872,,BW25113_3571,0,5.4701968997626
b3572,BW25113_RS18540,3733065,3734318,3733691,,BW25113_3572,0,238.593609822601
b3573,BW25113_RS18550,3734469,3734942,3734705,,BW25113_3573,1,1.074652972228
b3574,BW25113_RS18555,3735044,3735892,3735468,,BW25113_3574,1,62.6666694510203
b3575,BW25113_RS18560,3736093,3737091,3736592,,BW25113_3575,0,2.02645184896238
b3576,BW25113_RS18565,3737103,3737570,3737336,,BW25113_3576,0,0.191856916181622
b3577,BW25113_RS18570,3737688,3738161,3737924,,BW25113_3577,0,0.0612736237392646
b3578,BW25113_RS18575,3738164,3739441,3738802,,BW25113_3578,0,0.0359731717840542
b3579,BW25113_RS18580,3739454,3740440,3739947,,BW25113_3579,0,1.07139337686754
b3580,BW25113_RS18585,3740444,3741940,3741192,,BW25113_3580,0,1.074652972228
b3581,BW25113_RS18590,3741937,3742599,3742268,sgbH,BW25113_3581,0,1.05096883562112
b3582,BW25113_RS18595,3742592,3743452,3743022,,BW25113_3582,0,2.10193767124223
b3583,BW25113_RS18600,3743446,3744141,3743793,,BW25113_3583,0,3.1648975641247
b3584,BW25113_RS18605,3744488,3745228,3744858,,BW25113_3584,1,0.54590895905698
b3585,BW25113_RS18610,3745352,3746326,3745839,,BW25113_3585,0,33.152886595279
b3586,BW25113_RS18615,3746323,3747459,3746891,,BW25113_3586,1,2.14930594445599
b3587,BW25113_RS18620,3747465,3747788,3747626,,BW25113_3587,1,0.596536827631195
b3588,BW25113_RS18630,3748333,3749871,3749102,,BW25113_3588,1,4.77732398934043
b3589,BW25113_RS18635,3750036,3751187,3750611,,BW25113_3589,1,0.395704889624596
b3590,BW25113_RS18640,3751377,3753221,3752299,,BW25113_3590,1,62.6747505390978
b3591,BW25113_RS18645,3753218,3754609,3753913,,BW25113_3591,1,32.4098115355473
b3592,BW25113_RS18650,3754707,3755315,3755011,,BW25113_3592,1,149.573324261517
b3593,BW25113_RS18655,3755543,3759676,3757609,,BW25113_3593,0,3.57922096578717
b3594,BW25113_RS18660,3759697,3760539,3760118,,BW25113_3594,0,1.05096883562112
b3596,BW25113_RS18670,3761537,3761998,3761767,,BW25113_3596,0,0.572852691024317
b3597,BW25113_RS18680,3763603,3764739,3764171,,BW25113_3597,1,6.34666209621955
b3598,BW25113_RS18685,3764742,3765104,3764923,,BW25113_3598,1,4.72935976029503
b3599,BW25113_RS18690,3765641,3767554,3766597,,BW25113_3599,0,14.3106265283636
b3600,BW25113_RS18695,3767784,3768932,3768358,,BW25113_3600,0,82.8727763713596
b3601,BW25113_RS18700,3768932,3769519,3769225,,BW25113_3601,0,63.0002969526492
b3602,BW25113_RS18710,3770025,3770387,3770206,,BW25113_3602,0,98.2611527181153
b3603,BW25113_RS18715,3770759,3772414,3771586,,BW25113_3603,0,11.5858584027499
b3604,BW25113_RS18720,3772414,3773190,3772802,,BW25113_3604,0,12.1098257462497
b3605,BW25113_RS18725,3773187,3774377,3773782,lldD,BW25113_3605,0,14.2354475540988
b3606,BW25113_RS18730,3774575,3775048,3774811,,BW25113_3606,0,26.2982030050506
b3607,BW25113_RS18735,3775101,3775922,3775511,,BW25113_3607,1,50.4701882464205
b3608,BW25113_RS18740,3776002,3777021,3776511,,BW25113_3608,1,62.655192966935
b3609,BW25113_RS18745,3777021,3777488,3777254,,BW25113_3609,1,304.684393278488
b3610,BW25113_RS18750,3777551,3777802,3777676,,BW25113_3610,1,1066.61637456255
b3611,BW25113_RS18755,3777944,3778375,3778159,,BW25113_3611,1,810.241252294739
b3612,BW25113_RS18760,3778620,3780164,3779392,,BW25113_3612,0,201.247901968238
b3613,BW25113_RS18765,3780174,3781457,3780815,,BW25113_3613,0,26.6807382151383
b3614,BW25113_RS18770,3781461,3782420,3781940,,BW25113_3614,0,35.2017189155322
b3615,BW25113_RS18775,3782407,3783441,3782924,,BW25113_3615,1,4.0460326671095
b3616,BW25113_RS18780,3783680,3784705,3784192,,BW25113_3616,1,37.930806540451
b3617,BW25113_RS18785,3784715,3785911,3785313,,BW25113_3617,1,52.2597987293141
b3618,BW25113_RS18790,3786186,3787043,3786614,,BW25113_3618,1,18.9229926957765
b3619,BW25113_RS18795,3787347,3788279,3787813,,BW25113_3619,0,275.59365607796
b3620,BW25113_RS18800,3788289,3789335,3788812,,BW25113_3620,0,82.3023618383899
b3621,BW25113_RS18805,3789339,3790298,3789818,,BW25113_3621,0,31.0287818617406
b3622,BW25113_RS18810,3790308,3791567,3790937,,BW25113_3622,0,23.7326685229842
b3623,BW25113_RS18815,3791599,3792672,3792135,,BW25113_3623,1,67.2041722951337
b3624,BW25113_RS18820,3792705,3793556,3793130,,BW25113_3624,1,24.2595350388678
b3625,BW25113_RS18825,3793627,3794325,3793976,,BW25113_3625,1,57.0995343247295
b3626,BW25113_RS18830,3794343,3795359,3794851,,BW25113_3626,1,22.8326713319228
b3627,BW25113_RS18835,3795399,3796418,3795908,,BW25113_3627,1,66.1052392304671
b3628,BW25113_RS18840,3796418,3797497,3796957,,BW25113_3628,1,19.4858583197452
b3629,BW25113_RS18845,3797541,3798476,3798008,,BW25113_3629,1,13.5927706211953
b3630,BW25113_RS18850,3798513,3799310,3798911,,BW25113_3630,1,47.6488596520535
b3631,BW25113_RS18855,3799303,3800427,3799865,,BW25113_3631,1,66.0692660586831
b3632,BW25113_RS18860,3800424,3801494,3800959,,BW25113_3632,1,44.2147595413439
b3633,BW25113_RS18865,3801900,3803177,3802538,,BW25113_3633,0,18.7298263283763
b3634,BW25113_RS18870,3803185,3803664,3803424,,BW25113_3634,0,12.3720851870928
b3635,BW25113_RS18875,3803703,3804512,3804107,,BW25113_3635,1,2.12236221248866
