Locus_tag,gene_id,GSE60522_1,GSE60522_2,GSE60522_3,GSE114917_LP1,GSE114917_LP2,GSE114917_LP3,GSE114917_LP4,GSE54199_RNA,GSE54199_DNA,GSE40313_1,GSE40313_2,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_old_locus_tag,gbk_strand
b3497,rsmJ,160,113,161,106,94,73,84,30510.5,87310,21,50,3642380,3643132,3642756,rsmJ,,1
b3498,prlC,4132,3160,3575,747,837,610,665,94212,269779.5,168,265,3643140,3645182,3644161,prlC,,1
b3499,rlmJ,251,191,190,457,427,343,542,63146.5,106369,121,163,3645385,3646227,3645806,rlmJ,,0
b3500,gor,639,496,640,968,996,847,1030,145360,157707.5,193,273,3646299,3647651,3646975,gor,,0
b3501,arsR,0,13,5,7,10,9,6,7142,53741,3,2,3648528,3648881,3648704,arsR,,0
b3502,arsB,68,43,49,25,32,15,28,31751,164494.5,7,7,3648935,3650224,3649579,arsB,,0
b3503,arsC,33,24,30,22,17,10,12,5278,53718,4,6,3650237,3650662,3650449,arsC,,0
b3506,slp,16,12,32,115,122,125,78,54361.5,96764.5,336,613,3653961,3654527,3654244,slp,,0
b3507,dctR,6,4,1,2,3,0,5,85587.5,98467,23,30,3654683,3655213,3654948,dctR,,0
b3508,yhiD,5,3,6,7,0,3,9,73484.5,112491.5,81,156,3655255,3655902,3655578,yhiD,,1
b3509,hdeB,52,51,65,68,92,37,63,251612,63006.5,661,1241,3655966,3656292,3656129,hdeB,,1
b3510,hdeA,107,100,143,255,272,203,207,687300.5,67320,844,1758,3656408,3656740,3656574,hdeA,,1
b3511,hdeD,24,18,23,56,80,53,35,279249.5,114684,304,535,3656995,3657567,3657281,hdeD,,0
b3512,gadE,8,4,29,18,24,17,30,103633,101352.5,232,378,3658366,3658893,3658629,gadE,,0
b3513,mdtE,8,2,5,23,15,27,12,32197.5,136023.5,68,107,3659232,3660389,3659810,mdtE,,0
b3514,mdtF,20,16,39,64,80,72,60,93563,405104.5,183,297,3660414,3663527,3661970,mdtF,,0
b3515,gadW,16,21,31,70,42,24,83,58141,148942,28,49,3663890,3664618,3664254,gadW,,1
b3516,gadX,28,25,50,225,176,116,149,89029,153387,340,367,3664986,3665810,3665398,gadX,,1
b3517,gadA,5,5,15,6,6,3,6,25289.5,161332.5,74,118,3666180,3667580,3666880,gadA,,1
b3518,yhjA,18,16,6,238,240,202,111,84709,222092,62,93,3667791,3669188,3668489,yhjA,,1
b3519,treF,172,132,249,79,80,51,82,39003,206632,51,92,3669592,3671241,3670416,treF,,0
b3520,yhjB,19,23,33,9,8,7,9,23490.5,106916.5,9,7,3671292,3671894,3671593,yhjB,,1
b3521,yhjC,50,41,37,37,29,20,13,19441.5,125838,5,12,3672414,3673313,3672863,yhjC,,0
b3522,yhjD,204,93,223,124,170,144,86,26626,129196.5,66,107,3673362,3674375,3673868,yhjD,,0
b3523,yhjE,6383,3848,6885,14,21,13,16,35436.5,175631.5,15,27,3674786,3676108,3675447,yhjE,,0
b3524,yhjG,1258,883,1235,96,108,79,66,95550.5,289888.5,47,69,3676290,3678350,3677320,yhjG,,1
b3525,yhjH,1192,891,865,9,6,4,4,20425.5,108151,2,2,3678420,3679187,3678803,yhjH,,1
b3526,kdgK,344,306,299,316,314,278,235,40287,111345,28,47,3679419,3680348,3679883,kdgK,,0
b3527,yhjJ,183,136,159,447,285,220,394,125562.5,209349.5,111,207,3680444,3681940,3681192,yhjJ,,1
b3528,dctA,185,240,180,1342,1361,1012,1268,820083.5,173008,766,1220,3682161,3683447,3682804,dctA,,1
b3529,yhjK,357,263,257,123,135,104,165,68772,288082,102,118,3683630,3685618,3684624,yhjK,,1
b3530,bcsC,241,178,230,126,110,107,79,75559.5,439125.5,93,118,3685700,3689173,3687436,bcsC,,1
b3531,bcsZ,19,17,25,14,7,9,14,24906.5,151953,4,7,3689155,3690261,3689708,bcsZ,,1
b3532,bcsB,74,80,85,34,28,21,35,41169,323745.5,8,13,3690268,3692607,3691437,bcsB,,1
b3533,bcsA,73,63,89,28,27,22,37,59137.5,327426,8,14,3692618,3695236,3693927,bcsA,,1
b3535,yhjR,42,32,45,35,23,21,38,13740,32045,11,16,3695997,3696185,3696091,yhjR,,1
b3536,bcsE,297,195,339,842,772,615,606,95887.5,262616,113,162,3696458,3698029,3697243,bcsE,,0
b3537,bcsF,61,57,88,20,18,11,19,8079.5,30472.5,4,9,3698026,3698217,3698121,bcsF,,0
b3538,bcsG,302,226,344,435,353,264,337,49324,245361.5,41,66,3698214,3699893,3699053,bcsG,,0
b3539,yhjV,103,86,94,88,55,62,160,97593.5,293616.5,38,48,3700563,3701834,3701198,yhjV,,0
b3540,dppF,433,340,311,86,91,71,77,26208.5,145101,133,188,3701864,3702868,3702366,dppF,,1
b3541,dppD,1261,1012,786,88,132,83,124,21659,125591.5,169,218,3702865,3703848,3703356,dppD,,1
b3542,dppC,263,282,196,91,103,73,87,18282.5,109873.5,121,155,3703859,3704761,3704310,dppC,,1
b3543,dppB,236,258,187,93,66,45,69,19000.5,122831,160,198,3704771,3705790,3705280,dppB,,1
b3544,dppA,7165,5829,6336,3124,2556,2029,1562,78491,279684.5,2010,2946,3706098,3707705,3706901,dppA,,1
b3546,eptB,62,90,66,652,486,354,578,108526,278464.5,151,175,3708784,3710475,3709629,eptB,,1
b3547,yhjX,7,6,9,17,13,10,5,56582,216430.5,11,10,3710799,3712007,3711403,yhjX,,1
b3548,yhjY,47,29,54,71,55,45,35,12936,104242,70,83,3712236,3712934,3712585,yhjY,,1
b3549,tag,121,50,84,151,163,141,120,40446.5,107248,24,27,3713092,3713655,3713373,tag,,0
b3550,yiaC,32,27,48,38,31,15,23,22534,58894.5,7,15,3713652,3714092,3713872,yiaC,,0
b3551,bisC,1204,793,1268,242,254,190,225,102971,266912,77,108,3714061,3716394,3715227,bisC,,1
b3552,yiaD,52,80,42,66,85,42,102,32844.5,75831.5,12,11,3716547,3717206,3716876,yiaD,,0
b3553,ghrB,2690,2158,3059,824,842,610,646,122085,146433,90,122,3717310,3718284,3717797,ghrB,,0
b3554,yiaF,290,253,322,999,931,694,891,180409,121686.5,286,452,3718334,3719044,3718689,yiaF,,1
b3555,yiaG,43,26,71,58,40,39,30,8366,60970.5,61,78,3719478,3719768,3719623,yiaG,,0
b3556,cspA,149,177,153,16392,12691,10783,23701,1161257.5,56623,4751,5659,3720049,3720261,3720155,cspA,,0
b3559,glyS,4254,3834,3905,3385,3690,2863,4424,374269,263783.5,433,639,3722328,3724397,3723362,glyS,,1
b3560,glyQ,1979,1684,1594,1819,1698,1355,2139,111574,112577,246,332,3724407,3725318,3724862,glyQ,,1
b3561,wecH,40,34,44,26,30,25,22,31312.5,191167.5,13,9,3725887,3726882,3726384,wecH,,0
b3562,yiaA,3,0,2,2,0,4,4,11274,92002,1,4,3726924,3727361,3727142,yiaA,,1
b3563,yiaB,20,12,8,3,0,0,0,13158,68084.5,1,2,3727407,3727748,3727577,yiaB,,1
b3564,xylB,18,18,32,20,21,12,22,34786,178427.5,76,111,3727917,3729371,3728644,xylB,,1
b3565,xylA,37,43,50,47,45,42,29,26103,200964.5,72,78,3729443,3730765,3730104,xylA,,1
b3566,xylF,6,4,8,29,34,25,22,27960.5,199943.5,23,45,3731131,3732123,3731627,xylF,,0
b3567,xylG,0,5,9,35,27,17,21,38092,287702,22,31,3732201,3733742,3732971,xylG,,0
b3568,xylH,15,16,23,22,16,16,19,31139.5,159587.5,8,21,3733720,3734901,3734310,xylH,,0
b3569,xylR,89,62,106,69,70,57,69,35997.5,189082,20,39,3734979,3736157,3735568,xylR,,0
b3570,bax,601,473,455,808,521,428,762,160355,147380,204,250,3736353,3737177,3736765,bax,,1
b3571,malS,48,37,47,115,101,86,48,53341.5,287448,25,20,3737497,3739527,3738512,malS,,0
b3572,avtA,1421,1229,1158,314,251,185,338,115384,189964.5,83,120,3739705,3740958,3740331,avtA,,0
b3573,ysaA,72,65,77,763,937,647,301,28827,67107,48,62,3741109,3741582,3741345,ysaA,,1
b3574,yiaJ,354,248,278,111,100,69,114,37419,131707,31,51,3741684,3742532,3742108,yiaJ,,1
b3575,yiaK,5,8,6,6,10,4,4,19864.5,137759,4,6,3742733,3743731,3743232,yiaK,,0
b3576,yiaL,4,2,1,2,0,0,1,6078.5,78723,1,3,3743743,3744210,3743976,yiaL,,0
b3577,yiaM,4,0,0,1,0,0,1,5237,83038,0,1,3744328,3744801,3744564,yiaM,,0
b3578,yiaN,1,1,3,6,2,0,2,26863,198111.5,0,1,3744804,3746081,3745442,yiaN,,0
b3579,yiaO,4,2,1,11,7,4,5,26482.5,159585.5,1,1,3746094,3747080,3746587,yiaO,,0
b3580,lyxK,12,3,2,15,10,10,9,32140,192831,3,4,3747084,3748580,3747832,lyxK,,0
b3584,yiaT,9,11,13,7,1,0,1,11319,110722.5,10,2,3751128,3751868,3751498,yiaT,,1
b3585,yiaU,35,31,40,47,41,36,43,29543.5,175470,22,46,3751992,3752966,3752479,yiaU,,0
b3586,yiaV,15,3,11,3,1,5,4,20960,162472.5,4,11,3752963,3754099,3753531,yiaV,,1
b3587,yiaW,0,0,0,2,1,0,1,7723.5,58518.5,0,2,3754105,3754428,3754266,yiaW,,1
b3588,aldB,27,24,32,324,385,302,188,32998,208285,216,337,3754973,3756511,3755742,aldB,,1
b3589,yiaY,0,3,0,6,2,4,6,15775.5,174120,3,0,3756676,3757827,3757251,yiaY,,1
b3590,selB,550,417,453,1700,1611,1401,1152,95017.5,236922.5,253,448,3758017,3759861,3758939,selB,,1
b3591,selA,212,197,204,1431,1312,1056,762,91682,190291.5,289,393,3759858,3761249,3760553,selA,,1
b3592,yibF,144,120,142,163,164,126,126,14504.5,86938,32,39,3761347,3761955,3761651,yibF,,1
b3593,rhsA,2,0,4,14,18,12,16,72884,552967.5,7,13,3762183,3766316,3764249,rhsA,,0
b3594,yibA,17,14,19,13,15,9,15,22384.5,165353,11,15,3766337,3767179,3766758,yibA,,0
b3596,yibG,0,1,0,1,1,0,0,11573,88744,0,0,3768177,3768638,3768407,yibG,,0
b3597,yibH,37,13,41,15,6,10,0,17441,146956.5,13,25,3770243,3771379,3770811,yibH,,1
b3598,yibI,17,13,24,6,3,0,0,5582.5,48475,2,12,3771382,3771744,3771563,yibI,,1
b3599,mtlA,878,630,951,799,811,675,538,70327.5,252525.5,230,320,3772281,3774194,3773237,mtlA,,0
b3600,mtlD,837,780,948,778,862,658,537,116602,169309,156,214,3774424,3775572,3774998,mtlD,,0
b3601,mtlR,363,230,339,219,202,144,143,83945,92151.5,169,286,3775572,3776159,3775865,mtlR,,0
b3602,yibL,110,82,114,243,234,180,282,51496,52370,49,63,3776665,3777027,3776846,yibL,,0
b3603,lldP,553,416,500,432,1011,329,1875,46363,198644.5,15,17,3777399,3779054,3778226,lldP,,0
b3604,lldR,33,12,33,90,172,66,419,27032.5,100641.5,5,8,3779054,3779830,3779442,lldR,,0
b3605,lldD,279,261,301,373,558,297,762,47356,147145.5,21,23,3779827,3781017,3780422,lldD,,0
b3606,trmL,27,18,25,85,66,56,110,26328,60324.5,25,44,3781215,3781688,3781451,trmL,,0
b3607,cysE,311,322,328,649,667,429,649,64548,106060.5,140,195,3781741,3782562,3782151,cysE,,1
b3608,gpsA,1662,1376,1259,2819,2727,2257,2240,150457,127274,304,450,3782642,3783661,3783151,gpsA,,1
b3609,secB,1413,1184,1486,2680,2908,2390,2264,157389.5,74449.5,286,416,3783661,3784128,3783894,secB,,1
b3610,grxC,975,597,993,783,743,578,675,44826,35045,69,99,3784191,3784442,3784316,grxC,,1
b3611,yibN,215,179,220,600,582,413,684,222805.5,81734,73,122,3784584,3785015,3784799,yibN,,1
b3612,gpmM,5031,4344,4690,6253,6839,5393,3812,388691,221830.5,113,186,3785260,3786804,3786032,gpmM,,0
b3613,envC,678,668,701,511,367,325,498,131283,176063.5,100,115,3786838,3788097,3787467,envC,,0
b3614,yibQ,158,178,148,119,116,110,148,44154,131817.5,40,45,3788101,3789060,3788580,yibQ,,0
b3616,tdh,108,75,147,4207,4664,3608,2708,411746.5,161649.5,350,551,3790320,3791345,3790832,tdh,,1
b3617,kbl,170,136,163,5883,6670,5267,3651,384306.5,184850,357,621,3791355,3792551,3791953,kbl,,1
b3618,yibB,96,66,124,216,144,70,245,309576,167144.5,79,109,3792826,3793683,3793254,yibB,,1
b3619,hldD,3941,3356,3747,1419,1380,1048,1271,148484,167670.5,226,347,3793987,3794919,3794453,hldD,,0
b3620,waaF,347,288,285,742,711,536,844,61182.5,133655.5,128,186,3794929,3795975,3795452,waaF,,0
b3621,waaC,233,166,161,271,253,192,316,70247,143482.5,39,91,3795979,3796938,3796458,waaC,,0
b3622,waaL,68,65,38,327,356,149,476,157506,197385,51,82,3796948,3798207,3797577,waaL,,0
b3623,waaU,68,34,41,213,218,92,230,138758.5,181571,47,79,3798239,3799312,3798775,waaU,,1
b3624,waaZ,60,37,48,161,137,63,166,41925,143018.5,22,24,3799345,3800196,3799770,waaZ,,1
b3625,waaY,101,72,105,148,134,66,166,60381,132101.5,14,32,3800267,3800965,3800616,waaY,,1
b3627,waaR,128,83,148,210,165,71,213,121629,192995,34,51,3802039,3803058,3802548,waaO,,1
b3628,waaB,204,127,181,156,157,90,209,109615.5,220931,41,49,3803058,3804137,3803597,waaB,,1
b3629,waaS,147,116,152,123,149,39,211,70417.5,142574.5,19,68,3804181,3805116,3804648,waaS,,1
b3630,waaP,146,104,157,103,100,56,149,107170.5,158547,18,46,3805153,3805950,3805551,waaP,,1
b3631,waaG,359,284,399,200,210,116,248,179983,231399,34,92,3805943,3807067,3806505,waaG,,1
b3632,waaQ,220,156,242,353,326,211,438,146843,194992.5,57,92,3807064,3808098,3807581,waaQ,,1
b3633,waaA,342,292,271,311,259,194,363,108720,163428,113,149,3808540,3809817,3809178,waaA,,0
b3634,coaD,63,65,42,68,69,68,97,27010,60244,22,26,3809825,3810304,3810064,coaD,,0
b3635,mutM,77,131,89,42,33,28,65,80275.5,98787,12,13,3810343,3811152,3810747,mutM,,1
b3636,rpmG,234,210,193,160,142,119,228,151173.5,37141,110,157,3811250,3811417,3811333,rpmG,,1
b3637,rpmB,2088,2438,1863,5645,4595,3658,8251,522613.5,40449,331,600,3811438,3811674,3811556,rpmB,,1
b3638,yicR,116,105,78,447,395,350,294,117204.5,142819.5,49,75,3811891,3812559,3812225,yicR,,1
b3639,dfp,1103,906,1041,576,558,406,634,241709.5,178599.5,88,160,3812731,3813951,3813341,dfp,,0
b3640,dut,1044,1090,879,377,336,288,522,121062.5,63383.5,48,62,3813932,3814387,3814159,dut,,0
b3641,slmA,66,79,83,227,196,150,371,55300,79847.5,23,43,3814494,3815090,3814792,slmA,,0
b3642,pyrE,39,65,26,27,22,17,15,27355,91902,7,7,3815127,3815768,3815447,pyrE,,1
b3643,rph,211,285,198,432,296,277,657,110636.5,93429,41,57,3815834,3816549,3816191,rph,,1
b3644,yicC,242,192,225,807,810,614,977,107817,137636.5,157,232,3816676,3817539,3817107,yicC,,0
b3645,dinD,13,8,23,150,152,131,88,50312.5,168492.5,82,91,3817760,3818584,3818172,dinD,,0
b3646,yicG,12,8,7,211,172,153,197,38485,83926,28,27,3818874,3819491,3819182,yicG,,0
b3647,ligB,45,24,38,66,63,63,28,63044,225823,21,27,3819488,3821170,3820329,ligB,,1
b3648,gmk,730,571,700,901,706,596,1125,288753.5,100218.5,213,374,3821428,3822051,3821739,gmk,,0
b3649,rpoZ,1903,1433,1608,581,453,351,631,67795.5,41910,153,203,3822106,3822381,3822243,rpoZ,,0
b3650,spoT,2461,2017,2233,1590,1284,1047,1903,277990.5,288797.5,291,465,3822400,3824508,3823454,spoT,,0
b3651,trmH,42,60,58,138,120,117,199,58929,88575.5,56,69,3824515,3825204,3824859,trmH,,0
b3652,recG,765,707,557,235,293,222,286,90170,265714,64,113,3825210,3827291,3826250,recG,,0
b3653,gltS,136,80,137,378,322,311,361,84375,178441.5,95,145,3827460,3828665,3828062,gltS,,1
b3654,xanP,2175,2169,2051,56,46,33,126,53786,179263.5,17,33,3828945,3830336,3829640,xanP,,0
b3655,yicH,420,252,446,478,421,307,275,52594.5,224239,102,167,3830457,3832166,3831311,yicH,,0
b3656,yicI,84,63,64,63,72,68,47,49912.5,357430,27,36,3832219,3834537,3833378,yicI,,1
b3657,yicJ,13,4,18,15,13,13,15,35225,231353.5,5,9,3834547,3835929,3835238,yicJ,,1
b3659,setC,11,10,23,2,1,0,2,33474,234766.5,2,3,3836953,3838137,3837545,setC,,0
b3660,yicL,90,100,118,107,114,79,114,65579.5,179328.5,22,48,3838248,3839171,3838709,yicL,,0
b3661,nlpA,1145,1114,942,44,53,43,35,47033,164913.5,15,32,3839175,3839993,3839584,nlpA,,1
b3662,nepI,79,82,68,61,37,28,66,77887,189565,9,14,3840549,3841739,3841144,nepI,,1
b3663,yicN,79,58,63,72,51,63,58,12655.5,68482.5,19,23,3841950,3842402,3842176,yicN,,1
b3666,uhpT,65,59,74,13,6,4,5,82389,242131,4,15,3845776,3847167,3846471,uhpT,,1
b3667,uhpC,74,58,73,13,8,15,14,70580.5,190346,9,10,3847305,3848624,3847964,uhpC,,1
b3668,uhpB,137,125,128,36,41,32,72,53124,194331,17,36,3848634,3850136,3849385,uhpB,,1
b3669,uhpA,579,478,569,83,84,66,124,29255.5,82309,35,47,3850136,3850726,3850431,uhpA,,1
b3670,ilvN,624,372,723,16,12,13,15,34402,56517,20,42,3850802,3851092,3850947,ilvN,,1
b3671,ilvB,2042,1330,2055,143,132,115,112,82773.5,229331,163,289,3851096,3852784,3851940,ilvB,,1
b3672,ivbL,415,193,321,36,40,41,27,43154,13386.5,151,115,3852890,3852988,3852939,ivbL,,1
b3673,emrD,3,5,3,151,122,76,205,113070.5,166125,166,212,3853922,3855106,3854514,emrD,,0
b3674,yidF,4,4,1,178,185,204,44,16550.5,79340,64,88,3855114,3855611,3855362,yidF,,1
b3675,yidG,22,9,16,13,10,9,13,10873.5,58330,16,19,3855608,3855970,3855789,yidG,,1
b3676,yidH,29,32,30,36,41,36,24,9621,52778,10,17,3855960,3856307,3856133,yidH,,1
b3677,yidI,0,4,3,45,38,31,38,27827,83740.5,8,15,3856415,3856864,3856639,yidI,,0
b3678,yidJ,8,9,23,20,16,12,5,23774.5,223855,4,12,3856911,3858404,3857657,yidJ,,1
b3679,yidK,2,2,7,8,5,3,8,36403.5,236919.5,5,1,3858401,3860116,3859258,yidK,,1
b3680,yidL,3,3,4,9,9,8,5,19064.5,178352,4,5,3860283,3861176,3860729,yidL,,0
b3684,yidP,4,2,3,6,3,3,4,18385.5,108982,5,7,3863899,3864615,3864257,yidP,,0
b3685,yidE,305,224,341,862,789,635,306,88117,256785,84,94,3864612,3866273,3865442,yidE,,1
b3686,ibpB,77,72,33,19,10,16,16,16819.5,96423.5,1,2,3866469,3866897,3866683,ibpB,,1
b3687,ibpA,1257,850,748,94,37,48,44,26817.5,86259.5,22,21,3867009,3867422,3867215,ibpA,,1
b3688,yidQ,12,7,21,313,306,264,162,18749,48907.5,95,122,3867728,3868060,3867894,yidQ,,0
b3689,yidR,84,63,96,276,253,201,185,35773.5,160939.5,85,94,3868062,3869309,3868685,yidR,,1
b3690,cbrA,5,4,9,5,2,3,4,23228.5,173054,1,5,3869377,3870441,3869909,cbrA,,0
b3691,dgoT,6,5,8,15,14,15,13,41505,217359,7,3,3870438,3871730,3871084,dgoT,,1
b3693,dgoK,33,21,25,59,72,46,36,15685,136115.5,17,24,3873596,3874474,3874035,dgoK,,1
b3696,yidX,9,7,19,40,40,26,27,40561,140290,17,16,3875438,3876094,3875766,yidX,,0
b3697,yidA,1038,958,998,769,827,637,621,109927.5,139650.5,59,102,3876140,3876952,3876546,yidA,,1
b3698,yidB,161,120,136,23,12,15,22,25088,73338.5,8,15,3877067,3877465,3877266,yidB,,1
b3699,gyrB,3502,2917,3358,2112,1977,1457,2469,474569,335101.5,858,1370,3877705,3880119,3878912,gyrB,,1
b3700,recF,209,195,178,135,128,93,255,152476.5,148639,64,78,3880148,3881221,3880684,recF,,1
b3701,dnaN,494,420,475,422,462,403,626,224478.5,158112,155,248,3881221,3882321,3881771,dnaN,,1
b3702,dnaA,1055,801,980,1260,987,870,1404,256964.5,200615.5,219,353,3882326,3883729,3883027,dnaA,,1
b3703,rpmH,563,561,584,875,664,527,1393,243739.5,29598,61,71,3884336,3884476,3884406,rpmH,,0
b3704,rnpA,1193,1089,923,842,515,365,1509,369014.5,49379.5,71,110,3884493,3884852,3884672,rnpA,,0
b3705,yidC,4066,3817,3420,2269,2219,1847,4719,763219,240847.5,382,554,3885076,3886722,3885899,yidC,,0
b3706,mnmE,454,368,360,284,268,232,370,93394.5,187023,87,134,3886828,3888192,3887510,mnmE,,0
b3707,tnaC,10,0,4,3698,4625,3491,2035,275192.5,15048,34,23,3888435,3888509,3888472,tnaC,,0
b3708,tnaA,40,40,46,138502,164880,121537,87324,2139489.5,238852,2418,4053,3888730,3890145,3889437,tnaA,,0
b3709,tnaB,1,2,7,14047,15893,11683,7663,425894,265862.5,223,351,3890236,3891483,3890859,tnaB,,0
b3710,mdtL,40,41,55,166,127,85,129,45282,169368.5,15,27,3891615,3892790,3892202,mdtL,,0
b3711,yidZ,67,95,80,88,56,35,68,34857,142820.5,36,41,3892765,3893724,3893244,yidZ,,0
b3712,yieE,61,53,64,1894,1878,1590,843,52444,114462.5,96,172,3893881,3894630,3894255,yieE,,0
b3713,chrR,75,56,90,1642,1737,1442,880,30374.5,83322,67,145,3894652,3895218,3894935,chrR,,0
b3715,yieH,29,29,40,36,44,37,52,34871,131410.5,19,23,3896774,3897439,3897106,yieH,,0
b3716,cbrB,9,21,23,13,15,7,14,71084,85106,4,9,3897506,3897973,3897739,cbrB,,0
b3717,cbrC,45,34,65,33,28,26,12,72238,125434,6,10,3898022,3898609,3898315,cbrC,,0
b3718,yieK,3,1,4,11,11,8,10,30364,122214.5,5,8,3898671,3899393,3899032,yieK,,1
b3719,yieL,24,9,19,9,5,1,2,18922,177420.5,2,4,3899408,3900577,3899992,yieL,,1
b3720,bglH,11,7,16,3,3,3,2,40896.5,327633.5,1,6,3900604,3902220,3901412,bglH,,1
b3721,bglB,3,2,2,6,9,4,6,36583,236984,2,3,3902289,3903701,3902995,bglB,,1
b3722,bglF,2,0,7,100,37,43,52,132174,319517.5,73,79,3903720,3905597,3904658,bglF,,1
b3723,bglG,6,0,3,2,1,1,2,23193,175975,0,4,3905731,3906567,3906149,bglG,,1
b3724,phoU,236,170,393,149,145,134,120,29566,99610.5,31,50,3906853,3907578,3907215,phoU,,1
b3725,pstB,652,423,774,130,124,99,98,75040.5,104432.5,55,61,3907593,3908366,3907979,pstB,,1
b3726,pstA,273,197,359,51,56,35,35,45288,111601,31,37,3908549,3909439,3908994,pstA,,1
b3727,pstC,491,303,637,38,45,25,34,27825.5,128822,17,27,3909439,3910398,3909918,pstC,,1
b3728,pstS,876,583,1122,69,59,63,53,47217.5,178277,42,49,3910485,3911525,3911005,pstS,,1
b3729,glmS,19358,16768,14361,3165,3654,2832,3789,343097,242911,1062,1617,3911839,3913668,3912753,glmS,,1
b3730,glmU,2007,1768,1900,3270,3213,2551,3515,528561.5,185773.5,775,1089,3913830,3915200,3914515,glmU,,1
b3731,atpC,463,457,394,1858,1862,1535,2400,230677.5,60484.5,285,373,3915553,3915972,3915762,atpC,,1
b3732,atpD,19617,17684,15596,7308,7848,5962,10473,823690,192750,893,1269,3915993,3917375,3916684,atpD,,1
b3733,atpG,16631,12462,12422,3203,3324,2481,5462,566908.5,104627.5,437,758,3917402,3918265,3917833,atpG,,1
b3734,atpA,14904,13933,11789,7131,7665,5826,13272,1390265,215202,1453,2222,3918316,3919857,3919086,atpA,,1
b3735,atpH,3495,2849,2544,1956,2053,1432,3727,720093.5,85090.5,355,526,3919870,3920403,3920136,atpH,,1
b3736,atpF,8018,7881,6570,2835,3090,2195,5864,895231.5,71493.5,482,809,3920418,3920888,3920653,atpF,,1
b3737,atpE,12684,12299,10817,1093,937,706,1697,355762,37706,329,507,3920950,3921189,3921069,atpE,,1
b3738,atpB,14214,14032,12365,1995,1660,1273,3610,1252374,147044,505,854,3921236,3922051,3921643,atpB,,1
b3739,atpI,356,351,364,532,356,269,641,279262.5,58103,251,411,3922060,3922440,3922250,atpI,,1
b3740,rsmG,94,92,81,119,97,71,177,101266,118766,49,67,3923057,3923680,3923368,rsmG,,1
b3741,mnmG,1670,1415,1351,707,559,495,1130,277010.5,240209,166,296,3923744,3925633,3924688,mnmG,,1
b3742,mioC,569,506,618,571,364,266,676,168713,79678,110,232,3926012,3926455,3926233,mioC,,1
b3743,asnC,207,145,149,23,21,22,18,45586,81580,12,14,3926545,3927003,3926774,asnC,,1
b3744,asnA,541,542,605,154,193,146,172,37147,132812,242,341,3927155,3928147,3927651,asnA,,0
b3745,viaA,259,238,327,1032,938,740,538,71457.5,224327,176,264,3928152,3929603,3928877,viaA,,1
b3746,ravA,257,167,225,1867,1836,1545,763,82879,269265.5,188,321,3929597,3931093,3930345,ravA,,1
b3747,kup,546,426,473,240,212,164,239,92673.5,294058,74,88,3931316,3933184,3932250,kup,,0
b3748,rbsD,13,17,8,263,188,197,126,1586257.5,84482.5,437,720,3933351,3933770,3933560,rbsD,,0
b3749,rbsA,158,217,158,468,450,333,231,629095,231909.5,229,398,3933778,3935283,3934530,rbsA,,0
b3750,rbsC,302,347,318,741,689,594,472,568382,120175,178,267,3935288,3936253,3935770,rbsC,,0
b3751,rbsB,453,479,396,5245,5915,4747,3118,1953111.5,113973.5,1714,2206,3936278,3937168,3936723,rbsB,,0
b3752,rbsK,154,134,161,1144,1168,870,855,367949,116797.5,185,246,3937294,3938223,3937758,rbsK,,0
b3753,rbsR,55,54,32,191,130,114,103,84549.5,156819.5,68,71,3938227,3939219,3938723,rbsR,,0
b3754,hsrA,56,41,42,389,301,264,141,65423.5,220616,131,152,3939185,3940612,3939898,hsrA,,1
b3755,yieP,154,117,153,1041,1134,926,553,70132.5,116265.5,197,418,3940635,3941327,3940981,yieP,,1
b3764,yifE,1232,1485,1346,286,212,170,212,76169,64596,152,100,3948086,3948424,3948255,yifE,,0
b3765,yifB,33,13,16,59,56,49,55,72306,246161,14,38,3948449,3949969,3949209,yifB,,1
b3766,ilvL,11,6,18,29,17,28,17,6886,17154.5,15,24,3950322,3950420,3950371,ilvL,,0
b3769,ilvM,61,37,58,2,1,0,4,15104,34684.5,2,6,3952201,3952464,3952332,ilvM,,0
b3770,ilvE,762,565,772,165,175,124,114,37194,112883.5,54,74,3952484,3953413,3952948,ilvE,,0
b3771,ilvD,1437,846,1236,169,170,117,122,52698.5,229145,89,124,3953478,3955328,3954403,ilvD,,0
b3772,ilvA,430,331,361,142,124,95,102,30308,195014,62,79,3955331,3956875,3956103,ilvA,,0
b3773,ilvY,84,105,86,104,84,54,60,21276.5,106881.5,70,82,3956927,3957820,3957373,ilvY,,1
b3774,ilvC,22420,18883,24410,157,158,155,115,31905.5,207229,71,110,3957970,3959445,3958707,ilvC,,0
b3775,ppiC,98,113,108,138,126,103,110,44718,46200,21,17,3959532,3959813,3959672,ppiC,,1
b3778,rep,573,453,459,287,235,195,395,109077.5,303739.5,78,120,3960677,3962698,3961687,rep,,0
b3779,gpp,1201,975,1099,1181,1128,925,1353,213627,208281,184,269,3962745,3964229,3963487,gpp,,1
b3780,rhlB,1107,850,970,2599,2528,1953,2834,344416.5,176035.5,426,661,3964365,3965630,3964997,rhlB,,1
b3781,trxA,1647,1594,1526,1894,1701,1411,1699,76802,51280.5,404,565,3965761,3966090,3965925,trxA,,0
b3783,rho,7374,6172,6416,3733,3152,2318,5819,1657081.5,215984,821,1192,3966417,3967676,3967046,rho,,0
