Locus_tag,gene_id,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_old_locus_tag,gbk_strand,norm_exp
b3458,livK,3596451,3597560,3597005,livK,,1,90.6146987396597
b3459,panM,3597984,3598367,3598175,panM,,0,47.1441373945162
b3460,livJ,3598555,3599658,3599106,livJ,,1,105.541938241841
b3461,rpoH,3599929,3600783,3600356,rpoH,,1,452.850046464182
b3462,ftsX,3601028,3602086,3601557,ftsX,,1,119.071922759343
b3463,ftsE,3602079,3602747,3602413,ftsE,,1,83.6722957469628
b3464,ftsY,3602750,3604243,3603496,ftsY,,1,255.930952101346
b3465,rsmD,3604393,3604989,3604691,rsmD,,0,39.1402244358085
b3466,yhhL,3604979,3605248,3605113,yhhL,,0,16.9937440979991
b3467,yhhM,3605251,3605610,3605430,yhhM,,1,11.9393712016
b3468,yhhN,3605751,3606377,3606064,yhhN,,0,107.108709019025
b3469,zntA,3606451,3608649,3607550,zntA,,0,238.60688979277
b3470,tusA,3608751,3608996,3608873,tusA,,1,19.8062403067659
b3471,yhhQ,3609217,3609882,3609549,yhhQ,,0,22.5928271546971
b3472,dcrB,3609955,3610512,3610233,dcrB,,0,292.917404229724
b3473,yhhS,3610516,3611733,3611124,yhhS,,1,46.0070708686671
b3474,yhhT,3611865,3612914,3612389,yhhT,,0,24.5519860289566
b3475,acpT,3612969,3613556,3613262,acpT,,0,33.1375459027106
b3476,nikA,3613667,3615241,3614454,nikA,,0,147.216542216486
b3477,nikB,3615241,3616185,3615713,nikB,,0,47.1889458607118
b3478,nikC,3616182,3617015,3616598,nikC,,0,39.2969661911727
b3479,nikD,3617015,3617779,3617397,nikD,,0,44.0235640161133
b3480,nikE,3617776,3618582,3618179,nikE,,0,35.2174306554794
b3481,nikR,3618588,3618989,3618788,nikR,,0,21.7602676733849
b3482,rhsB,3619192,3623427,3621309,rhsB,,0,10.9320743725835
b3483,yhhH,3623399,3623782,3623590,yhhH,,0,2.83452050280929
b3484,yhhI,3624378,3625514,3624946,yhhI,,0,3.18917866478142
b3485,yhhJ,3625679,3626803,3626241,yhhJ,,1,129.788831107474
b3486,rbbA,3626803,3629538,3628170,rbbA,,1,357.488971147133
b3487,yhiI,3629535,3630602,3630068,yhiI,,1,187.194839294482
b3488,yhiJ,3630968,3632590,3631779,yhiJ,,1,7.98328492572279
b3491,yhiM,3634841,3635893,3635367,yhiM,,0,17.4666957497056
b3492,yhiN,3636208,3637410,3636809,yhiN,,1,60.634068300693
b3493,pitA,3637642,3639141,3638391,pitA,,0,382.082586674934
b3494,uspB,3639385,3639720,3639552,uspB,,1,49.2601318558419
b3495,uspA,3640111,3640545,3640328,uspA,,0,1175.44038515608
b3496,dtpB,3640862,3642331,3641596,dtpB,,0,449.917962203788
b3497,rsmJ,3642380,3643132,3642756,rsmJ,,1,33.388985214531
b3498,prlC,3643140,3645182,3644161,prlC,,1,316.494757249083
b3499,rlmJ,3645385,3646227,3645806,rlmJ,,0,140.20269261267
b3500,gor,3646299,3647651,3646975,gor,,0,267.836197759498
b3501,arsR,3648528,3648881,3648704,arsR,,0,2.64590658173569
b3502,arsB,3648935,3650224,3649579,arsB,,0,9.27801609570315
b3503,arsC,3650237,3650662,3650449,arsC,,0,5.75890256107735
b3506,slp,3653961,3654527,3654244,slp,,0,95.3122436159637
b3507,dctR,3654683,3655213,3654948,dctR,,0,15.5023244431504
b3508,yhiD,3655255,3655902,3655578,yhiD,,1,65.6890232859527
b3509,hdeB,3655966,3656292,3656129,hdeB,,1,152.799137965134
b3510,hdeA,3656408,3656740,3656574,hdeA,,1,368.361021183271
b3511,hdeD,3656995,3657567,3657281,hdeD,,0,193.804252048264
b3512,gadE,3658366,3658893,3658629,gadE,,0,105.333183078228
b3513,mdtE,3659232,3660389,3659810,mdtE,,0,51.457379017513
b3514,mdtF,3660414,3663527,3661970,mdtF,,0,143.316697122897
b3515,gadW,3663890,3664618,3664254,gadW,,1,28.7982958013311
b3516,gadX,3664986,3665810,3665398,gadX,,1,149.789651208613
b3517,gadA,3666180,3667580,3666880,gadA,,1,54.3962095635455
b3518,yhjA,3667791,3669188,3668489,yhjA,,1,75.327174986802
b3519,treF,3669592,3671241,3670416,treF,,0,54.8214199219972
b3520,yhjB,3671292,3671894,3671593,yhjB,,1,7.14827286044694
b3521,yhjC,3672414,3673313,3672863,yhjC,,0,8.76226197402738
b3522,yhjD,3673362,3674375,3673868,yhjD,,0,67.6983398978962
b3523,yhjE,3674786,3676108,3675447,yhjE,,0,127.941187601316
b3524,yhjG,3676290,3678350,3677320,yhjG,,1,145.122806107853
b3525,yhjH,3678420,3679187,3678803,yhjH,,1,72.067686162632
b3526,kdgK,3679419,3680348,3679883,kdgK,,0,73.2331452081895
b3527,yhjJ,3680444,3681940,3681192,yhjJ,,1,134.518171894158
b3528,dctA,3682161,3683447,3682804,dctA,,1,625.544983290694
b3529,yhjK,3683630,3685618,3684624,yhjK,,1,90.5960427582647
b3530,bcsC,3685700,3689173,3687436,bcsC,,1,81.8002899630976
b3531,bcsZ,3689155,3690261,3689708,bcsZ,,1,4.78287736443995
b3532,bcsB,3690268,3692607,3691437,bcsB,,1,14.0391166858073
b3533,bcsA,3692618,3695236,3693927,bcsA,,1,12.6127880012834
b3535,yhjR,3695997,3696185,3696091,yhjR,,1,11.7327558661837
b3536,bcsE,3696458,3698029,3697243,bcsE,,0,178.631168819473
b3537,bcsF,3698026,3698217,3698121,bcsF,,0,9.34584972804972
b3538,bcsG,3698214,3699893,3699053,bcsG,,0,77.2006814866573
b3539,yhjV,3700563,3701834,3701198,yhjV,,0,35.7076114829038
b3540,dppF,3701864,3702868,3702366,dppF,,1,125.480522412405
b3541,dppD,3702865,3703848,3703356,dppD,,1,185.196127803525
b3542,dppC,3703859,3704761,3704310,dppC,,1,94.4420684604676
b3543,dppB,3704771,3705790,3705280,dppB,,1,100.053912251188
b3544,dppA,3706098,3707705,3706901,dppA,,1,974.586135216613
b3546,eptB,3708784,3710475,3709629,eptB,,1,167.41641828921
b3547,yhjX,3710799,3712007,3711403,yhjX,,1,7.87065911965245
b3548,yhjY,3712236,3712934,3712585,yhjY,,1,51.2846958285647
b3549,tag,3713092,3713655,3713373,tag,,0,35.6090780786043
b3550,yiaC,3713652,3714092,3713872,yiaC,,0,9.6506166199424
b3551,bisC,3714061,3716394,3715227,bisC,,1,159.950607651752
b3552,yiaD,3716547,3717206,3716876,yiaD,,0,16.7974543720764
b3553,ghrB,3717310,3718284,3717797,ghrB,,0,242.090113127565
b3554,yiaF,3718334,3719044,3718689,yiaF,,1,272.601704511652
b3555,yiaG,3719478,3719768,3719623,yiaG,,0,45.0929343257175
b3556,cspA,3720049,3720261,3720155,cspA,,0,2545.921988218
b3559,glyS,3722328,3724397,3723362,glyS,,1,704.712657830551
b3560,glyQ,3724407,3725318,3724862,glyQ,,1,336.390589761082
b3561,wecH,3725887,3726882,3726384,wecH,,0,10.3833720520467
b3562,yiaA,3726924,3727361,3727142,yiaA,,1,1.71519292618085
b3563,yiaB,3727407,3727748,3727577,yiaB,,1,2.04754289234172
b3564,xylB,3727917,3729371,3728644,xylB,,1,55.3824222637477
b3565,xylA,3729443,3730765,3730104,xylA,,1,49.6386388007823
b3566,xylF,3731131,3732123,3731627,xylF,,0,22.6606614161327
b3567,xylG,3732201,3733742,3732971,xylG,,0,18.2529276818143
b3568,xylH,3733720,3734901,3734310,xylH,,0,10.4330028383526
b3569,xylR,3734979,3736157,3735568,xylR,,0,25.5819432896257
b3570,bax,3736353,3737177,3736765,bax,,1,220.658222831877
b3571,malS,3737497,3739527,3738512,malS,,0,27.1275774434974
b3572,avtA,3739705,3740958,3740331,avtA,,0,183.002845761313
b3573,ysaA,3741109,3741582,3741345,ysaA,,1,82.3510423031863
b3574,yiaJ,3741684,3742532,3742108,yiaJ,,1,52.2334479238372
b3575,yiaK,3742733,3743731,3743232,yiaK,,0,3.54904274209906
b3576,yiaL,3743743,3744210,3743976,yiaL,,0,1.25864355654101
b3577,yiaM,3744328,3744801,3744564,yiaM,,0,0.302744519930659
b3578,yiaN,3744804,3746081,3745442,yiaN,,0,0.50946338865825
b3579,yiaO,3746094,3747080,3746587,yiaO,,0,1.40182167978813
b3580,lyxK,3747084,3748580,3747832,lyxK,,0,3.47105252270731
b3584,yiaT,3751128,3751868,3751498,yiaT,,1,5.09756981489609
b3585,yiaU,3751992,3752966,3752479,yiaU,,0,24.6002526710943
b3586,yiaV,3752963,3754099,3753531,yiaV,,1,5.14504961969862
b3587,yiaW,3754105,3754428,3754266,yiaW,,1,0.60657544943086
b3588,aldB,3754973,3756511,3755742,aldB,,1,181.685602332236
b3589,yiaY,3756676,3757827,3757251,yiaY,,1,1.79140404319495
b3590,selB,3758017,3759861,3758939,selB,,1,370.90872045617
b3591,selA,3759858,3761249,3760553,selA,,1,321.302830282757
b3592,yibF,3761347,3761955,3761651,yibF,,1,41.4382333123964
b3593,rhsA,3762183,3766316,3764249,rhsA,,0,7.65698182335471
b3594,yibA,3766337,3767179,3766758,yibA,,0,9.23077886497279
b3596,yibG,3768177,3768638,3768407,yibG,,0,0.064871642373534
b3597,yibH,3770243,3771379,3770811,yibH,,1,13.7255963020747
b3598,yibI,3771382,3771744,3771563,yibI,,1,5.03521794488668
b3599,mtlA,3772281,3774194,3773237,mtlA,,0,262.708980314729
b3600,mtlD,3774424,3775572,3774998,mtlD,,0,212.418307885955
b3601,mtlR,3775572,3776159,3775865,mtlR,,0,121.707138222616
b3602,yibL,3776665,3777027,3776846,yibL,,0,63.6885522927104
b3603,lldP,3777399,3779054,3778226,lldP,,0,144.482633494176
b3604,lldR,3779054,3779830,3779442,lldR,,0,20.9221223955982
b3605,lldD,3779827,3781017,3780422,lldD,,0,88.3426226131051
b3606,trmL,3781215,3781688,3781451,trmL,,0,29.5141062364578
b3607,cysE,3781741,3782562,3782151,cysE,,1,176.202575834238
b3608,gpsA,3782642,3783661,3783151,gpsA,,1,352.861633867837
b3609,secB,3783661,3784128,3783894,secB,,1,324.087295407535
b3610,grxC,3784191,3784442,3784316,grxC,,1,134.562942441343
b3611,yibN,3784584,3785015,3784799,yibN,,1,132.850379724333
b3612,gpmM,3785260,3786804,3786032,gpmM,,0,743.949866084282
b3613,envC,3786838,3788097,3787467,envC,,0,130.368306599535
b3614,yibQ,3788101,3789060,3788580,yibQ,,0,41.7963447444263
b3616,tdh,3790320,3791345,3790832,tdh,,1,522.027363717169
b3617,kbl,3791355,3792551,3791953,kbl,,1,542.130073693578
b3618,yibB,3792826,3793683,3793254,yibB,,1,77.3069755441642
b3619,hldD,3793987,3794919,3794453,hldD,,0,342.464398952037
b3620,waaF,3794929,3795975,3795452,waaF,,0,185.177170472727
b3621,waaC,3795979,3796938,3796458,waaC,,0,69.8953232708943
b3622,waaL,3796948,3798207,3797577,waaL,,0,82.4873969723761
b3623,waaU,3798239,3799312,3798775,waaU,,1,63.657618216273
b3624,waaZ,3799345,3800196,3799770,waaZ,,1,33.2000206749896
b3625,waaY,3800267,3800965,3800616,waaY,,1,31.1934301322174
b3627,waaR,3802039,3803058,3802548,waaO,,1,48.8936972051915
b3628,waaB,3803058,3804137,3803597,waaB,,1,46.675615916288
b3629,waaS,3804181,3805116,3804648,waaS,,1,40.6575228695103
b3630,waaP,3805153,3805950,3805551,waaP,,1,30.6045333092945
b3631,waaG,3805943,3807067,3806505,waaG,,1,65.5862834054083
b3632,waaQ,3807064,3808098,3807581,waaQ,,1,86.7611872359318
b3633,waaA,3808540,3809817,3809178,waaA,,0,112.535971192373
b3634,coaD,3809825,3810304,3810064,coaD,,0,24.0766585843232
b3635,mutM,3810343,3811152,3810747,mutM,,1,16.668736302404
b3636,rpmG,3811250,3811417,3811333,rpmG,,1,96.2768522578682
b3637,rpmB,3811438,3811674,3811556,rpmB,,1,505.129730668022
b3638,yicR,3811891,3812559,3812225,yicR,,1,89.3874862350558
b3639,dfp,3812731,3813951,3813341,dfp,,0,174.088536990575
b3640,dut,3813932,3814387,3814159,dut,,0,137.801146844846
b3641,slmA,3814494,3815090,3814792,slmA,,0,46.3344119090945
b3642,pyrE,3815127,3815768,3815447,pyrE,,1,7.58070570482124
b3643,rph,3815834,3816549,3816191,rph,,1,80.1433275684497
b3644,yicC,3816676,3817539,3817107,yicC,,0,216.978815974996
b3645,dinD,3817760,3818584,3818172,dinD,,0,70.154601566476
b3646,yicG,3818874,3819491,3819182,yicG,,0,43.1192689911251
b3647,ligB,3819488,3821170,3820329,ligB,,1,22.2756514007517
b3648,gmk,3821428,3822051,3821739,gmk,,0,273.161152055449
b3649,rpoZ,3822106,3822381,3822243,rpoZ,,0,170.207136599354
b3650,spoT,3822400,3824508,3823454,spoT,,0,431.032040780691
b3651,trmH,3824515,3825204,3824859,trmH,,0,54.9056835859906
b3652,recG,3825210,3827291,3826250,recG,,0,117.31976292668
b3653,gltS,3827460,3828665,3828062,gltS,,1,118.83516533648
b3654,xanP,3828945,3830336,3829640,xanP,,0,140.704617454127
b3655,yicH,3830457,3832166,3831311,yicH,,0,127.654024443365
b3656,yicI,3832219,3834537,3833378,yicI,,1,26.8675947341184
b3657,yicJ,3834547,3835929,3835238,yicJ,,1,5.96255412374967
b3659,setC,3836953,3838137,3837545,setC,,0,2.42767670639968
b3660,yicL,3838248,3839171,3838709,yicL,,0,33.655644089433
b3661,nlpA,3839175,3839993,3839584,nlpA,,1,115.132421545403
b3662,nepI,3840549,3841739,3841144,nepI,,1,13.7537993255941
b3663,yicN,3841950,3842402,3842176,yicN,,1,21.1686230745878
b3666,uhpT,3845776,3847167,3846471,uhpT,,1,10.957917116297
b3667,uhpC,3847305,3848624,3847964,uhpC,,1,12.1142099336512
b3668,uhpB,3848634,3850136,3849385,uhpB,,1,27.1920056469169
b3669,uhpA,3850136,3850726,3850431,uhpA,,1,75.0510532753982
b3670,ilvN,3850802,3851092,3850947,ilvN,,1,64.3146022234189
b3671,ilvB,3851096,3852784,3851940,ilvB,,1,291.928584929948
b3672,ivbL,3852890,3852988,3852939,ivbL,,1,60.0725188655277
b3673,emrD,3853922,3855106,3854514,emrD,,0,126.080846217102
b3674,yidF,3855114,3855611,3855362,yidF,,1,67.1960285044761
b3675,yidG,3855608,3855970,3855789,yidG,,1,11.7537171380999
b3676,yidH,3855960,3856307,3856133,yidH,,1,12.6044892751684
b3677,yidI,3856415,3856864,3856639,yidI,,0,11.647828429765
b3678,yidJ,3856911,3858404,3857657,yidJ,,1,6.24831375835837
b3679,yidK,3858401,3860116,3859258,yidK,,1,2.85569523999071
b3680,yidL,3860283,3861176,3860729,yidL,,0,3.7713501611218
b3684,yidP,3863899,3864615,3864257,yidP,,0,3.93221179870882
b3685,yidE,3864612,3866273,3865442,yidE,,1,155.283694374759
b3686,ibpB,3866469,3866897,3866683,ibpB,,1,9.34115571373143
b3687,ibpA,3867009,3867422,3867215,ibpA,,1,74.0112680951629
b3688,yidQ,3867728,3868060,3867894,yidQ,,0,77.5786060986864
b3689,yidR,3868062,3869309,3868685,yidR,,1,84.8927391659251
b3690,cbrA,3869377,3870441,3869909,cbrA,,0,2.06203207791782
b3691,dgoT,3870438,3871730,3871084,dgoT,,1,5.12178791094138
b3693,dgoK,3873596,3874474,3874035,dgoK,,1,19.4192120393742
b3696,yidX,3875438,3876094,3875766,yidX,,0,14.4572341892335
b3697,yidA,3876140,3876952,3876546,yidA,,1,203.274319589558
b3698,yidB,3877067,3877465,3877266,yidB,,1,20.7094380779421
b3699,gyrB,3877705,3880119,3878912,gyrB,,1,709.360558605112
b3700,recF,3880148,3881221,3880684,recF,,1,59.545269921555
b3701,dnaN,3881221,3882321,3881771,dnaN,,1,175.833801321158
b3702,dnaA,3882326,3883729,3883027,dnaA,,1,317.523447723159
b3703,rpmH,3884336,3884476,3884406,rpmH,,0,160.753353340895
b3704,rnpA,3884493,3884852,3884672,rnpA,,0,197.482216838129
b3705,yidC,3885076,3886722,3885899,yidC,,0,671.318790571693
b3706,mnmE,3886828,3888192,3887510,mnmE,,0,100.49622087392
b3707,tnaC,3888435,3888509,3888472,tnaC,,0,145.899141763853
b3708,tnaA,3888730,3890145,3889437,tnaA,,0,2860.10176211361
b3709,tnaB,3890236,3891483,3890859,tnaB,,0,501.029349579964
b3710,mdtL,3891615,3892790,3892202,mdtL,,0,29.1885065836243
b3711,yidZ,3892765,3893724,3893244,yidZ,,0,30.7947254556044
b3712,yieE,3893881,3894630,3894255,yieE,,0,162.698006339586
b3713,chrR,3894652,3895218,3894935,chrR,,0,118.722616824583
b3715,yieH,3896774,3897439,3897106,yieH,,0,17.9708681379778
b3716,cbrB,3897506,3897973,3897739,cbrB,,0,5.66138710692301
b3717,cbrC,3898022,3898609,3898315,cbrC,,0,8.47057914137876
b3718,yieK,3898671,3899393,3899032,yieK,,1,5.06719448835412
b3719,yieL,3899408,3900577,3899992,yieL,,1,3.64899009765779
b3720,bglH,3900604,3902220,3901412,bglH,,1,2.74112964113135
b3721,bglB,3902289,3903701,3902995,bglB,,1,2.24877976790491
b3722,bglF,3903720,3905597,3904658,bglF,,1,51.4376336789046
b3723,bglG,3905731,3906567,3906149,bglG,,1,1.25565202314023
b3724,phoU,3906853,3907578,3907215,phoU,,1,43.6866503276182
b3725,pstB,3907593,3908366,3907979,pstB,,1,91.8670054186477
b3726,pstA,3908549,3909439,3908994,pstA,,1,43.9454436799857
b3727,pstC,3909439,3910398,3909918,pstC,,1,56.1871294566081
b3728,pstS,3910485,3911525,3911005,pstS,,1,104.526279471816
b3729,glmS,3911839,3913668,3912753,glmS,,1,1223.02537903327
b3730,glmU,3913830,3915200,3914515,glmU,,1,768.078437280831
b3731,atpC,3915553,3915972,3915762,atpC,,1,321.218113498538
b3732,atpD,3915993,3917375,3916684,atpD,,1,1617.83210785914
b3733,atpG,3917402,3918265,3917833,atpG,,1,764.883943274965
b3734,atpA,3918316,3919857,3919086,atpA,,1,2013.57810607878
b3735,atpH,3919870,3920403,3920136,atpH,,1,558.129784113184
b3736,atpF,3920418,3920888,3920653,atpF,,1,814.698784976388
b3737,atpE,3920950,3921189,3921069,atpE,,1,407.702643596332
b3738,atpB,3921236,3922051,3921643,atpB,,1,998.35532148075
b3739,atpI,3922060,3922440,3922250,atpI,,1,211.746008254209
b3740,rsmG,3923057,3923680,3923368,rsmG,,1,47.2848172514826
b3741,mnmG,3923744,3925633,3924688,mnmG,,1,272.394121884337
b3742,mioC,3926012,3926455,3926233,mioC,,1,155.49271468607
b3743,asnC,3926545,3927003,3926774,asnC,,1,23.2513389965172
b3744,asnA,3927155,3928147,3927651,asnA,,0,148.075993221966
b3745,viaA,3928152,3929603,3928877,viaA,,1,245.75187693717
b3746,ravA,3929597,3931093,3930345,ravA,,1,332.273951117029
b3747,kup,3931316,3933184,3932250,kup,,0,95.3779265495537
b3748,rbsD,3933351,3933770,3933560,rbsD,,0,350.473503463248
b3749,rbsA,3933778,3935283,3934530,rbsA,,0,230.357613432428
b3750,rbsC,3935288,3936253,3935770,rbsC,,0,218.902539692144
b3751,rbsB,3936278,3937168,3936723,rbsB,,0,1650.10137818085
b3752,rbsK,3937294,3938223,3937758,rbsK,,0,270.377032255445
b3753,rbsR,3938227,3939219,3938723,rbsR,,0,58.3535272808522
b3754,hsrA,3939185,3940612,3939898,hsrA,,1,122.944786717283
b3755,yieP,3940635,3941327,3940981,yieP,,1,241.653747354784
b3764,yifE,3948086,3948424,3948255,yifE,,0,146.929839172407
b3765,yifB,3948449,3949969,3949209,yifB,,1,21.8316396174707
b3766,ilvL,3950322,3950420,3950371,ilvL,,0,14.0945733427761
b3769,ilvM,3952201,3952464,3952332,ilvM,,0,7.5618066933887
b3770,ilvE,3952484,3953413,3952948,ilvE,,0,104.400963706638
b3771,ilvD,3953478,3955328,3954403,ilvD,,0,188.738898169859
b3772,ilvA,3955331,3956875,3956103,ilvA,,0,78.4408276496336
b3773,ilvY,3956927,3957820,3957373,ilvY,,1,53.6773329981804
b3774,ilvC,3957970,3959445,3958707,ilvC,,0,183.962468163962
b3775,ppiC,3959532,3959813,3959672,ppiC,,1,28.1369626769023
b3778,rep,3960677,3962698,3961687,rep,,0,104.030574789865
b3779,gpp,3962745,3964229,3963487,gpp,,1,284.733001876468
b3780,rhlB,3964365,3965630,3964997,rhlB,,1,554.066444433368
b3781,trxA,3965761,3966090,3965925,trxA,,0,401.707204299738
b3783,rho,3966417,3967676,3967046,rho,,0,1226.46154846251
b3784,wecA,3967916,3969019,3968467,wecA,,0,225.009310569096
b3785,wzzE,3969031,3970077,3969554,wzzE,,0,163.548609071303
b3786,wecB,3970133,3971263,3970698,wecB,,0,109.1135294919
b3787,wecC,3971260,3972522,3971891,wecC,,0,121.132209871339
b3788,rffG,3972522,3973589,3973055,rffG,,0,91.428483756913
b3789,rffH,3973608,3974489,3974048,rffH,,0,77.4961072772632
b3790,wecD,3974467,3975141,3974804,wecD,,0,25.0056637617133
b3791,wecE,3975146,3976276,3975711,wecE,,0,87.6810613954586
b3792,wzxE,3976278,3977528,3976903,wzxE,,0,65.9630617764318
b3793,wzyE,3978601,3979953,3979277,wzyE,,0,28.5276830808229
b3794,wecG,3979956,3980696,3980326,wecG,,0,28.4373720013498
b3795,yifK,3980887,3982272,3981579,yifK,,0,75.1011966533302
b3800,aslB,3982958,3984193,3983575,aslB,,0,10.2990119285998
b3801,aslA,3984352,3986007,3985179,aslA,,1,12.7696652750946
b3802,hemY,3986686,3987882,3987284,hemY,,1,339.035138570728
b3803,hemX,3987885,3989066,3988475,hemX,,1,324.796744763859
b3804,hemD,3989088,3989828,3989458,hemD,,1,160.939838131966
b3805,hemC,3989825,3990766,3990295,hemC,,1,281.893318547565
b3806,cyaA,3991153,3993699,3992426,cyaA,,0,619.357661043044
b3807,cyaY,3993739,3994059,3993899,cyaY,,1,28.3986546402191
b3809,dapF,3994762,3995586,3995174,dapF,,0,167.922959155693
b3810,yigA,3995583,3996290,3995936,yigA,,0,138.275957127533
b3811,xerC,3996287,3997183,3996735,xerC,,0,120.486738359129
b3812,yigB,3997183,3997899,3997541,yigB,,0,57.5790854775082
b3813,uvrD,3997983,4000145,3999064,uvrD,,0,253.294815059654
b3816,corA,4001426,4002376,4001901,corA,,0,156.680976533389
b3817,yigF,4002419,4002799,4002609,yigF,,1,2.44930568406314
b3818,yigG,4002813,4003193,4003003,yigG,,1,0.50946338865825
b3819,rarD,4003288,4004178,4003733,rarD,,1,18.8245264920827
b3820,yigI,4004230,4004697,4004463,yigI,,1,18.4845302325071
b3821,pldA,4004862,4005731,4005296,pldA,,0,75.2328078487158
b3822,recQ,4005864,4007693,4006778,recQ,,0,111.458520489301
b3823,rhtC,4007757,4008377,4008067,rhtC,,0,68.0620636762772
b3824,rhtB,4008439,4009059,4008749,rhtB,,1,19.1205699916176
b3825,pldB,4009170,4010192,4009681,pldB,,0,155.797119327161
b3826,yigL,4010200,4011000,4010600,yigL,,0,88.5268183054455
b3827,yigM,4011076,4011975,4011525,yigM,,0,17.2220044219217
b3828,metR,4011863,4012816,4012339,metR,,1,93.4313350780064
b3829,metE,4013053,4015314,4014183,metE,,0,452.743602864334
b3830,ysgA,4015354,4016169,4015761,ysgA,,1,66.737803391874
b3831,udp,4016431,4017192,4016811,udp,,0,380.558643275403
b3832,rmuC,4017333,4018760,4018046,rmuC,,0,124.537366131953
b3833,ubiE,4018855,4019610,4019232,ubiE,,0,275.2613613618
b3835,ubiB,4020226,4021866,4021046,ubiB,,0,246.913661455253
b3836,tatA,4021945,4022214,4022079,tatA,,0,188.267621318205
b3838,tatB,4022218,4022733,4022475,tatB,,0,181.721637482451
b3839,tatC,4022736,4023512,4023124,tatC,,0,155.027597585736
b3842,rfaH,4024333,4024821,4024577,rfaH,,1,21.9552359912382
b3843,ubiD,4024988,4026481,4025734,ubiD,,0,512.87747053774
b3844,fre,4026527,4027228,4026877,fre,,0,240.495712801881
b3845,fadA,4027609,4028772,4028190,fadA,,1,36.6667136408624
b3846,fadB,4028782,4030971,4029876,fadB,,1,53.6486564145607
b3847,pepQ,4031161,4032492,4031826,pepQ,,0,407.532261034861
b3848,yigZ,4032492,4033106,4032799,yigZ,,0,101.180916289808
b3849,trkH,4033145,4034596,4033870,trkH,,0,123.746721648693
b3850,hemG,4034608,4035153,4034880,hemG,,0,44.1680999378603
b3856,mobB,4040906,4041433,4041169,mobB,,1,17.5061352851206
b3857,mobA,4041415,4041999,4041707,mobA,,1,24.1312349170265
b3858,yihD,4042069,4042338,4042203,yihD,,0,76.7922795704527
b3860,dsbA,4043418,4044044,4043731,dsbA,,0,203.933326124058
b3861,yihF,4044199,4045629,4044914,yihF,,0,7.0389224649253
b3862,yihG,4045670,4046602,4046136,yihG,,1,18.4066874307153
b3863,polA,4046966,4049752,4048359,polA,,0,735.757788669173
b3865,yihA,4050133,4050765,4050449,yihA,,1,192.443863479271
b3866,yihI,4051347,4051856,4051601,yihI,,0,72.2207116559034
b3867,hemN,4052045,4053418,4052731,hemN,,0,193.548474301513
b3868,glnG,4053869,4055278,4054573,glnG,,1,128.664107856203
b3869,glnL,4055290,4056339,4055814,glnL,,1,63.8262561456691
b3870,glnA,4056625,4058034,4057329,glnA,,1,1019.5640246575
b3871,typA,4058407,4060230,4059318,typA,,0,1007.99426804264
b3872,yihL,4060447,4061157,4060802,yihL,,0,19.4641053783397
b3873,yihM,4061165,4062145,4061655,yihM,,0,11.3802407213317
b3874,yihN,4062247,4063512,4062879,yihN,,0,5.64582250855992
b3875,ompL,4063603,4064295,4063949,ompL,,1,0.452609862417359
b3876,yihO,4064363,4065766,4065064,yihO,,1,2.47212207090064
b3877,yihP,4065809,4067194,4066501,yihP,,1,3.76009168192891
b3878,yihQ,4067240,4069276,4068258,yihQ,,1,4.34546194490077
b3879,yihR,4069475,4070401,4069938,yihR,,1,1.50185330914133
b3880,yihS,4070515,4071756,4071135,yihS,,1,10.110517196735
b3881,yihT,4071773,4072651,4072212,yihT,,1,5.49561357849068
b3882,yihU,4072675,4073571,4073123,yihU,,1,2.96420824141371
b3883,yihV,4073739,4074635,4074187,yihV,,0,14.1875573854888
b3884,yihW,4074669,4075454,4075061,yihW,,0,29.6478820871411
b3885,yihX,4075553,4076152,4075852,yihX,,0,138.044102319594
b3886,yihY,4076146,4077018,4076582,yihY,,0,113.537196178036
b3887,dtd,4077015,4077452,4077233,dtd,,0,80.7165163233288
b3888,yiiD,4077449,4078438,4077943,yiiD,,0,107.405577260687
b3889,yiiE,4079297,4079509,4079403,yiiE,,0,0.541601055161715
b3890,yiiF,4079751,4079969,4079860,yiiF,,0,6.82557261301078
b3891,fdhE,4080299,4081228,4080763,fdhE,,1,292.726553566187
b3892,fdoI,4081225,4081860,4081542,fdoI,,1,431.821264620619
b3893,fdoH,4081857,4082759,4082308,fdoH,,1,824.786226358807
b3894,fdoG,4082772,4085822,4084297,fdoG,,1,3088.60248305692
b3895,fdhD,4086016,4086849,4086432,fdhD,,0,69.5069811647611
b3896,yiiG,4087002,4088057,4087529,yiiG,,0,4.22433821759166
b3897,frvR,4088107,4089855,4088981,frvR,,1,3.4521443271407
b3898,frvX,4089855,4090925,4090390,frvX,,1,7.90028193005531
b3899,frvB,4090915,4092366,4091640,frvB,,1,3.47351129382505
b3900,frvA,4092377,4092823,4092600,frvA,,1,0.313512323768349
b3901,rhaM,4093124,4093438,4093281,rhaM,,1,2.64492016949023
b3902,rhaD,4093448,4094272,4093860,rhaD,,1,2.60736820173423
b3903,rhaA,4094723,4095982,4095352,rhaA,,1,2.83891498628424
b3904,rhaB,4095979,4097448,4096713,rhaB,,1,3.56865155336876
b3905,rhaS,4097736,4098572,4098154,rhaS,,0,9.60024889973271
b3906,rhaR,4098646,4099494,4099070,rhaR,,0,16.0890960784976
