Locus_tag,GSE73673_6,GSE73673_7,GSE73673_8,gene_id,GSE85914,gbk_locus_tag,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_old_locus_tag,gbk_strand
b3564,12,5,5,xylB,3,BW25113_RS18500,3721277,3722731,3722004,,BW25113_3564,1
b3565,17,9,12,xylA,36,BW25113_RS18505,3722803,3724125,3723464,,BW25113_3565,1
b3566,19,7,7,xylF,1,BW25113_RS18510,3724491,3725483,3724987,,BW25113_3566,0
b3567,6,1,0,xylG,2,BW25113_RS18515,3725561,3727102,3726331,,BW25113_3567,0
b3568,5,4,2,xylH,14,BW25113_RS18520,3727080,3728261,3727670,,BW25113_3568,0
b3569,4,0,1,xylR,100,BW25113_RS18525,3728339,3729517,3728928,,BW25113_3569,0
b3570,11,4,3,bax,132,BW25113_RS18530,3729713,3730537,3730125,,BW25113_3570,1
b3571,103,55,62,malS,8,BW25113_RS18535,3730857,3732887,3731872,,BW25113_3571,0
b3572,6,1,1,avtA,454,BW25113_RS18540,3733065,3734318,3733691,,BW25113_3572,0
b3573,6,1,1,ysaA,2,BW25113_RS18550,3734469,3734942,3734705,,BW25113_3573,1
b3574,55,48,32,yiaJ,118,BW25113_RS18555,3735044,3735892,3735468,,BW25113_3574,1
b3575,40,19,15,yiaK,3,BW25113_RS18560,3736093,3737091,3736592,,BW25113_3575,0
b3576,16,10,5,yiaL,0,BW25113_RS18565,3737103,3737570,3737336,,BW25113_3576,0
b3577,6,2,3,yiaM,0,BW25113_RS18570,3737688,3738161,3737924,,BW25113_3577,0
b3578,3,2,0,yiaN,0,BW25113_RS18575,3738164,3739441,3738802,,BW25113_3578,0
b3579,4,0,1,yiaO,2,BW25113_RS18580,3739454,3740440,3739947,,BW25113_3579,0
b3580,5,1,1,lyxK,2,BW25113_RS18585,3740444,3741940,3741192,,BW25113_3580,0
b3581,0,0,0,sgbH,2,BW25113_RS18590,3741937,3742599,3742268,sgbH,BW25113_3581,0
b3582,5,0,0,sgbU,4,BW25113_RS18595,3742592,3743452,3743022,,BW25113_3582,0
b3583,1,1,0,sgbE,6,BW25113_RS18600,3743446,3744141,3743793,,BW25113_3583,0
b3584,3,0,1,yiaT,1,BW25113_RS18605,3744488,3745228,3744858,,BW25113_3584,1
b3585,5,2,2,yiaU,63,BW25113_RS18610,3745352,3746326,3745839,,BW25113_3585,0
b3586,6,2,2,yiaV,4,BW25113_RS18615,3746323,3747459,3746891,,BW25113_3586,1
b3587,6,3,2,yiaW,1,BW25113_RS18620,3747465,3747788,3747626,,BW25113_3587,1
b3588,4,1,3,aldB,9,BW25113_RS18630,3748333,3749871,3749102,,BW25113_3588,1
b3589,33,17,15,yiaY,0,BW25113_RS18635,3750036,3751187,3750611,,BW25113_3589,1
b3590,18,6,6,selB,119,BW25113_RS18640,3751377,3753221,3752299,,BW25113_3590,1
b3591,43,15,17,selA,61,BW25113_RS18645,3753218,3754609,3753913,,BW25113_3591,1
b3592,28,20,14,yibF,284,BW25113_RS18650,3754707,3755315,3755011,,BW25113_3592,1
b3593,34,18,24,rhsA,6,BW25113_RS18655,3755543,3759676,3757609,,BW25113_3593,0
b3594,0,0,0,yibA,2,BW25113_RS18660,3759697,3760539,3760118,,BW25113_3594,0
b3596,3,2,4,yibG,1,BW25113_RS18670,3761537,3761998,3761767,,BW25113_3596,0
b3597,11,1,2,yibH,12,BW25113_RS18680,3763603,3764739,3764171,,BW25113_3597,1
b3598,0,0,0,yibI,9,BW25113_RS18685,3764742,3765104,3764923,,BW25113_3598,1
b3599,22,4,6,mtlA,27,BW25113_RS18690,3765641,3767554,3766597,,BW25113_3599,0
b3600,31,14,20,mtlD,157,BW25113_RS18695,3767784,3768932,3768358,,BW25113_3600,0
b3601,39,20,12,mtlR,119,BW25113_RS18700,3768932,3769519,3769225,,BW25113_3601,0
b3602,44,22,21,yibL,186,BW25113_RS18710,3770025,3770387,3770206,,BW25113_3602,0
b3603,201,112,142,lldP,17,BW25113_RS18715,3770759,3772414,3771586,,BW25113_3603,0
b3604,3,1,0,lldR,23,BW25113_RS18720,3772414,3773190,3772802,,BW25113_3604,0
b3605,9,2,0,lldD,27,BW25113_RS18725,3773187,3774377,3773782,lldD,BW25113_3605,0
b3606,2,3,1,trmL,50,BW25113_RS18730,3774575,3775048,3774811,,BW25113_3606,0
b3607,7,1,1,cysE,96,BW25113_RS18735,3775101,3775922,3775511,,BW25113_3607,1
b3608,16,5,6,gpsA,119,BW25113_RS18740,3776002,3777021,3776511,,BW25113_3608,1
b3609,43,10,21,secB,579,BW25113_RS18745,3777021,3777488,3777254,,BW25113_3609,1
b3610,23,18,20,grxC,2029,BW25113_RS18750,3777551,3777802,3777676,,BW25113_3610,1
b3611,36,27,23,yibN,1541,BW25113_RS18755,3777944,3778375,3778159,,BW25113_3611,1
b3612,481,263,269,gpmM,372,BW25113_RS18760,3778620,3780164,3779392,,BW25113_3612,0
b3613,319,205,200,envC,43,BW25113_RS18765,3780174,3781457,3780815,,BW25113_3613,0
b3614,428,230,257,yibQ,57,BW25113_RS18770,3781461,3782420,3781940,,BW25113_3614,0
b3615,30,21,18,waaH,7,BW25113_RS18775,3782407,3783441,3782924,,BW25113_3615,1
b3616,8,2,8,tdh,72,BW25113_RS18780,3783680,3784705,3784192,,BW25113_3616,1
b3617,28,10,9,kbl,99,BW25113_RS18785,3784715,3785911,3785313,,BW25113_3617,1
b3618,47,21,26,yibB,35,BW25113_RS18790,3786186,3787043,3786614,,BW25113_3618,1
b3619,20,14,9,hldD,524,BW25113_RS18795,3787347,3788279,3787813,,BW25113_3619,0
b3620,31,9,16,waaF,156,BW25113_RS18800,3788289,3789335,3788812,,BW25113_3620,0
b3621,215,112,135,waaC,54,BW25113_RS18805,3789339,3790298,3789818,,BW25113_3621,0
b3622,93,48,59,waaL,43,BW25113_RS18810,3790308,3791567,3790937,,BW25113_3622,0
b3623,39,23,20,waaU,127,BW25113_RS18815,3791599,3792672,3792135,,BW25113_3623,1
b3624,56,21,30,waaZ,45,BW25113_RS18820,3792705,3793556,3793130,,BW25113_3624,1
b3625,26,15,17,waaY,108,BW25113_RS18825,3793627,3794325,3793976,,BW25113_3625,1
b3626,18,10,15,waaJ,43,BW25113_RS18830,3794343,3795359,3794851,,BW25113_3626,1
b3627,35,13,21,waaR,125,BW25113_RS18835,3795399,3796418,3795908,,BW25113_3627,1
b3628,64,24,20,waaB,36,BW25113_RS18840,3796418,3797497,3796957,,BW25113_3628,1
b3629,38,24,18,waaS,25,BW25113_RS18845,3797541,3798476,3798008,,BW25113_3629,1
b3630,29,15,26,waaP,90,BW25113_RS18850,3798513,3799310,3798911,,BW25113_3630,1
b3631,32,18,13,waaG,125,BW25113_RS18855,3799303,3800427,3799865,,BW25113_3631,1
b3632,50,31,21,waaQ,83,BW25113_RS18860,3800424,3801494,3800959,,BW25113_3632,1
b3633,72,31,44,waaA,34,BW25113_RS18865,3801900,3803177,3802538,,BW25113_3633,0
b3634,23,13,14,coaD,23,BW25113_RS18870,3803185,3803664,3803424,,BW25113_3634,0
b3635,8,0,1,mutM,4,BW25113_RS18875,3803703,3804512,3804107,,BW25113_3635,1
b3636,2,2,0,rpmG,98,BW25113_RS18880,3804610,3804777,3804693,,BW25113_3636,1
b3637,2,1,3,rpmB,278,BW25113_RS18885,3804798,3805034,3804916,,BW25113_3637,1
b3638,24,3,10,yicR,20,BW25113_RS18890,3805251,3805919,3805585,,BW25113_3638,1
b3639,623,334,403,dfp,173,BW25113_RS18895,3806091,3807311,3806701,,BW25113_3639,0
b3640,2,0,0,dut,86,BW25113_RS18900,3807292,3807747,3807519,,BW25113_3640,0
b3641,31,10,9,slmA,28,BW25113_RS18905,3807854,3808450,3808152,,BW25113_3641,0
b3642,41,18,13,pyrE,1,BW25113_RS18910,3808487,3809128,3808807,,BW25113_3642,1
b3644,12,7,9,yicC,77,BW25113_RS18920,3810036,3810899,3810467,,BW25113_3644,0
b3645,9,9,4,dinD,5,BW25113_RS18925,3811120,3811944,3811532,,BW25113_3645,0
b3646,62,27,28,yicG,12,BW25113_RS18930,3812234,3812851,3812542,,BW25113_3646,0
b3647,23,18,12,ligB,4,BW25113_RS18935,3812848,3814530,3813689,,BW25113_3647,1
b3648,5,0,2,gmk,613,BW25113_RS18940,3814788,3815411,3815099,,BW25113_3648,0
b3649,0,1,0,rpoZ,1355,BW25113_RS18945,3815466,3815741,3815603,,BW25113_3649,0
b3650,341,154,177,spoT,391,BW25113_RS18950,3815760,3817868,3816814,,BW25113_3650,0
b3651,116,63,56,trmH,112,BW25113_RS18955,3817875,3818564,3818219,,BW25113_3651,0
b3652,125,64,70,recG,56,BW25113_RS18960,3818570,3820651,3819610,,BW25113_3652,0
b3653,32,17,16,gltS,21,BW25113_RS18965,3820820,3822025,3821422,,BW25113_3653,1
b3654,26,14,12,xanP,26,BW25113_RS18970,3822305,3823696,3823000,,BW25113_3654,0
b3655,25,25,17,yicH,76,BW25113_RS18975,3823817,3825526,3824671,,BW25113_3655,0
b3656,69,35,26,yicI,5,BW25113_RS18980,3825579,3827897,3826738,,BW25113_3656,1
b3657,8,2,2,yicJ,9,BW25113_RS18985,3827907,3829289,3828598,,BW25113_3657,1
b3659,4,1,1,setC,2,BW25113_RS19000,3830313,3831497,3830905,,BW25113_3659,0
b3660,5,0,1,yicL,29,BW25113_RS19005,3831608,3832531,3832069,,BW25113_3660,0
b3661,1,0,1,nlpA,204,BW25113_RS19010,3832535,3833353,3832944,,BW25113_3661,1
b3662,109,51,69,nepI,12,BW25113_RS19025,3833909,3835099,3834504,nepI,BW25113_3662,1
b3663,8,2,0,yicN,29,BW25113_RS19030,3835310,3835762,3835536,,BW25113_3663,1
b3664,7,1,1,yicO,0,BW25113_RS19035,3835815,3837149,3836482,,BW25113_3664,1
b3665,15,3,1,ade,5,BW25113_RS19040,3837324,3839090,3838207,,BW25113_3665,0
b3666,3,4,1,uhpT,0,BW25113_RS19045,3839136,3840527,3839831,,BW25113_3666,1
b3667,7,1,0,uhpC,3,BW25113_RS19050,3840665,3841984,3841324,,BW25113_3667,1
b3668,7,2,3,uhpB,5,BW25113_RS19055,3841994,3843496,3842745,,BW25113_3668,1
b3669,1,1,0,uhpA,45,BW25113_RS19060,3843496,3844086,3843791,,BW25113_3669,1
b3670,2,1,0,ilvN,792,BW25113_RS19065,3844162,3844452,3844307,,BW25113_3670,1
b3671,37,25,5,ilvB,393,BW25113_RS19070,3844456,3846144,3845300,,BW25113_3671,1
b3672,8,5,1,ivbL,1182,BW25113_RS19075,3846250,3846348,3846299,,BW25113_3672,1
b3673,159,58,61,emrD,2,BW25113_RS19095,3847282,3848466,3847874,,BW25113_3673,0
b3674,14,15,10,yidF,4,BW25113_RS19100,3848474,3848971,3848722,,BW25113_3674,1
b3675,1,0,0,yidG,13,BW25113_RS19105,3848968,3849330,3849149,,BW25113_3675,1
b3676,0,0,0,yidH,22,BW25113_RS19110,3849320,3849667,3849493,,BW25113_3676,1
b3677,0,1,0,yidI,24,BW25113_RS19115,3849775,3850224,3849999,,BW25113_3677,0
b3678,21,10,7,yidJ,3,BW25113_RS19120,3850271,3851764,3851017,,BW25113_3678,1
b3679,5,4,4,yidK,0,BW25113_RS19125,3851761,3853476,3852618,,BW25113_3679,1
b3680,4,3,2,yidL,22,BW25113_RS19130,3853643,3854536,3854089,,BW25113_3680,0
b3684,1,2,1,yidP,3,BW25113_RS19150,3857259,3857975,3857617,,BW25113_3684,0
b3685,4,1,2,yidE,15,BW25113_RS19155,3857972,3859633,3858802,,BW25113_3685,1
b3686,5,1,4,ibpB,5,BW25113_RS19160,3859829,3860257,3860043,,BW25113_3686,1
b3687,3,2,2,ibpA,110,BW25113_RS19165,3860369,3860782,3860575,,BW25113_3687,1
b3688,4,4,2,yidQ,502,BW25113_RS19170,3861088,3861420,3861254,,,0
b3689,84,53,88,yidR,17,BW25113_RS19175,3861422,3862669,3862045,,BW25113_3689,1
b3690,99,49,40,cbrA,5,BW25113_RS19180,3862737,3863801,3863269,,BW25113_3690,0
b3691,13,9,17,dgoT,1,BW25113_RS19185,3863798,3865090,3864444,,BW25113_3691,1
b3693,3,4,0,dgoK,19,BW25113_RS19200,3866956,3867834,3867395,,BW25113_3693,1
b3696,3,5,1,yidX,7,BW25113_RS19210,3868798,3869454,3869126,,BW25113_3696,0
b3697,24,11,8,yidA,102,BW25113_RS19215,3869500,3870312,3869906,,BW25113_3697,1
b3698,5,2,3,yidB,17,BW25113_RS19220,3870427,3870834,3870630,,BW25113_3698,1
b3699,154,81,65,gyrB,165,BW25113_RS19230,3871065,3873479,3872272,,BW25113_3699,1
b3700,152,80,83,recF,13,BW25113_RS19235,3873508,3874581,3874044,,BW25113_3700,1
b3701,70,37,45,dnaN,129,BW25113_RS19240,3874581,3875681,3875131,,BW25113_3701,1
b3702,49,17,24,dnaA,162,BW25113_RS19245,3875686,3877089,3876387,dnaA,BW25113_3702,1
b3703,8,5,10,rpmH,389,BW25113_RS19250,3877696,3877836,3877766,,BW25113_3703,0
b3704,19,7,6,rnpA,240,BW25113_RS19255,3877853,3878212,3878032,,BW25113_3704,0
b3705,271,123,163,yidC,119,BW25113_RS19265,3878436,3880082,3879259,,BW25113_3705,0
b3706,124,62,82,mnmE,70,BW25113_RS19270,3880188,3881552,3880870,,BW25113_3706,0
b3707,14,7,7,tnaC,2,BW25113_RS19275,3881795,3881869,3881832,,BW25113_3707,0
b3708,47,36,38,tnaA,3,BW25113_RS19280,3882090,3883505,3882797,,BW25113_3708,0
b3709,3,1,1,tnaB,0,BW25113_RS19285,3883596,3884843,3884219,,BW25113_3709,0
b3710,6,1,1,mdtL,12,BW25113_RS19290,3884975,3886150,3885562,,BW25113_3710,0
b3711,9,2,1,yidZ,61,BW25113_RS19295,3886125,3887084,3886604,,BW25113_3711,0
b3712,2,3,1,yieE,156,BW25113_RS19300,3887241,3887990,3887615,,BW25113_3712,0
b3713,7,1,1,chrR,124,BW25113_RS19305,3888012,3888578,3888295,,BW25113_3713,0
b3714,25,12,14,purP,77,BW25113_RS19310,3888632,3889969,3889300,,BW25113_3714,1
b3715,38,19,26,yieH,26,BW25113_RS19315,3890134,3890799,3890466,,BW25113_3715,0
b3716,9,11,2,cbrB,6,BW25113_RS19320,3890866,3891333,3891099,,BW25113_3716,0
b3717,17,15,4,cbrC,2,BW25113_RS19325,3891382,3891969,3891675,,BW25113_3717,0
b3718,9,2,2,yieK,2,BW25113_RS19330,3892031,3892753,3892392,,BW25113_3718,1
b3719,16,8,10,yieL,2,BW25113_RS19335,3892768,3893937,3893352,,BW25113_3719,1
b3720,10,2,6,bglH,0,BW25113_RS19340,3893964,3895580,3894772,,BW25113_3720,1
b3721,1,1,0,bglB,1,BW25113_RS19345,3895649,3897061,3896355,,BW25113_3721,1
b3722,5,3,4,bglF,0,BW25113_RS19350,3897080,3898957,3898018,,BW25113_3722,1
b3723,6,1,5,bglG,0,BW25113_RS19355,3899091,3899927,3899509,,BW25113_3723,1
b3724,5,1,1,phoU,121,BW25113_RS19360,3900213,3900938,3900575,,BW25113_3724,1
b3725,3,0,1,pstB,488,BW25113_RS19365,3900953,3901726,3901339,,BW25113_3725,1
b3726,21,11,10,pstA,9,BW25113_RS19370,3901909,3902799,3902354,,BW25113_3726,1
b3727,30,12,14,pstC,21,BW25113_RS19375,3902799,3903758,3903278,,BW25113_3727,1
b3728,12,8,6,pstS,14,BW25113_RS19380,3903845,3904885,3904365,,BW25113_3728,1
b3729,24,24,25,glmS,494,BW25113_RS19385,3905199,3907028,3906113,,BW25113_3729,1
b3730,188,109,113,glmU,246,BW25113_RS19390,3907190,3908560,3907875,,BW25113_3730,1
b3731,97,47,49,atpC,38,BW25113_RS19395,3908913,3909332,3909122,atpC,BW25113_3731,1
b3732,113,64,59,atpD,139,BW25113_RS19400,3909353,3910735,3910044,,BW25113_3732,1
b3733,401,249,270,atpG,256,BW25113_RS19405,3910762,3911625,3911193,,BW25113_3733,1
b3734,830,497,510,atpA,889,BW25113_RS19410,3911676,3913217,3912446,,BW25113_3734,1
b3735,378,193,212,atpH,4419,BW25113_RS19415,3913230,3913763,3913496,,BW25113_3735,1
b3736,210,129,141,atpF,891,BW25113_RS19420,3913778,3914248,3914013,,BW25113_3736,1
b3737,158,97,108,atpE,364,BW25113_RS19425,3914310,3914549,3914429,,BW25113_3737,1
b3738,462,241,257,atpB,191,BW25113_RS19430,3914596,3915411,3915003,,BW25113_3738,1
b3739,195,133,106,atpI,109,BW25113_RS19435,3915420,3915800,3915610,,BW25113_3739,1
b3740,366,204,186,rsmG,54,BW25113_RS19440,3916417,3917040,3916728,,BW25113_3740,1
b3741,145,96,108,mnmG,62,BW25113_RS19445,3917104,3918993,3918048,,BW25113_3741,1
b3742,11,4,9,mioC,692,BW25113_RS19450,3919372,3919815,3919593,,BW25113_3742,1
b3743,21,7,13,asnC,78,BW25113_RS19455,3919905,3920363,3920134,,BW25113_3743,1
b3744,55,27,28,asnA,8,BW25113_RS19460,3920515,3921507,3921011,,BW25113_3744,0
b3745,69,37,38,viaA,22,BW25113_RS19465,3921512,3922963,3922237,,BW25113_3745,1
b3746,48,28,38,ravA,246,BW25113_RS19470,3922957,3924453,3923705,,BW25113_3746,1
b3747,60,30,45,kup,7,BW25113_RS19475,3924676,3926544,3925610,trkD,BW25113_3747,0
b3748,11,7,10,rbsD,73,BW25113_RS19480,3926711,3927130,3926920,,BW25113_3748,0
b3749,26,10,8,rbsA,18,BW25113_RS19485,3927138,3928643,3927890,,BW25113_3749,0
b3750,42,25,36,rbsC,49,BW25113_RS19490,3928648,3929613,3929130,,BW25113_3750,0
b3751,7,2,8,rbsB,41,BW25113_RS19495,3929638,3930528,3930083,,BW25113_3751,0
b3752,10,7,6,rbsK,33,BW25113_RS19500,3930654,3931583,3931118,,BW25113_3752,0
b3753,24,22,22,rbsR,45,BW25113_RS19505,3931587,3932579,3932083,,BW25113_3753,0
b3754,28,10,15,hsrA,50,BW25113_RS19510,3932545,3933972,3933258,,BW25113_3754,1
b3755,8,2,2,yieP,286,BW25113_RS19515,3933995,3934687,3934341,,BW25113_3755,1
b3764,8011,4000,3801,yifE,13,BW25113_RS19555,3941446,3941784,3941615,,BW25113_3764,0
b3765,146,101,106,yifB,13,BW25113_RS19560,3941809,3943329,3942569,,BW25113_3765,1
b3766,15,9,13,ilvL,311,BW25113_RS19565,3943682,3943780,3943731,,BW25113_3766,0
b3769,85,41,40,ilvM,5200,BW25113_RS19575,3945561,3945824,3945692,,BW25113_3769,0
b3770,680,318,317,ilvE,511,BW25113_RS19580,3945844,3946773,3946308,,BW25113_3770,0
b3771,387,178,168,ilvD,139,BW25113_RS19585,3946838,3948688,3947763,,BW25113_3771,0
b3772,213,112,128,ilvA,476,BW25113_RS19590,3948691,3950235,3949463,,BW25113_3772,0
b3773,88,48,51,ilvY,19,BW25113_RS19595,3950287,3951180,3950733,,BW25113_3773,1
b3774,82,37,45,ilvC,2821,BW25113_RS19600,3951330,3952805,3952067,,BW25113_3774,0
b3775,2,4,4,ppiC,124,BW25113_RS19605,3952892,3953173,3953032,,BW25113_3775,1
b3778,564,371,363,rep,31,BW25113_RS19615,3954037,3956058,3955047,,BW25113_3778,0
b3779,38,10,10,gpp,43,BW25113_RS19620,3956105,3957589,3956847,,BW25113_3779,1
b3780,69,25,25,rhlB,1318,BW25113_RS19625,3957725,3958990,3958357,,BW25113_3780,1
b3781,30,8,18,trxA,692,BW25113_RS19630,3959121,3959450,3959285,,BW25113_3781,0
b3783,242,131,149,rho,1814,BW25113_RS19640,3959777,3961036,3960406,,BW25113_3783,0
b3784,522,211,268,wecA,100,BW25113_RS19650,3961276,3962379,3961827,,BW25113_3784,0
b3785,192,84,101,wzzE,10,BW25113_RS19655,3962391,3963437,3962914,,BW25113_3785,0
b3786,58,31,27,wecB,45,BW25113_RS19660,3963493,3964623,3964058,,BW25113_3786,0
b3787,45,21,27,wecC,54,BW25113_RS19665,3964620,3965882,3965251,,BW25113_3787,0
b3788,51,15,26,rffG,55,BW25113_RS19670,3965882,3966949,3966415,,BW25113_3788,0
b3789,27,8,14,rffH,19,BW25113_RS19675,3966968,3967849,3967408,,BW25113_3789,0
b3790,19,13,11,wecD,25,BW25113_RS19680,3967827,3968501,3968164,,BW25113_3790,0
b3791,23,12,10,wecE,19,BW25113_RS19685,3968506,3969636,3969071,,BW25113_3791,0
b3792,33,17,14,wzxE,11,BW25113_RS19690,3969638,3970888,3970263,,BW25113_3792,0
b3793,38,17,6,wzyE,43,BW25113_RS19700,3971961,3973313,3972637,,BW25113_3793,0
b3794,19,9,3,wecG,23,BW25113_RS19705,3973316,3974056,3973686,,BW25113_3794,0
b3795,16,10,14,yifK,23,BW25113_RS19710,3974247,3975632,3974939,,BW25113_3795,0
b3800,13,5,3,aslB,2,BW25113_RS19735,3976318,3977553,3976935,,BW25113_3800,0
b3801,50,37,19,aslA,5,BW25113_RS19740,3977712,3979367,3978539,,BW25113_3801,1
b3802,1,4,2,hemY,140,BW25113_RS19745,3980046,3981242,3980644,,BW25113_3802,1
b3803,261,107,145,hemX,226,BW25113_RS19750,3981245,3982426,3981835,,BW25113_3803,1
b3804,34,20,19,hemD,142,BW25113_RS19755,3982448,3983188,3982818,,BW25113_3804,1
b3805,68,37,36,hemC,270,BW25113_RS19760,3983185,3984126,3983655,,BW25113_3805,1
b3806,317,145,169,cyaA,210,BW25113_RS19765,3984513,3987059,3985786,,BW25113_3806,0
b3807,44,28,28,cyaY,14,BW25113_RS19770,3987099,3987419,3987259,,BW25113_3807,1
b3809,58,49,38,dapF,19,BW25113_RS19780,3988122,3988946,3988534,,BW25113_3809,0
b3810,19,7,7,yigA,76,BW25113_RS19785,3988943,3989650,3989296,,BW25113_3810,0
b3811,67,40,34,xerC,67,BW25113_RS19790,3989647,3990543,3990095,,BW25113_3811,0
b3812,54,24,27,yigB,321,BW25113_RS19795,3990543,3991259,3990901,,BW25113_3812,0
b3813,108,66,69,uvrD,50,BW25113_RS19800,3991343,3993505,3992424,,BW25113_3813,0
b3816,50,17,18,corA,65,BW25113_RS19815,3994786,3995736,3995261,,BW25113_3816,0
b3817,2,0,0,yigF,1,BW25113_RS19820,3995779,3996159,3995969,,BW25113_3817,1
b3818,5,0,4,yigG,0,BW25113_RS19825,3996173,3996589,3996381,,BW25113_3818,1
b3819,49,24,27,rarD,15,BW25113_RS19830,3996648,3997538,3997093,,BW25113_3819,1
b3820,4,5,3,yigI,45,BW25113_RS19835,3997590,3998057,3997823,,BW25113_3820,1
b3821,2,0,1,pldA,127,BW25113_RS19840,3998222,3999091,3998656,,BW25113_3821,0
b3822,19,13,16,recQ,26,BW25113_RS19845,3999224,4001053,4000138,,BW25113_3822,0
b3823,31,6,6,rhtC,37,BW25113_RS19850,4001117,4001737,4001427,,BW25113_3823,0
b3824,9,2,5,rhtB,163,BW25113_RS19855,4001799,4002419,4002109,rhtB,BW25113_3824,1
b3825,18,7,10,pldB,667,BW25113_RS19860,4002530,4003552,4003041,,BW25113_3825,0
b3826,43,20,26,yigL,129,BW25113_RS19865,4003560,4004360,4003960,,BW25113_3826,0
b3827,46,22,26,yigM,30,BW25113_RS19870,4004436,4005335,4004885,,BW25113_3827,0
b3828,36,13,15,metR,12,BW25113_RS19875,4005223,4006176,4005699,,BW25113_3828,1
b3829,613,297,364,metE,1720,BW25113_RS19880,4006413,4008674,4007543,,BW25113_3829,0
b3830,1476,746,887,ysgA,490,BW25113_RS19885,4008714,4009529,4009121,,BW25113_3830,1
b3831,1294,599,772,udp,3001,BW25113_RS19890,4009791,4010552,4010171,,BW25113_3831,0
b3832,194,106,112,rmuC,31,BW25113_RS19895,4010693,4012120,4011406,,BW25113_3832,0
b3833,91,38,51,ubiE,222,BW25113_RS19900,4012215,4012970,4012592,,BW25113_3833,0
b3834,9,7,1,ubiJ,39,BW25113_RS19905,4012984,4013589,4013286,,BW25113_3834,0
b3835,89,39,49,ubiB,43,BW25113_RS19910,4013586,4015226,4014406,ubiB,BW25113_3835,0
b3836,12,5,6,tatA,594,BW25113_RS19915,4015305,4015574,4015439,,BW25113_3836,0
b3838,20,6,14,tatB,413,BW25113_RS19920,4015578,4016093,4015835,,BW25113_3838,0
b3839,19,4,8,tatC,37,BW25113_RS19925,4016096,4016872,4016484,,BW25113_3839,0
b3842,64,32,37,rfaH,43,BW25113_RS19935,4017693,4018181,4017937,,BW25113_3842,1
b3843,31,18,14,ubiD,225,BW25113_RS19940,4018348,4019841,4019094,,BW25113_3843,0
b3844,20,10,14,fre,60,BW25113_RS19945,4019887,4020588,4020237,,BW25113_3844,0
b3845,97,40,50,fadA,17,BW25113_RS19950,4020969,4022132,4021550,,BW25113_3845,1
b3846,65,35,27,fadB,35,BW25113_RS19955,4022142,4024331,4023236,,BW25113_3846,1
b3847,2,0,1,pepQ,356,BW25113_RS19960,4024521,4025852,4025186,,BW25113_3847,0
b3848,2,0,1,yigZ,33,BW25113_RS19965,4025852,4026466,4026159,,BW25113_3848,0
b3849,158,100,127,trkH,54,BW25113_RS19970,4026505,4027956,4027230,,BW25113_3849,0
b3850,31,5,8,hemG,171,BW25113_RS19975,4027968,4028513,4028240,hemG,BW25113_3850,0
b3856,2006,799,864,mobB,13,BW25113_RS20005,4034266,4034793,4034529,,BW25113_3856,1
b3857,7,0,9,mobA,71,BW25113_RS20010,4034775,4035359,4035067,mobA,BW25113_3857,1
b3858,1,0,9,yihD,683,BW25113_RS20015,4035429,4035698,4035563,,BW25113_3858,0
b3859,183,211,175,srkA,107,BW25113_RS20020,4035775,4036761,4036268,,BW25113_3859,0
b3860,26,7,8,dsbA,111,BW25113_RS20025,4036778,4037404,4037091,,BW25113_3860,0
b3861,154,70,69,yihF,6,BW25113_RS20030,4037559,4038989,4038274,,BW25113_3861,0
b3862,61,30,33,yihG,7,BW25113_RS20035,4039030,4039962,4039496,,BW25113_3862,1
b3863,53,39,40,polA,166,BW25113_RS20045,4040326,4043112,4041719,,BW25113_3863,0
b3865,61,41,35,yihA,98,BW25113_RS20050,4043493,4044125,4043809,,BW25113_3865,1
b3866,36,28,23,yihI,361,BW25113_RS20055,4044707,4045216,4044961,,BW25113_3866,0
b3867,4901,2643,2776,hemN,402,BW25113_RS20060,4045405,4046778,4046091,,BW25113_3867,0
b3868,88,39,37,glnG,376,BW25113_RS20070,4047229,4048638,4047933,,BW25113_3868,1
b3869,70,43,33,glnL,101,BW25113_RS20075,4048650,4049699,4049174,,BW25113_3869,1
b3870,37,33,29,glnA,1256,BW25113_RS20080,4049985,4051394,4050689,,BW25113_3870,1
b3871,394,297,281,typA,168,BW25113_RS20090,4051767,4053590,4052678,,BW25113_3871,0
b3872,179,90,97,yihL,12,BW25113_RS20095,4053807,4054517,4054162,,BW25113_3872,0
b3873,237,127,145,yihM,4,BW25113_RS20100,4054525,4055505,4055015,,BW25113_3873,0
b3874,15,1,2,yihN,1,BW25113_RS20105,4055607,4056872,4056239,,BW25113_3874,0
b3875,3,7,0,ompL,0,BW25113_RS20110,4056963,4057655,4057309,ompL,BW25113_3875,1
b3876,3,0,1,yihO,4,BW25113_RS20115,4057723,4059126,4058424,,BW25113_3876,1
b3877,3,1,2,yihP,1,BW25113_RS20120,4059169,4060554,4059861,,BW25113_3877,1
b3878,6,2,4,yihQ,4,BW25113_RS20125,4060600,4062636,4061618,,BW25113_3878,1
b3879,6,0,4,yihR,2,BW25113_RS20130,4062835,4063761,4063298,,BW25113_3879,1
b3880,6,2,2,yihS,11,BW25113_RS20135,4063875,4065116,4064495,,BW25113_3880,1
b3881,4,0,0,yihT,6,BW25113_RS20140,4065133,4066011,4065572,,BW25113_3881,1
b3882,8,2,3,yihU,2,BW25113_RS20145,4066035,4066931,4066483,,BW25113_3882,1
