locus_tag,gene_id,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_locus_tag,gbk_strand,norm_exp
ECDH10B_3323,yraP,3392176,3392751,3392463,yraP,ECDH10B_RS16885,0,94.6386349602237
ECDH10B_3324,yraQ,3392865,3393905,3393385,,ECDH10B_RS16890,1,39.1906501215881
ECDH10B_3325,yraR,3393978,3394613,3394295,,ECDH10B_RS16895,1,11.8501474001316
ECDH10B_3326,yhbO,3394741,3395259,3395000,yhbO,ECDH10B_RS16900,0,3.71310973723382
ECDH10B_3327,yhbP,3395239,3395682,3395460,,ECDH10B_RS16905,1,39.471108305267
ECDH10B_3328,yhbQ,3395733,3396035,3395884,yhbQ,ECDH10B_RS16910,0,23.2507802514616
ECDH10B_3329,yhbS,3396022,3396525,3396273,,ECDH10B_RS16915,1,283.472329712918
ECDH10B_3330,yhbT,3396519,3397043,3396781,,ECDH10B_RS16920,1,211.817961665092
ECDH10B_3331,yhbU,3397252,3398247,3397749,,ECDH10B_RS16925,0,71.5952201619854
ECDH10B_3332,yhbV,3398256,3399134,3398695,,ECDH10B_RS16930,0,31.5542694297646
ECDH10B_3333,yhbW,3399215,3400222,3399718,,ECDH10B_RS16935,0,55.7773624237
ECDH10B_3334,mtr,3400340,3401584,3400962,mtr,ECDH10B_RS16940,1,37.1976779785003
ECDH10B_3335,deaD,3401738,3403627,3402682,,ECDH10B_RS16950,1,3588.53690861432
ECDH10B_3336,nlpI,3403807,3404691,3404249,nlpI,ECDH10B_RS16955,1,1533.75084506883
ECDH10B_3337,pnp,3404800,3406935,3405867,pnp,ECDH10B_RS16960,1,4589.49794857802
ECDH10B_3339,rpsO,3407182,3407451,3407316,rpsO,ECDH10B_RS16965,1,2044.39099976366
ECDH10B_3340,truB,3407600,3408544,3408072,truB,ECDH10B_RS16970,1,369.080141588122
ECDH10B_3341,rbfA,3408544,3408945,3408744,rbfA,ECDH10B_RS16975,1,88.9312506550433
ECDH10B_3342,infB,3409109,3411781,3410445,infB,ECDH10B_RS16980,1,5931.88910007295
ECDH10B_3343,nusA,3411806,3413293,3412549,nusA,ECDH10B_RS16985,1,1792.98490247043
ECDH10B_3344,yhbC,3413321,3413773,3413547,rimP,ECDH10B_RS16990,1,294.036449859862
ECDH10B_3345,metY,3413980,3414056,3414018,,ECDH10B_RS16995,1,45.2579065507814
ECDH10B_3346,argG,3414404,3415747,3415075,argG,ECDH10B_RS17000,0,141.594919711383
ECDH10B_3347,yhbX,3415755,3417380,3416567,,ECDH10B_RS17005,1,13.2206413547191
ECDH10B_3348,leuU,3417839,3417925,3417882,,ECDH10B_RS17010,1,1.10919031495898
ECDH10B_3349,secG,3417940,3418272,3418106,secG,ECDH10B_RS17015,1,342.433525531933
ECDH10B_3350,glmM,3418500,3419837,3419168,glmM,ECDH10B_RS17020,1,846.455095219326
ECDH10B_3351,folP,3419830,3420678,3420254,folP,ECDH10B_RS17025,1,55.040877566926
ECDH10B_3352,hflB,3420768,3422702,3421735,ftsH,ECDH10B_RS17030,1,3245.3008224106
ECDH10B_3353,rrmJ,3422802,3423431,3423116,rlmE,ECDH10B_RS17035,1,394.798120627742
ECDH10B_3354,yhbY,3423557,3423850,3423703,yhbY,ECDH10B_RS17040,0,323.411759258253
ECDH10B_3355,greA,3424006,3424482,3424244,greA,ECDH10B_RS17045,1,195.938923934495
ECDH10B_3356,dacB,3424730,3426163,3425446,dacB,ECDH10B_RS17050,0,77.4091784151174
ECDH10B_3357,obgE,3426349,3427521,3426935,cgtA,ECDH10B_RS17055,1,920.472794885215
ECDH10B_3358,yhbE,3427537,3428502,3428019,,ECDH10B_RS17060,1,242.902293553193
ECDH10B_3359,rpmA,3428629,3428886,3428757,rpmA,ECDH10B_RS17065,1,189.827419036152
ECDH10B_3360,rplU,3428907,3429218,3429062,rplU,ECDH10B_RS17070,1,873.363621634436
ECDH10B_3361,ispB,3429477,3430448,3429962,ispB,ECDH10B_RS17075,0,337.331496977674
ECDH10B_3362,sfsB,3430676,3430954,3430815,sfsB,ECDH10B_RS17080,0,33.3590306636794
ECDH10B_3364,yrbA,3432316,3432570,3432443,ibaG,ECDH10B_RS17090,1,179.02731406514
ECDH10B_3365,yrbB,3432730,3433023,3432876,mlaB,ECDH10B_RS17095,1,51.1456872159825
ECDH10B_3366,yrbC,3433023,3433658,3433340,mlaC,ECDH10B_RS17100,1,173.29909096222
ECDH10B_3367,yrbD,3433677,3434228,3433952,mlaD,ECDH10B_RS17105,1,60.1640927717068
ECDH10B_3368,yrbE,3434233,3435015,3434624,mlaE,ECDH10B_RS17110,1,125.204423782012
ECDH10B_3369,yrbF,3435023,3435832,3435427,mlaF,ECDH10B_RS17115,1,184.209486241345
ECDH10B_3370,yrbG,3436042,3437019,3436530,,ECDH10B_RS17120,0,61.2835115711203
ECDH10B_3371,kdsD,3437033,3438019,3437526,kdsD,ECDH10B_RS17125,0,138.608066346469
ECDH10B_3372,kdsC,3438040,3438606,3438323,kdsC,ECDH10B_RS17130,0,82.3019663480484
ECDH10B_3373,yrbK,3438603,3439178,3438890,lptC,ECDH10B_RS17135,0,75.8631159711138
ECDH10B_3374,yhbN,3439147,3439704,3439425,lptA,ECDH10B_RS17140,0,99.781386537885
ECDH10B_3375,yhbG,3439711,3440436,3440073,lptB,ECDH10B_RS17145,0,139.603440907569
ECDH10B_3376,rpoN,3440484,3441917,3441200,rpoN,ECDH10B_RS17150,0,309.928511839047
ECDH10B_3377,hpf,3441940,3442227,3442083,hpf,ECDH10B_RS17155,0,52.5520763233685
ECDH10B_3378,ptsN,3442345,3442836,3442590,ptsN,ECDH10B_RS17160,0,123.933609822252
ECDH10B_3379,yhbJ,3442882,3443736,3443309,rapZ,ECDH10B_RS17165,0,144.015647009505
ECDH10B_3380,npr,3443733,3444005,3443869,npr,ECDH10B_RS17170,0,6.53220916188425
ECDH10B_3381,yrbL,3444219,3444851,3444535,yrbL,ECDH10B_RS17175,0,342.063390947418
ECDH10B_3382,mtgA,3444848,3445576,3445212,mtgA,ECDH10B_RS17180,1,33.528087028802
ECDH10B_3383,elbB,3445573,3446226,3445899,elbB,ECDH10B_RS17185,1,68.2254328544316
ECDH10B_3385,arcB,3446456,3448792,3447624,arcB,ECDH10B_RS17190,1,326.811850190341
ECDH10B_3386,yhcC,3448888,3449817,3449352,,ECDH10B_RS17195,1,13.2206413547191
ECDH10B_3387,gltB,3450492,3454952,3452722,gltB,ECDH10B_RS17200,0,816.6172130475
ECDH10B_3388,gltD,3454965,3456383,3455674,,ECDH10B_RS17205,0,228.044263075993
ECDH10B_3389,gltF,3456943,3457707,3457325,,ECDH10B_RS17210,0,17.2065856408948
ECDH10B_3390,yhcA,3457879,3458553,3458216,,ECDH10B_RS17215,0,1.13225213358547
ECDH10B_3391,yhcD,3458574,3460955,3459764,,ECDH10B_RS17220,0,17.3512777625322
ECDH10B_3394,insH-10,3461469,3462485,3461977,,ECDH10B_RS17230,1,8.36505099944531
ECDH10B_3396,yhcF,3462693,3463409,3463051,,ECDH10B_RS17240,0,17.2283450346626
ECDH10B_3398,yhcH,3464781,3465245,3465013,,ECDH10B_RS17250,1,16.0601977482787
ECDH10B_3399,nanK,3465242,3466117,3465679,,ECDH10B_RS17255,1,18.9946062660616
ECDH10B_3400,nanE,3466114,3466803,3466458,,ECDH10B_RS17260,1,21.8905147813286
ECDH10B_3401,nanT,3466851,3468341,3467596,nanT,ECDH10B_RS17265,1,23.3519535855634
ECDH10B_3402,nanA,3468450,3469343,3468896,nanA,ECDH10B_RS17270,1,36.0628209951974
ECDH10B_3403,nanR,3469465,3470256,3469860,nanR,ECDH10B_RS17275,1,143.504570639561
ECDH10B_3404,dcuD,3470636,3472003,3471319,dcuC,ECDH10B_RS17280,0,3.6106339782733
ECDH10B_3405,sspB,3472046,3472543,3472294,sspB,ECDH10B_RS17285,1,183.028314706374
ECDH10B_3406,sspA,3472549,3473187,3472868,sspA,ECDH10B_RS17290,1,724.013957507456
ECDH10B_3407,rpsI,3473582,3473974,3473778,rpsI,ECDH10B_RS17295,1,1050.20879807524
ECDH10B_3408,rplM,3473990,3474418,3474204,rplM,ECDH10B_RS17300,1,2448.92063510854
ECDH10B_3409,yhcM,3474637,3475764,3475200,,ECDH10B_RS17305,1,88.8955464166599
ECDH10B_3410,yhcB,3475958,3476356,3476157,,ECDH10B_RS17310,0,439.46534595383
ECDH10B_3411,degQ,3476510,3477877,3477193,degQ,ECDH10B_RS17315,0,124.766058313693
ECDH10B_3412,degS,3477967,3479034,3478500,degS,ECDH10B_RS17320,0,76.3741923410577
ECDH10B_3413,mdh,3479097,3480035,3479566,mdh,ECDH10B_RS17325,1,1318.59895727294
ECDH10B_3414,argR,3480470,3480940,3480705,argR,ECDH10B_RS17330,0,121.301418881916
ECDH10B_3415,yhcN,3481305,3481568,3481436,yhcN,ECDH10B_RS17335,0,40.8248616511066
ECDH10B_3416,yhcO,3481624,3481896,3481760,,ECDH10B_RS17340,1,7.62986856752998
ECDH10B_3418,aaeA,3483961,3484893,3484427,aaeA,ECDH10B_RS17350,1,9.99554616880274
ECDH10B_3419,aaeX,3484901,3485104,3485002,,ECDH10B_RS17355,1,2.48991275400107
ECDH10B_3420,aaeR,3485287,3486216,3485751,aaeR,ECDH10B_RS17360,0,69.4666728712711
ECDH10B_3421,tldD,3486350,3487795,3487072,tldD,ECDH10B_RS17365,1,390.512563613837
ECDH10B_3422,yhdP,3488225,3492025,3490125,,ECDH10B_RS17370,1,149.520875560897
ECDH10B_3423,rng,3492093,3493562,3492827,rng,ECDH10B_RS17375,1,138.177897256133
ECDH10B_3424,yhdE,3493552,3494145,3493848,yhdE,ECDH10B_RS17380,1,52.429334509914
ECDH10B_3425,mreD,3494154,3494642,3494398,mreD,ECDH10B_RS17385,1,93.4221410156995
ECDH10B_3427,mreB,3495811,3496854,3496332,,ECDH10B_RS17395,1,1102.89104893238
ECDH10B_3428,yhdA,3497159,3499099,3498129,csrD,ECDH10B_RS17405,1,129.929266860264
ECDH10B_3429,yhdH,3499251,3500225,3499738,,ECDH10B_RS17410,0,179.339187383796
ECDH10B_3430,accB,3501203,3501673,3501438,accB,ECDH10B_RS17430,0,697.969587561319
ECDH10B_3431,accC,3501684,3503033,3502358,accC,ECDH10B_RS17435,0,1456.23087155445
ECDH10B_3432,yhdT,3503142,3503384,3503263,,ECDH10B_RS17440,0,2.04932426479535
ECDH10B_3433,panF,3503374,3504825,3504099,panF,ECDH10B_RS17445,0,67.5469843730539
ECDH10B_3434,prmA,3504837,3505718,3505277,prmA,ECDH10B_RS17450,0,117.259504302863
ECDH10B_3435,dusB,3506047,3507012,3506529,dusB,ECDH10B_RS17455,0,546.251742911489
ECDH10B_3436,fis,3507038,3507334,3507186,fis,ECDH10B_RS17460,0,101.779568380408
ECDH10B_3437,yhdJ,3507420,3508304,3507862,yhdJ,ECDH10B_RS17465,0,4.44829216914915
ECDH10B_3438,yhdU,3508388,3508567,3508477,,ECDH10B_RS17470,0,6.3285600688219
ECDH10B_3439,envR,3508570,3509232,3508901,acrS,ECDH10B_RS17475,1,1.10919031495898
ECDH10B_3440,acrE,3509631,3510788,3510209,acrE,ECDH10B_RS17480,0,2.44509154160679
ECDH10B_3441,acrF,3510800,3513904,3512352,acrF,ECDH10B_RS17485,0,22.0275832682289
ECDH10B_3442,yhdV,3514157,3514378,3514267,,ECDH10B_RS17490,0,1.05283819325144
ECDH10B_3443,yhdW,3514809,3515833,3515321,,ECDH10B_RS17500,0,5.53572309034034
ECDH10B_3444,yhdX,3515901,3517082,3516491,,ECDH10B_RS17505,0,1.59590244141768
ECDH10B_3445,yhdY,3517092,3518195,3517643,,ECDH10B_RS17510,0,2.59238851296159
ECDH10B_3446,yhdZ,3518203,3518961,3518582,,ECDH10B_RS17515,0,4.89018308321358
ECDH10B_3447,rrfF,3519192,3519307,3519249,rrf,ECDH10B_RS17520,1,0
ECDH10B_3448,thrV,3519347,3519422,3519384,,ECDH10B_RS17525,1,0
ECDH10B_3449,rrfD,3519437,3519552,3519494,rrf,ECDH10B_RS17530,1,0
ECDH10B_3450,rrlD,3519630,3522559,3521094,,ECDH10B_RS17535,1,108.301358143422
ECDH10B_3451,alaU,3522725,3522800,3522762,,ECDH10B_RS17540,1,0.498243035771955
ECDH10B_3452,ileU,3522843,3522919,3522881,,ECDH10B_RS17545,1,0.407298186124681
ECDH10B_3453,rrsD,3522976,3524529,3523752,,ECDH10B_RS17550,1,150.138144049962
ECDH10B_3454,yrdA,3525003,3525557,3525280,,ECDH10B_RS17555,0,167.16506301245
ECDH10B_3455,yrdB,3525533,3525790,3525661,,ECDH10B_RS17560,1,22.5284311537182
ECDH10B_3456,aroE,3525787,3526605,3526196,aroE,ECDH10B_RS17565,1,99.9850356309474
ECDH10B_3457,yrdC,3526610,3527182,3526896,tsaC,ECDH10B_RS17570,1,46.8359568730074
ECDH10B_3458,yrdD,3527187,3527729,3527458,,ECDH10B_RS17575,1,83.0754578680645
ECDH10B_3459,smg,3527758,3528231,3527994,,ECDH10B_RS17580,1,118.802389153904
ECDH10B_3460,smf,3528203,3529327,3528765,dprA,ECDH10B_RS17585,1,11.88604255293
ECDH10B_3461,def,3529457,3529966,3529711,def,ECDH10B_RS17590,0,249.047279669032
ECDH10B_3462,fmt,3529981,3530928,3530454,fmt,ECDH10B_RS17595,0,372.870790097586
ECDH10B_3463,rsmB,3530974,3532263,3531618,rsmB,ECDH10B_RS17600,0,320.391806504673
ECDH10B_3465,mscL,3533791,3534201,3533996,mscL,ECDH10B_RS17610,0,94.2454725331296
ECDH10B_3466,yhdL,3534198,3534416,3534307,,ECDH10B_RS17615,1,4.75441702117201
ECDH10B_3467,zntR,3534472,3534897,3534684,zntR,ECDH10B_RS17620,1,28.7160154610638
ECDH10B_3468,yhdN,3534908,3535276,3535092,,ECDH10B_RS17625,1,28.0500184850279
ECDH10B_3469,rplQ,3535383,3535766,3535574,rplQ,ECDH10B_RS17630,1,1565.11881273358
ECDH10B_3470,rpoA,3535807,3536796,3536301,rpoA,ECDH10B_RS17635,1,11734.5119646173
ECDH10B_3471,rpsD,3536822,3537442,3537132,rpsD,ECDH10B_RS17640,1,5780.53255293431
ECDH10B_3472,rpsK,3537476,3537865,3537670,rpsK,ECDH10B_RS17645,1,1149.11241011814
ECDH10B_3473,rpsM,3537882,3538238,3538060,rpsM,ECDH10B_RS17650,1,3351.86153098074
ECDH10B_3474,rpmJ,3538385,3538501,3538443,rpmJ,ECDH10B_RS17655,1,122.339200720108
ECDH10B_3475,secY,3538533,3539864,3539198,secY,ECDH10B_RS17660,1,10403.33936536
ECDH10B_3476,rplO,3539872,3540306,3540089,rplO,ECDH10B_RS17665,1,2049.65576347316
ECDH10B_3477,rpmD,3540310,3540489,3540399,rpmD,ECDH10B_RS17670,1,5.85207642681774
ECDH10B_3478,rpsE,3540493,3540996,3540744,rpsE,ECDH10B_RS17675,1,3137.49332921327
ECDH10B_3479,rplR,3541011,3541364,3541187,rplR,ECDH10B_RS17680,1,639.566007554378
ECDH10B_3480,rplF,3541374,3541907,3541640,rplF,ECDH10B_RS17685,1,2745.54537529237
ECDH10B_3481,rpsH,3541920,3542312,3542116,rpsH,ECDH10B_RS17690,1,1145.94458764996
ECDH10B_3482,rpsN,3542346,3542651,3542498,rpsN,ECDH10B_RS17695,1,340.810115230114
ECDH10B_3483,rplE,3542666,3543205,3542935,rplE,ECDH10B_RS17700,1,3704.52979907455
ECDH10B_3484,rplX,3543220,3543534,3543377,rplX,ECDH10B_RS17705,1,225.056298200635
ECDH10B_3485,rplN,3543545,3543916,3543730,rplN,ECDH10B_RS17710,1,3171.85348290468
ECDH10B_3486,rpsQ,3544081,3544335,3544208,rpsQ,ECDH10B_RS17715,1,134.458275394605
ECDH10B_3487,rpmC,3544335,3544526,3544430,rpmC,ECDH10B_RS17720,1,14.7423395552376
ECDH10B_3488,rplP,3544526,3544936,3544731,rplP,ECDH10B_RS17725,1,2172.7427550689
ECDH10B_3490,rplV,3545668,3546000,3545834,rplV,ECDH10B_RS17735,1,587.533708770088
ECDH10B_3491,rpsS,3546015,3546293,3546154,rpsS,ECDH10B_RS17740,1,427.936031907997
ECDH10B_3492,rplB,3546310,3547131,3546720,rplB,ECDH10B_RS17745,1,5869.57793321995
ECDH10B_3493,rplW,3547149,3547451,3547300,rplW,ECDH10B_RS17750,1,722.889240022332
ECDH10B_3494,rplD,3547448,3548053,3547750,rplD,ECDH10B_RS17755,1,3243.99211516762
ECDH10B_3495,rplC,3548064,3548693,3548378,rplC,ECDH10B_RS17760,1,5375.5210122994
ECDH10B_3496,rpsJ,3548726,3549037,3548881,rpsJ,ECDH10B_RS17765,1,4195.97261900628
ECDH10B_3497,pioO,3549275,3549694,3549484,gspB,ECDH10B_RS17770,1,3.40698488521096
ECDH10B_3498,gspA,3549696,3551165,3550430,gspA,ECDH10B_RS17775,1,4.06405580165097
ECDH10B_3499,gspC,3551345,3552160,3551752,gspC,ECDH10B_RS17780,0,2.38873941989925
ECDH10B_3500,gspD,3552144,3554096,3553120,gspD,ECDH10B_RS17785,0,9.87000859121572
ECDH10B_3501,gspE,3554106,3555587,3554846,gspE,ECDH10B_RS17790,0,3.36216367281667
ECDH10B_3502,gspF,3555584,3556780,3556182,gspF,ECDH10B_RS17795,0,1.87896547481405
ECDH10B_3503,gspG,3556790,3557227,3557008,gspG,ECDH10B_RS17800,0,0.690361219521049
ECDH10B_3504,gspH,3557235,3557744,3557489,gspH,ECDH10B_RS17805,0,0
ECDH10B_3505,gspI,3557741,3558118,3557929,gspI,ECDH10B_RS17810,0,0.215180002375587
ECDH10B_3506,gspJ,3558111,3558698,3558404,gspJ,ECDH10B_RS17815,0,0.203649093062341
ECDH10B_3507,gspK,3558691,3559674,3559182,gspK,ECDH10B_RS17820,0,1.67531638175171
ECDH10B_3508,gspL,3559689,3560852,3560270,gspL,ECDH10B_RS17825,0,3.83734488996213
ECDH10B_3509,gspM,3560849,3561310,3561079,,ECDH10B_RS17830,0,0.973424252917416
ECDH10B_3510,gspO,3561310,3561987,3561648,,ECDH10B_RS17835,0,7.96928372263388
ECDH10B_3511,bfr,3562016,3562492,3562254,bfr,ECDH10B_RS17840,1,66.6527831460555
ECDH10B_3512,bfd,3562564,3562758,3562661,bfd,ECDH10B_RS17845,1,15.0804522854828
ECDH10B_3514,tufA,3565912,3567096,3566504,tuf,ECDH10B_RS17860,1,11451.4611999042
ECDH10B_3515,fusA,3567167,3569281,3568224,fusA,ECDH10B_RS17865,1,20904.1984136044
ECDH10B_3516,rpsG,3569309,3569848,3569578,rpsG,ECDH10B_RS17870,1,2679.25522605841
ECDH10B_3518,yheL,3570445,3570732,3570588,tusB,ECDH10B_RS17880,1,16.9555104857208
ECDH10B_3519,yheM,3570740,3571099,3570919,tusC,ECDH10B_RS17885,1,8.47905766771908
ECDH10B_3520,yheN,3571099,3571485,3571292,tusD,ECDH10B_RS17890,1,12.589237106623
ECDH10B_3521,yheO,3571485,3572207,3571846,,ECDH10B_RS17895,1,107.714584193305
ECDH10B_3522,fkpA,3572374,3573186,3572780,fkpA,ECDH10B_RS17900,1,734.022180072062
ECDH10B_3523,slyX,3573407,3573625,3573516,,ECDH10B_RS17905,0,30.1659233559854
ECDH10B_3524,slyD,3573674,3574264,3573969,slyD,ECDH10B_RS17910,1,993.201535629598
ECDH10B_3525,yheV,3574359,3574559,3574459,,ECDH10B_RS17915,1,1.8904963841273
ECDH10B_3526,kefB,3574569,3576374,3575471,kefB,ECDH10B_RS17920,1,47.1842980877072
ECDH10B_3527,kefG,3576374,3576925,3576649,kefG,ECDH10B_RS17925,1,24.4034893539562
ECDH10B_3528,yheS,3577056,3578969,3578012,,ECDH10B_RS17930,0,162.258521149318
ECDH10B_3529,yheT,3578969,3579991,3579480,,ECDH10B_RS17935,0,36.1013209977132
ECDH10B_3530,yheU,3579985,3580203,3580094,,ECDH10B_RS17940,0,0.407298186124681
ECDH10B_3531,prkB,3580257,3581126,3580691,,ECDH10B_RS17945,0,69.6535813555854
ECDH10B_3532,yhfA,3581181,3581585,3581383,,ECDH10B_RS17950,1,155.670880461755
ECDH10B_3533,crp,3581887,3582519,3582203,crp,ECDH10B_RS17960,0,1108.81910284007
ECDH10B_3534,yhfK,3582570,3584660,3583615,,ECDH10B_RS17965,0,111.787756968967
ECDH10B_3535,argD,3584727,3585947,3585337,argD/dapC,ECDH10B_RS17970,1,54.1416575549078
ECDH10B_3536,pabA,3586033,3586596,3586314,pabA,ECDH10B_RS17975,1,15.3737438033337
ECDH10B_3537,fic,3586628,3587230,3586929,,ECDH10B_RS17980,1,17.0362268509135
ECDH10B_3538,yhfG,3587220,3587387,3587303,,ECDH10B_RS17985,1,0.996486071543909
ECDH10B_3539,ppiA,3587492,3588064,3587778,ppiA,ECDH10B_RS17990,1,167.148513318117
ECDH10B_3540,tsgA,3588335,3589516,3588925,tsgA,ECDH10B_RS17995,0,35.591547052628
ECDH10B_3541,nirB,3589778,3592321,3591049,,ECDH10B_RS18000,0,1821.69095640587
ECDH10B_3542,nirD,3592318,3592644,3592481,nirD,ECDH10B_RS18005,0,57.454710911924
ECDH10B_3543,nirC,3592770,3593576,3593173,nirC,ECDH10B_RS18010,0,92.5656761335567
ECDH10B_3544,cysG,3593595,3594968,3594281,cobA,ECDH10B_RS18015,0,141.625223335917
ECDH10B_3545,yhfL,3595215,3595382,3595298,,ECDH10B_RS18020,0,1.720137594146
ECDH10B_3546,frlA,3595626,3597014,3596320,frlA,ECDH10B_RS18025,0,0.826127281562609
ECDH10B_3547,frlB,3597035,3598057,3597546,frlB,ECDH10B_RS18030,0,6.8600934076749
ECDH10B_3548,frlC,3598107,3598937,3598522,frlC,ECDH10B_RS18035,0,4.06405580165097
ECDH10B_3549,frlD,3598934,3599719,3599326,frlD,ECDH10B_RS18040,0,6.880550376584
ECDH10B_3550,frlR,3599819,3600550,3600184,phoB,ECDH10B_RS18045,0,73.9854529211585
ECDH10B_3551,yhfS,3600702,3601787,3601244,,ECDH10B_RS18050,1,8.79541100419649
ECDH10B_3552,yhfT,3601799,3603103,3602451,,ECDH10B_RS18055,1,3.28274973248264
ECDH10B_3553,yhfU,3603115,3603468,3603291,,ECDH10B_RS18060,1,0
ECDH10B_3554,php,3603479,3604357,3603918,,ECDH10B_RS18065,1,1.59590244141768
ECDH10B_3555,yhfW,3604354,3605580,3604967,,ECDH10B_RS18070,1,1.86743456550081
ECDH10B_3556,yhfX,3605580,3606743,3606161,,ECDH10B_RS18075,1,2.16202850821042
ECDH10B_3557,yhfY,3606827,3607189,3607008,,ECDH10B_RS18080,1,6.14797279438606
ECDH10B_3558,yhfZ,3607206,3608111,3607658,,ECDH10B_RS18085,1,15.7899680490542
ECDH10B_3559,trpS,3608401,3609405,3608903,trpS,ECDH10B_RS18090,1,433.715745285973
ECDH10B_3560,gph,3609398,3610156,3609777,gph,ECDH10B_RS18095,1,75.6440286941621
ECDH10B_3561,rpe,3610149,3610826,3610487,rpe,ECDH10B_RS18100,1,111.464700593781
ECDH10B_3562,dam,3610844,3611680,3611262,dam,ECDH10B_RS18105,1,82.6529124124656
ECDH10B_3563,damX,3611787,3613073,3612430,damX,ECDH10B_RS18110,1,595.908258572374
ECDH10B_3564,aroB,3613165,3614253,3613709,aroB,ECDH10B_RS18115,1,410.267480212959
ECDH10B_3565,aroK,3614310,3614831,3614570,aroK,ECDH10B_RS18120,1,376.881480456077
ECDH10B_3566,hofQ,3615232,3616470,3615851,hofQ,ECDH10B_RS18125,1,5.70477945546294
ECDH10B_3567,yrfA,3616382,3616786,3616584,hofP,ECDH10B_RS18130,1,0
ECDH10B_3568,yrfB,3616776,3617216,3616996,hofO,ECDH10B_RS18135,1,0.690361219521049
ECDH10B_3569,yrfC,3617200,3617739,3617469,,ECDH10B_RS18140,1,0.837658190875856
ECDH10B_3570,yrfD,3617739,3618518,3618128,hofM,ECDH10B_RS18145,1,8.85176312590402
ECDH10B_3571,mrcA,3618638,3621190,3619914,mrcA,ECDH10B_RS18150,0,187.538359611081
ECDH10B_3572,nudE,3621356,3621916,3621636,nudE,ECDH10B_RS18155,1,203.213018567003
ECDH10B_3573,yrfF,3622236,3624371,3623303,igaA,ECDH10B_RS18160,0,135.066617824075
ECDH10B_3574,yrfG,3624436,3625104,3624770,yrfG,ECDH10B_RS18165,0,77.3578450784297
ECDH10B_3575,hslR,3625115,3625516,3625315,hslR,ECDH10B_RS18170,0,59.2572491249515
ECDH10B_3576,hslO,3625541,3626419,3625980,hslO,ECDH10B_RS18175,0,257.663944590849
ECDH10B_3577,yhgE,3626482,3628206,3627344,,ECDH10B_RS18180,1,49.1951223499867
ECDH10B_3578,pck,3628585,3630207,3629396,pckA,ECDH10B_RS18190,0,2469.52875810288
ECDH10B_3579,envZ,3630283,3631635,3630959,envZ,ECDH10B_RS18195,1,83.6326578752614
ECDH10B_3580,ompR,3631632,3632351,3631991,ompR,ECDH10B_RS18200,1,281.545938175992
ECDH10B_3581,greB,3632543,3633055,3632799,greB,ECDH10B_RS18205,0,38.5731907181076
ECDH10B_3582,yhgF,3633152,3635473,3634312,,ECDH10B_RS18210,0,355.248900806999
ECDH10B_3583,feoA,3635930,3636157,3636043,feoA,ECDH10B_RS18215,0,47.8616350586412
ECDH10B_3584,feoB,3636174,3638495,3637334,feoB,ECDH10B_RS18220,0,706.570623384833
ECDH10B_3585,yhgG,3638495,3638731,3638613,feoC,ECDH10B_RS18225,0,4.87734974904163
ECDH10B_3587,bioH,3639841,3640611,3640226,bioH,ECDH10B_RS18235,1,65.6806613179968
ECDH10B_3588,gntX,3640649,3641332,3640990,gntX,ECDH10B_RS18240,0,76.3870256752296
ECDH10B_3589,gntY,3641391,3641966,3641678,nfuA,ECDH10B_RS18245,0,364.783592432102
ECDH10B_3590,gntT,3642326,3643642,3642984,gntT,ECDH10B_RS18250,0,46.0827314074853
ECDH10B_3591,malQ,3643753,3645837,3644795,malQ,ECDH10B_RS18255,1,200.032171850236
ECDH10B_3592,malP,3645847,3648240,3647043,malP,ECDH10B_RS18260,1,335.379056943575
ECDH10B_3593,malT,3648852,3651557,3650204,malT,ECDH10B_RS18265,0,918.142719594186
ECDH10B_3594,rtcA,3651600,3652616,3652108,rtcA,ECDH10B_RS18270,1,20.453440220579
ECDH10B_3595,rtcB,3652620,3653846,3653233,,ECDH10B_RS18275,1,12.7569910468869
ECDH10B_3596,rtcR,3654035,3655633,3654834,,ECDH10B_RS18280,0,7.71951099231855
ECDH10B_3597,glpR,3655615,3656373,3655994,,ECDH10B_RS18285,1,139.417643933699
ECDH10B_3598,glpG,3656390,3657220,3656805,glpG,ECDH10B_RS18290,1,110.682664842999
ECDH10B_3599,glpE,3657265,3657591,3657428,glpE,ECDH10B_RS18295,1,41.8202362122068
ECDH10B_3600,glpD,3657781,3659286,3658533,glpD,ECDH10B_RS18300,0,5367.59837803935
ECDH10B_3601,yzgL,3659555,3659776,3659665,,ECDH10B_RS18305,1,4.69676247460578
ECDH10B_3602,glgP,3659902,3662349,3661125,glgP,ECDH10B_RS18310,1,231.961942502318
ECDH10B_3603,glgA,3662368,3663801,3663084,glgA,ECDH10B_RS18315,1,148.981336758476
ECDH10B_3604,glgC,3663801,3665096,3664448,glgC,ECDH10B_RS18320,1,177.913643732359
ECDH10B_3605,glgX,3665114,3667087,3666100,glgX,ECDH10B_RS18325,1,115.235464877581
ECDH10B_3606,glgB,3667084,3669270,3668177,glgB,ECDH10B_RS18330,1,341.642338831093
ECDH10B_3607,asd,3669543,3670646,3670094,asd,ECDH10B_RS18335,1,1342.23949746807
ECDH10B_3608,yhgN,3670839,3671432,3671135,yhgN,ECDH10B_RS18340,0,71.9028383532821
