gene_id,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_old_locus_tag,gbk_strand,GSE94978_1,GSE94978_2
DR76_RS18330,3745672,3747606,3746639,,DR76_3506,0,6688,8854
DR76_RS18335,3747683,3747786,3747734,,,1,6,15
DR76_RS18340,3747840,3749825,3748832,,DR76_3507,0,1006,733
DR76_RS18345,3749973,3750146,3750059,,DR76_3508,0,722,586
DR76_RS18350,3750235,3750984,3750609,,DR76_3509,0,2516,2161
DR76_RS18355,3751253,3751471,3751362,,DR76_3510,0,50481,15778
DR76_RS18360,3751597,3751923,3751760,,DR76_3511,1,314,142
DR76_RS18365,3751923,3752660,3752291,,DR76_3512,1,872,643
DR76_RS18370,3752851,3754020,3753435,,DR76_3513,1,3758,2841
DR76_RS18375,3754027,3754335,3754181,,DR76_3514,1,2789,2379
DR76_RS18380,3754484,3755248,3754866,,DR76_3515,1,3280,2760
DR76_RS18385,3755418,3756008,3755713,,DR76_3516,0,3831,3551
DR76_RS18390,3756072,3758747,3757409,,DR76_3517,1,4976,3381
DR76_RS18405,3759106,3759273,3759189,,DR76_3518,1,517,363
DR76_RS18410,3759276,3759440,3759358,,DR76_3519,1,520,401
DR76_RS18415,3759735,3760709,3760222,,DR76_3520,1,8958,10380
DR76_RS18420,3760919,3763516,3762217,,DR76_3521,1,7681,11991
DR76_RS18425,3763639,3763851,3763745,,,1,742,619
DR76_RS18430,3763896,3764147,3764021,,DR76_3522,0,7225,8684
DR76_RS18435,3764183,3765232,3764707,,DR76_3523,1,4164,5606
DR76_RS18445,3765452,3766210,3765831,,DR76_3524,0,1846,2007
DR76_RS18450,3766207,3766797,3766502,,DR76_3525,0,1112,1598
DR76_RS18455,3766837,3767712,3767274,,DR76_3526,1,4288,2997
DR76_RS18460,3767925,3769814,3768869,,DR76_3527,1,2208,1256
DR76_RS18465,3769842,3770462,3770152,,DR76_3528,1,2863,2824
DR76_RS18470,3770459,3771340,3770899,,DR76_3529,1,1629,1287
DR76_RS18475,3771614,3773176,3772395,,DR76_3530,0,22005,2316
DR76_RS18480,3773176,3774771,3773973,,DR76_3531,0,17369,892
DR76_RS18485,3774772,3776133,3775452,,DR76_3532,0,8759,778
DR76_RS18490,3776145,3777338,3776741,,DR76_3533,0,8431,1747
DR76_RS18495,3777338,3778144,3777741,,DR76_3534,0,4409,1083
DR76_RS18500,3778489,3778971,3778730,,DR76_3535,0,130,54
DR76_RS18505,3779017,3779523,3779270,,DR76_3536,0,1464,1150
DR76_RS18510,3779582,3780220,3779901,,DR76_3537,1,21318,40453
DR76_RS18515,3780577,3781320,3780948,,DR76_3538,0,2972,2014
DR76_RS18520,3781350,3781889,3781619,,DR76_3539,0,2958,2212
DR76_RS18525,3781994,3782392,3782193,,DR76_3540,0,635,456
DR76_RS18530,3782432,3783148,3782790,,DR76_3541,1,573,469
DR76_RS18535,3783372,3783668,3783520,,DR76_3542,0,3559,6156
DR76_RS18540,3783968,3785221,3784594,,DR76_3543,0,2563,1445
DR76_RS18545,3785276,3785560,3785418,,,1,632,878
DR76_RS18550,3785592,3787052,3786322,,DR76_3544,0,2357,2157
DR76_RS18555,3787087,3787416,3787251,,DR76_3545,0,804,824
DR76_RS18560,3787469,3788473,3787971,,DR76_3546,1,3897,9815
DR76_RS18565,3788470,3789483,3788976,oppD,DR76_3547,1,4024,8034
DR76_RS18570,3789495,3790403,3789949,,DR76_3548,1,3525,5587
DR76_RS18575,3790418,3791338,3790878,oppB,DR76_3549,1,2478,3413
DR76_RS18580,3791424,3793055,3792239,,DR76_3550,1,27299,41235
DR76_RS18585,3793793,3794440,3794116,,DR76_3553,1,1021,669
DR76_RS18590,3794917,3797592,3796254,,DR76_3554,0,15857,37243
DR76_RS18595,3797718,3798765,3798241,,DR76_3555,0,223,269
DR76_RS18600,3799050,3799667,3799358,,DR76_3556,1,996,644
DR76_RS18605,3800271,3800684,3800477,,DR76_3557,0,59817,54482
DR76_RS18610,3800828,3801736,3801282,,DR76_3558,1,8973,9464
DR76_RS18615,3801938,3802951,3802444,,DR76_3559,1,3683,2286
DR76_RS18620,3803043,3803948,3803495,,DR76_3560,1,3697,2720
DR76_RS18625,3804061,3804519,3804290,,DR76_3561,0,2737,1818
DR76_RS18630,3804569,3805411,3804990,,DR76_3562,0,5305,4413
DR76_RS18635,3805571,3805655,3805613,,DR76_3563,0,165,134
DR76_RS18640,3805689,3805773,3805731,,DR76_3564,0,168,217
DR76_RS18645,3805968,3807059,3806513,,DR76_3565,1,539,671
DR76_RS18650,3807046,3808170,3807608,,DR76_3566,1,181,214
DR76_RS18655,3808163,3808765,3808464,,DR76_3567,1,52,64
DR76_RS18660,3808762,3810048,3809405,,DR76_3568,1,274,362
DR76_RS18665,3810045,3810851,3810448,,DR76_3569,1,157,141
DR76_RS18670,3810829,3811845,3811337,,DR76_3570,1,728,620
DR76_RS18675,3811842,3812849,3812345,,DR76_3571,1,676,375
DR76_RS18680,3812961,3813638,3813299,,DR76_3572,1,2452,1761
DR76_RS18685,3813638,3814348,3813993,,DR76_3573,1,1670,1343
DR76_RS18690,3814345,3815883,3815114,,DR76_3574,1,4313,3460
DR76_RS18695,3815880,3819623,3817751,,DR76_3575,1,10039,8547
DR76_RS18700,3820016,3821407,3820711,,DR76_3576,1,652,1168
DR76_RS18705,3821502,3821720,3821611,,DR76_3577,1,134,71
DR76_RS18710,3821746,3823542,3822644,,DR76_3578,0,2880,2319
DR76_RS18715,3823535,3824185,3823860,,DR76_3580,0,1727,2626
DR76_RS18720,3824186,3825580,3824883,,DR76_3579,1,443,375
DR76_RS18725,3825765,3826118,3825941,,DR76_3581,0,3700,6874
DR76_RS18730,3826162,3826857,3826509,,DR76_3582,1,610,520
DR76_RS18735,3827003,3827233,3827118,chaB,DR76_3583,1,188,126
DR76_RS18740,3827503,3828603,3828053,,DR76_3584,0,2122,931
DR76_RS18745,3829013,3829120,3829066,,,0,419,737
DR76_RS18750,3829269,3830123,3829696,,DR76_3586,1,7233,14400
DR76_RS18755,3830159,3830968,3830563,,DR76_3587,1,3714,2301
DR76_RS18760,3830972,3831364,3831168,,DR76_3588,1,854,386
DR76_RS18765,3831361,3832194,3831777,,DR76_3589,1,3012,2052
DR76_RS18770,3832194,3833276,3832735,,DR76_3590,1,8437,6422
DR76_RS18775,3833318,3834574,3833946,,DR76_3591,1,11384,6454
DR76_RS18780,3834788,3835411,3835099,lolB,DR76_3592,0,2919,3134
DR76_RS18785,3835411,3836262,3835836,,DR76_3593,0,11561,17054
DR76_RS18790,3836413,3837360,3836886,,DR76_3594,0,18246,29329
DR76_RS18795,3837485,3839164,3838324,,DR76_3595,0,2861,4267
DR76_RS18800,3839219,3839497,3839358,,DR76_3596,1,12230,8258
DR76_RS18805,3839775,3840359,3840067,,DR76_3597,0,1481,1253
DR76_RS18810,3840476,3841567,3841021,,DR76_3598,0,11210,12304
DR76_RS18815,3841705,3841935,3841820,,,0,532,435
DR76_RS18820,3841972,3843891,3842931,,DR76_3599,1,741,811
DR76_RS18825,3844119,3845189,3844654,,DR76_3600,0,1016,1392
DR76_RS18830,3845200,3845832,3845516,,DR76_3601,0,601,760
DR76_RS18835,3845843,3847261,3846552,,DR76_3602,0,1286,1332
DR76_RS18840,3847580,3849277,3848428,treA,DR76_3603,0,474,392
DR76_RS18845,3849608,3850630,3850119,,DR76_3604,0,100,108
DR76_RS18850,3850630,3851610,3851120,,DR76_3605,0,93,97
DR76_RS18855,3851607,3852365,3851986,,DR76_3606,0,77,116
DR76_RS18860,3852375,3853187,3852781,,DR76_3607,0,77,187
DR76_RS18865,3853184,3854038,3853611,,DR76_3608,0,76,167
DR76_RS18870,3854064,3856034,3855049,,DR76_3609,0,336,922
DR76_RS18875,3856084,3856338,3856211,,DR76_3610,1,27,10
DR76_RS18880,3856539,3857273,3856906,,DR76_3611,0,1099,521
DR76_RS18885,3857275,3857886,3857580,emtA,DR76_3612,1,752,844
DR76_RS18890,3857986,3858900,3858443,,DR76_3613,0,1182,1389
DR76_RS18895,3858995,3860731,3859863,,DR76_3614,0,3637,2268
DR76_RS18900,3860788,3861858,3861323,,DR76_3615,1,2850,859
DR76_RS18905,3861868,3863166,3862517,,DR76_3616,1,4352,1674
DR76_RS18910,3863496,3865028,3864262,,DR76_3617,0,726,623
DR76_RS18915,3865191,3865910,3865550,,DR76_3618,1,6289,6600
DR76_RS18920,3866132,3867673,3866902,,DR76_3619,0,4420,5487
DR76_RS18925,3867819,3868349,3868084,,DR76_3620,0,1645,1937
DR76_RS18930,3868394,3869662,3869028,,DR76_3621,1,3990,4244
DR76_RS18935,3869662,3870081,3869871,,DR76_3622,1,2678,2679
DR76_RS18940,3870344,3870667,3870505,,,0,40,22
DR76_RS18945,3870874,3871335,3871104,,DR76_3623,1,573,546
DR76_RS18950,3871412,3872071,3871741,,DR76_3624,1,1962,2906
DR76_RS18955,3872143,3872436,3872289,,DR76_3625,1,1236,1483
DR76_RS18960,3872678,3873079,3872878,,DR76_3626,0,1997,1243
DR76_RS18965,3873199,3873567,3873383,,DR76_3627,1,317,372
DR76_RS18970,3874087,3874782,3874434,,DR76_3628,0,5810,4515
DR76_RS18975,3874806,3875618,3875212,,DR76_3629,0,9576,13030
DR76_RS18980,3875622,3875888,3875755,,DR76_3630,0,3089,4014
DR76_RS18985,3876261,3876703,3876482,,DR76_3631,1,15,20
DR76_RS18990,3877005,3877178,3877091,,,0,23,6
DR76_RS18995,3877180,3877524,3877352,,DR76_3632,0,1069,911
DR76_RS19000,3877534,3877863,3877698,,DR76_3633,0,820,882
DR76_RS19005,3877921,3878577,3878249,,DR76_3634,1,129,145
DR76_RS19010,3878594,3878956,3878775,,DR76_3635,1,53,82
DR76_RS19015,3879260,3879439,3879349,,DR76_3636,1,24,33
DR76_RS19025,3879837,3880055,3879946,,,1,64,73
DR76_RS19030,3880187,3881035,3880611,,,1,80,69
DR76_RS19035,3881378,3881626,3881502,,DR76_3638,1,79,50
DR76_RS19040,3881739,3882005,3881872,,DR76_3639,1,100,46
DR76_RS19045,3882034,3882306,3882170,,,1,159,92
DR76_RS19050,3882349,3882585,3882467,,DR76_3640,1,239,240
DR76_RS19055,3882899,3884110,3883504,,DR76_3641,0,1387,989
DR76_RS19060,3884315,3885046,3884680,,DR76_3642,0,2834,2489
DR76_RS19065,3885267,3885671,3885469,,DR76_3643,0,141,97
DR76_RS19075,3886279,3886434,3886356,,DR76_3645,1,608,329
DR76_RS19080,3886557,3887327,3886942,,DR76_3646,1,1246,1172
DR76_RS19085,3887451,3887735,3887593,,,1,750,219
DR76_RS19090,3888014,3888928,3888471,,DR76_3647,0,2429,1090
DR76_RS19095,3888928,3889755,3889341,,DR76_3648,0,1695,988
DR76_RS19100,3889752,3890609,3890180,,DR76_3649,0,1335,1028
DR76_RS19105,3890606,3891463,3891034,,DR76_3650,0,1808,1347
DR76_RS19110,3891555,3891848,3891701,,DR76_3651,1,603,619
DR76_RS19115,3891861,3892139,3892000,,DR76_3652,1,506,497
DR76_RS19120,3892136,3894196,3893166,,DR76_3653,1,3152,3845
DR76_RS19125,3894255,3897731,3895993,,DR76_3654,1,5144,6567
DR76_RS19130,3897792,3898463,3898127,,DR76_3655,1,845,1165
DR76_RS19135,3898361,3899104,3898732,,DR76_3656,1,947,1514
DR76_RS19140,3899110,3899808,3899459,,DR76_3657,1,825,1211
DR76_RS19145,3899808,3900137,3899972,,DR76_3658,1,126,172
DR76_RS19150,3900134,3902695,3901414,,DR76_3659,1,3672,4551
DR76_RS19155,3902688,3903122,3902905,,DR76_3660,1,843,1141
DR76_RS19160,3903104,3903526,3903315,,DR76_3661,1,1115,1391
DR76_RS19165,3903542,3904282,3903912,,DR76_3662,1,2057,2827
DR76_RS19170,3904290,3904685,3904487,,DR76_3663,1,1354,1971
DR76_RS19175,3904682,3905260,3904971,,DR76_3664,1,1585,2351
DR76_RS19180,3905272,3905625,3905448,,DR76_3665,1,1080,1518
DR76_RS19185,3905618,3906040,3905829,,DR76_3666,1,80,97
DR76_RS19190,3906044,3907072,3906558,,DR76_3667,1,1723,2072
DR76_RS19195,3907130,3907477,3907303,,DR76_3668,1,2533,2697
DR76_RS19200,3907514,3908917,3908215,,DR76_3669,1,646,726
DR76_RS19205,3909013,3910605,3909809,,DR76_3670,1,0,1
DR76_RS19210,3910602,3910808,3910705,,DR76_3671,1,0,0
DR76_RS19215,3910792,3912720,3911756,,DR76_3672,1,3880,3009
DR76_RS19220,3912692,3913240,3912966,,DR76_3673,1,1962,1479
DR76_RS19225,3913322,3913573,3913447,,,1,64,30
DR76_RS19240,3914192,3914572,3914382,,DR76_3675,1,211,159
DR76_RS19245,3914999,3915292,3915145,,DR76_3676,0,2110,1348
DR76_RS19255,3915782,3916279,3916030,,DR76_3678,1,1908,1195
DR76_RS19260,3916279,3916494,3916386,,DR76_3679,1,1041,491
DR76_RS19265,3917083,3918165,3917624,,DR76_3680,0,32163,41694
DR76_RS19270,3918354,3918737,3918545,,DR76_3681,1,1243,874
DR76_RS19275,3918823,3918963,3918893,,DR76_3682,1,237,174
DR76_RS19280,3918960,3919322,3919141,,DR76_3683,1,730,658
DR76_RS19285,3919342,3919536,3919439,,,1,357,259
DR76_RS19290,3919529,3919912,3919720,,DR76_3684,1,889,774
DR76_RS19295,3919873,3920049,3919961,,,1,255,240
DR76_RS19300,3920046,3920573,3920309,,DR76_3685,1,1610,1308
DR76_RS19305,3920570,3921028,3920799,,DR76_3686,1,1950,1740
DR76_RS19310,3921084,3921374,3921229,,DR76_3687,1,1877,1764
DR76_RS19315,3921371,3922072,3921721,,DR76_3688,1,3647,4200
DR76_RS19325,3923001,3923297,3923149,,DR76_3690,1,2348,3232
DR76_RS19330,3923439,3923654,3923546,,DR76_3691,1,3129,3542
DR76_RS19335,3923772,3924425,3924098,,DR76_3692,0,9172,6438
DR76_RS19340,3924465,3925022,3924743,,DR76_3693,0,6999,3957
DR76_RS19345,3925019,3925771,3925395,,DR76_3694,0,9225,4883
DR76_RS19355,3926048,3926230,3926139,,,0,80,65
DR76_RS19360,3926208,3926480,3926344,,DR76_3695,0,5716,3743
DR76_RS19365,3926497,3927078,3926787,,DR76_3696,1,10897,5662
DR76_RS19375,3927185,3928335,3927760,,DR76_3698,0,3041,1415
DR76_RS19380,3928548,3928748,3928648,,DR76_3699,0,11908,5045
DR76_RS19385,3928931,3929299,3929115,,DR76_3700,0,26471,15847
DR76_RS19400,3929724,3930020,3929872,,DR76_3703,0,8438,5139
DR76_RS19405,3930026,3930811,3930418,,DR76_3704,0,16670,8163
DR76_RS19410,3930808,3931488,3931148,,DR76_3705,0,12686,5313
DR76_RS19415,3931485,3931667,3931576,,DR76_3706,0,772,293
DR76_RS19420,3931640,>3931819,3931729,,,0,1524,531
DR76_RS19440,3933095,3933376,3933235,,,0,2784,1197
DR76_RS19445,3933475,3933696,3933585,,DR76_3710,0,2484,1106
DR76_RS19450,3933693,3934457,3934075,,DR76_3711,0,8569,4316
DR76_RS19455,3934459,3934713,3934586,,DR76_3712,0,2048,1081
DR76_RS19460,3934731,3935264,3934997,,DR76_3713,0,5041,2634
DR76_RS19465,3935224,3935475,3935349,,DR76_3714,0,1940,1022
DR76_RS19470,3935472,3936212,3935842,,DR76_3715,0,7482,4394
DR76_RS19475,3936148,3936489,3936318,,DR76_3716,0,3352,1691
DR76_RS19480,3936515,3936754,3936634,,DR76_3717,0,2490,1365
DR76_RS19485,3936894,3937130,3937012,,DR76_3718,0,2786,1581
DR76_RS19490,3937120,3938262,3937691,,DR76_3719,0,14056,6706
DR76_RS19495,3938376,3939626,3939001,,DR76_3720,1,60590,72259
DR76_RS19500,3939798,3940451,3940124,,DR76_3721,0,3755,2471
DR76_RS19505,3940461,3940922,3940691,,DR76_3722,0,3172,2743
DR76_RS19510,3940976,3942082,3941529,,DR76_3723,0,10966,8072
DR76_RS19515,3942118,3942759,3942438,,DR76_3724,0,5056,3755
DR76_RS19520,3942763,3944133,3943448,,DR76_3725,0,8296,10733
DR76_RS19525,3944303,3944974,3944638,,DR76_3726,0,4813,4504
DR76_RS19530,3944974,3946434,3945704,,DR76_3727,0,6316,4813
DR76_RS19535,3946510,3947631,3947070,,DR76_3728,0,8227,8744
DR76_RS19540,3947680,3948906,3948293,,DR76_3729,1,7903,16491
DR76_RS19545,3948926,3949177,3949051,,,0,143,132
DR76_RS19550,3949156,3950292,3949724,,DR76_3730,0,2960,2767
DR76_RS19555,3950276,3951139,3950707,,DR76_3731,0,1499,1054
DR76_RS19560,3951371,3951637,3951504,,DR76_3732,1,258,184
DR76_RS19565,3951778,3952362,3952070,,DR76_3733,0,437,385
DR76_RS19570,3952417,3953001,3952709,,DR76_3734,1,614,480
DR76_RS19575,3953001,3956027,3954514,,DR76_3735,1,1818,1358
DR76_RS19580,3956179,3956778,3956478,,DR76_3736,1,358,299
DR76_RS19585,3956846,3960538,3958692,,DR76_3737,1,1321,1622
DR76_RS19595,3960882,3961562,3961222,,DR76_3738,1,144,265
DR76_RS19600,3961460,3962203,3961831,,DR76_3739,1,140,189
DR76_RS19605,3962214,3962912,3962563,,DR76_3740,1,126,165
DR76_RS19610,3962912,3963241,3963076,,DR76_3741,1,39,34
DR76_RS19615,3963238,3965799,3964518,,DR76_3742,1,322,375
DR76_RS19620,3965780,3966193,3965986,,DR76_3743,1,47,64
DR76_RS19625,3966220,3966651,3966435,,DR76_3744,1,93,96
DR76_RS19630,3966670,3967419,3967044,,DR76_3745,1,206,235
DR76_RS19635,3967427,3967822,3967624,,DR76_3746,1,98,89
DR76_RS19640,3967819,3968352,3968085,,DR76_3747,1,126,146
DR76_RS19645,3968368,3968721,3968544,,DR76_3748,1,77,75
DR76_RS19650,3968714,3969136,3968925,,DR76_3749,1,8,11
DR76_RS19655,3969140,3970168,3969654,,DR76_3750,1,29,30
DR76_RS19660,3970226,3970573,3970399,,DR76_3751,1,3,2
DR76_RS19665,3970610,3972115,3971362,,DR76_3752,1,2778,4216
DR76_RS19670,3972105,3973697,3972901,,DR76_3753,1,1944,1940
DR76_RS19675,3973694,3973900,3973797,,DR76_3754,1,187,203
DR76_RS19680,3973884,3975812,3974848,,DR76_3755,1,939,719
DR76_RS19685,3975784,3976293,3976038,,DR76_3756,1,406,264
DR76_RS19695,3976568,3976888,3976728,,,0,10,8
DR76_RS19700,3976776,3977129,3976952,,DR76_3757,0,3,1
DR76_RS19705,3977252,3977578,3977415,,DR76_3758,1,2,2
DR76_RS19715,3977888,3978355,3978121,,DR76_3759,1,111,89
DR76_RS19730,3978843,3979376,3979109,,DR76_3762,1,143,130
DR76_RS19735,3979413,3980303,3979858,,DR76_3763,1,385,303
DR76_RS19740,3980308,3980523,3980415,,DR76_3764,1,42,33
DR76_RS19745,3980600,3980845,3980722,,DR76_3765,1,79,85
DR76_RS19750,3980883,3981065,3980974,,,1,83,62
DR76_RS19760,3981202,3983164,3982183,,,1,763,832
DR76_RS19765,3983425,3983760,3983592,,DR76_3768,0,661,282
DR76_RS19770,3983922,3984203,3984062,,,1,2252,1688
DR76_RS19775,3984145,3984342,3984243,,DR76_3769,1,65,32
DR76_RS19780,3984567,3985121,3984844,,DR76_3770,1,40,45
DR76_RS19785,3985130,3985489,3985309,,DR76_3771,1,29,17
DR76_RS19790,3985502,3986551,3986026,,DR76_3772,1,102,67
DR76_RS19800,3986998,3987153,3987075,,DR76_3773,1,19229,33253
DR76_RS19815,3987837,3988226,3988031,,DR76_3775,1,43,58
DR76_RS19825,3988392,3988574,3988483,,DR76_3777,1,3,0
DR76_RS19830,3988668,3989024,3988846,,DR76_3778,1,30,43
DR76_RS19835,3989156,3989419,3989287,,DR76_3780,1,20,20
DR76_RS19840,3989421,3989639,3989530,,DR76_3781,1,2,8
DR76_RS19845,3989672,3989884,3989778,,DR76_3782,1,29,42
DR76_RS19850,3989990,3990412,3990201,,,1,63,48
DR76_RS19855,3990428,3991198,3990813,,DR76_3784,1,215,356
DR76_RS19860,3991220,3991966,3991593,,DR76_3785,1,189,197
DR76_RS19865,3991973,3992935,3992454,,DR76_3786,1,298,322
DR76_RS19870,3992958,3993383,3993170,,DR76_3787,1,248,231
DR76_RS19875,3993380,3993682,3993531,,DR76_3788,1,155,131
DR76_RS19885,3994136,3994363,3994249,,DR76_3790,0,2744,2099
DR76_RS19890,3994365,3994643,3994504,,DR76_3791,0,6900,5009
DR76_RS19895,3994935,3995087,3995011,,DR76_3792,0,633,286
DR76_RS19900,3995087,3995437,3995262,,DR76_3794,0,630,310
DR76_RS19905,3995426,3995620,3995523,,DR76_3793,1,574,553
DR76_RS19910,3995622,3995837,3995729,,,1,322,187
DR76_RS19915,3996196,3996384,3996290,,DR76_3795,0,90,29
DR76_RS19920,3996381,3996569,3996475,,DR76_3796,0,112,48
DR76_RS19925,3996662,3999100,3997881,,DR76_3797,0,1082,502
DR76_RS19930,3999162,3999431,3999296,,DR76_3798,0,81,64
DR76_RS19935,3999400,4000518,3999959,,DR76_3799,0,681,467
DR76_RS19940,4000685,4001479,4001082,,DR76_3800,0,1470,1244
DR76_RS19945,4001476,4002522,4001999,,DR76_3801,0,3981,7265
DR76_RS19950,4002580,4003041,4002810,,DR76_3802,0,223,203
DR76_RS19955,4003038,4003826,4003432,,DR76_3803,0,421,439
DR76_RS19960,4003964,4004785,4004374,,DR76_3804,1,1956,4393
DR76_RS19965,4004801,4005712,4005256,,DR76_3805,1,2315,4303
DR76_RS19970,4005741,4006985,4006363,,DR76_3806,1,3564,4115
DR76_RS19975,4006985,4007686,4007335,lolD,DR76_3807,1,1824,2314
DR76_RS19980,4007679,4008878,4008278,,DR76_3808,1,3348,2931
DR76_RS19985,4009139,4010212,4009675,,DR76_3809,0,839,783
DR76_RS19990,4010340,4013786,4012063,,DR76_3810,0,6302,9878
DR76_RS19995,4013929,4014891,4014410,,DR76_3811,0,1010,725
DR76_RS20000,4014973,4015230,4015101,,DR76_3812,1,1129,583
DR76_RS20005,4015471,4016103,4015787,,DR76_3813,0,1248,1268
DR76_RS20010,4016165,4016704,4016434,,DR76_3814,1,10792,4878
DR76_RS20015,4016931,4018235,4017583,,DR76_3815,1,1248,3194
DR76_RS20020,4018634,4019176,4018905,,DR76_3816,1,6856,9404
DR76_RS20025,4019199,4020224,4019711,,DR76_3817,1,2845,3650
DR76_RS20030,4020235,4021059,4020647,,DR76_3818,1,851,898
DR76_RS20035,4021040,4021681,4021360,,DR76_3819,1,1847,2852
DR76_RS20040,4021695,4022072,4021883,,DR76_3820,1,1465,2088
DR76_RS20045,4022075,4022434,4022254,,DR76_3821,1,2233,3354
DR76_RS20050,4022768,4024957,4023862,,DR76_3822,0,450,368
DR76_RS20055,4025017,4026450,4025733,,DR76_3823,1,2167,3131
DR76_RS20060,4026745,4027542,4027143,,DR76_3824,1,2085,2153
DR76_RS20065,4027553,4028557,4028055,,DR76_3825,1,2071,2155
DR76_RS20070,4028554,4029195,4028874,,DR76_3826,1,1620,1570
DR76_RS20075,4029185,4030207,4029696,,DR76_3827,1,1911,1456
DR76_RS20080,4030210,4031019,4030614,,DR76_3828,1,1573,1647
DR76_RS20085,4031139,4032380,4031759,,DR76_3829,1,23792,42898
DR76_RS20090,4032467,4032703,4032585,,DR76_3830,1,44660,62418
DR76_RS20095,4032914,4033648,4033281,fabG,DR76_3831,1,16844,26401
DR76_RS20100,4033661,4034590,4034125,,DR76_3832,1,7615,15175
DR76_RS20105,4034606,4035559,4035082,,DR76_3833,1,6316,9180
DR76_RS20110,4035627,4036697,4036162,,DR76_3834,1,4387,3866
DR76_RS20115,4036778,4036951,4036864,,DR76_3835,1,13884,17584
DR76_RS20120,4037003,4037524,4037263,,DR76_3836,1,20647,16422
DR76_RS20125,4037722,4038306,4038014,,DR76_3837,0,3174,3154
DR76_RS20130,4038418,4039377,4038897,,DR76_3838,1,1839,1484
DR76_RS20135,4039495,4039815,4039655,,,1,4345,3337
DR76_RS20140,4039950,4043135,4041542,,DR76_3839,0,35843,41467
DR76_RS20145,4043330,4044283,4043806,flgL,DR76_3840,1,6026,5918
DR76_RS20150,4044295,4045938,4045116,,DR76_3841,1,7344,7232
DR76_RS20155,4046004,4046945,4046474,,DR76_3842,1,207,409
DR76_RS20160,4046945,4048042,4047493,flgI,DR76_3843,1,185,574
DR76_RS20165,4048054,4048752,4048403,,DR76_3844,1,93,507
DR76_RS20170,4048805,4049587,4049196,,DR76_3845,1,281,1427
DR76_RS20175,4049759,4050514,4050136,flgF,DR76_3846,1,307,1391
DR76_RS20180,4050534,4051739,4051136,flgE,DR76_3847,1,751,3374
DR76_RS20185,4051764,4052459,4052111,flgD,DR76_3848,1,273,1110
DR76_RS20190,4052471,4052875,4052673,,DR76_3849,1,79,344
DR76_RS20195,4052879,4053295,4053087,flgB,DR76_3850,1,67,437
DR76_RS20200,4053451,4054110,4053780,,DR76_3851,0,182,366
DR76_RS20205,4054186,4054479,4054332,,DR76_3852,0,3606,2468
DR76_RS20210,4054484,4054900,4054692,,DR76_3853,0,5060,2599
DR76_RS20215,4054940,4056475,4055707,,DR76_3854,1,1591,1160
DR76_RS20220,4056585,4057508,4057046,,DR76_3855,1,3465,2902
DR76_RS20225,4057510,4058157,4057833,,DR76_3856,1,2675,2340
DR76_RS20230,4058168,4058752,4058460,,DR76_3857,1,2357,1894
DR76_RS20235,4058988,4060196,4059592,,DR76_3858,0,3284,1615
DR76_RS20240,4060260,4060907,4060583,,DR76_3859,0,5298,8588
DR76_RS20245,4061041,4061601,4061321,,DR76_3860,0,9314,5414
DR76_RS20250,4061707,4062753,4062230,,DR76_3861,0,2501,2438
DR76_RS20255,4062827,4063072,4062949,,DR76_3862,0,7009,5579
DR76_RS20260,4063362,4063616,4063489,bssS,DR76_3863,0,21033,12790
DR76_RS20265,4063732,4064850,4064291,,DR76_3864,0,3494,3594
DR76_RS20270,4064871,4065008,4064939,,DR76_3865,0,53,22
DR76_RS20275,4065270,4065836,4065553,,DR76_3866,0,229,135
DR76_RS20280,4065840,4066415,4066127,,DR76_3867,0,622,426
DR76_RS20285,4066457,4067509,4066983,,DR76_3868,1,1749,761
DR76_RS20290,4067734,4068654,4068194,,DR76_3869,0,3835,3394
DR76_RS20295,4068826,4070052,4069439,,DR76_3870,0,1158,607
DR76_RS20305,4070135,4070509,4070322,,DR76_3871,0,435,264
DR76_RS20310,4070510,4070737,4070623,,DR76_3872,1,242,214
DR76_RS20315,4070909,4073452,4072180,,DR76_3873,1,10357,9201
DR76_RS20320,4073445,4074980,4074212,mdoG,DR76_3874,1,12422,9975
DR76_RS20325,4075024,4075182,4075103,,,0,193,95
DR76_RS20330,4075186,4075329,4075257,,,0,75,34
DR76_RS20335,4075374,4076531,4075952,,DR76_3875,0,1018,455
DR76_RS20340,4076539,4077960,4077249,,DR76_3876,1,2145,1408
DR76_RS20345,4077962,4078495,4078228,,DR76_3877,1,988,1166
DR76_RS20350,4078590,4078901,4078745,,DR76_3878,1,43,61
DR76_RS20355,4079022,4079354,4079188,csgC,DR76_3879,1,12,23
DR76_RS20360,4079413,4079871,4079642,csgA,DR76_3880,1,82,160
DR76_RS20365,4079912,4080367,4080139,csgB,DR76_3881,1,9,29
DR76_RS20370,4080470,4080708,4080589,,,0,1,1
DR76_RS20375,4081120,4081770,4081445,,DR76_3882,0,157,108
DR76_RS20380,4081775,4082164,4081969,,DR76_3883,0,45,46
DR76_RS20385,4082189,4082605,4082397,,DR76_3884,0,29,20
DR76_RS20390,4082632,4083465,4083048,,DR76_3885,0,224,183
DR76_RS20395,4083530,4084021,4083775,,DR76_3886,1,1333,1583
DR76_RS20400,4084123,4084677,4084400,,DR76_3887,1,2452,3428
DR76_RS20405,4084701,4085438,4085069,,DR76_3888,1,2758,3258
