Locus_tag,gene_id,GSE98890_1,GSE98890_2,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_locus_tag,gbk_strand
ECDH10B_3482,rpsN,1110,1502,3542346,3542651,3542498,rpsN,ECDH10B_RS17695,1
ECDH10B_3483,rplE,11128,19298,3542666,3543205,3542935,rplE,ECDH10B_RS17700,1
ECDH10B_3484,rplX,632,1312,3543220,3543534,3543377,rplX,ECDH10B_RS17705,1
ECDH10B_3485,rplN,8791,18859,3543545,3543916,3543730,rplN,ECDH10B_RS17710,1
ECDH10B_3486,rpsQ,334,922,3544081,3544335,3544208,rpsQ,ECDH10B_RS17715,1
ECDH10B_3487,rpmC,54,46,3544335,3544526,3544430,rpmC,ECDH10B_RS17720,1
ECDH10B_3488,rplP,5782,13679,3544526,3544936,3544731,rplP,ECDH10B_RS17725,1
ECDH10B_3490,rplV,1331,4436,3545668,3546000,3545834,rplV,ECDH10B_RS17735,1
ECDH10B_3491,rpsS,1101,2814,3546015,3546293,3546154,rpsS,ECDH10B_RS17740,1
ECDH10B_3492,rplB,14559,40316,3546310,3547131,3546720,rplB,ECDH10B_RS17745,1
ECDH10B_3493,rplW,2567,2512,3547149,3547451,3547300,rplW,ECDH10B_RS17750,1
ECDH10B_3494,rplD,8642,20394,3547448,3548053,3547750,rplD,ECDH10B_RS17755,1
ECDH10B_3495,rplC,15165,31117,3548064,3548693,3548378,rplC,ECDH10B_RS17760,1
ECDH10B_3496,rpsJ,13021,20537,3548726,3549037,3548881,rpsJ,ECDH10B_RS17765,1
ECDH10B_3497,pioO,7,28,3549275,3549694,3549484,gspB,ECDH10B_RS17770,1
ECDH10B_3498,gspA,11,25,3549696,3551165,3550430,gspA,ECDH10B_RS17775,1
ECDH10B_3499,gspC,7,13,3551345,3552160,3551752,gspC,ECDH10B_RS17780,0
ECDH10B_3500,gspD,20,82,3552144,3554096,3553120,gspD,ECDH10B_RS17785,0
ECDH10B_3501,gspE,9,21,3554106,3555587,3554846,gspE,ECDH10B_RS17790,0
ECDH10B_3502,gspF,4,15,3555584,3556780,3556182,gspF,ECDH10B_RS17795,0
ECDH10B_3503,gspG,1,7,3556790,3557227,3557008,gspG,ECDH10B_RS17800,0
ECDH10B_3504,gspH,0,0,3557235,3557744,3557489,gspH,ECDH10B_RS17805,0
ECDH10B_3505,gspI,1,0,3557741,3558118,3557929,gspI,ECDH10B_RS17810,0
ECDH10B_3506,gspJ,0,3,3558111,3558698,3558404,gspJ,ECDH10B_RS17815,0
ECDH10B_3507,gspK,4,12,3558691,3559674,3559182,gspK,ECDH10B_RS17820,0
ECDH10B_3508,gspL,9,28,3559689,3560852,3560270,gspL,ECDH10B_RS17825,0
ECDH10B_3509,gspM,2,8,3560849,3561310,3561079,,ECDH10B_RS17830,0
ECDH10B_3510,gspO,20,54,3561310,3561987,3561648,,ECDH10B_RS17835,0
ECDH10B_3511,bfr,170,443,3562016,3562492,3562254,bfr,ECDH10B_RS17840,1
ECDH10B_3512,bfd,48,70,3562564,3562758,3562661,bfd,ECDH10B_RS17845,1
ECDH10B_3514,tufA,24502,91026,3565912,3567096,3566504,tuf,ECDH10B_RS17860,1
ECDH10B_3515,fusA,58861,121363,3567167,3569281,3568224,fusA,ECDH10B_RS17865,1
ECDH10B_3516,rpsG,7569,15476,3569309,3569848,3569578,rpsG,ECDH10B_RS17870,1
ECDH10B_3518,yheL,34,142,3570445,3570732,3570588,tusB,ECDH10B_RS17880,1
ECDH10B_3519,yheM,23,52,3570740,3571099,3570919,tusC,ECDH10B_RS17885,1
ECDH10B_3520,yheN,38,65,3571099,3571485,3571292,tusD,ECDH10B_RS17890,1
ECDH10B_3521,yheO,240,826,3571485,3572207,3571846,,ECDH10B_RS17895,1
ECDH10B_3522,fkpA,1890,4822,3572374,3573186,3572780,fkpA,ECDH10B_RS17900,1
ECDH10B_3523,slyX,67,232,3573407,3573625,3573516,,ECDH10B_RS17905,0
ECDH10B_3524,slyD,2785,5803,3573674,3574264,3573969,slyD,ECDH10B_RS17910,1
ECDH10B_3525,yheV,5,12,3574359,3574559,3574459,,ECDH10B_RS17915,1
ECDH10B_3526,kefB,130,283,3574569,3576374,3575471,kefB,ECDH10B_RS17920,1
ECDH10B_3527,kefG,50,201,3576374,3576925,3576649,kefG,ECDH10B_RS17925,1
ECDH10B_3528,yheS,396,1135,3577056,3578969,3578012,,ECDH10B_RS17930,0
ECDH10B_3529,yheT,99,218,3578969,3579991,3579480,,ECDH10B_RS17935,0
ECDH10B_3530,yheU,0,6,3579985,3580203,3580094,,ECDH10B_RS17940,0
ECDH10B_3531,prkB,130,614,3580257,3581126,3580691,,ECDH10B_RS17945,0
ECDH10B_3532,yhfA,278,1412,3581181,3581585,3581383,,ECDH10B_RS17950,1
ECDH10B_3533,crp,2062,9798,3581887,3582519,3582203,crp,ECDH10B_RS17960,0
ECDH10B_3534,yhfK,293,718,3582570,3584660,3583615,,ECDH10B_RS17965,0
ECDH10B_3535,argD,127,395,3584727,3585947,3585337,argD/dapC,ECDH10B_RS17970,1
ECDH10B_3536,pabA,44,87,3586033,3586596,3586314,pabA,ECDH10B_RS17975,1
ECDH10B_3537,fic,41,121,3586628,3587230,3586929,,ECDH10B_RS17980,1
ECDH10B_3538,yhfG,4,2,3587220,3587387,3587303,,ECDH10B_RS17985,1
ECDH10B_3539,ppiA,355,1337,3587492,3588064,3587778,ppiA,ECDH10B_RS17990,1
ECDH10B_3540,tsgA,96,220,3588335,3589516,3588925,tsgA,ECDH10B_RS17995,0
ECDH10B_3541,nirB,1741,21317,3589778,3592321,3591049,,ECDH10B_RS18000,0
ECDH10B_3542,nirD,14,802,3592318,3592644,3592481,nirD,ECDH10B_RS18005,0
ECDH10B_3543,nirC,33,1259,3592770,3593576,3593173,nirC,ECDH10B_RS18010,0
ECDH10B_3544,cysG,202,1446,3593595,3594968,3594281,cobA,ECDH10B_RS18015,0
ECDH10B_3545,yhfL,2,19,3595215,3595382,3595298,,ECDH10B_RS18020,0
ECDH10B_3546,frlA,1,9,3595626,3597014,3596320,frlA,ECDH10B_RS18025,0
ECDH10B_3547,frlB,18,44,3597035,3598057,3597546,frlB,ECDH10B_RS18030,0
ECDH10B_3548,frlC,11,25,3598107,3598937,3598522,frlC,ECDH10B_RS18035,0
ECDH10B_3549,frlD,8,76,3598934,3599719,3599326,frlD,ECDH10B_RS18040,0
ECDH10B_3550,frlR,176,532,3599819,3600550,3600184,phoB,ECDH10B_RS18045,0
ECDH10B_3551,yhfS,21,63,3600702,3601787,3601244,,ECDH10B_RS18050,1
ECDH10B_3552,yhfT,8,23,3601799,3603103,3602451,,ECDH10B_RS18055,1
ECDH10B_3553,yhfU,0,0,3603115,3603468,3603291,,ECDH10B_RS18060,1
ECDH10B_3554,php,3,14,3603479,3604357,3603918,,ECDH10B_RS18065,1
ECDH10B_3555,yhfW,3,18,3604354,3605580,3604967,,ECDH10B_RS18070,1
ECDH10B_3556,yhfX,5,16,3605580,3606743,3606161,,ECDH10B_RS18075,1
ECDH10B_3557,yhfY,21,24,3606827,3607189,3607008,,ECDH10B_RS18080,1
ECDH10B_3558,yhfZ,33,128,3607206,3608111,3607658,,ECDH10B_RS18085,1
ECDH10B_3559,trpS,937,3419,3608401,3609405,3608903,trpS,ECDH10B_RS18090,1
ECDH10B_3560,gph,155,623,3609398,3610156,3609777,gph,ECDH10B_RS18095,1
ECDH10B_3561,rpe,212,970,3610149,3610826,3610487,rpe,ECDH10B_RS18100,1
ECDH10B_3562,dam,233,479,3610844,3611680,3611262,dam,ECDH10B_RS18105,1
ECDH10B_3563,damX,1498,4030,3611787,3613073,3612430,damX,ECDH10B_RS18110,1
ECDH10B_3564,aroB,1170,2335,3613165,3614253,3613709,aroB,ECDH10B_RS18115,1
ECDH10B_3565,aroK,1071,2157,3614310,3614831,3614570,aroK,ECDH10B_RS18120,1
ECDH10B_3566,hofQ,12,46,3615232,3616470,3615851,hofQ,ECDH10B_RS18125,1
ECDH10B_3567,yrfA,0,0,3616382,3616786,3616584,hofP,ECDH10B_RS18130,1
ECDH10B_3568,yrfB,1,7,3616776,3617216,3616996,hofO,ECDH10B_RS18135,1
ECDH10B_3569,yrfC,2,6,3617200,3617739,3617469,,ECDH10B_RS18140,1
ECDH10B_3570,yrfD,20,67,3617739,3618518,3618128,hofM,ECDH10B_RS18145,1
ECDH10B_3571,mrcA,522,1108,3618638,3621190,3619914,mrcA,ECDH10B_RS18150,0
ECDH10B_3572,nudE,545,1266,3621356,3621916,3621636,nudE,ECDH10B_RS18155,1
ECDH10B_3573,yrfF,322,969,3622236,3624371,3623303,igaA,ECDH10B_RS18160,0
ECDH10B_3574,yrfG,180,569,3624436,3625104,3624770,yrfG,ECDH10B_RS18165,0
ECDH10B_3575,hslR,135,445,3625115,3625516,3625315,hslR,ECDH10B_RS18170,0
ECDH10B_3576,hslO,481,2271,3625541,3626419,3625980,hslO,ECDH10B_RS18175,0
ECDH10B_3577,yhgE,116,357,3626482,3628206,3627344,,ECDH10B_RS18180,1
ECDH10B_3578,pck,4746,21335,3628585,3630207,3629396,pckA,ECDH10B_RS18190,0
ECDH10B_3579,envZ,212,560,3630283,3631635,3630959,envZ,ECDH10B_RS18195,1
ECDH10B_3580,ompR,474,2645,3631632,3632351,3631991,ompR,ECDH10B_RS18200,1
ECDH10B_3581,greB,72,340,3632543,3633055,3632799,greB,ECDH10B_RS18205,0
ECDH10B_3582,yhgF,808,2672,3633152,3635473,3634312,,ECDH10B_RS18210,0
ECDH10B_3583,feoA,71,480,3635930,3636157,3636043,feoA,ECDH10B_RS18215,0
ECDH10B_3584,feoB,1558,5470,3636174,3638495,3637334,feoB,ECDH10B_RS18220,0
ECDH10B_3585,yhgG,5,56,3638495,3638731,3638613,feoC,ECDH10B_RS18225,0
ECDH10B_3587,bioH,174,416,3639841,3640611,3640226,bioH,ECDH10B_RS18235,1
ECDH10B_3588,gntX,190,523,3640649,3641332,3640990,gntX,ECDH10B_RS18240,0
ECDH10B_3589,gntY,899,2524,3641391,3641966,3641678,nfuA,ECDH10B_RS18245,0
ECDH10B_3590,gntT,111,327,3642326,3643642,3642984,gntT,ECDH10B_RS18250,0
ECDH10B_3591,malQ,381,1739,3643753,3645837,3644795,malQ,ECDH10B_RS18255,1
ECDH10B_3592,malP,639,2915,3645847,3648240,3647043,malP,ECDH10B_RS18260,1
ECDH10B_3593,malT,1886,7547,3648852,3651557,3650204,malT,ECDH10B_RS18265,0
ECDH10B_3594,rtcA,43,165,3651600,3652616,3652108,rtcA,ECDH10B_RS18270,1
ECDH10B_3595,rtcB,29,96,3652620,3653846,3653233,,ECDH10B_RS18275,1
ECDH10B_3596,rtcR,16,63,3654035,3655633,3654834,,ECDH10B_RS18280,0
ECDH10B_3597,glpR,352,938,3655615,3656373,3655994,,ECDH10B_RS18285,1
ECDH10B_3598,glpG,362,483,3656390,3657220,3656805,glpG,ECDH10B_RS18290,1
ECDH10B_3599,glpE,124,223,3657265,3657591,3657428,glpE,ECDH10B_RS18295,1
ECDH10B_3600,glpD,12806,38478,3657781,3659286,3658533,glpD,ECDH10B_RS18300,0
ECDH10B_3601,yzgL,7,47,3659555,3659776,3659665,,ECDH10B_RS18305,1
ECDH10B_3602,glgP,495,1848,3659902,3662349,3661125,glgP,ECDH10B_RS18310,1
ECDH10B_3603,glgA,316,1193,3662368,3663801,3663084,glgA,ECDH10B_RS18315,1
ECDH10B_3604,glgC,329,1578,3663801,3665096,3664448,glgC,ECDH10B_RS18320,1
ECDH10B_3605,glgX,227,978,3665114,3667087,3666100,glgX,ECDH10B_RS18325,1
ECDH10B_3606,glgB,670,2909,3667084,3669270,3668177,glgB,ECDH10B_RS18330,1
ECDH10B_3607,asd,2448,12013,3669543,3670646,3670094,asd,ECDH10B_RS18335,1
ECDH10B_3608,yhgN,172,514,3670839,3671432,3671135,yhgN,ECDH10B_RS18340,0
ECDH10B_3609,gntU,38,89,3671489,3672829,3672159,gntU,ECDH10B_RS18345,1
ECDH10B_3610,gntK,27,65,3672833,3673360,3673096,gntK,ECDH10B_RS18350,1
ECDH10B_3611,gntR,500,1207,3673499,3674494,3673996,,ECDH10B_RS18355,1
ECDH10B_3612,yhhW,126,486,3674718,3675413,3675065,,ECDH10B_RS18360,1
ECDH10B_3613,yhhX,300,1604,3675536,3676573,3676054,,ECDH10B_RS18365,1
ECDH10B_3615,yhhY,37,189,3676906,3677394,3677150,yhhY,ECDH10B_RS18370,0
ECDH10B_3616,yhhZ,0,4,3677631,3678809,3678220,hcp,ECDH10B_RS18375,0
ECDH10B_3617,yrhA,0,1,3678806,3679222,3679014,,ECDH10B_RS18380,0
ECDH10B_3619,insB-6,1,1,3679251,3679948,3679599,,ECDH10B_RS18385,0
ECDH10B_3620,yrhB,6,15,3680527,3680811,3680669,,ECDH10B_RS18390,0
ECDH10B_3621,ggt,147,362,3680849,3682591,3681720,ggt,ECDH10B_RS18395,1
ECDH10B_3622,yhhA,83,390,3682711,3683151,3682931,,ECDH10B_RS18400,0
ECDH10B_3623,ugpQ,109,332,3683138,3683881,3683509,ugpQ,ECDH10B_RS18405,1
ECDH10B_3624,ugpC,80,132,3683878,3684948,3684413,,ECDH10B_RS18410,1
ECDH10B_3625,ugpE,7,20,3684950,3685795,3685372,ugpE,ECDH10B_RS18415,1
ECDH10B_3626,ugpA,9,5,3685792,3686679,3686235,ugpA,ECDH10B_RS18420,1
ECDH10B_3627,ugpB,60,149,3686777,3688093,3687435,ugpB,ECDH10B_RS18425,1
ECDH10B_3628,livF,165,314,3688492,3689205,3688848,livF,ECDH10B_RS18435,1
ECDH10B_3629,livG,147,271,3689207,3689974,3689590,livG,ECDH10B_RS18440,1
ECDH10B_3630,livM,240,465,3689971,3691248,3690609,,ECDH10B_RS18445,1
ECDH10B_3631,livH,190,322,3691245,3692171,3691708,livH,ECDH10B_RS18450,1
ECDH10B_3632,livK,456,1007,3692219,3693328,3692773,livk,ECDH10B_RS18455,1
ECDH10B_3633,yhhK,121,327,3693752,3694135,3693943,panM,ECDH10B_RS18460,0
ECDH10B_3634,livJ,1031,2424,3694323,3695426,3694874,,ECDH10B_RS18470,1
ECDH10B_3635,rpoH,3074,12229,3695697,3696551,3696124,rpoH,ECDH10B_RS18475,1
ECDH10B_3636,ftsX,669,1785,3696796,3697854,3697325,ftsX,ECDH10B_RS18480,1
ECDH10B_3637,ftsE,234,590,3697847,3698515,3698181,ftsE,ECDH10B_RS18485,1
ECDH10B_3638,ftsY,1457,3332,3698518,3700011,3699264,ftsY,ECDH10B_RS18490,1
ECDH10B_3639,rsmD,145,326,3700161,3700757,3700459,rsmD,ECDH10B_RS18495,0
ECDH10B_3640,yhhL,20,70,3700747,3701016,3700881,,ECDH10B_RS18500,0
ECDH10B_3641,yhhM,82,337,3701019,3701378,3701198,,ECDH10B_RS18505,1
ECDH10B_3642,yhhN,296,1134,3701519,3702145,3701832,,ECDH10B_RS18510,0
ECDH10B_3643,zntA,635,2496,3702219,3704417,3703318,zntA,ECDH10B_RS18515,0
ECDH10B_3644,sirA,106,366,3704519,3704764,3704641,tusA,ECDH10B_RS18520,1
ECDH10B_3645,yhhQ,254,688,3704985,3705650,3705317,,ECDH10B_RS18525,0
ECDH10B_3646,dcrB,1234,5890,3705723,3706280,3706001,dcrB,ECDH10B_RS18530,0
ECDH10B_3647,yhhS,150,458,3706284,3707501,3706892,,ECDH10B_RS18535,1
ECDH10B_3648,yhhT,44,99,3707633,3708682,3708157,,ECDH10B_RS18540,0
ECDH10B_3649,acpT,122,353,3708737,3709324,3709030,acpT,ECDH10B_RS18545,0
ECDH10B_3650,nikA,318,1435,3709435,3711009,3710222,nikA,ECDH10B_RS18550,0
ECDH10B_3651,nikB,54,319,3711009,3711953,3711481,nikB,ECDH10B_RS18555,0
ECDH10B_3652,nikC,10,210,3711950,3712783,3712366,nikC,ECDH10B_RS18560,0
ECDH10B_3653,nikD,14,321,3712783,3713547,3713165,nikD,ECDH10B_RS18565,0
ECDH10B_3654,nikE,10,270,3713544,3714350,3713947,nikE,ECDH10B_RS18570,0
ECDH10B_3655,nikR,16,82,3714356,3714757,3714556,nikR,ECDH10B_RS18575,0
ECDH10B_3656,rhsB,29,98,3714960,3719195,3717077,,ECDH10B_RS18580,0
ECDH10B_3657,yhhH,1,5,3719167,3719550,3719358,yhhH,ECDH10B_RS18585,0
ECDH10B_3658,yrhC,1,1,3719640,3719900,3719770,,ECDH10B_RS18590,0
ECDH10B_3659,yhhI,10,35,3720146,3721282,3720714,,ECDH10B_RS18595,0
ECDH10B_3660,yhhJ,59,176,3721447,3722571,3722009,,ECDH10B_RS18600,1
ECDH10B_3661,rbbA,142,857,3722571,3725306,3723938,rbbA,ECDH10B_RS18605,1
ECDH10B_3663,yhiJ,15,67,3726736,3728358,3727547,,ECDH10B_RS18615,1
ECDH10B_3666,yhiL,12,25,3728620,3730226,3729423,,ECDH10B_RS18620,1
ECDH10B_3667,yhiM,15,54,3730609,3731661,3731135,,ECDH10B_RS18635,0
ECDH10B_3668,yhiN,273,713,3731976,3733178,3732577,,ECDH10B_RS18640,1
ECDH10B_3669,pitA,2874,6258,3733410,3734909,3734159,pitA,ECDH10B_RS18645,0
ECDH10B_3670,uspB,60,354,3735153,3735488,3735320,uspB,ECDH10B_RS18650,1
ECDH10B_3671,uspA,1790,13781,3735879,3736313,3736096,uspA,ECDH10B_RS18655,0
ECDH10B_3672,yhiP,106,405,3736630,3738099,3737364,dtpB,ECDH10B_RS18660,0
ECDH10B_3673,yhiQ,115,384,3738148,3738900,3738524,rsmJ,ECDH10B_RS18665,1
ECDH10B_3674,prlC,1086,4966,3738908,3740950,3739929,prlC,ECDH10B_RS18670,1
ECDH10B_3675,yhiR,526,1522,3741153,3741995,3741574,,ECDH10B_RS18675,0
ECDH10B_3676,gor,909,3176,3742067,3743419,3742743,gorA,ECDH10B_RS18680,0
ECDH10B_3677,arsR,15,59,3744296,3744649,3744472,arsR,ECDH10B_RS18695,0
ECDH10B_3678,arsB,21,79,3744703,3745992,3745347,arsB,ECDH10B_RS18700,0
ECDH10B_3679,arsC,18,32,3746005,3746430,3746217,arsC,ECDH10B_RS18705,0
ECDH10B_3680,yhiS,2,13,3747059,3747841,3747450,,ECDH10B_RS18710,0
ECDH10B_3681,insH-11,23,84,3747950,3748966,3748458,,ECDH10B_RS18715,1
ECDH10B_3682,slp,48,225,3749729,3750295,3750012,slp,ECDH10B_RS18725,0
ECDH10B_3683,yhiF,2,7,3750451,3750981,3750716,,ECDH10B_RS18730,0
ECDH10B_3684,yhiD,6,10,3751023,3751670,3751346,,ECDH10B_RS18735,1
ECDH10B_3685,hdeB,32,117,3751734,3752060,3751897,hdeB,ECDH10B_RS18740,1
ECDH10B_3686,hdeA,101,569,3752176,3752508,3752342,hdeA,ECDH10B_RS18745,1
ECDH10B_3687,hdeD,46,238,3752763,3753335,3753049,hdeD,ECDH10B_RS18750,0
ECDH10B_3688,gadE,108,510,3754134,3754661,3754397,gadE,ECDH10B_RS18755,0
ECDH10B_3689,mdtE,23,120,3755000,3756157,3755578,mdtE,ECDH10B_RS18765,0
ECDH10B_3690,mdtF,69,253,3756182,3759295,3757738,,ECDH10B_RS18770,0
ECDH10B_3691,gadW,63,273,3759658,3760386,3760022,gadW,ECDH10B_RS18775,1
ECDH10B_3693,gadX,70,589,3760754,3761578,3761166,gadX,ECDH10B_RS18780,1
ECDH10B_3694,gadA,17,91,3761948,3763348,3762648,,ECDH10B_RS18785,1
ECDH10B_3695,yhjA,19,155,3763559,3764956,3764257,ccp,ECDH10B_RS18790,1
ECDH10B_3696,treF,72,239,3765360,3767009,3766184,treF,ECDH10B_RS18795,0
ECDH10B_3697,yhjB,6,37,3767060,3767662,3767361,,ECDH10B_RS18800,1
ECDH10B_3698,yhjC,36,182,3768110,3769081,3768595,,ECDH10B_RS18805,0
ECDH10B_3699,yhjD,76,312,3769130,3770143,3769636,yhjD,ECDH10B_RS18810,0
ECDH10B_3700,yhjE,84,221,3770554,3771876,3771215,,ECDH10B_RS18815,0
ECDH10B_3701,yhjG,123,329,3772058,3774118,3773088,,ECDH10B_RS18820,1
ECDH10B_3702,yhjH,3,16,3774188,3774955,3774571,pdeH,ECDH10B_RS18825,1
ECDH10B_3703,kdgK,303,1194,3775187,3776116,3775651,,ECDH10B_RS18835,0
ECDH10B_3704,yhjJ,458,1033,3776212,3777708,3776960,,ECDH10B_RS18840,1
ECDH10B_3706,yhjK,319,838,3779398,3781386,3780392,hmsP,ECDH10B_RS18850,1
ECDH10B_3707,bcsC,194,415,3781468,3784941,3783204,bcsC,ECDH10B_RS18855,1
ECDH10B_3708,bcsZ,28,63,3784923,3786029,3785476,bcsZ,ECDH10B_RS18860,1
ECDH10B_3709,bcsB,77,222,3786036,3788375,3787205,bcsB,ECDH10B_RS18865,1
ECDH10B_3710,bcsA,87,157,3788386,3791004,3789695,bcsA,ECDH10B_RS18870,1
ECDH10B_3711,yhjQ,23,82,3791001,3791753,3791377,bcsQ,ECDH10B_RS18875,1
ECDH10B_3712,yhjR,53,154,3791765,3791953,3791859,,ECDH10B_RS18880,1
ECDH10B_3714,bcsF,36,128,3793794,3793985,3793889,bcsF,ECDH10B_RS18890,0
ECDH10B_3715,bcsG,181,762,3793982,3795661,3794821,bcsG,ECDH10B_RS18895,0
ECDH10B_3716,ldrD,7,11,3795748,3795855,3795801,ldrD,ECDH10B_RS18900,1
ECDH10B_3718,yhjV,119,225,3796331,3797602,3796966,,ECDH10B_RS18910,0
ECDH10B_3719,dppF,1343,1902,3797632,3798636,3798134,dppF,ECDH10B_RS18915,1
ECDH10B_3720,dppD,996,1420,3798633,3799616,3799124,dppD,ECDH10B_RS18920,1
ECDH10B_3721,dppC,836,948,3799627,3800529,3800078,dppC,ECDH10B_RS18925,1
ECDH10B_3722,dppB,1232,1745,3800539,3801558,3801048,dppB,ECDH10B_RS18930,1
ECDH10B_3723,dppA,11215,35437,3801866,3803473,3802669,dppA,ECDH10B_RS18940,1
ECDH10B_3724,proK,2,4,3804216,3804292,3804254,,ECDH10B_RS18950,1
ECDH10B_3725,eptB,357,1276,3804384,3806075,3805229,eptB,ECDH10B_RS18955,1
ECDH10B_3726,yhjX,79,894,3806399,3807607,3807003,,ECDH10B_RS18960,1
ECDH10B_3727,yhjY,21,107,3807836,3808534,3808185,,ECDH10B_RS18965,1
ECDH10B_3728,tag,79,255,3808692,3809255,3808973,tag,ECDH10B_RS18970,0
ECDH10B_3729,yiaC,25,87,3809252,3809692,3809472,,ECDH10B_RS18975,0
ECDH10B_3730,bisC,346,1184,3809661,3811994,3810827,,ECDH10B_RS18980,1
ECDH10B_3731,yiaD,71,231,3812147,3812806,3812476,,ECDH10B_RS18985,0
ECDH10B_3732,tiaE,575,2657,3812910,3813884,3813397,ghrB,ECDH10B_RS18990,0
ECDH10B_3733,yiaF,839,2893,3813934,3814644,3814289,,ECDH10B_RS18995,1
ECDH10B_3734,yiaG,42,230,3815078,3815368,3815223,,ECDH10B_RS19000,0
ECDH10B_3735,cspA,12027,18555,3815649,3815861,3815755,cspA,ECDH10B_RS19005,0
ECDH10B_3736,hokA,1,0,3816048,3816200,3816124,hokA,ECDH10B_RS19010,1
ECDH10B_3739,glyS,5019,12765,3817928,3819997,3818962,glyS,ECDH10B_RS19025,1
ECDH10B_3741,ysaB,11,82,3821013,3821312,3821162,,ECDH10B_RS19035,1
ECDH10B_3742,yiaH,27,61,3821487,3822482,3821984,,ECDH10B_RS19040,0
ECDH10B_3743,yiaA,2,3,3822524,3822961,3822742,,ECDH10B_RS19045,1
ECDH10B_3744,yiaB,2,4,3823007,3823348,3823177,,ECDH10B_RS19050,1
ECDH10B_3745,xylB,45,159,3823517,3824971,3824244,xylB,ECDH10B_RS19055,1
ECDH10B_3746,xylA,57,175,3825043,3826365,3825704,xylA,ECDH10B_RS19060,1
ECDH10B_3747,xylF,11,40,3826731,3827723,3827227,,ECDH10B_RS19065,0
ECDH10B_3748,xylG,9,29,3827801,3829342,3828571,xylG,ECDH10B_RS19070,0
ECDH10B_3749,xylH,9,52,3829320,3830501,3829910,xylH,ECDH10B_RS19075,0
ECDH10B_3750,xylR,49,186,3830579,3831757,3831168,,ECDH10B_RS19080,0
ECDH10B_3751,bax,245,607,3831953,3832777,3832365,,ECDH10B_RS19085,1
ECDH10B_3752,malS,61,182,3833097,3835127,3834112,malS,ECDH10B_RS19090,0
ECDH10B_3753,avtA,936,2060,3835305,3836558,3835931,avtA,ECDH10B_RS19095,0
ECDH10B_3754,ysaA,46,646,3836709,3837182,3836945,,ECDH10B_RS19105,1
ECDH10B_3755,yiaJ,173,488,3837284,3838132,3837708,yiaJ,ECDH10B_RS19110,1
ECDH10B_3756,yiaK,5,36,3838333,3839331,3838832,yiaK,ECDH10B_RS19115,0
ECDH10B_3757,yiaL,1,3,3839343,3839810,3839576,,ECDH10B_RS19120,0
ECDH10B_3758,yiaM,1,2,3839928,3840401,3840164,yiaM,ECDH10B_RS19125,0
ECDH10B_3759,yiaN,3,12,3840404,3841681,3841042,yiaN,ECDH10B_RS19130,0
ECDH10B_3760,yiaO,8,2,3841694,3842680,3842187,yiaO,ECDH10B_RS19135,0
ECDH10B_3761,lyxK,7,27,3842684,3844180,3843432,lyxK,ECDH10B_RS19140,0
ECDH10B_3762,sgbH,6,11,3844177,3844839,3844508,ulaD,ECDH10B_RS19145,0
ECDH10B_3763,sgbU,1,13,3844832,3845692,3845262,,ECDH10B_RS19150,0
ECDH10B_3764,sgbE,5,17,3845686,3846381,3846033,,ECDH10B_RS19155,0
ECDH10B_3765,yiaT,7,34,3846728,3847468,3847098,,ECDH10B_RS19160,1
ECDH10B_3766,yiaU,54,151,3847592,3848566,3848079,,ECDH10B_RS19165,0
ECDH10B_3767,yiaV,5,23,3848563,3849699,3849131,,ECDH10B_RS19170,1
ECDH10B_3768,yiaW,0,2,3849705,3850028,3849866,,ECDH10B_RS19175,1
ECDH10B_3769,aldB,56,161,3850573,3852111,3851342,,ECDH10B_RS19185,1
ECDH10B_3770,yiaY,6,14,3852276,3853427,3852851,yiaY,ECDH10B_RS19190,1
ECDH10B_3771,selB,794,4405,3853617,3855461,3854539,selB,ECDH10B_RS19195,1
ECDH10B_3773,yibF,220,405,3856947,3857555,3857251,,ECDH10B_RS19205,1
ECDH10B_3775,yibA,21,94,3861937,3862779,3862358,,ECDH10B_RS19215,0
ECDH10B_3776,yibJ,25,100,3862992,3863765,3863378,,ECDH10B_RS19220,0
ECDH10B_3777,yibG,5,37,3863777,3864238,3864007,,ECDH10B_RS19225,0
ECDH10B_3778,yibH,26,70,3865843,3866979,3866411,,ECDH10B_RS19235,1
ECDH10B_3779,yibI,3,15,3866982,3867344,3867163,,ECDH10B_RS19240,1
ECDH10B_3780,mtlA,524,2010,3867881,3869794,3868837,,ECDH10B_RS19245,0
ECDH10B_3781,mtlD,176,1005,3870024,3871172,3870598,mtlD,ECDH10B_RS19250,0
ECDH10B_3782,mtlR,74,210,3871172,3871759,3871465,mtlR,ECDH10B_RS19255,0
ECDH10B_3783,yibT,198,856,3871771,3871980,3871875,,ECDH10B_RS19260,1
ECDH10B_3784,yibL,492,1604,3872265,3872627,3872446,,ECDH10B_RS19265,0
ECDH10B_3785,lldP,309,405,3872999,3874654,3873826,lldP,ECDH10B_RS19270,0
ECDH10B_3786,lldR,56,92,3874654,3875430,3875042,lldR,ECDH10B_RS19275,0
ECDH10B_3787,lldD,299,726,3875427,3876617,3876022,lldD,ECDH10B_RS19280,0
ECDH10B_3788,yibK,122,344,3876815,3877288,3877051,trmL,ECDH10B_RS19285,0
ECDH10B_3789,cysE,458,1364,3877341,3878162,3877751,cysE,ECDH10B_RS19290,1
