gene_id,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_old_locus_tag,norm_exp
DR76_RS20230,4058168,4058752,4058460,,DR76_3857,93.849774556337
DR76_RS20235,4058988,4060196,4059592,,DR76_3858,112.746989229954
DR76_RS20240,4060260,4060907,4060583,,DR76_3859,287.143460836373
DR76_RS20245,4061041,4061601,4061321,,DR76_3860,334.435386107764
DR76_RS20250,4061707,4062753,4062230,,DR76_3861,107.1183572237
DR76_RS20255,4062827,4063072,4062949,,DR76_3862,278.145059561347
DR76_RS20260,4063362,4063616,4063489,bssS,DR76_3863,765.149529734144
DR76_RS20265,4063732,4064850,4064291,,DR76_3864,152.956487342724
DR76_RS20270,4064871,4065008,4064939,,DR76_3865,1.74810478599907
DR76_RS20275,4065270,4065836,4065553,,DR76_3866,8.25585778863798
DR76_RS20280,4065840,4066415,4066127,,DR76_3867,23.4678052712021
DR76_RS20285,4066457,4067509,4066983,,DR76_3868,58.3032143565526
DR76_RS20290,4067734,4068654,4068194,,DR76_3869,158.194874367901
DR76_RS20295,4068826,4070052,4069439,,DR76_3870,40.4168065762575
DR76_RS20305,4070135,4070509,4070322,,DR76_3871,15.8155095686314
DR76_RS20310,4070510,4070737,4070623,,DR76_3872,9.97955237975558
DR76_RS20315,4070909,4073452,4072180,,DR76_3873,427.844822745156
DR76_RS20320,4073445,4074980,4074212,mdoG,DR76_3874,494.491733319262
DR76_RS20325,4075024,4075182,4075103,,,6.62764401276871
DR76_RS20330,4075186,4075329,4075257,,,2.52418870020066
DR76_RS20335,4075374,4076531,4075952,,DR76_3875,34.1474171475426
DR76_RS20340,4076539,4077960,4077249,,DR76_3876,79.8553252810217
DR76_RS20345,4077962,4078495,4078228,,DR76_3877,45.8856588361904
DR76_RS20350,4078590,4078901,4078745,,DR76_3878,2.17742999041977
DR76_RS20355,4079022,4079354,4079188,csgC,DR76_3879,0.712803983755628
DR76_RS20360,4079413,4079871,4079642,csgA,DR76_3880,4.92067417050116
DR76_RS20365,4079912,4080367,4080139,csgB,DR76_3881,0.741321214055411
DR76_RS20370,4080470,4080708,4080589,,,0.0432733781595961
DR76_RS20375,4081120,4081770,4081445,,DR76_3882,5.93186138503992
DR76_RS20380,4081775,4082164,4081969,,DR76_3883,1.96489505771277
DR76_RS20385,4082189,4082605,4082397,,DR76_3884,1.09659060184971
DR76_RS20390,4082632,4083465,4083048,,DR76_3885,8.97192204598047
DR76_RS20395,4083530,4084021,4083775,,DR76_3886,62.0816732194796
DR76_RS20400,4084123,4084677,4084400,,DR76_3887,123.277130805539
DR76_RS20405,4084701,4085438,4085069,,DR76_3888,128.144497229642
DR76_RS20410,4085493,4086431,4085962,,DR76_3889,97.0372053325884
DR76_RS20415,4086665,4086752,4086708,,DR76_3890,0.362361619472151
DR76_RS20420,4086918,4087745,4087331,,DR76_3891,14.5089243195691
DR76_RS20425,4087830,4088027,4087928,,DR76_3892,11.7827014955145
DR76_RS20430,4088047,4088535,4088291,,DR76_3893,9.13125447617889
DR76_RS20435,4088532,4088909,4088720,,DR76_3894,0.762746212677346
DR76_RS20440,4088998,4089366,4089182,,DR76_3895,2.88881552783983
DR76_RS20445,4089416,4090060,4089738,,DR76_3896,6.4162309192205
DR76_RS20450,4090079,4090300,4090189,,DR76_3897,0.753240469244085
DR76_RS20455,4090363,4090839,4090601,,DR76_3898,1.39709073721147
DR76_RS20460,4090855,4091328,4091091,,DR76_3899,8.50810921874092
DR76_RS20465,4091591,4092412,4092001,,DR76_3901,23.1901270509484
DR76_RS20475,4092823,4093278,4093050,,DR76_3902,4.90181098722303
DR76_RS20480,4093354,4095870,4094612,,DR76_3903,16.9221560685691
DR76_RS20485,4095991,4099110,4097550,,DR76_3904,56.8055813575958
DR76_RS20490,4099441,4100352,4099896,,DR76_3905,2.2977443814653
DR76_RS20495,4100613,4100909,4100761,,DR76_3906,1.86416383803789
DR76_RS20510,4103283,4103825,4103554,,DR76_3908,9.7305612232395
DR76_RS20515,4103861,4104997,4104429,,DR76_3909,97.1239649820443
DR76_RS20520,4105659,4105841,4105750,,DR76_3910,1.22116033190195
DR76_RS20525,4105948,4107147,4106547,,DR76_3911,9.88690845717839
DR76_RS20530,4107411,4108202,4107806,,DR76_3912,41.1312825538266
DR76_RS20535,4108221,4110191,4109206,,DR76_3913,64.5180880803128
DR76_RS20540,4110537,4111900,4111218,,DR76_3914,45.1233575342783
DR76_RS20550,4112179,4112255,4112217,,DR76_3917,19.5326164477616
DR76_RS20555,4112438,4113107,4112772,,,13.5885607302057
DR76_RS20560,4113781,4114134,4113957,,DR76_3919,17.4302373393881
DR76_RS20565,4114262,4114771,4114516,,DR76_3920,7.01270077360998
DR76_RS20570,4114898,4115197,4115047,,,5.09249754039237
DR76_RS20575,4115735,4116850,4116292,,DR76_3921,21.3341988135966
DR76_RS20580,4116990,4120649,4118819,,DR76_3922,98.3241643505812
DR76_RS20585,4120753,4121982,4121367,,DR76_3923,33.9125458648339
DR76_RS20590,4122067,4123023,4122545,,DR76_3924,18.8348436891931
DR76_RS20595,4123068,4125251,4124159,,DR76_3925,69.2723591187872
DR76_RS20600,4125475,4126512,4125993,,DR76_3926,58.3783920123378
DR76_RS20605,4126838,4127389,4127113,,DR76_3927,13.5326481087649
DR76_RS20610,4127536,4128276,4127906,,DR76_3928,30.8320271885554
DR76_RS20615,4128580,4129548,4129064,,DR76_3929,87.3395195171871
DR76_RS20620,4129541,4130044,4129792,,DR76_3930,53.2245592072825
DR76_RS20625,4130066,4130593,4130329,,DR76_3931,46.4184875634088
DR76_RS20630,4130606,4133236,4131921,,DR76_3932,198.560313052828
DR76_RS20635,4133306,4134001,4133653,,DR76_3933,56.2202677106036
DR76_RS20640,4134042,4134566,4134304,,DR76_3934,58.0061203930084
DR76_RS20645,4134652,4135194,4134923,fimA,DR76_3935,2409.98181324951
DR76_RS20650,4135566,4135895,4135730,,DR76_3937,39.4349402941511
DR76_RS20655,4136314,4136535,4136424,,DR76_3938,12.8697648240815
DR76_RS20660,4136810,4137379,4137094,,DR76_3939,18.2649009342637
DR76_RS20665,4137621,4138133,4137877,,DR76_3940,9.08315407450846
DR76_RS20670,4138335,4138526,4138430,,DR76_3941,0.692374050553537
DR76_RS20680,4139149,4139835,4139492,,DR76_3943,3.95887903022945
DR76_RS20685,4140285,4140506,4140395,,DR76_3944,2.79219134358326
DR76_RS20690,4140542,4142638,4141590,,DR76_3945,9.5832748219687
DR76_RS20695,4142631,4143872,4143251,,DR76_3946,7.35122388270478
DR76_RS20700,4144058,4144510,4144284,,DR76_3947,5.86942821642541
DR76_RS20705,4144536,4146086,4145311,,DR76_3948,24.7747923713307
DR76_RS20710,4146602,4146811,4146706,,DR76_3950,17.7392481527632
DR76_RS20720,4147819,4148043,4147931,,,3.77471302423384
DR76_RS20725,4148027,4148968,4148497,,DR76_3954,8.2537193542099
DR76_RS20730,4149845,4150879,4150362,,DR76_3955,8.66375799443675
DR76_RS20745,4153130,4153438,4153284,,DR76_3958,9.24290988562261
DR76_RS20750,4153862,4154149,4154005,,DR76_3959,44.9729806928584
DR76_RS20755,4154704,4154943,4154823,,DR76_3960,155.797286182933
DR76_RS20760,4155020,4155475,4155247,,DR76_3961,137.860448203252
DR76_RS20780,4157475,4157690,4157582,,DR76_3966,0.0175930405309523
DR76_RS20785,4157703,4158080,4157891,,DR76_3967,1.45086492422417
DR76_RS20790,4158156,4158614,4158385,,DR76_3968,0.13790743157648
DR76_RS20795,4158601,4161408,4160004,,DR76_3969,17.2866345926199
DR76_RS20800,4161368,4163965,4162666,,DR76_3970,123.714203640182
DR76_RS20805,4164659,4165048,4164853,,DR76_3971,163.298760133319
DR76_RS20810,4165113,4166171,4165642,,DR76_3972,170.316354925346
DR76_RS20815,4166188,4166934,4166561,,DR76_3973,74.2195819185979
DR76_RS20820,4166913,4167752,4167332,,DR76_3974,61.1514235654661
DR76_RS20825,4167727,4167984,4167855,,DR76_3975,47.9359788110636
DR76_RS20830,4167996,4168247,4168121,,DR76_3976,31.5319599114014
DR76_RS20835,4168252,4168833,4168542,,DR76_3977,39.5190950685643
DR76_RS20840,4168830,4170188,4169509,,DR76_3978,201.76760929385
DR76_RS20845,4170175,4170528,4170351,,DR76_3979,23.5061033222625
DR76_RS20850,4170519,4172195,4171357,,DR76_3980,107.722447934572
DR76_RS20855,4172199,4172621,4172410,,DR76_3981,26.7642028678145
DR76_RS20860,4172618,4173223,4172920,,DR76_3982,38.2329182228546
DR76_RS20865,4173192,4175510,4174351,,DR76_3983,81.3412255773616
DR76_RS20870,4175507,4176091,4175799,,DR76_3984,28.134596672128
DR76_RS20875,4176093,4177262,4176677,,DR76_3985,48.3954286500492
DR76_RS20880,4177259,4177723,4177491,,DR76_3986,23.8823097382146
DR76_RS20885,4177723,4178454,4178088,,DR76_3987,46.6087076759635
DR76_RS20890,4178451,4179680,4179065,,DR76_3988,98.0364278268818
DR76_RS20895,4179911,4180415,4180163,,DR76_3989,11.819306022912
DR76_RS20925,4182843,4183466,4183154,,DR76_3995,25.9103794824839
DR76_RS20930,4183891,4185054,4184472,,DR76_3997,56.0775763152152
DR76_RS20935,4185080,4186969,4186024,,DR76_3998,196.74219730143
DR76_RS20940,4187138,4187344,4187241,,DR76_3999,2.6301703243021
DR76_RS20945,4187446,4188039,4187742,,DR76_4000,1.03189222506818
DR76_RS20950,4189003,4190445,4189724,,DR76_4001,11.4231767687135
DR76_RS20955,4190664,4190861,4190762,,,0.930165939973452
DR76_RS20960,4191088,4191384,4191236,,,8.02033110738508
DR76_RS20970,4192498,4194315,4193406,,DR76_4002,203.412310990226
DR76_RS20975,4194503,4195705,4195104,,DR76_4003,53.1829386984447
DR76_RS20985,4195984,4197351,4196667,,DR76_4005,60.8459050433063
DR76_RS20990,4197939,4200362,4199150,,DR76_4006,139.942906878737
DR76_RS20995,4200371,4202389,4201380,pgaB,DR76_4007,78.7467699589266
DR76_RS21000,4202382,4203707,4203044,,DR76_4008,45.4631914404614
DR76_RS21005,4203709,4204122,4203915,,DR76_4009,25.4818579801957
DR76_RS21010,4204172,4205095,4204633,,DR76_4010,395.435681810807
DR76_RS21015,4205586,4206857,4206221,,DR76_4012,14.8002153186744
DR76_RS21020,4206863,4207990,4207426,,DR76_4013,15.8201882885539
DR76_RS21025,4208048,4208878,4208463,,DR76_4014,7.81546009086005
DR76_RS21030,4209098,4210606,4209852,,DR76_4015,59.4565212819757
DR76_RS21035,4210765,4210974,4210869,,,1.4266030329311
DR76_RS21040,4211029,4214991,4213010,putA,DR76_4016,135.732223734528
DR76_RS21045,4215031,4215669,4215350,,DR76_4017,42.8180975402194
DR76_RS21050,4215900,4217048,4216474,,DR76_4018,5.32503902538573
DR76_RS21055,4217048,4217740,4217394,,DR76_4019,1.3006148565433
DR76_RS21060,4217752,4218138,4217945,,DR76_4020,0.873554860289613
DR76_RS21065,4218146,4218946,4218546,,DR76_4021,1.24967756220173
DR76_RS21070,4218956,4219546,4219251,,DR76_4022,1.48321411261494
DR76_RS21075,4219557,4220051,4219804,,DR76_4023,0.696629389560246
DR76_RS21080,4220072,4221400,4220736,,DR76_4024,5.49231044909344
DR76_RS21085,4221483,4221656,4221569,,DR76_4025,0.596321550801084
DR76_RS21090,4221589,4221825,4221707,,,0.641013375296249
DR76_RS21095,4222029,4222625,4222327,,DR76_4026,190.856496462993
DR76_RS21100,4222646,4222873,4222759,,DR76_4027,121.392180648289
DR76_RS21105,4222911,4224152,4223531,,DR76_4028,707.404259855637
DR76_RS21110,4224687,4225607,4225147,,DR76_4029,184.34257929919
DR76_RS21115,4225607,4225912,4225759,,DR76_4030,49.1639347674666
DR76_RS21120,4226268,4226867,4226567,,DR76_4031,8.71795556236517
DR76_RS21125,4226864,4229410,4228137,,DR76_4032,12.9120646666707
DR76_RS21130,4229410,4230582,4229996,,DR76_4033,3.70774943928529
DR76_RS21135,4230712,4231404,4231058,,DR76_4035,18.814413755991
DR76_RS21140,4231377,4232405,4231891,,DR76_4034,26.1453560090821
DR76_RS21145,4232488,4235231,4233859,,DR76_4036,48.179889396591
DR76_RS21150,4235303,4236376,4235839,,DR76_4037,19.5380151557765
DR76_RS21155,4236425,4236598,4236511,,DR76_4038,13.8791317412184
DR76_RS21160,4236588,4236818,4236703,,,150.534728196577
DR76_RS21165,4236992,4237204,4237098,,DR76_4039,1631.49087523001
DR76_RS21170,4237490,4237702,4237596,,,22.5982522024413
DR76_RS21175,4237690,4239000,4238345,,DR76_4040,45.5439185132077
DR76_RS21180,4239080,4239172,4239126,,DR76_4041,1.56734735717872
DR76_RS21185,4239185,4240321,4239753,,DR76_4042,10.8719704233233
DR76_RS21190,4240333,4241877,4241105,,DR76_4043,17.2582656659085
DR76_RS21195,4242011,4242868,4242439,,DR76_4044,6.58039037292974
DR76_RS21200,4242865,4243263,4243064,,DR76_4045,3.26877018784294
DR76_RS21205,4243260,4243847,4243553,,DR76_4046,5.45953787978695
DR76_RS21210,4243844,4244551,4244197,,DR76_4047,4.915572069663
DR76_RS21215,4244570,4246363,4245466,,DR76_4048,8.63409739512873
DR76_RS21220,4246360,4247478,4246919,,DR76_4049,6.17333692896242
DR76_RS21225,4247905,4247992,4247948,,DR76_4050,1.6021100573249
DR76_RS21230,4248199,4248858,4248528,,DR76_4051,799.440329519245
DR76_RS21235,4248950,4249279,4249114,,DR76_4053,36.5289766365455
DR76_RS21240,4249276,4249554,4249415,,DR76_4052,14.9778392476468
DR76_RS21245,4249649,4250839,4250244,,DR76_4054,92.0783814146152
DR76_RS21250,4250897,4251214,4251055,,DR76_4055,135.591943445537
DR76_RS21255,4251259,4251672,4251465,,DR76_4056,41.1048391684065
DR76_RS21265,4251845,4252507,4252176,,DR76_4057,6.68935719329071
DR76_RS21270,4252603,4253061,4252832,,DR76_4058,203.883385882581
DR76_RS21275,4253093,4255147,4254120,helD,DR76_4059,159.356015042944
DR76_RS21280,4255270,4255716,4255493,,DR76_4060,13.6768010101878
DR76_RS21285,4255735,4257888,4256811,,DR76_4062,61.0148915205263
DR76_RS21290,4257851,4258480,4258165,,DR76_4061,55.3972698234387
DR76_RS21295,4258699,4259208,4258953,,DR76_4063,2038.56533729742
DR76_RS21300,4259192,4259410,4259301,,,301.35354029526
DR76_RS21305,4259564,4260616,4260090,,DR76_4064,10700.4177408008
DR76_RS21310,4260694,4261146,4260920,,DR76_4065,66.0100664184191
DR76_RS21315,4261332,4263092,4262212,,DR76_4066,291.834518939308
DR76_RS21320,4263161,4263679,4263420,,DR76_4067,242.868970484818
DR76_RS21325,4263749,4263916,4263832,,DR76_4068,1162.83475737856
DR76_RS21330,4264171,4264734,4264452,,DR76_4069,31.5816055331464
DR76_RS21335,4264731,4266371,4265551,,DR76_4070,72.3658112401659
DR76_RS21340,4266376,4267629,4267002,,DR76_4071,39.6202496691549
DR76_RS21345,4267759,4269666,4268712,,DR76_4072,144.998524814405
DR76_RS21350,4269678,4271786,4270732,,DR76_4073,180.179231103502
DR76_RS21355,4271884,4272993,4272438,,DR76_4075,82.9425749922529
DR76_RS21360,4272990,4273532,4273261,,DR76_4074,54.6347149740486
DR76_RS21365,4273706,4274716,4274211,,DR76_4076,59.3404191702379
DR76_RS21370,4274953,4275528,4275240,,DR76_4077,2.79418147442295
DR76_RS21375,4275521,4276480,4276000,,DR76_4078,1.517405128257
DR76_RS21380,4276477,4277622,4277049,,DR76_4079,2.57114573286285
DR76_RS21385,4277634,4278425,4278029,ssuC,DR76_4080,1.30103823745902
DR76_RS21390,4278422,4279189,4278805,,DR76_4081,8.89530441401027
DR76_RS21395,4279384,4281996,4280690,,DR76_4082,573.429079776753
DR76_RS21400,4282262,4283464,4282863,,DR76_4083,174.387396459975
DR76_RS21405,4283633,4285033,4284333,,DR76_4084,479.258736348577
DR76_RS21410,4285636,4286724,4286180,,DR76_4085,1694.0461345263
DR76_RS21415,4286740,4286922,4286831,,,0.512611687153031
DR76_RS21420,4286909,4288099,4287504,,DR76_4086,1393.75322608261
DR76_RS21425,4288149,4288796,4288472,,DR76_4087,270.589301923635
DR76_RS21430,4288823,4289371,4289097,,DR76_4088,277.170582118095
DR76_RS21435,4289552,4291399,4290475,,DR76_4089,189.987892994595
DR76_RS21440,4291660,4296120,4293890,,DR76_4090,526.251835765407
DR76_RS21445,4296120,4296824,4296472,,DR76_4091,97.6598195598634
DR76_RS21450,4296805,4298127,4297466,,DR76_4092,121.506034270994
DR76_RS21455,4298124,4298909,4298516,,DR76_4093,67.8120721651698
DR76_RS21460,4299045,4299824,4299434,,DR76_4095,48.7616031031206
DR76_RS21465,4299801,4300694,4300247,,DR76_4094,357.886590998497
DR76_RS21470,4300848,4301594,4301221,,DR76_4096,231.073445598808
DR76_RS21475,4301591,4301773,4301682,,DR76_4097,48.0375567925699
DR76_RS21480,4301825,4303057,4302441,,DR76_4098,21.9190244901247
DR76_RS21485,4303094,4304080,4303587,,DR76_4099,60.8606611911661
DR76_RS21490,4304077,4305825,4304951,,DR76_4100,239.862048400625
DR76_RS21495,4305862,4308126,4306994,,DR76_4101,31.4858496405707
DR76_RS21500,4308332,4308616,4308474,,DR76_4102,168.526392802165
DR76_RS21505,4308776,4310449,4309612,,DR76_4103,4789.48714196209
DR76_RS21510,4310560,4311243,4310901,,DR76_4104,312.059916099405
DR76_RS21515,4311416,4312180,4311798,,DR76_4105,13.4123337177194
DR76_RS21520,4312350,4313633,4312991,,DR76_4106,108.904377334185
DR76_RS21525,4313704,4314792,4314248,,DR76_4107,330.088749700821
DR76_RS21530,4314991,4315683,4315337,,DR76_4108,7.96471509312109
DR76_RS21535,4315813,4317573,4316693,,DR76_4109,284.404366751409
DR76_RS21540,4317979,4318836,4318407,,DR76_4110,443.138107233953
DR76_RS21545,4318891,4321173,4320032,,DR76_4111,9590.08928043364
DR76_RS21550,4321365,4322105,4321735,pflA,DR76_4112,411.579050943945
DR76_RS21555,4322202,4323350,4322776,,DR76_4113,64.5174111519192
DR76_RS21560,4323664,4324290,4323977,,DR76_4114,14.3823644586772
DR76_RS21565,4324326,4325189,4324757,,DR76_4115,295.031644416922
DR76_RS21570,4325191,4325808,4325499,,DR76_4116,229.714418489671
DR76_RS21575,4325819,4328263,4327041,,DR76_4117,899.156898671042
DR76_RS21580,4328502,4329794,4329148,,DR76_4118,1902.29493628507
DR76_RS21585,4329885,4331228,4330556,,DR76_4119,253.554390136313
DR76_RS21590,4331239,4331850,4331544,lolA,DR76_4120,390.689120035201
DR76_RS21595,4332009,4336052,4334030,,DR76_4121,1708.78165399192
DR76_RS21600,4336187,4336681,4336434,,DR76_4122,323.491381031564
DR76_RS21605,4337225,4338190,4337707,,DR76_4123,556.91039633618
DR76_RS21610,4338313,4340079,4339196,,DR76_4124,168.38528968655
DR76_RS21615,4340080,4341801,4340940,,DR76_4125,189.881296626291
DR76_RS21620,4341843,4342547,4342195,,DR76_4126,34.3183506959035
DR76_RS21625,4342832,4343050,4342941,,DR76_4127,335.523698049228
DR76_RS21630,4343304,4343391,4343347,,DR76_4128,5.76869699675052
DR76_RS21635,4343735,4346011,4344873,,DR76_4129,1759.96251913377
DR76_RS21640,4346042,4346362,4346202,,DR76_4130,100.795045304384
DR76_RS21645,4346685,4346909,4346797,,DR76_4131,380.553119988333
DR76_RS21650,4346982,4348928,4347955,,DR76_4132,70.9634916283773
DR76_RS21655,4348925,4350040,4349482,,DR76_4133,61.0279326148738
DR76_RS21660,4350155,4351147,4350651,,DR76_4135,236.563175108066
DR76_RS21665,4351144,4352802,4351973,,DR76_4134,254.048624205294
DR76_RS21675,4353228,4353923,4353575,,DR76_4136,65.086887466234
DR76_RS21680,4354417,4355316,4354866,,DR76_4137,10.6544816933666
DR76_RS21685,4355460,4357112,4356286,,DR76_4138,215.492539333261
DR76_RS21690,4357124,4358092,4357608,,DR76_4139,83.5161750611199
DR76_RS21695,4358225,4359943,4359084,,DR76_4140,14.1070997501789
DR76_RS21700,4359980,4360981,4360480,,DR76_4141,171.867075561491
DR76_RS21705,4360992,4362422,4361707,,DR76_4142,88.0877870646897
DR76_RS21710,4362521,4363534,4363027,,DR76_4144,71.0317684157719
DR76_RS21715,4363531,4364361,4363946,,DR76_4143,53.5196630399871
DR76_RS21720,4364358,4364681,4364519,,DR76_4145,34.0126001561152
DR76_RS21725,4364807,4365322,4365064,,DR76_4146,50.5130518767466
DR76_RS21730,4365540,4366268,4365904,,DR76_4147,33.3730052271545
DR76_RS21735,4366286,4367017,4366651,,DR76_4148,58.1541267823717
DR76_RS21740,4367024,4367740,4367382,,DR76_4149,16.7543129603572
DR76_RS21745,4367740,4368408,4368074,artM,DR76_4150,20.0030765959138
DR76_RS21750,4368634,4369365,4368999,,DR76_4151,19.0552123715199
DR76_RS21755,4369394,4370521,4369957,rumB,DR76_4152,41.131430857415
DR76_RS21760,4370562,4371050,4370806,,DR76_4153,13.795273573982
DR76_RS21765,4371110,4371955,4371532,,DR76_4154,8.8920441404234
DR76_RS21770,4371952,4372896,4372424,,DR76_4155,6.87820191920875
DR76_RS21775,4372906,4374039,4373472,potG,DR76_4156,14.7199140322016
DR76_RS21780,4374134,4375246,4374690,,DR76_4157,27.1264807732466
DR76_RS21785,4375230,4375390,4375310,,,1.98490160999914
DR76_RS21790,4375595,4376071,4375833,,DR76_4158,75.3171029963191
DR76_RS21795,4376159,4377061,4376610,,DR76_4159,46.2972857561907
DR76_RS21800,4377122,4377844,4377483,,DR76_4160,43.7703869370578
DR76_RS21805,4377828,4378115,4377971,,DR76_4161,10.1408749407937
DR76_RS21810,4378275,4378532,4378403,,DR76_4162,6.86969124119533
DR76_RS21815,4378562,4378939,4378750,,DR76_4163,22.7190736884426
DR76_RS21820,4379209,4380894,4380051,,DR76_4164,185.8978399731
DR76_RS21825,4381069,4381605,4381337,,DR76_4165,14.9325757386475
DR76_RS21830,4381689,4382897,4382293,,DR76_4166,33.8709875401867
DR76_RS21835,4382897,4383712,4383304,,DR76_4167,37.0208187236207
DR76_RS21840,4383798,4384082,4383940,,DR76_4168,14.677465886024
DR76_RS21845,4384123,4385355,4384739,,DR76_4169,45.5519842804559
DR76_RS21850,4385640,4386236,4385938,,DR76_4170,48.0431253340227
DR76_RS21855,4386294,4387052,4386673,,DR76_4171,69.3470918638072
DR76_RS21860,4387099,4388301,4387700,,DR76_4172,104.356673241256
DR76_RS21865,4388548,4389174,4388861,,DR76_4174,87.9595121502855
DR76_RS21870,4389171,4390286,4389728,,DR76_4173,8.63780257948077
DR76_RS21875,4390397,4390780,4390588,bssR,DR76_4175,135.143506321076
DR76_RS21880,4390993,4392318,4391655,rimO,DR76_4176,73.6629768651927
DR76_RS21885,4392365,4393693,4393029,,DR76_4177,13.9575912004399
DR76_RS21890,4393701,4396049,4394875,,DR76_4178,17.6659123242294
DR76_RS21895,4396226,4397137,4396681,,DR76_4179,20.4356836037708
DR76_RS21900,4397140,4398060,4397600,,DR76_4180,35.9346452165841
DR76_RS21905,4398078,4399616,4398847,,DR76_4181,126.95769774682
DR76_RS21910,4399636,4401507,4400571,,DR76_4182,132.103187301942
DR76_RS21915,4401494,4402459,4401976,,DR76_4183,65.5998794746038
DR76_RS21920,4402663,4403898,4403280,,DR76_4184,122.354523537858
DR76_RS21925,4403898,4404647,4404272,,DR76_4185,66.9705483562447
DR76_RS21930,4404723,4405385,4405054,,DR76_4186,13.2006455468438
DR76_RS21935,4405516,4406415,4405965,,DR76_4187,4.20986031758522
DR76_RS21940,4406421,4408853,4407637,,DR76_4188,38.9005854713499
DR76_RS21945,4408999,4409814,4409406,,DR76_4189,40.8144595206811
DR76_RS21950,4410014,4411606,4410810,,DR76_4190,192.933996530513
DR76_RS21955,4411825,4412745,4412285,,DR76_4191,354.91798127914
DR76_RS21960,4412803,4413921,4413362,,DR76_4192,58.720280638909
DR76_RS21965,4413918,4414385,4414151,,DR76_4193,56.5566117309292
DR76_RS21970,4414571,4414699,4414635,,DR76_4194,169.277772319666
DR76_RS21975,4414971,4416554,4415762,,DR76_4195,41.7279222416539
DR76_RS21980,4416604,4417119,4416861,ompX,DR76_4196,2693.03632184718
DR76_RS21985,4417472,4418359,4417915,,DR76_4197,16.8153276826362
DR76_RS21990,4418660,4419163,4418911,,DR76_4198,504.679302123809
DR76_RS21995,4419228,4419521,4419374,,,29.2470030768057
DR76_RS22000,4419567,4420313,4419940,,DR76_4199,742.964681689406
DR76_RS22005,4420452,4421111,4420781,,DR76_4200,153.744684280759
DR76_RS22010,4421108,4421830,4421469,glnQ,DR76_4201,184.249430687015
DR76_RS22020,4421947,4424172,4423059,,DR76_4203,11.8374707479471
DR76_RS22025,4424169,4425185,4424677,,DR76_4202,25.9135129823318
DR76_RS22035,4425896,4428178,4427037,,DR76_4205,9.24801198646076
DR76_RS22040,4428394,4429071,4428732,,DR76_4206,8.9185712398835
DR76_RS22045,4429145,4429411,4429278,,DR76_4207,5.60610429296524
DR76_RS22050,4429676,4429936,4429806,,DR76_4208,25.4023197415143
DR76_RS22055,4430164,4431249,4430706,,DR76_4209,142.187853014118
DR76_RS22060,4431390,4432352,4431871,,DR76_4210,292.388031147206
DR76_RS22065,4432380,4434530,4433455,dinG,DR76_4211,427.876239052317
DR76_RS22070,4434529,4434834,4434681,,,10.5192628508728
DR76_RS22075,4435067,4436428,4435747,,DR76_4213,338.512694642088
DR76_RS22080,4436657,4437328,4436992,,DR76_4214,150.248876559827
DR76_RS22085,4437328,4438326,4437827,,DR76_4215,493.498294664916
DR76_RS22090,4438319,4440055,4439187,,DR76_4216,500.670985672626
DR76_RS22095,4440048,4441181,4440614,,DR76_4217,160.610438319974
DR76_RS22100,4441192,4442298,4441745,,DR76_4219,129.116288489169
DR76_RS22105,4442260,4442670,4442465,,DR76_4218,105.071974450807
DR76_RS22110,4442803,4443564,4443183,,DR76_4220,3.4395984923143
DR76_RS22115,4443561,4444802,4444181,,DR76_4221,4.39203619274114
DR76_RS22120,4444802,4445758,4445280,,DR76_4222,3.63921910441278
DR76_RS22125,4445794,4446507,4446150,,DR76_4223,2.63074200880622
DR76_RS22130,4446713,4447417,4447065,,DR76_4224,104.606934540519
DR76_RS22135,4447554,4448006,4447780,moaE,DR76_4225,63.530591072563
DR76_RS22140,4448008,4448253,4448130,moaD,DR76_4226,20.2848618515858
DR76_RS22145,4448246,4448731,4448488,,DR76_4227,79.6030307912198
DR76_RS22150,4448734,4449246,4448990,,DR76_4228,135.108336959148
DR76_RS22155,4449268,4450257,4449762,moaA,DR76_4229,158.47981465327
DR76_RS22165,4450654,4451562,4451108,,DR76_4230,63.278466416199
DR76_RS22170,4451600,4453621,4452610,,DR76_4231,816.85948955456
DR76_RS22175,4454200,4454877,4454538,,DR76_4232,12.6605116948109
DR76_RS22180,4454870,4455625,4455247,,DR76_4233,8.60090144490651
DR76_RS22185,4455612,4456766,4456189,,DR76_4234,24.4266152152143
DR76_RS22190,4456763,4457803,4457283,,DR76_4235,41.5600360737432
DR76_RS22195,4457890,4459179,4458534,,DR76_4236,17.4723673485394
DR76_RS22200,4459290,4460420,4459855,,DR76_4237,129.174040532503
DR76_RS22205,4460529,4461005,4460767,,DR76_4238,13.6661518977463
DR76_RS22210,4461157,4462440,4461798,,DR76_4239,118.860937965394
DR76_RS22215,4462580,4464841,4463710,,DR76_4240,12.6223404174894
DR76_RS22220,4465024,4466457,4465740,,DR76_4241,2.94059958401285
DR76_RS22225,4466533,4467585,4467059,,DR76_4242,0.773670402446177
DR76_RS22230,4467769,4468722,4468245,,DR76_4243,3.84082984735095
DR76_RS22235,4468763,4469758,4469260,,DR76_4244,215.897124297356
DR76_RS22240,4469913,4470731,4470322,,DR76_4245,40.0258631369372
DR76_RS22245,4470732,4471790,4471261,,DR76_4246,41.7573914776746
