"","locus_tag","gene","lengthnt","start","end","strand","product","Nakamura","Lawrence","hns","conservation"
"6614","b2688","gshA","1557","2812905","2814461","-","gamma-glutamate-","","","","21"
"6615","",NA,"",NA,NA,"","cysteine ligase","","","",""
"6616","b2689","yqaA","429","2814534","2814962","-","orf, hypothetical protein","1","","","20"
"6617","b2690","yqaB","567","2814959","2815525","-","putative phosphatase","","","","20"
"6618","tRNA-Arg3tRNA-Arg",NA,"77","2815806","2815882","-","tRNA-Arg","","","",""
"6619","tRNA-Arg4tRNA-Arg",NA,"77","2816081","2816157","-","tRNA-Arg","","","",""
"6620","tRNA-Arg5tRNA-Arg",NA,"77","2816220","2816296","-","tRNA-Arg","","","",""
"6621","tRNA-Arg6tRNA-Arg",NA,"77","2816495","2816571","-","tRNA-Arg","","","",""
"6622","tRNA-Ser","tRNA-Ser","93","2816575","2816667","-","tRNA-Ser","","","",""
"6623","b2696","csrA","186","2816983","2817168","-","carbon storage","","","","21"
"6624","",NA,"",NA,NA,"","regulator; controls","","","",""
"6625","",NA,"",NA,NA,"","glycogen synthesis,","","","",""
"6626","",NA,"",NA,NA,"","gluconeogenesis, cell","","","",""
"6627","",NA,"",NA,NA,"","size and surface","","","",""
"6628","b2697","alaS","2631","2817403","2820033","-","alanyl-tRNA synthetase","","","","20"
"6629","b2698","oraA","501","2820161","2820661","-","regulator, OraA protein","","","","21"
"6630","b2699","recA","1062","2820730","2821791","-","DNA strand exchange","","","","21"
"6631","",NA,"",NA,NA,"","and renaturation, DNA-","","","",""
"6632","",NA,"",NA,NA,"","dependent ATPase,","","","",""
"6633","",NA,"",NA,NA,"","DNA- and ATP-","","","",""
"6634","",NA,"",NA,NA,"","dependent coprotease","","","",""
"6635","b2700","ygaD","498","2821871","2822368","-","orf, hypothetical protein","","","","21"
"6636","b2701","mltB","1086","2822513","2823598","-","membrane-bound lytic","","","","20"
"6637","b2853","ygeI","219","2991660","2991878","+","orf, hypothetical protein","1","1","1","4"
"6638","b2854","-","417","2992021","2992437","+","orf, hypothetical protein","1","1","1","7"
"6639","b2855","ygeK","447","2992482","2992928","-","putative 2-component","1","1","1","4"
"6640","",NA,"",NA,NA,"","transcriptional regulator","","","",""
"6641","b2856","-","156","2992959","2993114","-","orf, hypothetical protein","1","1","1","3"
"6642","b2857","-","432","2993336","2993767","-","orf, hypothetical protein","1","1","1","12"
"6643","b2858","-","222","2993770","2993991","-","orf, hypothetical protein","1","1","1","4"
"6644","b2859","-","426","2993984","2994409","-","orf, hypothetical protein","1","1","1","11"
"6645","b2860","yi22_4","906","2994394","2995299","-","IS2 hypothetical protein","1","1","1","18"
"6646","b2861","yi21_4","366","2995257","2995622","-","IS2 hypothetical protein","","1","1","8"
"6647","b2862","ygeP","300","2995711","2996010","-","orf, hypothetical protein","1","1","1","5"
"6648","b2863","ygeQ","837","2996056","2996892","-","orf, hypothetical protein","1","1","1","6"
"6649","tRNA-Gly2","tRNA-Gly","74","2997006","2997079","-","tRNA-Gly","","","1",""
"6650","b2865","ygeR","780","2997158","2997937","-","putative lipoprotein","1","","1","14"
"6651","b2866","xdhA","2259","2998367","3000625","+","xanthine","","","","9"
"6652","",NA,"",NA,NA,"","dehydrogenase,","","","",""
"6653","",NA,"",NA,NA,"","molybdenum binding","","","",""
"6654","b2867","xdhB","879","3000636","3001514","+","xanthine","","","","9"
"6655","",NA,"",NA,NA,"","dehydrogenase, FAD","","","",""
"6656","b2868","xdhC","480","3001511","3001990","+","xanthine","","","","9"
"6657","",NA,"",NA,NA,"","dehydrogenase iron-","","","",""
"6658","b2869","ygeV","1779","3002030","3003808","-","putative transcriptional","1","1","1","6"
"6659","",NA,"",NA,NA,"","regulator","","","",""
"6660","b2870","ygeW","1191","3004284","3005474","+","putative carbamoyl","","","1","6"
"6661","",NA,"",NA,NA,"","transferase","","","",""
"6662","b2871","ygeX","1197","3005532","3006728","+","putative","","","","10"
"6663","",NA,"",NA,NA,"","diaminopropionate","","","",""
"6664","",NA,"",NA,NA,"","ammonia-lyase","","","",""
"6665","b2872","ygeY","1212","3006786","3007997","+","putative deacetylase","","","","7"
"6666","b2873","ygeZ","1398","3008038","3009435","+","orf, hypothetical protein","","","","6"
"6667","b2874","yqeA","933","3009483","3010415","+","putative kinase","","","","7"
"6668","b2875","yqeB","1626","3010636","3012261","-","putative synthases","","","","7"
"6669","b2876","yqeC","708","3012309","3013016","-","orf, hypothetical protein","1","","1","7"
"6670","b2877","ygfJ","579","3013182","3013760","+","orf, hypothetical protein","1","1","1","7"
"6671","b2878","ygfK","3099","3014082","3017180","+","putative","","","1","5"
"6672","",NA,"",NA,NA,"","oxidoreductase, Fe-S","","","",""
"6673","b2879","ssnA","1395","3017117","3018511","+","soluble protein involved","","","","10"
"6674","",NA,"",NA,NA,"","in cell viability at the","","","",""
"6675","",NA,"",NA,NA,"","beginning of stationary","","","",""
"6676","",NA,"",NA,NA,"","phase","","","",""
"6677","b2880","ygfM","780","3018562","3019341","+","orf, hypothetical protein","","","","6"
"6678","b2881","xdhD","2871","3019338","3022208","+","possible hypoxanthine","","","","6"
"6679","",NA,"",NA,NA,"","oxidase","","","",""
"6680","b2882","ygfO","1458","3022316","3023773","+","probable","1","","","5"
"6681","",NA,"",NA,NA,"","guanine/xanthin","","","",""
"6682","b2883","guaD","1320","3023788","3025107","+","guanine deaminase","","","","6"
"6683","b4464","ygfQ","1368","3025143","3026510","+","orf, hypothetical protein","","","","20"
"6684","b2886","ygfS","492","3026546","3027037","-","putative","","","","6"
"6685","",NA,"",NA,NA,"","oxidoreductase, Fe-S","","","",""
"6686","b2887","ygfT","1935","3027034","3028968","-","putative","1","","1","6"
"6687","",NA,"",NA,NA,"","oxidoreductase, Fe-S","","","",""
"6688","b2888","ygfU","1518","3029320","3030837","+","putative permease","1","","1","12"
"6689","b2889","idi","549","3031087","3031635","+","isopentenyl","","","1","17"
"6690","",NA,"",NA,NA,"","diphosphate isomerase","","","",""
"6691","b2890","lysS","1518","3031679","3033196","-","lysine tRNA synthetase,","","","","21"
"6692","",NA,"",NA,NA,"","constitutive; suppressor","","","",""
"6693","",NA,"",NA,NA,"","of ColE1 mutation in","","","",""
"6694","",NA,"",NA,NA,"","primer RNA","","","",""
"6695","b2891","prfB","1023","3033206","3034228","-","peptide chain release","","","","18"
"6696","",NA,"",NA,NA,"","factor RF-2","","","",""
"6697","b2892","recJ","1734","3034395","3036128","-","ssDNA exonuclease, 5'","","","","21"
"6698","",NA,"",NA,NA,"","--> 3' specific","","","",""
"6699","b2893","dsbC","711","3036134","3036844","-","protein disulfide","","","","21"
"6700","",NA,"",NA,NA,"","isomerase II","","","",""
"6701","b2894","xerD","897","3036869","3037765","-","site-specific","","","","21"
"6702","b2895","fldB","522","3037877","3038398","+","flavodoxin 2","","","","21"
"6703","b2896","ygfX","408","3038438","3038845","-","orf, hypothetical protein","","","","21"
"6704","b2897","ygfY","267","3038826","3039092","-","orf, hypothetical protein","","","","21"
"6705","b2898","ygfZ","981","3039335","3040315","+","orf, hypothetical protein","","","","21"
"6706","b2899","yqfA","660","3040511","3041170","-","putative oxidoreductase","","","","20"
"6707","b2900","yqfB","312","3041334","3041645","-","orf, hypothetical protein","","","","17"
"6708","b2901","bglA","1440","3041684","3043123","+","6-phospho-beta-","","","","20"
"6709","b2942","metK","1155","3084728","3085882","+","methionine","","","","21"
"6710","",NA,"",NA,NA,"","adenosyltransferase 1","","","",""
"6711","",NA,"",NA,NA,"","(AdoMet synthetase);","","","",""
"6712","",NA,"",NA,NA,"","methyl and propylamine","","","",""
"6713","",NA,"",NA,NA,"","donor, corepressor of","","","",""
"6714","",NA,"",NA,NA,"","met genes","","","",""
"6715","b2943","galP","1395","3086306","3087700","+","galactose-proton","","","1","15"
"6716","",NA,"",NA,NA,"","symport of transport","","","",""
"6717","b2944","sprT","498","3087777","3088274","+","orf, hypothetical protein","1","","","21"
"6718","b2945","endA","708","3088369","3089076","+","DNA-specific","","","","21"
"6719","",NA,"",NA,NA,"","endonuclease I","","","",""
"6720","b2946","yggJ","759","3089129","3089887","+","orf, hypothetical protein","","","","21"
"6721","b2947","gshB","951","3089900","3090850","+","glutathione synthetase","","","","21"
"6722","b2948","yqgE","636","3090887","3091522","+","orf, hypothetical protein","","","","21"
"6723","b2949","yqgF","417","3091522","3091938","+","orf, hypothetical protein","","","","21"
"6724","b2950","yggR","1026","3092122","3093147","-","putative protein","","","","21"
"6725","b2951","yggS","705","3093120","3093824","+","orf, hypothetical protein","","","","21"
"6726","b2952","yggT","567","3093842","3094408","+","conserved hypothetical","","","","21"
"6727","",NA,"",NA,NA,"","integral membrane","","","",""
"6728","b2953","yggU","303","3094393","3094695","+","orf, hypothetical protein","","","","20"
"6729","b2954","yggV","594","3094703","3095296","+","putative ribosomal","","","","21"
"6730","b2955","yggW","1137","3095289","3096425","+","putative oxidase","","","","21"
"6731","b2956","yggM","1008","3096580","3097587","-","putative alpha helix","","","","14"
"6732","b2957","ansB","1047","3097704","3098750","-","periplasmic L-","","","","20"
"6733","",NA,"",NA,NA,"","asparaginase II","","","",""
"6734","b2958","yggN","720","3098926","3099645","-","orf, hypothetical protein","","","","19"
"6735","b2959","yggL","357","3099829","3100185","-","orf, hypothetical protein","","","","21"
"6736","b2960","yggH","720","3100155","3100874","-","orf, hypothetical protein","","","","21"
"6737","b2961","mutY","1053","3101035","3102087","+","adenine glycosylase;","","","","21"
"6738","",NA,"",NA,NA,"","G.C --> T.A","","","",""
"6739","b2962","yggX","276","3102115","3102390","+","orf, hypothetical protein","","","","21"
"6740","b2963","mltC","1083","3102452","3103534","+","membrane-bound lytic","","","","21"
"6741","",NA,"",NA,NA,"","murein transglycosylase","","","",""
"6742","",NA,"",NA,NA,"","C","","","",""
"6743","b2964","nupG","1305","3103688","3104992","+","transport of","","","","15"
"6744","",NA,"",NA,NA,"","nucleosides, permease","","","",""
"6745","b2965","speC","2196","3105042","3107237","-","ornithine decarboxylase","","","","17"
"6746","",NA,"",NA,NA,"","isozyme","","","",""
"6747","b2966","yqgA","708","3107575","3108282","+","putative transport","","","","15"
"6748","tRNA-Phe1tRNA-Phe",NA,"76","3108388","3108463","+","tRNA-Phe","","","",""
"6749","b2968","yghD","537","3108612","3109148","-","putative secretion","1","","","7"
"6750","",NA,"",NA,NA,"","pathway protein","","","",""
"6751","b2969","yghE","861","3109150","3110010","-","putative general","","","","11"
"6752","",NA,"",NA,NA,"","secretion pathway for","","","",""
"6753","",NA,"",NA,NA,"","protein export (GSP)","","","",""
"6754","b2970","yghF","867","3110076","3110942","-","putative general","","","1","5"
"6755","",NA,"",NA,NA,"","secretion pathway for","","","",""
"6756","",NA,"",NA,NA,"","protein export (GSP)","","","",""
"6757","b2971","yghG","411","3111089","3111499","-","orf, hypothetical protein","1","1","1","2"
"6758","b2972","pppA","933","3111565","3112497","-","bifunctional prepilin","1","","","17"
"6759","",NA,"",NA,NA,"","peptidase","","","",""
"6760","b4466","yghJ","4563","3112572","3117134","-","putative lipoprotein","","","1","2"
"6761","b2975","yghK","1683","3117619","3119301","-","putative permease","","","1","16"
"6762","b2976","glcB","2172","3119656","3121827","-","malate synthase G","","","","5"
"6763","b2977","glcG","405","3121849","3122253","-","orf, hypothetical protein","","","","12"
"6764","b4467","glcF","1224","3122258","3123481","-","glycolate oxidase iron-","","","","2"
"6765","",NA,"",NA,NA,"","sulfur subunit","","","",""
"6766","b4468","glcE","1053","3123492","3124544","-","glycolate oxidase iron-","","","","2"
"6767","",NA,"",NA,NA,"","sulfur subunit","","","",""
"6768","b2979","glcD","1500","3124544","3126043","-","glycolate oxidase","","","","3"
"6769","",NA,"",NA,NA,"","subunit D","","","",""
"6770","b2980","glcC","765","3126294","3127058","+","transcriptional activator","","","","5"
"6771","",NA,"",NA,NA,"","for glc operon","","","",""
"6772","b2981","yghO","1173","3127065","3128237","-","orf, hypothetical protein","","","","4"
"6773","b2982","trs5_9","1017","3128200","3129216","+","IS5 transposase","1","1","","2"
"6774","b2983","yghQ","1068","3129363","3130430","-","orf, hypothetical protein","","","","6"
"6775","b2984","yghR","759","3130476","3131234","-","orf, hypothetical protein","","","","6"
"6776","b2985","yghS","714","3131266","3131979","-","orf, hypothetical protein","","","1","6"
"6777","b2986","yghT","693","3132153","3132845","+","orf, hypothetical protein","1","1","1","7"
"6778","b2987","pitB","1500","3132894","3134393","-","low-affinity phosphate","","","1","21"
"6779","",NA,"",NA,NA,"","transport","","","",""
"6780","b2988","gss","1860","3134685","3136544","-","glutathionylspermidine","","","","15"
"6781","b3131","agaR","810","3275878","3276687","-","putative DEOR-type","","","","12"
"6782","",NA,"",NA,NA,"","transcriptional regulator","","","",""
"6783","",NA,"",NA,NA,"","of aga operon","","","",""
"6784","b3132","agaZ","1281","3276936","3278216","+","putative tagatose 6-","","","","12"
"6785","",NA,"",NA,NA,"","phosphate kinase 2","","","",""
"6786","b3133","agaV","510","3278203","3278712","+","PTS system,","","","","12"
"6787","",NA,"",NA,NA,"","cytoplasmic, N-","","","",""
"6788","",NA,"",NA,NA,"","acetylgalactosamine-","","","",""
"6789","",NA,"",NA,NA,"","specific IIB component","","","",""
"6790","b3134","agaW","402","3278723","3279124","+","PTS system N-","","","","12"
"6791","",NA,"",NA,NA,"","acetylgalactosameine-","","","",""
"6792","",NA,"",NA,NA,"","specific IIC component","","","",""
"6793","b3135","agaA","504","3279144","3279647","+","putative N-","","","","11"
"6794","",NA,"",NA,NA,"","acetylgalactosamine-6-","","","",""
"6795","",NA,"",NA,NA,"","phosphate deacetylase","","","",""
"6796","b3136","agaS","1155","3279998","3281152","+","putative tagatose-6-","","","","10"
"6797","",NA,"",NA,NA,"","phosphate","","","",""
"6798","",NA,"",NA,NA,"","aldose/ketose","","","",""
"6799","b3137","agaY","861","3281165","3282025","+","tagatose-bisphosphate","","","","21"
"6800","",NA,"",NA,NA,"","aldolase 2","","","",""
"6801","b3138","agaB","477","3282192","3282668","+","PTS system,","","","1","5"
"6802","",NA,"",NA,NA,"","cytoplasmic, N-","","","",""
"6803","",NA,"",NA,NA,"","acetylgalactosamine-","","","",""
"6804","",NA,"",NA,NA,"","specific IIB component","","","",""
"6805","b3139","agaC","804","3282707","3283510","+","PTS system N-","","","1","6"
"6806","",NA,"",NA,NA,"","acetylgalactosamine-","","","",""
"6807","",NA,"",NA,NA,"","specific IIC component","","","",""
"6808","b3140","agaD","792","3283500","3284291","+","PTS system, N-","","","1","12"
"6809","",NA,"",NA,NA,"","acetylglucosamine","","","",""
"6810","",NA,"",NA,NA,"","enzyme IID component","","","",""
"6811","b3141","agaI","756","3284292","3285047","+","putative galactosamine-","","","1","6"
"6812","",NA,"",NA,NA,"","6-phosphate isomerase","","","",""
"6813","b3142","yraH","585","3285448","3286032","+","putative fimbrial-like","1","1","1","9"
"6814","",NA,"",NA,NA,"","protein","","","",""
"6815","b3143","yraI","696","3286112","3286807","+","putative chaperone","1","1","1","16"
"6816","b3144","yraJ","2517","3286836","3289352","+","putative outer","1","","1","10"
"6817","",NA,"",NA,NA,"","membrane protein","","","",""
"6818","b3145","yraK","1092","3289363","3290454","+","putative fimbrial protein","1","","","8"
"6819","b3146","yraL","861","3290497","3291357","-","orf, hypothetical protein","","","","21"
"6820","b3147","yraM","2037","3291422","3293458","+","putative glycosylase","","","","21"
"6821","b3148","yraN","396","3293416","3293811","+","orf, hypothetical protein","1","","","21"
"6822","b3149","yraO","591","3293831","3294421","+","orf, hypothetical protein","1","","","21"
"6823","b3150","yraP","576","3294431","3295006","+","putative periplasmic","","","","21"
"6824","",NA,"",NA,NA,"","protein","","","",""
"6825","b3151","yraQ","1041","3295120","3296160","-","orf, hypothetical protein","","","","9"
"6826","b3152","yraR","681","3296233","3296913","-","orf, hypothetical protein","","","","20"
"6827","b3153","yhbO","561","3296954","3297514","+","orf, hypothetical protein","","","","15"
"6828","b3154","yhbP","444","3297494","3297937","-","orf, hypothetical protein","1","","","21"
"6829","b3155","yhbQ","303","3297988","3298290","+","orf, hypothetical protein","","","","21"
"6830","b3156","yhbS","504","3298277","3298780","-","orf, hypothetical protein","","","","21"
"6831","b3157","yhbT","525","3298774","3299298","-","orf, hypothetical protein","","","","21"
"6832","b3158","yhbU","996","3299507","3300502","+","putative collagenase","","","","20"
"6833","b3159","yhbV","897","3300493","3301389","+","orf, hypothetical protein","","","","20"
"6834","b3160","yhbW","1008","3301470","3302477","+","putative enzyme","","","","20"
"6835","b3161","mtr","1245","3302595","3303839","-","tryptophan-specific","","","","21"
"6836","",NA,"",NA,NA,"","transport protein","","","",""
"6837","b3162","deaD","1941","3303993","3305933","-","inducible ATP-","","","","21"
"6838","",NA,"",NA,NA,"","independent RNA","","","",""
"6839","b3163","nlpI","885","3306062","3306946","-","lipoprotein","","","","21"
"6840","b3164","pnp","2205","3307055","3309259","-","polynucleotide","","","","21"
"6841","",NA,"",NA,NA,"","phosphorylase;","","","",""
"6842","",NA,"",NA,NA,"","cytidylate kinase activity","","","",""
"6843","b3165","rpsO","270","3309437","3309706","-","30S ribosomal subunit","","","","21"
"6844","",NA,"",NA,NA,"","protein S15","","","",""
"6845","b3166","truB","945","3309855","3310799","-","tRNA pseudouridine 5S","","","","21"
"6846","",NA,"",NA,NA,"","synthase","","","",""
"6847","b3167","rbfA","402","3310799","3311200","-","ribosome-binding factor","","","","21"
"6848","b3168","infB","2673","3311364","3314036","-","protein chain initiation","","","","21"
"6849","",NA,"",NA,NA,"","factor IF-2","","","",""
"6850","b3169","nusA","1488","3314061","3315548","-","transcription pausing; L","","","","21"
"6851","",NA,"",NA,NA,"","factor","","","",""
"6852","b3170","yhbC","459","3315576","3316034","-","orf, hypothetical protein","","","","21"
"6853","tRNA-Met5tRNA-Met",NA,"77","3316235","3316311","-","tRNA-Met","","","",""
"6854","b3172","argG","1344","3316659","3318002","+","argininosuccinate","","","","21"
"6855","",NA,"",NA,NA,"","synthetase","","","",""
"6856","b3173","yhbX","1644","3318010","3319653","-","putative alkaline","1","1","1","10"
"6857","",NA,"",NA,NA,"","phosphatase I","","","",""
"6858","tRNA-Leu2tRNA-Leu",NA,"87","3320094","3320180","-","tRNA-Leu","","","",""
"6859","b3175","secG","333","3320195","3320527","-","protein export -","","","","21"
"6860","",NA,"",NA,NA,"","membrane protein","","","",""
"6861","b3176","glmM","1338","3320755","3322092","-","phosphoglucosamine","","","","21"
"6862","",NA,"",NA,NA,"","mutase","","","",""
"6863","b3177","folP","894","3322085","3322978","-","7,8-dihydropteroate","","","","20"
"6864","",NA,"",NA,NA,"","synthase","","","",""
"6865","b3178","hflB","1935","3323023","3324957","-","degrades sigma32,","","","","20"
"6866","",NA,"",NA,NA,"","integral membrane","","","",""
"6867","",NA,"",NA,NA,"","peptidase, cell division","","","",""
"6868","",NA,"",NA,NA,"","protein","","","",""
"6869","b3179","rrmJ","630","3325057","3325686","-","23 S rRNA","","","","21"
"6870","",NA,"",NA,NA,"","methyltransferase","","","",""
"6871","b3180","yhbY","294","3325812","3326105","+","orf, hypothetical protein","","","","21"
"6872","b3181","greA","462","3326261","3326722","-","transcription elongation","","","","21"
"6873","",NA,"",NA,NA,"","factor: cleaves 3'","","","",""
"6874","",NA,"",NA,NA,"","nucleotide of paused","","","",""
"6875","",NA,"",NA,NA,"","mRNA","","","",""
"6876","b3182","dacB","1434","3326985","3328418","+","D-alanyl-D-alanine","","","","21"
"6877","",NA,"",NA,NA,"","carboxypeptidase,","","","",""
"6878","",NA,"",NA,NA,"","fraction B; penicillin-","","","",""
"6879","",NA,"",NA,NA,"","binding protein 4","","","",""
"6880","b3183","yhbZ","1173","3328604","3329776","-","putative GTP-binding","","","","21"
"6881","",NA,"",NA,NA,"","factor","","","",""
"6882","b3184","yhbE","966","3329792","3330757","-","orf, hypothetical protein","1","","","19"
"6883","b3185","rpmA","258","3330884","3331141","-","50S ribosomal subunit","","","","21"
"6884","",NA,"",NA,NA,"","protein L27","","","",""
"6885","b3186","rplU","312","3331162","3331473","-","50S ribosomal subunit","1","","","19"
"6886","",NA,"",NA,NA,"","protein L21","","","",""
"6887","b3187","ispB","972","3331732","3332703","+","octaprenyl-diphosphate","","","","21"
"6888","",NA,"",NA,NA,"","synthase","","","",""
"6889","b3188","nlp","279","3332931","3333209","+","regulatory factor of","","","","21"
"6890","",NA,"",NA,NA,"","maltose metabolism;","","","",""
"6891","",NA,"",NA,NA,"","similar to Ner repressor","","","",""
"6892","",NA,"",NA,NA,"","protein of phage Mu","","","",""
"6893","b3189","murA","1260","3333257","3334516","-","first step in murein","","","","21"
"6894","",NA,"",NA,NA,"","biosynthesis;UDP-N-","","","",""
"6895","",NA,"",NA,NA,"","glucosamine 1-","","","",""
"6896","",NA,"",NA,NA,"","carboxyvinyltransferase","","","",""
"6897","b3190","yrbA","270","3334571","3334840","-","orf, hypothetical protein","1","","","21"
"6898","b3191","yrbB","390","3334985","3335374","-","orf, hypothetical protein","1","","","21"
"6899","b3192","yrbC","636","3335278","3335913","-","orf, hypothetical protein","","","","21"
"6900","b3193","yrbD","552","3335932","3336483","-","orf, hypothetical protein","","","","21"
"6901","b3194","yrbE","783","3336488","3337270","-","orf, hypothetical protein","","","","21"
"6902","b3195","yrbF","810","3337278","3338087","-","putative ATP-binding","","","","21"
"6903","",NA,"",NA,NA,"","component of a","","","",""
"6904","",NA,"",NA,NA,"","transport system","","","",""
"6905","b3196","yrbG","978","3338297","3339274","+","orf, hypothetical protein","","","","21"
"6906","b3197","yrbH","987","3339288","3340274","+","putative isomerase","","","","21"
"6907","b3198","yrbI","567","3340295","3340861","+","orf, hypothetical protein","","","","21"
"6908","b3199","yrbK","576","3340858","3341433","+","orf, hypothetical protein","","","","21"
"6909","b3200","yhbN","558","3341402","3341959","+","orf, hypothetical protein","","","","21"
"6910","b3201","yhbG","726","3341966","3342691","+","putative ATP-binding","","","","21"
"6911","",NA,"",NA,NA,"","component of a","","","",""
"6912","",NA,"",NA,NA,"","transport system","","","",""
"6913","b3202","rpoN","1434","3342739","3344172","+","RNA polymerase,","","","","21"
"6914","",NA,"",NA,NA,"","sigma(54 or 60) factor;","","","",""
"6915","",NA,"",NA,NA,"","nitrogen and","","","",""
"6916","",NA,"",NA,NA,"","fermentation regulation","","","",""
"6917","b3203","yhbH","288","3344195","3344482","+","probable sigma-54","","","","18"
"6918","",NA,"",NA,NA,"","modulation protein","","","",""
"6919","b3204","ptsN","492","3344600","3345091","+","phosphotransferase","","","","21"
"6920","",NA,"",NA,NA,"","system enzyme IIA,","","","",""
"6921","",NA,"",NA,NA,"","regulates N metabolism","","","",""
"6922","b3205","yhbJ","855","3345137","3345991","+","orf, hypothetical protein","","","","21"
"6923","b3517","gadA","1401","3664203","3665603","-","glutamate","","","1","9"
"6924","",NA,"",NA,NA,"","decarboxylase isozyme","","","",""
"6925","b3518","yhjA","1398","3665814","3667211","-","putative cytochrome C","","","1","18"
"6926","",NA,"",NA,NA,"","peroxidase","","","",""
"6927","b3519","treF","1650","3667615","3669264","+","cytoplasmic trehalase","","","1","14"
"6928","b3520","yhjB","603","3669315","3669917","-","putative regulator","1","","1","15"
"6929","b3521","yhjC","972","3670365","3671336","+","putative transcriptional","","","1","20"
"6930","",NA,"",NA,NA,"","regulator LYSR-type","","","",""
"6931","b3522","yhjD","1014","3671385","3672398","+","orf, hypothetical protein","","","","21"
"6932","b3523","yhjE","1323","3672809","3674131","+","putative transport","","","","20"
"6933","b3524","yhjG","2076","3674313","3676388","-","orf, hypothetical protein","","","","18"
"6934","b3525","yhjH","771","3676443","3677213","-","orf, hypothetical protein","","","","20"
"6935","b3526","kdgK","1149","3677223","3678371","+","ketodeoxygluconokinas","1","","","20"
"6936","b3527","yhjJ","1497","3678467","3679963","-","orf, hypothetical protein","","","","21"
"6937","b3528","dctA","1287","3680184","3681470","-","uptake of C4-","","","","21"
"6938","",NA,"",NA,NA,"","dicarboxylic acids","","","",""
"6939","b3529","yhjK","1956","3681653","3683608","-","orf, hypothetical protein","","","","21"
"6940","b3530","yhjL","3423","3683723","3687145","-","putative oxidoreductase","","","","8"
"6941","",NA,"",NA,NA,"","subunit","","","",""
"6942","b3531","bcsC","1107","3687178","3688284","-","endo-1,4-D-glucanase","","","","16"
"6943","b3532","yhjN","2340","3688291","3690630","-","orf, hypothetical protein","","","","15"
"6944","b3533","yhjO","2667","3690641","3693307","-","putative cellulose","","","","11"
"6945","",NA,"",NA,NA,"","synthase","","","",""
"6946","b3534","yhjQ","729","3693256","3693984","-","orf, hypothetical protein","","","1","14"
"6947","b3535","yhjR","189","3694020","3694208","-","orf, hypothetical protein","","1","1","14"
"6948","b3536","yhjS","1572","3694481","3696052","+","conserved hypothetical","1","","1","14"
"6949","",NA,"",NA,NA,"","protein","","","",""
"6950","b3537","yhjT","189","3696052","3696240","+","orf, hypothetical protein","","","","15"
"6951","b3538","yhjU","1680","3696237","3697916","+","orf, hypothetical protein","","","","15"
"6952","b4453","ldrD","108","3698003","3698110","-","small toxic polypeptide","","","","10"
"6953","b3539","yhjV","1272","3698586","3699857","+","putative transporter","","","","19"
"6954","",NA,"",NA,NA,"","protein","","","",""
"6955","b3540","dppF","1005","3699887","3700891","-","putative ATP-binding","","","","21"
"6956","",NA,"",NA,NA,"","component of dipeptide","","","",""
"6957","",NA,"",NA,NA,"","transport system","","","",""
"6958","b3541","dppD","984","3700888","3701871","-","putative ATP-binding","","","","21"
"6959","",NA,"",NA,NA,"","component of dipeptide","","","",""
"6960","",NA,"",NA,NA,"","transport system","","","",""
"6961","b3542","dppC","903","3701882","3702784","-","dipeptide transport","","","","21"
"6962","",NA,"",NA,NA,"","system permease","","","",""
"6963","",NA,"",NA,NA,"","protein 2","","","",""
"6964","b3543","dppB","1020","3702794","3703813","-","dipeptide transport","","","","21"
"6965","",NA,"",NA,NA,"","system permease","","","",""
"6966","",NA,"",NA,NA,"","protein 1","","","",""
"6967","b3544","dppA","1608","3704121","3705728","-","dipeptide transport","","","","20"
"6968","tRNA-Pro2tRNA-Pro",NA,"77","3706639","3706715","-","tRNA-Pro","","","",""
"6969","b3546","yhjW","1725","3706807","3708531","-","orf, hypothetical protein","","","","18"
"6970","b3547","yhjX","1209","3708822","3710030","-","putative resistance","","","","21"
"6971","b3548","yhjY","705","3710259","3710963","-","putative lipase","","","","16"
"6972","b3549","tag","564","3711115","3711678","+","3-methyl-adenine DNA","1","","","21"
"6973","",NA,"",NA,NA,"","glycosylase I,","","","",""
"6974","b3550","yiaC","441","3711675","3712115","+","orf, hypothetical protein","","","","19"
"6975","b3551","bisC","2220","3712084","3714303","-","biotin sulfoxide","","","","21"
"6976","b3552","yiaD","660","3714570","3715229","+","putative outer","","","","19"
"6977","",NA,"",NA,NA,"","membrane protein","","","",""
"6978","b3553","tkrA","987","3715321","3716307","+","2-ketoaldonate","","","","20"
"6979","b3554","yiaF","831","3716357","3717187","-","orf, hypothetical protein","1","","","20"
"6980","b3555","yiaG","291","3717501","3717791","+","orf, hypothetical protein","1","","1","13"
"6981","b3556","cspA","213","3718072","3718284","+","cold shock protein 7.4,","","","1","21"
"6982","",NA,"",NA,NA,"","transcriptional activator","","","",""
"6983","",NA,"",NA,NA,"","of hns","","","",""
"6984","b4455","hokA","153","3718471","3718623","-","small toxic membrane","","","1","6"
"6985","",NA,"",NA,NA,"","polypeptide","","","",""
"6986","b3557","yi5A","522","3718703","3719224","+","IS150 hypothetical","1","1","1","10"
"6987","b3558","t150","852","3719221","3720072","+","IS150 putative","1","1","1","14"
"6988","",NA,"",NA,NA,"","transposase","","","",""
"6989","b3559","glyS","2070","3720351","3722420","-","glycine tRNA","","","","21"
"6990","",NA,"",NA,NA,"","synthetase, beta","","","",""
"6991","b3560","glyQ","912","3722430","3723341","-","glycine tRNA","","","","21"
