ID,K-12 gene namea,dN (average),dS (average),HTGb,H-NS bindingc,H-NS binding (excluded genes in which H-NS-bound regions were restricted at the 3' end and length is less than 10% of total gene length)d,Genes included in transcriptional units H-NS bounde,Transcription unit namef
1057,hycI,0.002672939,0.196004757,x,FALSE,FALSE,FALSE, 
1058,hycG,0.003641543,0.1380463,H,FALSE,FALSE,FALSE, 
1059,hycB,0.003802748,0.093084144,H,FALSE,FALSE,FALSE, 
1060,hycA,0.002193235,0.032801057,h,FALSE,FALSE,FALSE, 
1061,hypA,0.001084038,0.005635201,x,FALSE,FALSE,FALSE, 
1062,hypB,0.001101163,0.056431184,x,FALSE,FALSE,FALSE, 
1063,hypC,0,0.055273362,x,FALSE,FALSE,FALSE, 
1064,hypD,0.001563531,0.117304863,x,FALSE,FALSE,FALSE, 
1065,hypE,0.003543763,0.106612051,x,FALSE,FALSE,FALSE, 
1066,fhlA,0.002124313,0.067682664,x,FALSE,FALSE,FALSE, 
1067,ygbA,0.005174419,0.064427801,x,FALSE,FALSE,FALSE, 
1068,mutS,0.00177611,0.182412685,l/n,TRUE,FALSE,FALSE, 
1069,nlpD,0.001216702,0.035890381,N,FALSE,FALSE,FALSE, 
1070,pcm,0.001689006,0.035858034,n,FALSE,FALSE,FALSE, 
1071,surE,0.001350634,0.060292495,x,FALSE,FALSE,FALSE, 
1072,truD,0.004142495,0.046422304,x,FALSE,FALSE,FALSE, 
1073,ispF,0.002990063,0.05981649,x,FALSE,FALSE,FALSE, 
1074,ispD,0.004275476,0.098684249,x,FALSE,FALSE,FALSE, 
1075,ftsB,0.001909091,0.030558774,x,FALSE,FALSE,FALSE, 
1076,ygbE,0.015884989,0.174416068,x,FALSE,FALSE,FALSE, 
1077,cysC,0.003552643,0.065002114,x,FALSE,FALSE,FALSE, 
1078,cysN,0.002226427,0.107392706,x,FALSE,FALSE,FALSE, 
1079,cysD,0.002113108,0.078555285,n,FALSE,FALSE,FALSE, 
1080,iap,0.004235201,0.133424947,h/l/N,FALSE,FALSE,TRUE,casDE12
1081,cysH,0.003482452,0.107869767,h/l/n,TRUE,TRUE,TRUE,cysH
1082,cysI,0.001641121,0.119160677,x,FALSE,FALSE,FALSE, 
1083,cysJ,0.003553911,0.109179387,x,FALSE,FALSE,FALSE, 
1084,ygcM,0.002396195,0.079428118,n,FALSE,FALSE,FALSE, 
1085,ygcN,0.011951374,0.086949366,N,FALSE,FALSE,FALSE, 
1086,ygcO,0.026681395,0.089392283,n,FALSE,FALSE,FALSE, 
1087,ygcU,0.003510782,0.11118277,x,TRUE,TRUE,TRUE,ygcU
1088,ygcW,0.004064059,0.198762579,x,TRUE,TRUE,TRUE,ygcW
1089,ygcE,0.006872199,0.148282135,x,TRUE,TRUE,TRUE,yqcE-ygcE
1090,pyrG,0.000145455,0.036542389,x,FALSE,FALSE,FALSE, 
1091,mazG,0.001517125,0.065740169,h/n,FALSE,FALSE,FALSE, 
1092,relA,0.000537421,0.064167759,x,FALSE,FALSE,FALSE, 
1093,gudP,0.000864693,0.067400529,x,FALSE,FALSE,FALSE, 
1094,yqcB,0.002111522,0.070901797,x,FALSE,FALSE,FALSE, 
1095,yqcC,0.008926004,0.070473784,n,FALSE,FALSE,FALSE, 
1096,syd,0.001583087,0.019425264,N,FALSE,FALSE,FALSE, 
1097,yqcD,0.003995772,0.046831607,n,FALSE,FALSE,FALSE, 
1098,ygdH,0.000281184,0.054793446,x,FALSE,FALSE,FALSE, 
1099,exo,0.003186892,0.02752981,x,FALSE,FALSE,FALSE, 
1100,fucI,0.001823784,0.046955708,n,FALSE,FALSE,TRUE,fucPIKUR
1101,fucU,0.000284144,0.031548309,N,FALSE,FALSE,TRUE,fucPIKUR
1102,fucR,0.007469556,0.045222939,N,FALSE,FALSE,TRUE,fucPIKUR
1103,ygdD,0.001596829,0.045014059,n,FALSE,FALSE,FALSE, 
1104,gcvA,6.82E-05,0.033308351,N,FALSE,FALSE,FALSE, 
1105,csdA,0.006101586,0.090215539,x,FALSE,FALSE,FALSE, 
1106,ygdK,0.00737167,0.088521882,x,FALSE,FALSE,FALSE, 
1107,ygdL,0.003320719,0.109764482,x,FALSE,FALSE,FALSE, 
1108,mltA,0.000590486,0.074339112,x,FALSE,FALSE,FALSE, 
1109,argA,0.000479704,0.049216808,x,FALSE,FALSE,FALSE, 
1110,recC,0.002406871,0.076909514,n,FALSE,FALSE,FALSE, 
1111,ppdC,0.007571459,0.038406871,N,FALSE,FALSE,FALSE, 
1112,ygdB,0.019541966,0.088123362,n,FALSE,FALSE,FALSE, 
1113,ppdB,0.012255708,0.039238266,n,FALSE,FALSE,FALSE, 
1114,thyA,0.000284567,0.058922727,n,FALSE,FALSE,FALSE, 
1115,lgt,6.82E-05,0.050993869,x,FALSE,FALSE,FALSE, 
1116,ptsP,0.000786469,0.03878055,x,FALSE,FALSE,FALSE, 
1117,nudH,0,0.009147992,x,FALSE,FALSE,FALSE, 
1118,mutH,0.002979915,0.070710148,x,FALSE,FALSE,FALSE, 
1119,ygdQ,2.21E-05,0.051959725,l,FALSE,FALSE,FALSE, 
1120,tas,0.002325899,0.053864271,l,FALSE,FALSE,FALSE, 
1121,ygeD,0.003314588,0.041287738,x,FALSE,FALSE,FALSE, 
1122,galR,0.002252326,0.035328964,x,FALSE,FALSE,FALSE, 
1123,lysR,0.005345772,0.043391543,x,FALSE,FALSE,FALSE, 
1124,kduI,0.002884567,0.054000634,x,TRUE,TRUE,TRUE,kduI
1125,yqeF,0.0029037,0.068173573,h/l/n,TRUE,TRUE,TRUE,yqeF
1126,yqeG,0.000304968,0.060681078,H/L/N,TRUE,TRUE,TRUE,yqeG
1127,xdhA,0.00265592,0.068663319,h/n,FALSE,FALSE,TRUE,xdhABC
1128,xdhB,0.008321987,0.099051057,x,FALSE,FALSE,TRUE,xdhABC
1129,ygeV,0.003420613,0.054846406,L/N,TRUE,TRUE,TRUE,ygeV
1130,ygeY,0.000434884,0.130757822,x,FALSE,FALSE,FALSE, 
1131,hyuA,0.003626638,0.103246089,x,FALSE,FALSE,FALSE, 
1132,yqeC,0.005391226,0.035197357,l/N,TRUE,TRUE,TRUE,yqeC
1133,ygfJ,0.009266385,0.073236575,L/N,TRUE,TRUE,TRUE,mocA
1134,ssnA,0.005966279,0.057860571,x,FALSE,FALSE,TRUE,ygfK-ssnA
1135,ygfM,0.004978118,0.052606237,x,FALSE,FALSE,FALSE, 
1136,ygfO,0.000724101,0.064422516,N,FALSE,FALSE,FALSE, 
1137,ygfU,0.001102431,0.079295666,N,TRUE,TRUE,TRUE,ygfU
1138,idi,0.016107505,0.128384989,n,FALSE,FALSE,TRUE,idi
1139,recJ,0.003004334,0.131527907,x,FALSE,FALSE,FALSE, 
1140,xerD,0.000526533,0.059195666,x,FALSE,FALSE,FALSE, 
1141,fldB,0.000449154,0.029309091,x,FALSE,FALSE,FALSE, 
1142,ygfZ,0.005765328,0.087860042,x,FALSE,FALSE,FALSE, 
1143,yqfA,0.000281712,0.056417759,x,FALSE,FALSE,FALSE, 
1144,bglA,0.006191015,0.124884038,x,FALSE,FALSE,FALSE, 
1145,gcvH,0.002745877,0.074938055,x,FALSE,FALSE,FALSE, 
1146,gcvT,0.002747674,0.071782875,x,FALSE,FALSE,FALSE, 
1147,pepP,0.005065011,0.116767548,x,FALSE,FALSE,FALSE, 
1148,ygfB,0.000104545,0.065729387,x,FALSE,FALSE,FALSE, 
1149,zapA,0,0.010082981,n,FALSE,FALSE,TRUE,scpA-argK-scpBC
1150,serA,0.000236047,0.044349154,n,FALSE,FALSE,FALSE, 
1151,rpiA,0.003372727,0.033391543,l/n,FALSE,FALSE,FALSE, 
1152,argP,0.000337738,0.076068182,l/n,FALSE,FALSE,TRUE,scpA-argK-scpBC
1153,yggE,0.002044292,0.054566068,n,FALSE,FALSE,FALSE, 
1154,mscS,0.001593023,0.033131501,x,FALSE,FALSE,FALSE, 
1155,fbaA,0.004008668,0.064812791,x,FALSE,FALSE,TRUE,cmtBA-yggPFDC
1156,pgk,0.000343129,0.023574101,x,FALSE,FALSE,TRUE,cmtBA-yggPFDC
1157,epd,0.000663742,0.024989958,n,FALSE,FALSE,TRUE,cmtBA-yggPFDC
1158,yggD,0.012702114,0.055811522,n,FALSE,FALSE,TRUE,cmtBA-yggPFDC
1159,yggG,0.01217093,0.172750634,N,FALSE,FALSE,FALSE, 
1160,speB,0.001186892,0.110089852,n,FALSE,FALSE,TRUE,speB
1161,speA,0.000264905,0.097452854,l/n,TRUE,FALSE,FALSE, 
1162,metK,0,0.053668499,l/n,FALSE,FALSE,FALSE, 
1163,galP,0.000651163,0.048331712,n,FALSE,FALSE,FALSE, 
1164,sprT,0.00277167,0.116119133,N,FALSE,FALSE,FALSE, 
1165,endA,0.003553277,0.06948277,n,FALSE,FALSE,FALSE, 
1166,yggJ,0.001475581,0.039993975,x,FALSE,FALSE,FALSE, 
1167,gshB,0.007353911,0.081091649,x,FALSE,FALSE,FALSE, 
1168,yqgE,0.003394715,0.038167336,x,FALSE,FALSE,FALSE, 
1169,yqgF,0.00309852,0.107381924,x,FALSE,FALSE,FALSE, 
1170,yggR,0.007637949,0.123396617,x,FALSE,FALSE,FALSE, 
1171,yggT,0.000322199,0.068779175,x,FALSE,FALSE,FALSE, 
1172,yggV,0.006046934,0.06577463,x,FALSE,FALSE,FALSE, 
1173,yggW,0.009119979,0.164779704,x,TRUE,TRUE,FALSE, 
1174,yggM,0.007684249,0.047439852,x,TRUE,TRUE,TRUE,yggM
1175,yggL,0.003419239,0.02129926,x,FALSE,FALSE,FALSE, 
1176,yggH,0.002853911,0.032491543,x,FALSE,FALSE,FALSE, 
1177,mutY,0.003909831,0.06086945,x,FALSE,FALSE,FALSE, 
1178,mltC,0.001374101,0.046184144,x,FALSE,FALSE,FALSE, 
1179,nupG,0.001028647,0.057537209,x,FALSE,FALSE,FALSE, 
1180,gss,0.002216913,0.129390381,x,TRUE,TRUE,TRUE,gss
1181,yghU,0.004675899,0.161936364,x,FALSE,FALSE,FALSE, 
1182,hybF,0.003190169,0.05642537,x,FALSE,FALSE,TRUE,hybOABCDEFG
1183,hybE,0.003818816,0.075422516,x,FALSE,FALSE,TRUE,hybOABCDEFG
1184,hybD,0.003363108,0.070037421,x,FALSE,FALSE,TRUE,hybOABCDEFG
1185,hybB,0.001045455,0.062977484,x,FALSE,FALSE,TRUE,hybOABCDEFG
1186,yqhA,0.009192706,0.045523256,x,FALSE,FALSE,FALSE, 
1187,yghA,0.001358245,0.056236152,x,FALSE,FALSE,FALSE, 
1188,exbD,0.000140909,0.062819556,x,FALSE,FALSE,FALSE, 
1189,metC,0.004707611,0.083236469,x,FALSE,FALSE,FALSE, 
1190,yghB,0.000181924,0.028683827,n,FALSE,FALSE,FALSE, 
1191,yqhC,0.001636892,0.066471776,N,FALSE,FALSE,FALSE, 
1192,yqhD,0.001357717,0.032258034,n,FALSE,FALSE,FALSE, 
1193,dkgA,0.002007717,0.03025666,l/n,FALSE,FALSE,FALSE, 
1194,yqhH,0.004079387,0.041753488,l/n,FALSE,FALSE,FALSE, 
1195,plsC,0.000827484,0.08564556,x,FALSE,FALSE,FALSE, 
1196,parC,0.000838478,0.034628118,x,FALSE,FALSE,FALSE, 
1197,ygiV,0.008564271,0.098333932,l/n,FALSE,FALSE,FALSE, 
1198,qseB,0.001899683,0.030777273,x,FALSE,FALSE,TRUE,ygiZ
1199,yqiA,0.000313636,0.026985518,x,FALSE,FALSE,FALSE, 
1200,cpdA,0.001786786,0.047022199,n,FALSE,FALSE,FALSE, 
1201,yqiB,0,0.005862368,N,FALSE,FALSE,FALSE, 
1202,nudF,0.000368499,0.033188055,n,FALSE,FALSE,FALSE, 
1203,tolC,0.000744926,0.058001903,n,FALSE,FALSE,FALSE, 
1204,ygiB,0.000313636,0.044896512,N,FALSE,FALSE,FALSE, 
1205,ygiC,0.000725581,0.060938055,n,FALSE,FALSE,FALSE, 
1206,zupT,0.008295983,0.120202114,x,FALSE,FALSE,TRUE,sroG-ribB
1207,ygiE,0.00048203,0.102231184,x,TRUE,TRUE,TRUE,zupT
1208,ribB,0.001264693,0.072487632,n,TRUE,TRUE,TRUE,sroG-ribB
1209,rfaE,0.00095814,0.097548626,x,FALSE,FALSE,FALSE, 
1210,glnE,0.004115116,0.099791332,x,FALSE,FALSE,FALSE, 
1211,htrG,0.001581184,0.048698414,x,FALSE,FALSE,FALSE, 
1212,cca,0.003930127,0.073780655,x,FALSE,FALSE,FALSE, 
1213,folB,0.00103129,0.045466596,x,FALSE,FALSE,FALSE, 
1214,ygiH,0,0.044135095,x,FALSE,FALSE,FALSE, 
1215,ttdA,0.004175159,0.107295349,x,TRUE,TRUE,TRUE,ttdABT
1216,ygjE,0.004223044,0.097908985,x,FALSE,FALSE,TRUE,ttdABT
1217,ygjD,0.001561099,0.108240698,x,FALSE,FALSE,FALSE, 
1218,dnaG,0.000531078,0.032025264,x,FALSE,FALSE,FALSE, 
1219,rpoD,0.003930655,0.018188584,n,FALSE,FALSE,FALSE, 
1220,yqjI,0.003421564,0.063790909,x,FALSE,FALSE,FALSE, 
1221,ygjG,0.001296406,0.089755074,x,FALSE,FALSE,FALSE, 
1222,ebgR,0.005637844,0.076631078,x,FALSE,FALSE,FALSE, 
1223,ebgA,0.003884989,0.077775793,x,TRUE,FALSE,FALSE, 
1224,ebgC,0.004762051,0.037441966,x,TRUE,TRUE,TRUE,ebgAC
1225,ygjI,0.000938795,0.045974736,x,TRUE,TRUE,TRUE,ygjI
1226,ygjJ,0.004821142,0.085098837,x,TRUE,TRUE,TRUE,ygjJK
1227,fadH,0.00579704,0.129886892,x,FALSE,FALSE,FALSE, 
1228,alx,0.002388584,0.066497146,x,FALSE,FALSE,FALSE, 
1229,sstT,0.002897146,0.072559197,n,FALSE,FALSE,FALSE, 
1230,ygjV,0.003588161,0.066734355,N,FALSE,FALSE,FALSE, 
1231,uxaA,0.002383721,0.083360677,n,FALSE,FALSE,FALSE, 
1232,exuR,0.001387315,0.12494852,x,FALSE,FALSE,FALSE, 
1233,yqjA,0.000368288,0.034562262,n,FALSE,FALSE,FALSE, 
1234,yqjB,0.004481395,0.057392283,N,FALSE,FALSE,FALSE, 
1235,yqjC,0.002745243,0.019301374,n,FALSE,FALSE,FALSE, 
1236,yqjE,0.001394503,0.069317336,x,FALSE,FALSE,FALSE, 
1237,yqjF,0.005084144,0.127602537,x,FALSE,FALSE,FALSE, 
1238,yhaH,0.000168182,0.054702008,h/n,TRUE,TRUE,TRUE,yhaH
1239,yhaK,0.008420085,0.055436364,x,FALSE,FALSE,FALSE, 
1240,yhaM,0.003221882,0.051711205,x,FALSE,FALSE,TRUE,yhaOM
1241,tdcF,0.000309091,0.060904545,n,FALSE,FALSE,TRUE,tdcBCDEFG
1242,tdcC,0.001078224,0.064288266,h/L,TRUE,TRUE,TRUE,tdcBCDEFG
1243,tdcB,0.000136258,0.061412156,H/L/n,TRUE,TRUE,TRUE,tdcBCDEFG
1244,garK,0.00380592,0.087262156,h/l/n,FALSE,FALSE,TRUE,garPLRK-rnpB
1245,garR,0.000840169,0.048150846,x,FALSE,FALSE,TRUE,garPLRK-rnpB
1246,garL,0.001305074,0.065467653,x,FALSE,FALSE,TRUE,garPLRK-rnpB
1247,agaR,0.000945349,0.081445666,l/n,FALSE,FALSE,TRUE,agaS-kbaY-agaBCDI
1248,kbaZ,0.004340169,0.054411839,x,FALSE,FALSE,FALSE, 
1249,agaV,0.002225053,0.049186364,x,FALSE,FALSE,FALSE, 
1250,agaS,0.005466913,0.079091121,x,FALSE,FALSE,FALSE, 
1251,kbaY,0.000696195,0.06797241,x,TRUE,TRUE,TRUE,agaS-kbaY-agaBCDI
1252,agaB,0.003211205,0.040208034,x,TRUE,TRUE,TRUE,agaS-kbaY-agaBCDI
1253,agaD,0.000879704,0.084935307,x,FALSE,FALSE,TRUE,agaS-kbaY-agaBCDI
1254,yraL,0.00213203,0.068547886,n,FALSE,FALSE,FALSE, 
1255,yraN,0.00627167,0.033503805,N,FALSE,FALSE,FALSE, 
1256,yraO,0.001310042,0.045597357,N,FALSE,FALSE,FALSE, 
1257,yraP,0.00146797,0.057861205,n,FALSE,FALSE,FALSE, 
1258,yraR,0.003455391,0.091428753,x,FALSE,FALSE,FALSE, 
1259,yhbT,0.000798732,0.023445349,x,FALSE,FALSE,FALSE, 
1260,yhbU,0.001804757,0.060766913,x,FALSE,FALSE,FALSE, 
1261,yhbV,0.002213214,0.094602748,x,FALSE,FALSE,FALSE, 
1262,yhbW,0.002369133,0.154638584,x,FALSE,FALSE,FALSE, 
1263,mtr,0.002969556,0.176181924,x,FALSE,FALSE,FALSE, 
1264,nlpI,0.000201163,0.00377907,x,FALSE,FALSE,FALSE, 
1265,rpsO,0.001051268,0.000672199,x,FALSE,FALSE,FALSE, 
1266,truB,0.000542812,0.1070037,x,FALSE,FALSE,FALSE, 
1267,rbfA,0.00015,0.027603277,x,FALSE,FALSE,FALSE, 
1268,nusA,0.000531818,0.032951903,x,FALSE,FALSE,FALSE, 
1269,argG,0.001592812,0.08496871,l/n,FALSE,FALSE,FALSE, 
1270,glmM,0.001063425,0.098052748,x,FALSE,FALSE,FALSE, 
1271,rrmJ,0.000127273,0.007735307,x,FALSE,FALSE,FALSE, 
1272,greA,0.000127273,0.024372516,x,FALSE,FALSE,FALSE, 
1273,dacB,0.002259514,0.055084884,x,FALSE,FALSE,FALSE, 
1274,obgE,0.000967653,0.074969133,n,FALSE,FALSE,FALSE, 
1275,yhbE,0.009337315,0.033348837,N,FALSE,FALSE,FALSE, 
1276,ispB,0.001247252,0.041778541,n,FALSE,FALSE,FALSE, 
1277,sfsB,0.002788689,0.056435941,x,FALSE,FALSE,FALSE, 
1278,murA,0.000315116,0.036308562,n,FALSE,FALSE,FALSE, 
1279,yrbD,0.000443552,0.042653488,x,FALSE,FALSE,FALSE, 
1280,yrbE,0,0.020408034,x,FALSE,FALSE,FALSE, 
1281,yrbF,7.73E-05,0.026564693,x,FALSE,FALSE,FALSE, 
1282,yrbG,0.002378436,0.031717759,x,FALSE,FALSE,FALSE, 
1283,kdsD,0.000687526,0.029373679,x,FALSE,FALSE,FALSE, 
1284,kdsC,0.001636364,0.025142706,x,FALSE,FALSE,FALSE, 
1285,yrbK,0.000617548,0.01548129,x,FALSE,FALSE,FALSE, 
1286,yhbN,0.000221987,0.039260571,x,FALSE,FALSE,FALSE, 
1287,yhbG,8.18E-05,0.021192706,x,FALSE,FALSE,FALSE, 
1288,rpoN,0.000550529,0.049591755,x,FALSE,FALSE,FALSE, 
1289,yhbH,0,0.008631078,x,FALSE,FALSE,FALSE, 
1290,ptsN,0.002247674,0.02730296,x,FALSE,FALSE,FALSE, 
1291,yhbJ,0.000145349,0.029975159,x,FALSE,FALSE,FALSE, 
1292,npr,0.011804757,0.056069133,x,FALSE,FALSE,FALSE, 
1293,yrbL,0.003629493,0.045604863,x,FALSE,FALSE,FALSE, 
1294,mtgA,0.004908562,0.054799894,x,FALSE,FALSE,FALSE, 
1295,elbB,0.003222093,0.032875476,x,FALSE,FALSE,FALSE, 
1296,yhcC,0.003020296,0.064920085,x,FALSE,FALSE,FALSE, 
1297,yhcH,0.009223044,0.171076956,n,FALSE,FALSE,FALSE, 
1298,nanK,0.011135835,0.12097463,x,FALSE,FALSE,FALSE, 
1299,nanE,0.001730021,0.059005603,x,FALSE,FALSE,FALSE, 
1300,sspB,0.002888372,0.031177484,x,FALSE,FALSE,FALSE, 
1301,sspA,0,0.018142178,x,FALSE,FALSE,FALSE, 
1302,rpsI,0,0.007156448,x,FALSE,FALSE,FALSE, 
1303,rplM,0,0,n,FALSE,FALSE,FALSE, 
1304,yhcM,0.005891121,0.071842072,N,FALSE,FALSE,FALSE, 
1305,degQ,0.001986152,0.046004863,x,FALSE,FALSE,FALSE, 
1306,degS,0.001993023,0.123645243,x,FALSE,FALSE,FALSE, 
1307,mdh,0.001121036,0.040618816,x,FALSE,FALSE,FALSE, 
1308,argR,0.001494715,0.028961839,l,FALSE,FALSE,FALSE, 
1309,aaeB,0.001344715,0.047088689,l,FALSE,FALSE,FALSE, 
1310,aaeA,0.000702643,0.069682347,x,FALSE,FALSE,FALSE, 
1311,aaeX,0.001686152,0.020124101,x,FALSE,FALSE,FALSE, 
1312,aaeR,6.82E-05,0.085263002,x,FALSE,FALSE,FALSE, 
1313,tldD,0.000919767,0.057677696,x,FALSE,FALSE,FALSE, 
1314,rng,0,0.055336152,x,FALSE,FALSE,FALSE, 
1315,yhdE,0.005855285,0.024044186,n,FALSE,FALSE,FALSE, 
1316,mreD,0.000145455,0.023088055,N,FALSE,FALSE,FALSE, 
1317,yhdA,0.004534672,0.041487844,x,FALSE,FALSE,FALSE, 
1318,yhdH,0.004211416,0.037453594,x,FALSE,FALSE,FALSE, 
1319,accB,0.000375899,0.023025899,x,FALSE,FALSE,FALSE, 
1320,accC,0.001104334,0.051252643,x,FALSE,FALSE,FALSE, 
1321,panF,0.002225264,0.08872093,x,FALSE,FALSE,FALSE, 
1322,prmA,0.000539112,0.070252748,x,FALSE,FALSE,FALSE, 
1323,dusB,0,0.011697886,x,FALSE,FALSE,FALSE, 
1324,fis,0,0.009249789,x,FALSE,FALSE,FALSE, 
1325,yhdJ,0.006812474,0.079796512,l/n,TRUE,TRUE,TRUE,yhdJ
1326,yhdZ,0.004881924,0.107069767,N,FALSE,FALSE,TRUE,yhdWXYZ
1327,yrdA,0.003530444,0.035497674,l/N,FALSE,FALSE,FALSE, 
1328,yrdC,0.002545032,0.0381426,n,FALSE,FALSE,FALSE, 
1329,smg,0.005704757,0.092887949,l/n,FALSE,FALSE,FALSE, 
1330,fmt,0.006892495,0.075031078,l,FALSE,FALSE,FALSE, 
1331,rsmB,0.006424101,0.114253911,x,FALSE,FALSE,FALSE, 
1332,mscL,0.001841226,0.064398626,x,TRUE,TRUE,TRUE,mscL
1333,yhdN,0.008348732,0.097178224,n,FALSE,FALSE,FALSE, 
1334,rplQ,0.000318288,0.005141966,x,FALSE,FALSE,FALSE, 
1335,rpoA,0,0.001213531,x,FALSE,FALSE,FALSE, 
1336,rpsD,0.000245455,0.001074207,x,FALSE,FALSE,FALSE, 
1337,rpsK,0.000310782,0.010558034,x,FALSE,FALSE,FALSE, 
1338,rpsM,0,0,n,FALSE,FALSE,FALSE, 
1339,secY,0,0.01455814,n,FALSE,FALSE,FALSE, 
1340,rplO,0.000974207,0.009849894,x,FALSE,FALSE,FALSE, 
1341,rpsE,0.000362474,0.021716808,x,FALSE,FALSE,FALSE, 
1342,rplR,0,0,x,FALSE,FALSE,FALSE, 
1343,rplF,0,0.004980973,x,FALSE,FALSE,FALSE, 
1344,rpsH,0,0.000923467,x,FALSE,FALSE,FALSE, 
1345,rpsN,0.0002,0,x,FALSE,FALSE,FALSE, 
1346,rplE,0,0,x,FALSE,FALSE,FALSE, 
1347,rplX,0.001864693,0.008089429,x,FALSE,FALSE,FALSE, 
1348,rplN,0.00035,0.001003383,x,FALSE,FALSE,FALSE, 
1349,rpsQ,0,0,x,FALSE,FALSE,FALSE, 
1350,rplP,0,0.007200317,x,FALSE,FALSE,FALSE, 
1351,rplV,0.000181818,0,n,FALSE,FALSE,FALSE, 
1352,rplB,7.27E-05,0.005863002,n,FALSE,FALSE,FALSE, 
1353,rplD,0,0.003833615,x,FALSE,FALSE,FALSE, 
1354,rplC,0.000191015,0.008806977,n,FALSE,FALSE,FALSE, 
1355,rpsJ,0,0.005734989,l/N,FALSE,FALSE,FALSE, 
1356,yheL,0.007143129,0.04918351,N,FALSE,FALSE,FALSE, 
1357,yheO,0.000995983,0.038141755,x,FALSE,FALSE,FALSE, 
1358,slyD,0.000309091,0.047091226,x,FALSE,FALSE,FALSE, 
1359,yheT,0.005903383,0.081079281,x,FALSE,FALSE,FALSE, 
1360,prkB,0.001235201,0.047823679,x,FALSE,FALSE,FALSE, 
1361,yhfA,0.00045,0.056275264,x,FALSE,FALSE,FALSE, 
1362,crp,0.000286364,0.019842072,x,FALSE,FALSE,FALSE, 
1363,yhfK,0.00159556,0.064893658,x,FALSE,FALSE,FALSE, 
1364,argD,0.004812262,0.087059937,x,FALSE,FALSE,FALSE, 
1365,pabA,0.006923573,0.064378541,x,FALSE,FALSE,FALSE, 
1366,fic,0.011872727,0.113145137,x,FALSE,FALSE,FALSE, 
1367,ppiA,0.012520613,0.051613742,x,FALSE,FALSE,FALSE, 
1368,tsgA,0.001784884,0.074122199,x,FALSE,FALSE,FALSE, 
1369,nirB,0.000388689,0.06401797,h,FALSE,FALSE,FALSE, 
1370,nirD,0.002515856,0.105442178,H,FALSE,FALSE,FALSE, 
1371,nirC,0.001903911,0.079683087,h,FALSE,FALSE,FALSE, 
1372,cysG,0.001748626,0.113402326,x,TRUE,TRUE,TRUE,nirBDC-cysG
1373,trpS,0.001198414,0.069201797,x,FALSE,FALSE,FALSE, 
1374,gph,0.004800211,0.070940063,x,FALSE,FALSE,FALSE, 
1375,rpe,0.000181818,0.059698309,x,FALSE,FALSE,FALSE, 
1376,dam,0.000952114,0.022582452,x,FALSE,FALSE,FALSE, 
1377,aroK,0,0.010885201,N,FALSE,FALSE,FALSE, 
1378,hofQ,0.005573467,0.053830127,N,FALSE,FALSE,FALSE, 
1379,yrfC,0.01492981,0.091653066,n,FALSE,FALSE,FALSE, 
1380,mrcA,0.001203488,0.063646512,x,FALSE,FALSE,FALSE, 
1381,nudE,0.00257389,0.03932167,x,FALSE,FALSE,FALSE, 
1382,yrfF,0.002316913,0.057493658,x,FALSE,FALSE,FALSE, 
1383,yrfG,0.000750529,0.028111628,x,FALSE,FALSE,FALSE, 
1384,hslR,0.001381395,0.017697252,x,FALSE,FALSE,FALSE, 
1385,hslO,0.000529598,0.048076533,x,FALSE,FALSE,FALSE, 
1386,yhgE,0.023198943,0.075977484,x,FALSE,FALSE,FALSE, 
1387,pck,0.001229704,0.083258562,x,FALSE,FALSE,FALSE, 
1388,envZ,0.001620507,0.097677061,x,FALSE,FALSE,FALSE, 
1389,ompR,0.000250634,0.070343023,x,FALSE,FALSE,FALSE, 
1390,greB,0.001342495,0.04762611,x,FALSE,FALSE,FALSE, 
1391,yhgF,0.002705708,0.105257188,x,FALSE,FALSE,FALSE, 
1392,feoB,0.001232875,0.09084408,x,TRUE,TRUE,TRUE,feoABC
1393,bioH,0.00896945,0.091282135,n,FALSE,FALSE,FALSE, 
1394,gntX,0.007038161,0.085727801,x,FALSE,FALSE,FALSE, 
1395,gntY,0.000209091,0.126992178,x,FALSE,FALSE,FALSE, 
1396,gntT,0.000300846,0.047831818,x,FALSE,FALSE,FALSE, 
1397,malQ,0.004356765,0.084362896,x,FALSE,FALSE,FALSE, 
1398,malT,0.001409514,0.077172939,l,FALSE,FALSE,FALSE, 
1399,glpG,0.00165074,0.050929598,x,FALSE,FALSE,FALSE, 
1400,glgA,7.99E-05,0.023759937,x,FALSE,FALSE,FALSE, 
1401,glgC,0.000410148,0.025135095,x,FALSE,FALSE,FALSE, 
1402,glgB,0.001508245,0.055660782,x,FALSE,FALSE,FALSE, 
1403,asd,0.000941226,0.026220507,x,FALSE,FALSE,FALSE, 
1404,yhgN,0.001247252,0.052531607,x,FALSE,FALSE,FALSE, 
1405,gntU,0.000868076,0.0999426,x,FALSE,FALSE,FALSE, 
1406,gntK,0.001709619,0.078880021,x,FALSE,FALSE,FALSE, 
1407,gntR,0.002011205,0.098210148,x,FALSE,FALSE,FALSE, 
1408,yhhW,0.003660042,0.108282875,x,FALSE,FALSE,FALSE, 
1409,yhhX,0.005210677,0.102407717,n,FALSE,FALSE,TRUE,yhhY
1410,ggt,0.00551723,0.161095666,l/n,TRUE,FALSE,FALSE, 
