block,start,end,rev_comp,inversion,strain,gene_name,gbk_start,gbk_midpoint,gbk_strand,gbk_end,norm_exp,block_length,log_exp
Block482,3370567,3380027,1,1.0,ATCC,DR76_RS16450,3371333,3372076,0,3372820,19.458285553807894,9460,3.018387961988429
Block482,3370567,3380027,1,1.0,ATCC,DR76_RS16455,3372830,3373203,0,3373576,9.2412163619597,9460,2.3264203979045677
Block482,3370567,3380027,1,1.0,ATCC,DR76_RS16460,3373551,3374186,0,3374822,16.4959643639963,9460,2.8619702465637675
Block482,3370567,3380027,1,1.0,ATCC,DR76_RS16465,3374819,3375429,0,3376039,13.2131364865366,9460,2.654166641647276
Block482,3370567,3380027,1,1.0,ATCC,DR76_RS16470,3376052,3376260,0,3376468,4.9426708536272095,9460,1.7821586709751633
Block482,3370567,3380027,1,1.0,ATCC,DR76_RS16475,3376617,3377119,0,3377621,89.34726938285931,9460,4.50366079392363
Block482,3370567,3380027,1,1.0,ATCC,DR76_RS16480,3377684,3377802,1,3377920,7649.28596429505,9460,8.942498307075532
Block482,3370567,3380027,1,1.0,ATCC,DR76_RS16485,3378231,3378937,1,3379643,313.027755724804,9460,5.749481376029769
Block481,3380053,3380720,1,1.0,ATCC,DR76_RS16490,3380201,3380305,0,3380410,21.8377281382321,667,3.128413911286724
Block480,3380731,3388681,1,1.0,ATCC,DR76_RS16495,3380866,3381179,0,3381492,387.52583628492204,7950,5.96235967026039
Block480,3380731,3388681,1,1.0,ATCC,DR76_RS16500,3381513,3382564,0,3383615,1158.32696319656,7950,7.055594911575957
Block480,3380731,3388681,1,1.0,ATCC,DR76_RS16505,3383619,3383942,0,3384266,257.526594841278,7950,5.554998570054149
Block480,3380731,3388681,1,1.0,ATCC,DR76_RS16510,3384330,3384664,0,3384998,149.785499021922,7950,5.015858290618072
Block480,3380731,3388681,1,1.0,ATCC,DR76_RS16515,3384995,3385387,0,3385780,171.98692110656398,7950,5.153215991099821
Block480,3380731,3388681,1,1.0,ATCC,DR76_RS16520,3385784,3386190,0,3386596,145.50823020862302,7950,4.987081605777598
Block480,3380731,3388681,1,1.0,ATCC,DR76_RS16525,3386602,3387407,1,3388212,27.745581179456806,7950,3.3584840573247448
Block480,3380731,3388681,1,1.0,ATCC,DR76_RS16530,3388338,3388490,1,3388643,49.9778096377728,7950,3.931390432896907
Block479,3388722,3399267,1,1.0,ATCC,DR76_RS16535,3388752,3388790,1,3388828,4.380688622056581,10545,1.682816362647611
Block479,3388722,3399267,1,1.0,ATCC,DR76_RS16540,3388833,3388871,1,3388909,0.5949031044655141,10545,0.46681298484007727
Block479,3388722,3399267,1,1.0,ATCC,DR76_RS16545,3389217,3389845,0,3390473,124.336588255186,10545,4.831002824505732
Block479,3388722,3399267,1,1.0,ATCC,DR76_RS16550,3390514,3391200,1,3391887,119.30061808043699,10545,4.789993760793179
Block479,3388722,3399267,1,1.0,ATCC,DR76_RS16555,3392102,3392422,0,3392743,234.01956825921695,10545,5.45966877986563
Block479,3388722,3399267,1,1.0,ATCC,DR76_RS16560,3392783,3393357,1,3393931,211.513096498388,10545,5.359003617046035
Block479,3388722,3399267,1,1.0,ATCC,DR76_RS16565,3394222,3394827,1,3395433,22.7934691719447,10545,3.169411138481476
Block479,3388722,3399267,1,1.0,ATCC,DR76_RS16570,3395546,3396012,0,3396478,58.8284006974385,10545,4.091480476264765
Block479,3388722,3399267,1,1.0,ATCC,DR76_RS16575,3396475,3396987,1,3397500,117.87937069582199,10545,4.7781092873469415
Block479,3388722,3399267,1,1.0,ATCC,DR76_RS16580,3397799,3397843,0,3397888,6.56195057056734,10545,2.0231291688918818
Block479,3388722,3399267,1,1.0,ATCC,DR76_RS16585,3398054,3398638,0,3399223,31.6656335338207,10545,3.4863235629866405
Block478,3399350,3400725,1,1.0,ATCC,DR76_RS16590,3399369,3399659,1,3399950,2057.38127955436,1375,7.629675166267394
Block476,3401097,3401720,1,1.0,ATCC,DR76_RS16600,3401240,3401413,0,3401587,246.4411446956,623,5.511172754520333
Block475,3401764,3421856,1,1.0,ATCC,DR76_RS16610,3401959,3402282,1,3402606,58.9787990687077,20092,4.093991150924813
Block475,3401764,3421856,1,1.0,ATCC,DR76_RS16615,3402709,3402912,1,3403116,175.00149760387902,20092,5.170492504114899
Block475,3401764,3421856,1,1.0,ATCC,DR76_RS16620,3403197,3403745,1,3404294,291.425939399757,20092,5.678211435978416
Block475,3401764,3421856,1,1.0,ATCC,DR76_RS16625,3404331,3404630,1,3404930,46.99719694918721,20092,3.871142612310793
Block475,3401764,3421856,1,1.0,ATCC,DR76_RS16630,3405033,3405152,0,3405272,5.1818811893827,20092,1.8216226247259366
Block475,3401764,3421856,1,1.0,ATCC,DR76_RS16635,3405321,3405769,0,3406217,86.3558138131871,20092,4.469989592043359
Block475,3401764,3421856,1,1.0,ATCC,DR76_RS16640,3406298,3406558,0,3406819,23.696493268255,20092,3.2066612606096774
Block475,3401764,3421856,1,1.0,ATCC,DR76_RS16645,3406820,3407826,1,3408832,21.3064015713893,20092,3.104873703252101
Block475,3401764,3421856,1,1.0,ATCC,DR76_RS16650,3408832,3409260,1,3409689,13.609985728827601,20092,2.6817052489536164
Block475,3401764,3421856,1,1.0,ATCC,DR76_RS16655,3409692,3409810,1,3409928,10.1313691973604,20092,2.409767176352046
Block475,3401764,3421856,1,1.0,ATCC,DR76_RS16660,3410129,3410346,0,3410563,731.0118646614391,20092,6.595796722383833
Block475,3401764,3421856,1,1.0,ATCC,DR76_RS16665,3410610,3410843,1,3411077,524.013257181266,20092,6.263423514046643
Block475,3401764,3421856,1,1.0,ATCC,DR76_RS16670,3411351,3411905,0,3412460,190.723006987788,20092,5.2560516584360535
Block475,3401764,3421856,1,1.0,ATCC,DR76_RS16675,3412558,3412722,0,3412887,135.973677748601,20092,4.919788774146283
Block475,3401764,3421856,1,1.0,ATCC,DR76_RS16680,3412946,3413274,0,3413602,159.920728923296,20092,5.080911876796011
Block475,3401764,3421856,1,1.0,ATCC,DR76_RS16685,3413731,3414368,0,3415005,544.073341897215,20092,6.300920357897674
Block475,3401764,3421856,1,1.0,ATCC,DR76_RS16690,3415064,3415495,0,3415927,118.23781423780599,20092,4.781119937861971
Block475,3401764,3421856,1,1.0,ATCC,DR76_RS16695,3415971,3416273,1,3416576,397.574163043968,20092,5.987893586420355
Block475,3401764,3421856,1,1.0,ATCC,DR76_RS16700,3416682,3417433,1,3418184,152.317485628117,20092,5.032510840874339
Block475,3401764,3421856,1,1.0,ATCC,DR76_RS16705,3418467,3418567,1,3418667,3.33687714179972,20092,1.4671545365293943
Block475,3401764,3421856,1,1.0,ATCC,DR76_RS16710,3418795,3419112,1,3419430,21.9276834717265,20092,3.1323450656750342
Block475,3401764,3421856,1,1.0,ATCC,DR76_RS16715,3419430,3419777,1,3420125,19.5895026047728,20092,3.0247813636217713
Block475,3401764,3421856,1,1.0,ATCC,DR76_RS16720,3420129,3420439,1,3420749,21.368389829238602,20092,3.107648793887669
Block475,3401764,3421856,1,1.0,ATCC,DR76_RS16725,3420753,3421282,1,3421811,26.899591543746,20092,3.32861204871105
Block471,3422271,3426087,1,1.0,ATCC,DR76_RS16735,3423937,3424226,1,3424515,24.846879586966896,3816,3.2521898813651005
Block471,3422271,3426087,1,1.0,ATCC,DR76_RS16740,3424515,3424805,1,3425096,20.5409667696292,3816,3.0699565532479416
Block471,3422271,3426087,1,1.0,ATCC,DR76_RS16745,3425173,3425393,1,3425613,45.9563491353405,3816,3.8492184283609077
Block471,3422271,3426087,1,1.0,ATCC,DR76_RS16750,3425699,3425806,1,3425914,15.746407549254801,3816,2.818183760596739
Block469,3427625,3433581,1,1.0,ATCC,DR76_RS16765,3427631,3428131,1,3428632,172.464547697373,5956,5.1559732424692655
Block469,3427625,3433581,1,1.0,ATCC,DR76_RS16770,3428736,3429322,1,3429908,90.8339111971412,5956,4.519981632432915
Block469,3427625,3433581,1,1.0,ATCC,DR76_RS16775,3429918,3430714,1,3431510,47.366586210788896,5956,3.878809207763493
Block469,3427625,3433581,1,1.0,ATCC,DR76_RS16780,3431685,3432199,0,3432713,148.797416015892,5956,5.00928382137421
Block468,3433671,3439319,1,1.0,ATCC,DR76_RS16790,3433821,3434116,0,3434411,215.005304278857,5648,5.375302964229211
Block468,3433671,3439319,1,1.0,ATCC,DR76_RS16795,3434801,3435706,0,3436612,11.0368283352756,5648,2.4879709778749173
Block468,3433671,3439319,1,1.0,ATCC,DR76_RS16800,3436609,3437295,0,3437982,3.6824924825723695,5648,1.5438305499044642
Block468,3433671,3439319,1,1.0,ATCC,DR76_RS16805,3438021,3438653,0,3439286,3.06758282582049,5648,1.4030489227360632
Block467,3439421,3459628,1,1.0,ATCC,DR76_RS16815,3440940,3441527,1,3442115,289.06533846876204,20207,5.670106202667842
Block467,3439421,3459628,1,1.0,ATCC,DR76_RS16820,3442314,3443137,0,3443960,782.196214878424,20207,6.663383258311905
Block467,3439421,3459628,1,1.0,ATCC,DR76_RS16825,3444103,3444804,0,3445506,111.41413042890899,20207,4.722189645117741
Block467,3439421,3459628,1,1.0,ATCC,DR76_RS16830,3445503,3445967,1,3446432,14.5222620210933,20207,2.742275252916536
Block467,3439421,3459628,1,1.0,ATCC,DR76_RS16835,3446508,3447158,1,3447809,50.9151515234642,20207,3.949610684434856
Block467,3439421,3459628,1,1.0,ATCC,DR76_RS16840,3447813,3448172,1,3448532,38.9111293399019,20207,3.6866552158264567
Block467,3439421,3459628,1,1.0,ATCC,DR76_RS16845,3448661,3448828,0,3448996,8.70902150343603,20207,2.273055505179667
Block467,3439421,3459628,1,1.0,ATCC,DR76_RS16850,3448993,3449354,1,3449715,21.9610277255371,20207,3.1337983320148015
Block467,3439421,3459628,1,1.0,ATCC,DR76_RS16855,3449752,3450443,1,3451134,34.6397256752325,20207,3.5734609054695206
Block467,3439421,3459628,1,1.0,ATCC,DR76_RS16860,3451320,3451792,1,3452264,588.1345031169909,20207,6.378654516014691
Block467,3439421,3459628,1,1.0,ATCC,DR76_RS16865,3452788,3453554,0,3454320,267.724360749798,20207,5.593686173029608
Block467,3439421,3459628,1,1.0,ATCC,DR76_RS16870,3454331,3455025,0,3455719,240.86270846574504,20207,5.488370244780101
Block467,3439421,3459628,1,1.0,ATCC,DR76_RS16875,3455744,3456261,1,3456778,74.7039729826279,20207,4.326830642324169
Block467,3439421,3459628,1,1.0,ATCC,DR76_RS16880,3457190,3457372,0,3457555,293.44730444963903,20207,5.6851000548220645
Block467,3439421,3459628,1,1.0,ATCC,DR76_RS16885,3457542,3457706,0,3457871,115.732979096705,20207,4.759889096599126
Block467,3439421,3459628,1,1.0,ATCC,DR76_RS16890,3457910,3458320,1,3458731,77.640444001373,20207,4.364886121822121
Block467,3439421,3459628,1,1.0,ATCC,DR76_RS16895,3458831,3458872,1,3458914,1.90076836543536,20207,1.0649756554968224
Block467,3439421,3459628,1,1.0,ATCC,DR76_RS16900,3459007,3459174,1,3459342,9.319950898508539,20207,2.3340790021456383
Block465,3459743,3465508,1,1.0,ATCC,DR76_RS16910,3461087,3461533,0,3461980,18.5042595736076,5765,2.9706328813874143
Block465,3459743,3465508,1,1.0,ATCC,DR76_RS16915,3462115,3462725,0,3463335,95.6818212236126,5765,4.571425393303828
Block465,3459743,3465508,1,1.0,ATCC,DR76_RS16920,3463460,3463807,0,3464155,199.385731667821,5765,5.300244167413552
Block465,3459743,3465508,1,1.0,ATCC,DR76_RS16925,3464108,3464754,1,3465400,21.734456633062802,5765,3.1238816869721338
Block464,3465524,3478822,1,1.0,ATCC,DR76_RS16930,3465559,3465866,1,3466173,110.77432020145399,13298,4.716481840253676
Block464,3465524,3478822,1,1.0,ATCC,DR76_RS16935,3466216,3466643,1,3467070,347.556500513629,13298,5.8538003419195315
Block464,3465524,3478822,1,1.0,ATCC,DR76_RS16940,3467072,3467380,1,3467689,188.096032347524,13298,5.2422549936755125
Block464,3465524,3478822,1,1.0,ATCC,DR76_RS16945,3467700,3468911,1,3470123,885.243858089211,13298,6.786992147598584
Block464,3465524,3478822,1,1.0,ATCC,DR76_RS16950,3470184,3471397,1,3472610,581.212803018067,13298,6.366836021825599
Block464,3465524,3478822,1,1.0,ATCC,DR76_RS16955,3472809,3472961,1,3473114,57.118467188760796,13298,4.0624834651395885
Block464,3465524,3478822,1,1.0,ATCC,DR76_RS16960,3473222,3473577,0,3473932,26.5824934332732,13298,3.317181275576458
Block464,3465524,3478822,1,1.0,ATCC,DR76_RS16965,3473935,3474215,1,3474495,165.77586743247602,13298,5.11665079979612
Block464,3465524,3478822,1,1.0,ATCC,DR76_RS16970,3474530,3474700,1,3474871,183.650609505061,13298,5.218465442159959
Block464,3465524,3478822,1,1.0,ATCC,DR76_RS16975,3475006,3475169,0,3475332,6.82868307120276,13298,2.057794305717031
Block464,3465524,3478822,1,1.0,ATCC,DR76_RS16980,3475538,3476145,0,3476752,39.2885843687518,13298,3.696068162541091
Block464,3465524,3478822,1,1.0,ATCC,DR76_RS16985,3476764,3477273,0,3477783,16.2856515797574,13298,2.8498767689175075
Block456,3489394,3490501,1,1.0,ATCC,DR76_RS17065,3489599,3489724,0,3489850,2.93124214416798,1107,1.3689554431607645
Block454,3490550,3492059,1,1.0,ATCC,DR76_RS17080,3491260,3491636,0,3492012,7.1172639513758496,1509,2.0939931455915697
Block452,3492468,3493533,1,1.0,ATCC,DR76_RS17090,3492688,3492795,0,3492903,1176.97953093254,1065,7.071555987942179
Block451,3493614,3496021,1,1.0,ATCC,DR76_RS17095,3493658,3493765,0,3493873,0.747566683901807,2407,0.5582243539982311
Block451,3493614,3496021,1,1.0,ATCC,DR76_RS17100,3493878,3494033,0,3494189,0.972020871797479,2407,0.6790588402002334
Block451,3493614,3496021,1,1.0,ATCC,DR76_RS17105,3494186,3494452,0,3494719,1.56025512550087,2407,0.9401069119246801
Block451,3493614,3496021,1,1.0,ATCC,DR76_RS17110,3494716,3494964,0,3495213,5.73266415385716,2407,1.906970927709702
Block451,3493614,3496021,1,1.0,ATCC,DR76_RS17115,3495576,3495682,0,3495788,986.214161799597,2407,6.8948869984692145
Block450,3496076,3497130,1,1.0,ATCC,DR76_RS17120,3496135,3496212,0,3496290,63.8341194638832,1054,4.171831999723818
Block450,3496076,3497130,1,1.0,ATCC,DR76_RS17125,3496462,3496548,0,3496635,68.4893504009878,1054,4.241173509189116
Block383,3521244,3522419,0,0.0,ATCC,DR76_RS17265,3521432,3521727,1,3522022,152.683131456383,1175,5.034892894725784
Block442,3526190,3530330,1,1.0,ATCC,DR76_RS17285,3526227,3526328,1,3526430,27.1478842420191,4140,3.337472191619617
Block442,3526190,3530330,1,1.0,ATCC,DR76_RS17290,3526607,3526950,1,3527293,153.668848821072,4140,5.041286372215549
Block442,3526190,3530330,1,1.0,ATCC,DR76_RS17295,3527382,3527755,1,3528128,331.749525558218,4140,5.807390031453672
Block442,3526190,3530330,1,1.0,ATCC,DR76_RS17300,3528265,3529287,0,3530310,148.54518371028098,4140,5.00759857934359
Block439,3531843,3534419,1,1.0,ATCC,DR76_RS17320,3531927,3531974,1,3532022,19.988193674315106,2576,3.043960073641385
Block439,3531843,3534419,1,1.0,ATCC,DR76_RS17325,3532149,3532742,1,3533336,19.9287457019601,2576,3.0411236064232527
Block438,3540705,3541357,1,1.0,ATCC,DR76_RS17365,3540708,3540817,1,3540926,4.09337788463067,652,1.6279412420144717
Block438,3540705,3541357,1,1.0,ATCC,DR76_RS17370,3540958,3541149,1,3541341,22.308209816233802,652,3.148805651138106
Block437,3541359,3543977,1,1.0,ATCC,DR76_RS17375,3541362,3541579,1,3541796,11.843716217793501,2618,2.552854681448261
Block437,3541359,3543977,1,1.0,ATCC,DR76_RS17380,3542008,3542340,0,3542673,22.4445504978863,2618,3.15463807973614
Block437,3541359,3543977,1,1.0,ATCC,DR76_RS17385,3542698,3543293,1,3543888,31.2185669852806,2618,3.4725429008218365
Block436,3544093,3546089,1,1.0,ATCC,DR76_RS17390,3544227,3544667,1,3545108,23.7153564515332,1996,3.207424769132492
Block435,3546091,3547858,1,1.0,ATCC,DR76_RS17400,3546662,3547125,0,3547588,141.894971329882,1767,4.9621098941828485
Block434,3548518,3551168,1,1.0,ATCC,DR76_RS17410,3548557,3549030,0,3549504,52.589645403602,2650,3.9813558666459423
Block433,3551185,3553151,1,1.0,ATCC,DR76_RS17420,3551229,3551329,1,3551429,0.0256803376286437,1966,0.025356136437672865
Block433,3551185,3553151,1,1.0,ATCC,DR76_RS17425,3551379,3551836,0,3552293,12.0545576268376,1966,2.5691373162332405
Block433,3551185,3553151,1,1.0,ATCC,DR76_RS17430,3552297,3552676,1,3553055,8.88054826615045,1966,2.2905680027454722
Block432,3553294,3554897,1,1.0,ATCC,DR76_RS17435,3553363,3553496,0,3553629,4.83385233685463,1603,1.7636775603358044
Block427,3563385,3564506,1,1.0,ATCC,DR76_RS17490,3563407,3563864,0,3564321,1.64722526273579,1121,0.9735120207709466
Block426,3564546,3567378,1,1.0,ATCC,DR76_RS17495,3564660,3565799,0,3566939,15.9112654612071,2832,2.8279799951907383
Block425,3567389,3578814,1,1.0,ATCC,DR76_RS17505,3567460,3567840,0,3568221,0.7261416852798721,11425,0.5458886780985494
Block425,3567389,3578814,1,1.0,ATCC,DR76_RS17510,3568623,3569464,0,3570305,650.694202254618,11425,6.479575436957835
Block425,3567389,3578814,1,1.0,ATCC,DR76_RS17515,3570357,3570935,0,3571514,18.3632186421832,11425,2.9633753202089532
Block425,3567389,3578814,1,1.0,ATCC,DR76_RS17520,3571805,3572647,0,3573490,2.15274471821097,11425,1.1482734125565812
Block425,3567389,3578814,1,1.0,ATCC,DR76_RS17525,3573528,3574714,0,3575900,7.09740570267787,11425,2.091543726756624
Block425,3567389,3578814,1,1.0,ATCC,DR76_RS17530,3575945,3577342,0,3578740,11.7557510151387,11425,2.5459822299183266
Block423,3580151,3583683,1,1.0,ATCC,DR76_RS17545,3580658,3581425,0,3582193,20.882707092611998,3532,3.085696694425761
Block423,3580151,3583683,1,1.0,ATCC,DR76_RS17550,3582324,3582983,0,3583643,48.263726033978,3532,3.8971880299856565
Block419,3584038,3586677,1,1.0,ATCC,DR76_RS17560,3584210,3585409,0,3586609,69.3174743241981,2639,4.253020335840514
Block418,3586794,3591062,1,1.0,ATCC,DR76_RS17565,3586798,3587013,1,3587229,178.39295744553903,4268,5.189578692697737
Block418,3586794,3591062,1,1.0,ATCC,DR76_RS17570,3587574,3587681,0,3587789,60.1900302762607,4268,4.113984272265317
Block418,3586794,3591062,1,1.0,ATCC,DR76_RS17575,3587891,3587959,0,3588028,245.216748025318,4268,5.506212237534644
Block418,3586794,3591062,1,1.0,ATCC,DR76_RS17580,3588185,3589033,0,3589882,757.463930313733,4268,6.631295243687832
Block418,3586794,3591062,1,1.0,ATCC,DR76_RS17585,3590016,3590521,0,3591026,50.1328221394162,4268,3.934426602941596
Block416,3591792,3595344,1,1.0,ATCC,DR76_RS17600,3592003,3592329,1,3592656,19.9115545124954,3552,3.0403018536947117
Block416,3591792,3595344,1,1.0,ATCC,DR76_RS17605,3592649,3593091,1,3593533,18.403358520494894,3552,2.9654461706989506
Block413,3596766,3597783,1,1.0,ATCC,DR76_RS17620,3596826,3597266,0,3597707,11.0539979948909,1017,2.489396388716961
Block412,3597793,3599382,1,1.0,ATCC,DR76_RS17625,3597980,3598674,0,3599368,5.839069158874331,1589,1.922651634489793
Block411,3599411,3606087,1,1.0,ATCC,DR76_RS17630,3599463,3601333,0,3603203,24.371274278277607,6676,3.233617600110071
Block411,3599411,3606087,1,1.0,ATCC,DR76_RS17635,3603200,3603972,0,3604744,9.80347367085767,6676,2.3798677186068677
Block411,3599411,3606087,1,1.0,ATCC,DR76_RS17640,3604744,3605091,0,3605439,3.29303207913601,6676,1.456993261643112
Block408,3607163,3608163,1,1.0,ATCC,DR76_RS17655,3607185,3607607,1,3608030,57.27779961895929,1000,4.065221225277248
Block404,3621743,3627171,1,1.0,ATCC,DR76_RS17745,3622180,3622929,0,3623679,17.924832605094398,5428,2.940474954111046
Block404,3621743,3627171,1,1.0,ATCC,DR76_RS17750,3623792,3624322,1,3624853,32.914760941367696,5428,3.5238503456150605
Block402,3627484,3636836,1,1.0,ATCC,DR76_RS17765,3627678,3627937,0,3628196,35.8650982864423,9352,3.6072652575561204
Block402,3627484,3636836,1,1.0,ATCC,DR76_RS17770,3628193,3628417,0,3628642,12.1498901384975,9352,2.5764134041019924
Block402,3627484,3636836,1,1.0,ATCC,DR76_RS17775,3628643,3628759,1,3628876,80.7102489756616,9352,4.403179440456735
Block402,3627484,3636836,1,1.0,ATCC,DR76_RS17780,3628962,3629072,1,3629183,9.63819237798964,9352,2.364450580193991
Block402,3627484,3636836,1,1.0,ATCC,DR76_RS17790,3629522,3630233,1,3630945,8.792583063495691,9352,2.2816252688803824
Block402,3627484,3636836,1,1.0,ATCC,DR76_RS17795,3630967,3631364,1,3631761,1.42376614025996,9352,0.8853225867624375
Block402,3627484,3636836,1,1.0,ATCC,DR76_RS17800,3631751,3632221,1,3632692,3.23457917220087,9352,1.4432839541467244
Block402,3627484,3636836,1,1.0,ATCC,DR76_RS17805,3632693,3633199,1,3633706,1.54308546588564,9352,0.9333780941668763
Block402,3627484,3636836,1,1.0,ATCC,DR76_RS17810,3633724,3634296,1,3634869,4.97218314934684,9352,1.7871125472152032
Block402,3627484,3636836,1,1.0,ATCC,DR76_RS17815,3635114,3635817,1,3636520,35.1511939933773,9352,3.5877099769217753
Block402,3627484,3636836,1,1.0,ATCC,DR76_RS17820,3636599,3636700,1,3636802,1.4128419504911298,9352,0.8808052853228977
Block401,3636856,3641154,1,1.0,ATCC,DR76_RS17825,3637014,3637129,0,3637244,3.96554788099157,4298,1.6025236400479583
Block401,3636856,3641154,1,1.0,ATCC,DR76_RS17830,3637336,3638316,1,3639297,62.53545167848071,4298,4.151598044259751
Block401,3636856,3641154,1,1.0,ATCC,DR76_RS17835,3639370,3639638,1,3639906,13.5360566859402,4298,2.6766322307794557
Block400,3641169,3642028,1,1.0,ATCC,DR76_RS17845,3641205,3641539,1,3641873,57.508582990741395,859,4.06917346126626
Block399,3642056,3650655,1,1.0,ATCC,DR76_RS17850,3642176,3642472,1,3642769,63.5756201585761,8599,4.167836942630347
Block399,3642056,3650655,1,1.0,ATCC,DR76_RS17855,3642766,3643262,1,3643758,32.9506239508232,8599,3.5249072323578603
Block399,3642056,3650655,1,1.0,ATCC,DR76_RS17860,3643882,3644372,0,3644862,13.1790937744829,8599,2.651768610351077
Block399,3642056,3650655,1,1.0,ATCC,DR76_RS17865,3644854,3645123,1,3645393,204.62200178842,8599,5.326039540445163
Block399,3642056,3650655,1,1.0,ATCC,DR76_RS17870,3645456,3645568,1,3645680,2219.11780188415,8599,7.705315537370265
Block399,3642056,3650655,1,1.0,ATCC,DR76_RS17875,3645696,3645797,0,3645899,1.12368938581393,8599,0.7531548524849536
Block399,3642056,3650655,1,1.0,ATCC,DR76_RS17880,3645820,3646647,1,3647475,381.690457996624,8599,5.9472264587438195
Block399,3642056,3650655,1,1.0,ATCC,DR76_RS17885,3647700,3648371,1,3649043,20.9697202895458,8599,3.0896651548428196
Block399,3642056,3650655,1,1.0,ATCC,DR76_RS17890,3649260,3649721,0,3650183,65.4118193263266,8599,4.195875042544438
Block397,3650692,3652714,1,1.0,ATCC,DR76_RS17905,3650848,3650934,1,3651021,18.3839451825621,2022,2.964445155536748
Block397,3650692,3652714,1,1.0,ATCC,DR76_RS17910,3651266,3651531,1,3651796,83.3307652529421,2022,4.434746748049612
Block396,3652728,3655641,1,1.0,ATCC,DR76_RS17920,3653028,3653747,1,3654467,94.91154027384992,2913,4.563426311186028
Block396,3652728,3655641,1,1.0,ATCC,DR76_RS17925,3654664,3655064,1,3655464,104.37651236546199,2913,4.65753976844168
Block395,3655666,3665079,1,1.0,ATCC,DR76_RS17930,3655737,3657688,1,3659639,417.01309744403295,9413,6.035512765632034
Block395,3655666,3665079,1,1.0,ATCC,DR76_RS17935,3659840,3660142,0,3660445,92.5512526691651,9413,4.538509443001
Block395,3655666,3665079,1,1.0,ATCC,DR76_RS17940,3660499,3661145,1,3661791,11.8840043996935,9413,2.555986572953953
Block395,3655666,3665079,1,1.0,ATCC,DR76_RS17945,3661805,3662683,1,3663562,19.7779239497751,9413,3.0338910745095355
Block395,3655666,3665079,1,1.0,ATCC,DR76_RS17950,3663578,3664026,1,3664474,2.45140302632144,9413,1.2387808226697588
Block393,3665342,3666285,1,1.0,ATCC,DR76_RS17960,3665378,3665808,1,3666238,83.5948928785348,943,4.4378738969239455
Block386,3674888,3686019,1,1.0,ATCC,DR76_RS17970,3674928,3675091,1,3675254,11.089628986717901,11131,2.4923479765394414
Block386,3674888,3686019,1,1.0,ATCC,DR76_RS17975,3675262,3675354,1,3675447,9.24348157012672,11131,2.326641558908139
Block386,3674888,3686019,1,1.0,ATCC,DR76_RS17980,3675444,3676763,1,3678083,163.616475393353,11131,5.10361837675371
Block386,3674888,3686019,1,1.0,ATCC,DR76_RS17985,3678291,3678785,0,3679280,31.141884763762107,11131,3.4701600008974443
Block386,3674888,3686019,1,1.0,ATCC,DR76_RS17990,3679391,3679602,0,3679813,145.82127155945,11131,4.989216007314319
Block386,3674888,3686019,1,1.0,ATCC,DR76_RS17995,3679810,3679943,1,3680076,41.00853312117621,11131,3.7378727671990446
Block386,3674888,3686019,1,1.0,ATCC,DR76_RS18000,3680350,3682112,0,3683874,247.62866897723,11131,5.515960494138072
Block386,3674888,3686019,1,1.0,ATCC,DR76_RS18005,3684240,3684806,0,3685373,6.87521672294922,11131,2.063720704707522
Block386,3674888,3686019,1,1.0,ATCC,DR76_RS18010,3685514,3685731,0,3685948,1507.70853336622,11131,7.319009287935435
Block353,3688003,3694244,1,1.0,ATCC,DR76_RS18030,3688274,3688741,0,3689209,62.636754582659705,6241,4.153191205667959
Block353,3688003,3694244,1,1.0,ATCC,DR76_RS18035,3689338,3690024,1,3690711,64.9699816523637,6241,4.189199815113833
Block353,3688003,3694244,1,1.0,ATCC,DR76_RS18040,3690741,3690827,1,3690914,1.2886956013546202,6241,0.8279820488834335
Block353,3688003,3694244,1,1.0,ATCC,DR76_RS18045,3691189,3691680,1,3692172,64.7350266556149,6241,4.185631913649587
Block353,3688003,3694244,1,1.0,ATCC,DR76_RS18050,3692427,3693043,0,3693659,12.2099097953566,6241,2.5809672899989287
Block353,3688003,3694244,1,1.0,ATCC,DR76_RS18055,3693680,3693961,1,3694243,38.957261140582105,6241,3.687810411405905
Block351,3696450,3699481,1,1.0,ATCC,DR76_RS18085,3696551,3696808,0,3697066,47.3846456919345,3031,3.8791825256220918
Block351,3696450,3699481,1,1.0,ATCC,DR76_RS18090,3697261,3697637,0,3698013,702.6599897471332,3031,6.55629527038171
Block351,3696450,3699481,1,1.0,ATCC,DR76_RS18095,3698165,3698640,0,3699115,2403.29970909176,3031,7.785013958887543
Block351,3696450,3699481,1,1.0,ATCC,DR76_RS18100,3699165,3699293,1,3699422,150.694713619961,3031,5.021870038153103
Block350,3699544,3704863,1,1.0,ATCC,DR76_RS18105,3699666,3700181,0,3700697,50.0660714476044,5319,3.9331203128446903
Block350,3699544,3704863,1,1.0,ATCC,DR76_RS18110,3700748,3701554,1,3702361,120.40296618167,5319,4.799115311454344
Block350,3699544,3704863,1,1.0,ATCC,DR76_RS18120,3702698,3703147,1,3703597,30.315648132859806,5319,3.444117912964527
Block350,3699544,3704863,1,1.0,ATCC,DR76_RS18125,3703735,3704195,0,3704655,40.59720280835271,5319,3.7280329248226662
Block349,3705534,3713224,1,1.0,ATCC,DR76_RS18140,3706358,3706840,1,3707323,69.5868308243679,7690,4.256843594867147
