ATCC_names,BW_names,DH_names,MG_names,ATCC_GSE94978_1,ATCC_GSE94978_2,BW25113_GSE73673_6,BW25113_GSE73673_7,BW25113_GSE73673_8,BW25113_GSE85914,K12DH_GSE98890_1,K12DH_GSE98890_2,K12MG_GSE114917_LP1,K12MG_GSE114917_LP2,K12MG_GSE114917_LP3,K12MG_GSE114917_LP4,K12MG_GSE40313_1,K12MG_GSE40313_2,K12MG_GSE54199_DNA,K12MG_GSE54199_RNA,K12MG_GSE60522_1,K12MG_GSE60522_2,K12MG_GSE60522_3
DR76_RS10365,BW25113_RS13585,ECDH10B_RS14100,b2602,284.0,194.0,1186.0,358.0,566.0,193.0,0.0,14.0,29.0,24.0,7.0,19.0,18.0,27.0,50051.5,12740.5,8.0,7.0,7.0
DR76_RS10360,BW25113_RS13590,ECDH10B_RS14105,b2603,2812.0,1758.0,1914.0,553.0,857.0,119.0,53.0,178.0,108.0,69.0,74.0,82.0,51.0,76.0,70462.0,152395.5,135.0,131.0,172.0
DR76_RS10355,BW25113_RS13595,ECDH10B_RS14110,b2604,2747.0,1571.0,4188.0,1277.0,2151.0,57.0,47.0,92.0,129.0,95.0,85.0,120.0,57.0,79.0,157884.5,123633.0,34.0,42.0,37.0
DR76_RS10345,BW25113_RS13605,ECDH10B_RS14120,b2606,9521.0,11484.0,5.0,2.0,3.0,7.0,3100.0,7092.0,2618.0,2521.0,2053.0,3529.0,386.0,701.0,50038.5,1058947.5,6298.0,6338.0,4946.0
DR76_RS10340,BW25113_RS13610,ECDH10B_RS14125,b2607,19768.0,21718.0,7.0,5.0,7.0,212.0,6049.0,8020.0,6436.0,5981.0,4589.0,10123.0,1077.0,1888.0,80511.5,3351304.0,20097.0,19555.0,16168.0
DR76_RS10335,BW25113_RS13615,ECDH10B_RS14130,b2608,20037.0,20967.0,12.0,5.0,8.0,124.0,4316.0,7933.0,4907.0,4820.0,3476.0,7947.0,893.0,1663.0,73087.5,3483622.0,1384.0,1577.0,1223.0
DR76_RS10330,BW25113_RS13620,ECDH10B_RS14135,b2609,11624.0,12756.0,56.0,34.0,61.0,408.0,1889.0,4555.0,1873.0,1581.0,1268.0,3043.0,253.0,435.0,24621.0,1214641.5,1722.0,1810.0,1470.0
DR76_RS10315,BW25113_RS13635,ECDH10B_RS14150,b4461,3041.0,2964.0,108.0,55.0,68.0,168.0,198.0,546.0,175.0,147.0,105.0,211.0,78.0,114.0,121844.5,50521.5,263.0,168.0,206.0
DR76_RS10310,BW25113_RS13640,ECDH10B_RS14155,b2614,3264.0,10843.0,30.0,7.0,6.0,719.0,1131.0,6887.0,973.0,1108.0,775.0,950.0,105.0,162.0,72773.0,1408689.0,2863.0,2515.0,2410.0
DR76_RS10305,BW25113_RS13650,ECDH10B_RS14165,b2615,3284.0,3082.0,23.0,13.0,17.0,212.0,210.0,584.0,278.0,257.0,203.0,207.0,66.0,138.0,91066.5,37613.0,232.0,202.0,206.0
DR76_RS10300,BW25113_RS13655,ECDH10B_RS14170,b2616,28277.0,22453.0,293.0,149.0,159.0,39.0,49.0,145.0,184.0,161.0,142.0,191.0,70.0,147.0,163867.5,101741.0,761.0,509.0,658.0
DR76_RS10295,BW25113_RS13660,ECDH10B_RS14175,b2617,8697.0,6788.0,12.0,7.0,8.0,98.0,685.0,1976.0,764.0,616.0,549.0,478.0,178.0,206.0,46478.5,253620.0,771.0,601.0,595.0
DR76_RS10290,BW25113_RS13665,ECDH10B_RS14180,b2618,1509.0,711.0,10.0,1.0,4.0,4.0,17.0,32.0,63.0,58.0,27.0,59.0,54.0,66.0,36172.0,91289.0,48.0,48.0,42.0
DR76_RS10285,BW25113_RS13670,ECDH10B_RS14185,b2619,2978.0,2151.0,8.0,10.0,7.0,4.0,131.0,407.0,251.0,224.0,143.0,187.0,58.0,116.0,64155.5,130004.0,277.0,266.0,255.0
DR76_RS10280,BW25113_RS13675,ECDH10B_RS14190,b2620,7347.0,7201.0,9.0,4.0,5.0,760.0,589.0,2120.0,809.0,777.0,537.0,707.0,165.0,254.0,51112.5,55636.5,32.0,48.0,33.0
DR76_RS24495,BW25113_RS01200,ECDH10B_RS01105,b0237,18652.0,49739.0,336.0,167.0,203.0,220.0,2518.0,10607.0,4469.0,4811.0,3845.0,3514.0,473.0,817.0,167405.0,228156.5,1908.0,1511.0,1755.0
DR76_RS24490,BW25113_RS01205,ECDH10B_RS01110,b0238,2235.0,1699.0,14.0,11.0,11.0,120.0,544.0,849.0,448.0,264.0,237.0,635.0,41.0,63.0,12002.5,109965.0,406.0,344.0,313.0
DR76_RS10260,BW25113_RS13860,ECDH10B_RS14370,b2662,159.0,272.0,65.0,39.0,36.0,56.0,167.0,346.0,119.0,136.0,111.0,107.0,79.0,112.0,113263.0,18943.5,158.0,87.0,159.0
DR76_RS10255,BW25113_RS13865,ECDH10B_RS14375,b2663,68.0,61.0,82.0,37.0,43.0,38.0,26.0,62.0,17.0,10.0,10.0,10.0,22.0,26.0,168333.5,27788.0,75.0,47.0,107.0
DR76_RS10245,BW25113_RS13875,ECDH10B_RS14385,b2665,436.0,564.0,8.0,2.0,3.0,528.0,105.0,486.0,318.0,421.0,261.0,194.0,269.0,377.0,57378.0,17798.5,222.0,164.0,341.0
DR76_RS10240,BW25113_RS13880,ECDH10B_RS14390,b2666,181.0,103.0,3.0,1.0,0.0,66.0,20.0,60.0,13.0,7.0,10.0,8.0,19.0,15.0,19169.5,5223.0,5.0,5.0,10.0
DR76_RS10235,BW25113_RS13885,ECDH10B_RS14395,b2667,2452.0,1438.0,3.0,1.0,0.0,17.0,9.0,21.0,21.0,18.0,16.0,22.0,37.0,22.0,31735.0,5639.5,46.0,32.0,34.0
DR76_RS10230,BW25113_RS13890,ECDH10B_RS14400,b2668,2661.0,2545.0,10.0,10.0,7.0,15.0,18.0,50.0,98.0,89.0,59.0,81.0,8.0,13.0,76301.0,23758.0,6.0,13.0,2.0
DR76_RS10225,BW25113_RS13895,ECDH10B_RS14405,b2669,385.0,348.0,280.0,173.0,155.0,21.0,109.0,201.0,43.0,17.0,13.0,40.0,2.0,3.0,52493.0,17561.5,12851.0,8010.0,11019.0
DR76_RS10220,BW25113_RS13900,ECDH10B_RS14410,b2670,5341.0,1374.0,5.0,3.0,2.0,13.0,20.0,343.0,80.0,64.0,45.0,49.0,173.0,177.0,58132.0,45835.0,2.0,6.0,4.0
DR76_RS10215,BW25113_RS13905,ECDH10B_RS14415,b2671,884.0,532.0,6.0,6.0,10.0,26.0,17.0,56.0,8.0,11.0,13.0,14.0,10.0,12.0,49524.5,22053.5,41.0,31.0,26.0
DR76_RS10195,BW25113_RS13915,ECDH10B_RS14425,b2673,20.0,15.0,3.0,0.0,0.0,4808.0,7.0,19.0,1.0,1.0,0.0,15.0,2.0,2.0,27615.0,1999.0,82.0,96.0,162.0
DR76_RS10190,BW25113_RS13920,ECDH10B_RS14430,b2674,22.0,25.0,6.0,0.0,1.0,353.0,5.0,4.0,1.0,3.0,2.0,42.0,2.0,2.0,34737.0,4188.5,756.0,343.0,931.0
DR76_RS10185,BW25113_RS13925,ECDH10B_RS14435,b2675,144.0,226.0,753.0,362.0,408.0,770.0,96.0,131.0,16.0,20.0,15.0,190.0,12.0,22.0,234919.0,37826.5,466.0,265.0,608.0
DR76_RS10180,BW25113_RS13930,ECDH10B_RS14440,b2676,66.0,41.0,304.0,143.0,165.0,547.0,39.0,70.0,9.0,3.0,2.0,64.0,3.0,1.0,137809.0,16341.0,720.0,396.0,1119.0
DR76_RS10170,BW25113_RS13940,ECDH10B_RS14455,b2678,1418.0,1834.0,104.0,44.0,65.0,40.0,8.0,35.0,434.0,533.0,353.0,744.0,17.0,28.0,90176.5,15893.0,306.0,199.0,258.0
DR76_RS10165,BW25113_RS13945,ECDH10B_RS14460,b2679,2270.0,4048.0,25.0,9.0,14.0,71.0,10.0,28.0,1280.0,1566.0,1010.0,1398.0,39.0,41.0,99566.5,21130.0,177.0,104.0,142.0
DR76_RS10155,BW25113_RS13955,ECDH10B_RS14470,b2682,2637.0,2642.0,22.0,4.0,6.0,130.0,184.0,438.0,384.0,305.0,255.0,278.0,84.0,101.0,71443.5,53295.5,166.0,122.0,117.0
DR76_RS10150,BW25113_RS13960,ECDH10B_RS14475,b2683,603.0,598.0,1.0,0.0,1.0,496.0,51.0,145.0,108.0,93.0,91.0,114.0,26.0,30.0,28389.0,7594.5,36.0,26.0,22.0
DR76_RS10140,BW25113_RS13970,ECDH10B_RS14485,b2685,864.0,1345.0,43.0,29.0,16.0,18.0,133.0,191.0,100.0,91.0,69.0,194.0,32.0,56.0,120337.5,129604.5,179.0,188.0,129.0
DR76_RS10120,BW25113_RS13980,ECDH10B_RS14495,b2687,3452.0,6394.0,7.0,6.0,5.0,1007.0,853.0,2919.0,752.0,885.0,624.0,683.0,183.0,207.0,59305.0,50715.5,1664.0,1711.0,1959.0
DR76_RS10115,BW25113_RS13985,ECDH10B_RS14500,b2688,6586.0,8788.0,182.0,85.0,118.0,769.0,1333.0,3714.0,1171.0,1157.0,861.0,1322.0,241.0,437.0,174158.5,286774.0,2664.0,2102.0,2727.0
DR76_RS10110,BW25113_RS13990,ECDH10B_RS14505,b2689,1244.0,1124.0,250.0,124.0,176.0,540.0,67.0,169.0,196.0,168.0,108.0,174.0,52.0,80.0,52322.5,62139.0,335.0,302.0,301.0
DR76_RS10105,BW25113_RS13995,ECDH10B_RS14510,b2690,1723.0,1773.0,44.0,24.0,27.0,64.0,201.0,798.0,318.0,337.0,251.0,289.0,71.0,93.0,60462.5,65404.5,191.0,129.0,138.0
DR76_RS10070,BW25113_RS14030,ECDH10B_RS14540,b2696,7185.0,7908.0,13.0,3.0,2.0,4681.0,970.0,3255.0,843.0,850.0,670.0,664.0,715.0,1016.0,29209.5,141475.5,197.0,99.0,153.0
DR76_RS10065,BW25113_RS14035,ECDH10B_RS14545,b2697,23117.0,41620.0,620.0,314.0,319.0,264.0,6321.0,12231.0,3055.0,3277.0,2484.0,3949.0,767.0,1177.0,252635.5,997981.5,7952.0,7230.0,6733.0
DR76_RS10055,BW25113_RS14045,ECDH10B_RS14555,b2698,1461.0,1222.0,77.0,40.0,45.0,16.0,29.0,80.0,20.0,20.0,17.0,40.0,3.0,9.0,45847.0,13431.5,9.0,5.0,7.0
DR76_RS10045,BW25113_RS14055,ECDH10B_RS14565,b2700,920.0,1331.0,63.0,30.0,35.0,25.0,334.0,1077.0,140.0,131.0,118.0,114.0,34.0,35.0,38741.0,22789.5,152.0,117.0,127.0
DR76_RS10040,BW25113_RS14060,ECDH10B_RS14570,b2701,950.0,1165.0,183.0,100.0,119.0,79.0,209.0,569.0,108.0,58.0,44.0,113.0,43.0,65.0,92416.5,23128.5,121.0,114.0,121.0
DR76_RS10035,BW25113_RS14065,ECDH10B_RS14575,b2702,114.0,1696.0,12.0,12.0,8.0,4.0,2.0,22.0,400.0,380.0,313.0,168.0,5.0,8.0,65166.0,31799.5,6.0,17.0,26.0
DR76_RS10030,BW25113_RS14070,ECDH10B_RS14580,b2703,121.0,2306.0,17.0,10.0,12.0,2.0,10.0,33.0,849.0,1005.0,733.0,463.0,8.0,18.0,86938.0,32548.0,32.0,12.0,31.0
DR76_RS10025,BW25113_RS14075,ECDH10B_RS14585,b2704,49.0,774.0,3.0,2.0,3.0,6.0,0.0,7.0,469.0,459.0,348.0,271.0,1.0,3.0,32100.5,21540.0,5.0,4.0,1.0
DR76_RS10020,BW25113_RS14080,ECDH10B_RS14590,b2705,250.0,3532.0,2.0,0.0,0.0,15.0,15.0,61.0,2689.0,3092.0,2581.0,1731.0,18.0,31.0,76998.0,83117.5,36.0,55.0,55.0
DR76_RS10010,BW25113_RS14090,ECDH10B_RS14600,b2707,869.0,1485.0,3.0,1.0,0.0,28.0,105.0,546.0,343.0,342.0,306.0,218.0,26.0,57.0,112919.5,71638.5,72.0,61.0,81.0
DR76_RS10000,BW25113_RS14100,ECDH10B_RS14610,b2709,345.0,615.0,18.0,16.0,23.0,2.0,72.0,281.0,32.0,40.0,19.0,24.0,18.0,23.0,123144.0,42473.5,120.0,78.0,99.0
DR76_RS09995,BW25113_RS14105,ECDH10B_RS14615,b2710,58.0,80.0,11.0,7.0,8.0,7.0,22.0,44.0,22.0,18.0,16.0,19.0,13.0,19.0,156743.0,22067.0,130.0,68.0,90.0
DR76_RS09985,BW25113_RS14115,ECDH10B_RS14625,b2712,1333.0,2244.0,24.0,17.0,15.0,3.0,88.0,606.0,205.0,252.0,192.0,90.0,42.0,75.0,202994.5,50800.5,72.0,40.0,66.0
DR76_RS09980,BW25113_RS14120,ECDH10B_RS14630,b2713,180.0,511.0,6.0,3.0,1.0,1.0,5.0,28.0,3.0,6.0,5.0,6.0,5.0,8.0,56471.5,11963.0,24.0,10.0,29.0
DR76_RS09950,BW25113_RS14145,ECDH10B_RS14655,b2718,106.0,610.0,1.0,3.0,1.0,13.0,4.0,7.0,5.0,6.0,9.0,4.0,4.0,9.0,39013.5,7796.0,49.0,38.0,26.0
DR76_RS09945,BW25113_RS14150,ECDH10B_RS14660,b2719,159.0,1088.0,10.0,3.0,0.0,16.0,5.0,14.0,10.0,10.0,5.0,5.0,4.0,6.0,71066.0,14361.5,34.0,14.0,36.0
DR76_RS09940,BW25113_RS14155,ECDH10B_RS14665,b2720,68.0,871.0,16.0,3.0,5.0,1.0,0.0,7.0,3.0,3.0,2.0,3.0,3.0,1.0,54295.0,7888.0,3.0,12.0,2.0
DR76_RS09935,BW25113_RS14160,ECDH10B_RS14670,b2721,321.0,3587.0,10.0,5.0,7.0,1.0,12.0,43.0,15.0,12.0,10.0,14.0,6.0,9.0,167267.0,24834.5,18.0,24.0,26.0
DR76_RS09930,BW25113_RS14165,ECDH10B_RS14675,b2722,126.0,1078.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,2.0,6.0,5.0,3.0,1.0,89147.0,22114.0,23.0,3.0,5.0
DR76_RS09925,BW25113_RS14170,ECDH10B_RS14680,b2723,382.0,1742.0,2.0,1.0,5.0,1.0,8.0,31.0,6.0,9.0,9.0,4.0,5.0,6.0,167907.0,32653.0,4.0,11.0,7.0
DR76_RS09920,BW25113_RS14175,ECDH10B_RS14685,b2724,44.0,348.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,3.0,2.0,1.0,4.0,54122.5,7201.5,4.0,0.0,3.0
DR76_RS09910,BW25113_RS14185,ECDH10B_RS14695,b2725,69.0,313.0,2.0,0.0,0.0,0.0,1.0,4.0,1.0,3.0,1.0,2.0,0.0,0.0,55377.0,7647.0,0.0,5.0,3.0
DR76_RS09905,BW25113_RS14190,ECDH10B_RS14700,b2726,1629.0,2613.0,1.0,0.0,0.0,27.0,1.0,4.0,76.0,85.0,101.0,38.0,64.0,100.0,35919.5,32793.0,7.0,8.0,6.0
DR76_RS09900,BW25113_RS14195,ECDH10B_RS14705,b2727,6111.0,10611.0,0.0,2.0,1.0,40.0,200.0,1775.0,4292.0,4837.0,4056.0,2135.0,178.0,237.0,82621.0,29469.0,24.0,21.0,24.0
DR76_RS09895,BW25113_RS14200,ECDH10B_RS14710,b2728,870.0,1312.0,0.0,0.0,1.0,17.0,2.0,4.0,683.0,701.0,625.0,371.0,42.0,48.0,25939.5,7945.5,2.0,4.0,1.0
DR76_RS09890,BW25113_RS14205,ECDH10B_RS14715,b2729,5174.0,7994.0,13.0,9.0,9.0,11.0,205.0,2260.0,4222.0,4369.0,3775.0,2610.0,176.0,212.0,102070.0,43961.5,34.0,14.0,19.0
DR76_RS09885,BW25113_RS14210,ECDH10B_RS14720,b2730,3156.0,5882.0,11.0,4.0,9.0,5.0,128.0,1792.0,3085.0,3129.0,2736.0,1921.0,100.0,137.0,91809.0,45298.0,41.0,36.0,49.0
DR76_RS09865,BW25113_RS14225,ECDH10B_RS14735,b2733,4424.0,6880.0,24.0,5.0,13.0,57.0,601.0,1277.0,453.0,474.0,367.0,660.0,117.0,162.0,242193.0,108702.0,869.0,760.0,717.0
DR76_RS09860,BW25113_RS14230,ECDH10B_RS14740,b2734,164.0,100.0,6.0,5.0,6.0,3.0,9.0,7.0,5.0,6.0,2.0,3.0,1.0,5.0,95361.0,11009.0,0.0,3.0,0.0
DR76_RS09855,BW25113_RS14235,ECDH10B_RS14745,b2735,1772.0,2428.0,20.0,11.0,12.0,19.0,164.0,460.0,93.0,110.0,74.0,57.0,85.0,128.0,79159.0,23830.5,112.0,76.0,97.0
DR76_RS09850,BW25113_RS14240,ECDH10B_RS14750,b2736,246.0,865.0,7.0,3.0,6.0,4.0,4.0,23.0,23.0,25.0,12.0,15.0,7.0,5.0,95295.5,17585.0,7.0,4.0,1.0
DR76_RS09835,BW25113_RS14255,ECDH10B_RS14765,b2739,247.0,813.0,3.0,1.0,0.0,23.0,10.0,32.0,14.0,15.0,8.0,11.0,4.0,5.0,93429.5,11602.0,14.0,18.0,20.0
DR76_RS09815,BW25113_RS14265,ECDH10B_RS14775,b2741,19576.0,24300.0,6.0,2.0,4.0,229.0,1647.0,6804.0,953.0,1022.0,756.0,839.0,1572.0,2540.0,116863.5,205268.0,5835.0,4380.0,7062.0
DR76_RS09810,BW25113_RS14270,ECDH10B_RS14780,b2742,14557.0,18152.0,222.0,106.0,123.0,377.0,616.0,2216.0,423.0,397.0,266.0,445.0,1942.0,2855.0,117100.0,332672.0,1605.0,1244.0,1829.0
DR76_RS09805,BW25113_RS14275,ECDH10B_RS14785,b2743,1796.0,1926.0,779.0,456.0,408.0,35.0,153.0,413.0,256.0,202.0,177.0,198.0,89.0,129.0,57665.5,60879.0,170.0,105.0,125.0
DR76_RS09795,BW25113_RS14285,ECDH10B_RS14795,b2745,3616.0,4750.0,74.0,46.0,37.0,34.0,423.0,955.0,424.0,442.0,344.0,428.0,157.0,241.0,110042.5,129373.0,447.0,409.0,344.0
DR76_RS09790,BW25113_RS14290,ECDH10B_RS14800,b2746,906.0,1308.0,10.0,7.0,10.0,37.0,70.0,184.0,82.0,86.0,75.0,143.0,49.0,72.0,52663.5,40371.5,227.0,232.0,236.0
DR76_RS09785,BW25113_RS14295,ECDH10B_RS14805,b2747,1371.0,1371.0,38.0,18.0,27.0,113.0,99.0,319.0,180.0,139.0,116.0,268.0,62.0,97.0,65020.5,33856.0,526.0,417.0,439.0
DR76_RS09780,BW25113_RS14300,ECDH10B_RS14810,b2748,1598.0,1243.0,10.0,5.0,6.0,36.0,48.0,125.0,145.0,121.0,90.0,210.0,73.0,82.0,34204.5,62202.5,92.0,101.0,92.0
DR76_RS09775,BW25113_RS14305,ECDH10B_RS14815,b2749,449.0,371.0,15.0,4.0,6.0,60.0,4.0,14.0,13.0,6.0,6.0,22.0,9.0,13.0,49254.0,23025.5,36.0,37.0,24.0
DR76_RS09770,BW25113_RS14310,ECDH10B_RS14820,b2750,994.0,1539.0,35.0,15.0,18.0,64.0,3.0,18.0,7.0,3.0,5.0,2.0,4.0,12.0,63887.5,7566.0,1180.0,1210.0,716.0
DR76_RS09765,BW25113_RS14315,ECDH10B_RS14825,b2751,5711.0,10213.0,97.0,42.0,52.0,116.0,28.0,123.0,39.0,59.0,38.0,35.0,22.0,31.0,130380.0,21817.0,8302.0,7241.0,4537.0
DR76_RS09760,BW25113_RS14320,ECDH10B_RS14830,b2752,3235.0,7854.0,218.0,128.0,105.0,238.0,11.0,40.0,16.0,13.0,9.0,5.0,0.0,2.0,98874.5,13855.5,7180.0,6135.0,4005.0
DR76_RS09745,BW25113_RS14370,ECDH10B_RS14880,b2762,1388.0,6994.0,7.0,3.0,1.0,621.0,18.0,62.0,14.0,17.0,12.0,17.0,3.0,12.0,87228.0,13695.5,6177.0,6509.0,2870.0
DR76_RS09735,BW25113_RS14380,ECDH10B_RS14890,b2764,3367.0,12103.0,264.0,183.0,119.0,32.0,29.0,127.0,42.0,45.0,31.0,48.0,16.0,20.0,176582.5,23957.5,9819.0,8366.0,5193.0
DR76_RS09730,BW25113_RS14385,ECDH10B_RS14895,b2765,727.0,733.0,47.0,17.0,18.0,3.0,78.0,144.0,115.0,65.0,58.0,133.0,6.0,11.0,55560.0,30958.0,175.0,177.0,133.0
DR76_RS09725,BW25113_RS14390,ECDH10B_RS14900,b2766,2515.0,2326.0,146.0,89.0,70.0,3.0,135.0,401.0,991.0,928.0,694.0,519.0,91.0,106.0,118966.5,36571.5,11.0,11.0,2.0
DR76_RS09720,BW25113_RS14395,ECDH10B_RS14905,b2767,265.0,267.0,2.0,0.0,2.0,4.0,0.0,3.0,86.0,95.0,83.0,66.0,5.0,11.0,26503.0,4979.0,3.0,0.0,5.0
DR76_RS09715,BW25113_RS14400,ECDH10B_RS14910,b2768,886.0,1106.0,7.0,3.0,0.0,2.0,26.0,133.0,254.0,261.0,183.0,171.0,14.0,28.0,71814.5,19301.0,1.0,6.0,9.0
DR76_RS09710,BW25113_RS14405,ECDH10B_RS14915,b2769,134.0,172.0,3.0,0.0,1.0,1.0,9.0,16.0,9.0,9.0,6.0,7.0,8.0,3.0,75015.0,26155.0,17.0,7.0,14.0
DR76_RS09705,BW25113_RS14410,ECDH10B_RS14920,b2770,36.0,66.0,0.0,0.0,1.0,0.0,9.0,7.0,7.0,1.0,0.0,4.0,2.0,5.0,65506.5,24182.0,8.0,6.0,2.0
DR76_RS09700,BW25113_RS14415,ECDH10B_RS14925,b2771,35.0,63.0,8.0,3.0,3.0,0.0,4.0,18.0,2.0,2.0,1.0,0.0,3.0,3.0,123547.0,25793.5,3.0,5.0,3.0
DR76_RS09695,BW25113_RS14420,ECDH10B_RS14930,b4463,92.0,243.0,5.0,1.0,2.0,3.0,18.0,46.0,14.0,10.0,4.0,10.0,5.0,3.0,144701.5,14735.0,11.0,18.0,15.0
DR76_RS09690,BW25113_RS14425,ECDH10B_RS14935,b2774,43.0,141.0,4.0,0.0,0.0,0.0,2.0,5.0,3.0,1.0,4.0,0.0,0.0,1.0,117344.0,11727.5,0.0,0.0,0.0
DR76_RS09685,BW25113_RS14430,ECDH10B_RS14940,b2775,159.0,265.0,6.0,0.0,1.0,0.0,2.0,13.0,9.0,2.0,8.0,6.0,5.0,5.0,133412.0,18597.0,2.0,1.0,4.0
DR76_RS09680,BW25113_RS14435,ECDH10B_RS14945,b2776,560.0,781.0,6.0,0.0,0.0,1.0,10.0,53.0,31.0,22.0,21.0,23.0,7.0,15.0,166334.0,23379.0,21.0,15.0,18.0
DR76_RS09670,BW25113_RS14440,ECDH10B_RS14950,b2777,2336.0,1840.0,2.0,1.0,2.0,5.0,178.0,441.0,57.0,54.0,37.0,58.0,105.0,162.0,66858.5,47409.5,48.0,32.0,39.0
DR76_RS09645,BW25113_RS14455,ECDH10B_RS14965,b2779,20294.0,85940.0,27.0,8.0,18.0,725.0,9301.0,37001.0,13919.0,15737.0,11970.0,14395.0,925.0,1629.0,172069.0,1421579.5,36022.0,30519.0,30487.0
DR76_RS09640,BW25113_RS14460,ECDH10B_RS14970,b2780,20774.0,21221.0,3429.0,1835.0,2133.0,331.0,2905.0,6808.0,2323.0,2131.0,1617.0,3471.0,586.0,949.0,185687.0,666584.5,4137.0,4072.0,3354.0
DR76_RS09635,BW25113_RS14465,ECDH10B_RS14975,b2781,3230.0,5076.0,354.0,199.0,186.0,29.0,91.0,299.0,223.0,247.0,175.0,270.0,75.0,152.0,104201.0,104428.5,155.0,158.0,186.0
DR76_RS09625,BW25113_RS14485,ECDH10B_RS15010,b2785,2833.0,2906.0,80.0,49.0,49.0,34.0,193.0,429.0,206.0,244.0,158.0,188.0,181.0,212.0,143657.5,70540.0,420.0,410.0,378.0
DR76_RS09620,BW25113_RS14490,ECDH10B_RS15015,b2786,3289.0,2876.0,136.0,64.0,76.0,28.0,153.0,514.0,437.0,389.0,341.0,398.0,78.0,160.0,339221.5,113154.5,359.0,375.0,353.0
DR76_RS09615,BW25113_RS14495,ECDH10B_RS15020,b2787,3239.0,3119.0,15.0,7.0,5.0,5.0,35.0,147.0,479.0,613.0,465.0,333.0,44.0,54.0,124975.5,29269.0,79.0,74.0,66.0
DR76_RS09610,BW25113_RS14500,ECDH10B_RS15025,b2788,1351.0,1245.0,19.0,2.0,3.0,1.0,14.0,63.0,316.0,294.0,228.0,208.0,25.0,27.0,131917.0,16968.5,26.0,22.0,31.0
DR76_RS09605,BW25113_RS14505,ECDH10B_RS15030,b2789,1211.0,1429.0,8.0,5.0,1.0,0.0,39.0,110.0,442.0,435.0,365.0,207.0,15.0,7.0,143243.5,40744.5,18.0,5.0,10.0
DR76_RS09600,BW25113_RS14510,ECDH10B_RS15035,b2790,2661.0,3143.0,3.0,1.0,2.0,25.0,181.0,529.0,804.0,879.0,735.0,411.0,60.0,87.0,49962.5,54970.0,218.0,161.0,201.0
DR76_RS09595,BW25113_RS14515,ECDH10B_RS15040,b2791,274.0,255.0,5.0,2.0,0.0,24.0,73.0,153.0,103.0,102.0,90.0,160.0,16.0,28.0,69475.0,36817.5,108.0,145.0,122.0
DR76_RS09590,BW25113_RS14520,ECDH10B_RS15045,b2792,144.0,169.0,1.0,0.0,0.0,76.0,10.0,22.0,35.0,35.0,19.0,30.0,6.0,13.0,36526.0,24692.0,41.0,43.0,51.0
DR76_RS09580,BW25113_RS14530,ECDH10B_RS15055,b2793,1519.0,1562.0,28.0,17.0,20.0,43.0,106.0,376.0,140.0,142.0,113.0,154.0,46.0,82.0,83611.5,74915.5,195.0,140.0,176.0
DR76_RS09575,BW25113_RS14535,ECDH10B_RS15060,b2794,2467.0,3304.0,1001.0,528.0,675.0,138.0,259.0,814.0,227.0,243.0,169.0,253.0,55.0,93.0,120010.0,91330.0,387.0,285.0,274.0
DR76_RS09570,BW25113_RS14540,ECDH10B_RS15065,b2795,25552.0,32617.0,7295.0,4196.0,4220.0,79.0,585.0,2988.0,9310.0,10017.0,7870.0,5411.0,591.0,843.0,165921.0,211410.5,708.0,564.0,770.0
DR76_RS09565,BW25113_RS14545,ECDH10B_RS15070,b2796,4282.0,6104.0,129.0,75.0,118.0,18.0,2201.0,5265.0,1293.0,1227.0,911.0,2084.0,107.0,152.0,161902.5,456360.0,770.0,629.0,601.0
DR76_RS09560,BW25113_RS14550,ECDH10B_RS15075,b2797,1398.0,2013.0,27.0,11.0,13.0,7.0,991.0,1618.0,377.0,361.0,286.0,813.0,42.0,79.0,145681.0,218284.5,288.0,264.0,202.0
DR76_RS09550,BW25113_RS14560,ECDH10B_RS15085,b2799,5255.0,10365.0,9.0,6.0,8.0,2.0,74.0,624.0,489.0,550.0,464.0,293.0,203.0,298.0,113768.5,45316.0,57.0,49.0,56.0
DR76_RS09545,BW25113_RS14565,ECDH10B_RS15090,b2800,1102.0,2178.0,6.0,2.0,3.0,6.0,4.0,24.0,62.0,86.0,58.0,59.0,14.0,32.0,94026.5,23382.5,8.0,9.0,10.0
DR76_RS09540,BW25113_RS14570,ECDH10B_RS15095,b2801,673.0,712.0,9.0,4.0,3.0,2.0,27.0,169.0,244.0,201.0,173.0,113.0,29.0,41.0,167814.0,19924.5,4.0,5.0,5.0
DR76_RS09535,BW25113_RS14575,ECDH10B_RS15100,b2802,2024.0,5780.0,11.0,2.0,1.0,5.0,68.0,407.0,1299.0,1483.0,1232.0,972.0,53.0,57.0,159809.0,29690.5,18.0,16.0,16.0
DR76_RS09530,BW25113_RS14580,ECDH10B_RS15105,b2803,1089.0,2384.0,3.0,2.0,0.0,4.0,21.0,189.0,417.0,514.0,386.0,297.0,29.0,36.0,161882.0,38875.0,98.0,63.0,105.0
DR76_RS09525,BW25113_RS14585,ECDH10B_RS15110,b2804,898.0,1445.0,0.0,0.0,1.0,27.0,10.0,88.0,115.0,122.0,86.0,97.0,22.0,33.0,48923.5,11052.0,204.0,201.0,249.0
