"data_set"	"start"	"end"
"2503"	"O"	1524964	1525176
"2504"	"O"	1525914	1527962
"2505"	"O"	1527946	1528428
"2506"	"O"	1528610	1529356
"2507"	"O"	1529400	1529600
"2508"	"O"	1529840	1530976
"2509"	"O"	1531076	1531309
"2510"	"O"	1540696	1542084
"2511"	"O"	1542408	1542743
"2512"	"O"	1542782	1543738
"2513"	"O"	1543762	1544052
"2514"	"O"	1544312	1545193
"2515"	"O"	1551996	1553720
"2516"	"O"	1553850	1553987
"2517"	"O"	1554089	1554367
"2518"	"O"	1554649	1555080
"2519"	"O"	1563782	1565164
"2520"	"O"	1565528	1566847
"2521"	"O"	1566978	1568513
"2522"	"O"	1568669	1570069
"2523"	"O"	1570431	1573226
"2524"	"O"	1573271	1575643
"2525"	"O"	1575681	1577366
"2526"	"O"	1577657	1578829
"2527"	"O"	1578866	1580581
"2528"	"O"	1580950	1581711
"2529"	"O"	1581786	1581983
"2530"	"O"	1582231	1584510
"2531"	"O"	1584844	1585758
"2532"	"O"	1585817	1586320
"2533"	"O"	1586333	1586863
"2534"	"O"	1586877	1588025
"2535"	"O"	1588381	1588560
"2536"	"O"	1588878	1590200
"2537"	"O"	1590200	1590466
"2538"	"O"	1590689	1592089
"2539"	"O"	1592133	1596110
"2540"	"O"	1613787	1614902
"2541"	"O"	1615052	1616242
"2542"	"O"	1616267	1616932
"2543"	"O"	1617201	1617578
"2544"	"O"	1617592	1617981
"2545"	"O"	1618013	1618231
"2546"	"O"	1618262	1619062
"2547"	"O"	1619356	1620543
"2548"	"O"	1620984	1621874
"2549"	"O"	1622129	1622521
"2550"	"O"	1622797	1623315
"2551"	"O"	1623359	1625404
"2552"	"O"	1625541	1626287
"2553"	"O"	1626376	1627062
"2554"	"O"	1627239	1627442
"2555"	"O"	1627477	1628937
"2556"	"O"	1629026	1630309
"2557"	"O"	1631063	1631329
"2558"	"O"	1631646	1632236
"2559"	"O"	1632334	1632909
"2560"	"O"	1632909	1633871
"2561"	"O"	1633822	1634391
"2562"	"O"	1635056	1635481
"2563"	"O"	1635633	1635809
"2564"	"O"	1635978	1636169
"2565"	"O"	1636479	1636691
"2566"	"O"	1637054	1637551
"2567"	"O"	1637548	1638081
"2568"	"O"	1638078	1638389
"2569"	"O"	1638394	1638684
"2570"	"O"	1639363	1639578
"2571"	"O"	1639879	1640091
"2572"	"O"	1640513	1641295
"2573"	"O"	1641279	1642367
"2574"	"O"	1642675	1642926
"2575"	"O"	1643143	1643298
"2576"	"O"	1643370	1643657
"2577"	"O"	1643657	1643896
"2578"	"O"	1643921	1644226
"2579"	"O"	1644429	1644761
"2580"	"O"	1645198	1645347
"2581"	"O"	1645370	1645660
"2582"	"O"	1645644	1645874
"2583"	"O"	1645958	1646365
"2584"	"O"	1646532	1646687
"2585"	"O"	1646647	1646817
"2586"	"O"	1646847	1647065
"2587"	"O"	1647633	1647821
"2588"	"O"	1647818	1648009
"2589"	"O"	1648102	1649022
"2590"	"O"	1648905	1649561
"2591"	"O"	1649536	1650732
"2592"	"O"	1650920	1651939
"2593"	"O"	1651951	1653165
"2594"	"O"	1653371	1653697
"2595"	"O"	1653832	1654173
"2596"	"O"	1654208	1654768
"2597"	"O"	1654771	1655517
"2598"	"O"	1655547	1655894
"2599"	"O"	1656093	1658519
"2600"	"O"	1669373	1669708
"2601"	"O"	1669984	1670805
"2602"	"O"	1670844	1671173
"2603"	"O"	1671160	1671525
"2604"	"O"	1671937	1672971
"2605"	"O"	1689610	1690863
"2606"	"O"	1702575	1702700
"2607"	"O"	1702973	1703188
"2608"	"O"	1703250	1703714
"2609"	"O"	1710793	1712295
"2610"	"O"	1716517	1717626
"2611"	"O"	1717900	1718367
"2612"	"O"	1718414	1718854
"2613"	"O"	1719049	1719285
"2614"	"O"	1782758	1785136
"2615"	"O"	1785469	1786302
"2616"	"O"	1786459	1787505
"2617"	"O"	1787637	1787828
"2618"	"O"	1787832	1789268
"2619"	"O"	1789331	1790044
"2620"	"O"	1798666	1800594
"2621"	"O"	1801118	1803017
"2622"	"O"	1803349	1804107
"2623"	"O"	1810353	1811168
"2624"	"O"	1811445	1811708
"2625"	"O"	1815172	1816524
"2626"	"O"	1816629	1817471
"2627"	"O"	1817479	1817829
"2628"	"O"	1817880	1819238
"2629"	"O"	1819323	1819643
"2630"	"O"	1819942	1820280
"2631"	"O"	1823164	1823649
"2632"	"O"	1828786	1830006
"2633"	"O"	1830452	1831258
"2634"	"O"	1841855	1843018
"2635"	"O"	1850645	1852003
"2636"	"O"	1852120	1852878
"2637"	"O"	1853015	1853995
"2638"	"O"	1854005	1854973
"2639"	"O"	1854957	1855793
"2640"	"O"	1855814	1856857
"2641"	"O"	1868409	1869884
"2642"	"O"	1869885	1871555
"2643"	"O"	1871598	1872101
"2644"	"O"	1872102	1872254
"2645"	"O"	1872376	1872822
"2646"	"O"	1872779	1873600
"2647"	"O"	1873697	1874878
"2648"	"O"	1874912	1875280
"2649"	"O"	1875302	1875556
"2650"	"O"	1875610	1876764
"2651"	"O"	1877031	1877279
"2652"	"O"	1877427	1877609
"2653"	"O"	1877613	1877972
"2654"	"O"	1878145	1878783
"2655"	"O"	1878910	1879854
"2656"	"O"	1879936	1881021
"2657"	"O"	1881212	1882657
"2658"	"O"	1891343	1891735
"2659"	"O"	1892097	1892456
"2660"	"O"	1892576	1892755
"2661"	"O"	1900072	1901043
"2662"	"O"	1901106	1901906
"2663"	"O"	1901910	1902770
"2664"	"O"	1902825	1903283
"2665"	"O"	1903658	1904278
"2666"	"O"	1904275	1905084
"2667"	"O"	1905250	1905459
"2668"	"O"	1905472	1905615
"2669"	"O"	1906285	1906572
"2670"	"O"	1906647	1906790
"2671"	"O"	1907332	1908123
"2672"	"O"	1908189	1909673
"2673"	"O"	1943389	1944000
"2674"	"O"	1944176	1944877
"2675"	"O"	1952602	1955049
"2676"	"O"	1955056	1956156
"2677"	"O"	1959975	1960484
"2678"	"O"	1977777	1978205
"2679"	"O"	1983163	1984152
"2680"	"O"	1984949	1985452
"2681"	"O"	1985468	1985806
"2682"	"O"	1986246	1986569
"2683"	"O"	1986740	1987237
"2684"	"O"	1987275	1987514
"2685"	"O"	1992727	1993383
"2686"	"O"	1993842	1994066
"2687"	"O"	1994134	1994856
"2688"	"O"	2008624	2009103
"2689"	"O"	2009372	2009563
"2690"	"O"	2010025	2010375
"2691"	"O"	2010526	2010804
"2692"	"O"	2066632	2067051
"2693"	"O"	2082491	2083549
"2694"	"O"	2095345	2096361
"2695"	"O"	2096471	2097637
"2696"	"O"	2097886	2099292
"2697"	"O"	2099919	2100935
"2698"	"O"	2100940	2101413
"2699"	"O"	2101415	2102533
"2700"	"O"	2102518	2103108
"2701"	"O"	2103089	2104081
"2702"	"O"	2104084	2105250
"2703"	"O"	2105250	2106353
"2704"	"O"	2106361	2107608
"2705"	"O"	2107605	2108162
"2706"	"O"	2108162	2109043
"2707"	"O"	2109101	2110000
"2708"	"O"	2110000	2111085
"2709"	"O"	2111458	2112351
"2710"	"O"	2125217	2126338
"2711"	"O"	2126364	2126912
"2712"	"O"	2126928	2127674
"2713"	"O"	2127685	2128902
"2714"	"O"	2128877	2130094
"2715"	"O"	2130091	2130579
"2716"	"O"	2130582	2131421
"2717"	"O"	2131514	2133712
"2718"	"O"	2133679	2134122
"2719"	"O"	2134128	2135267
"2720"	"O"	2135860	2137509
"2721"	"O"	2147063	2149009
"2722"	"O"	2149209	2149670
"2723"	"O"	2165326	2165544
"2724"	"O"	2165626	2165772
"2725"	"O"	2165759	2166025
"2726"	"O"	2166013	2166390
"2727"	"O"	2166736	2167635
"2728"	"O"	2167717	2169757
"2729"	"O"	2169857	2170897
"2730"	"O"	2170945	2172300
"2731"	"O"	2172304	2172588
"2732"	"O"	2172619	2173071
"2733"	"O"	2173081	2174343
"2734"	"O"	2174372	2175232
"2735"	"O"	2184802	2185320
"2736"	"O"	2185402	2186436
"2737"	"O"	2186452	2188932
"2738"	"O"	2188948	2189667
"2739"	"O"	2189702	2190244
"2740"	"O"	2190537	2190818
"2741"	"O"	2194496	2198291
"2742"	"O"	2202552	2203706
"2743"	"O"	2226571	2226861
"2744"	"O"	2230900	2231619
"2745"	"O"	2231622	2231861
"2746"	"O"	2232055	2233293
"2747"	"O"	2234765	2235775
"2748"	"O"	2235791	2237311
"2749"	"O"	2361755	2362318
"2750"	"O"	2362576	2363001
"2751"	"O"	2363040	2363642
"2752"	"O"	2363917	2365089
"2753"	"O"	2379104	2379565
"2754"	"O"	2379612	2380547
"2755"	"O"	2380735	2381946
"2756"	"O"	2382017	2383744
"2757"	"O"	2383876	2384853
"2758"	"O"	2384956	2385459
"2759"	"O"	2385732	2386448
"2760"	"O"	2386603	2387079
"2761"	"O"	2387135	2387986
"2762"	"O"	2624717	2626960
"2763"	"O"	2627312	2627503
"2764"	"O"	2627814	2628332
"2765"	"O"	2628348	2628887
"2766"	"O"	2650357	2651361
"2767"	"O"	2652179	2652964
"2768"	"O"	2676406	2677389
"2769"	"O"	2697685	2697945
"2770"	"O"	2739343	2739747
"2771"	"O"	2739897	2740415
"2772"	"O"	2740405	2741631
"2773"	"O"	2755666	2756622
"2774"	"O"	2756666	2756878
"2775"	"O"	2757007	2758416
"2776"	"O"	2758569	2759195
"2777"	"O"	2770858	2771058
"2778"	"O"	2770998	2771114
"2779"	"O"	2771340	2773043
"2780"	"O"	2776168	2780877
"2781"	"O"	2781087	2781230
"2782"	"O"	2781660	2782451
"2783"	"O"	2782551	2783033
"2784"	"O"	2783243	2783374
"2785"	"O"	2783784	2783859
"2786"	"O"	2783822	2783995
"2787"	"O"	2784419	2784751
"2788"	"O"	2784770	2785456
"2789"	"O"	2785628	2786260
"2790"	"O"	2786399	2786671
"2791"	"O"	2786902	2787984
"2792"	"O"	2857782	2858438
"2793"	"O"	2880177	2880659
"2794"	"O"	2880652	2882160
"2795"	"O"	2882575	2885241
"2796"	"O"	2895986	2897440
"2797"	"O"	2897510	2898370
"2798"	"O"	2898614	2899891
"2799"	"O"	2899918	2901396
"2800"	"O"	2902769	2903440
"2801"	"O"	2903664	2904605
"2802"	"O"	2931063	2931710
"2803"	"O"	2932257	2933573
"2804"	"O"	2978786	2980204
"2805"	"O"	2980519	2981280
"2806"	"O"	2981310	2982146
"2807"	"O"	2982433	2983617
"2808"	"O"	2983869	2985098
"2809"	"O"	2985498	2986190
"2810"	"O"	2986524	2987333
"2811"	"O"	2987314	2987808
"2812"	"O"	2987957	2988394
"2813"	"O"	2988576	2989022
"2814"	"O"	2989290	2989781
"2815"	"O"	2990116	2991492
"2816"	"O"	3047595	3048689
"2817"	"O"	3074201	3075478
"2818"	"O"	3075493	3076881
"2819"	"O"	3076909	3077352
"2820"	"O"	3144472	3144759
"2821"	"O"	3164133	3165740
"2822"	"O"	3165873	3166268
"2823"	"O"	3166270	3166566
"2824"	"O"	3169901	3170233
"2825"	"O"	3170552	3171133
"2826"	"O"	3181835	3182488
"2827"	"O"	3182802	3183152
"2828"	"O"	3183436	3183987
"2829"	"O"	3184209	3184574
"2830"	"O"	3184532	3185437
"2831"	"O"	3185422	3187887
"2832"	"O"	3187894	3188652
"2833"	"O"	3188654	3189718
"2834"	"O"	3189761	3189961
"2835"	"O"	3190230	3190859
"2836"	"O"	3190886	3192547
"2837"	"O"	3203346	3204278
"2838"	"O"	3204485	3205396
"2839"	"O"	3224256	3225689
"2840"	"O"	3225823	3226893
"2841"	"O"	3250326	3250691
"2842"	"O"	3250933	3251289
"2843"	"O"	3258146	3260440
"2844"	"O"	3260474	3261694
"2845"	"O"	3261708	3263039
"2846"	"O"	3263061	3264050
"2847"	"O"	3264149	3265087
"2848"	"O"	3265276	3265620
"2849"	"O"	3265855	3266415
"2850"	"O"	3266437	3267624
"2851"	"O"	3271595	3272929
"2852"	"O"	3273304	3274875
"2853"	"O"	3359198	3359962
"2854"	"O"	3360134	3360808
"2855"	"O"	3360829	3363210
"2856"	"O"	3371720	3372511
"2857"	"O"	3372891	3374258
"2858"	"O"	3382725	3383195
"2859"	"O"	3383509	3383823
"2860"	"O"	3410643	3410822
"2861"	"O"	3410825	3411487
"2862"	"O"	3411886	3413043
"2863"	"O"	3416412	3416633
"2864"	"O"	3451951	3453420
"2865"	"O"	3453600	3454415
"2866"	"O"	3538185	3538412
"2867"	"O"	3538429	3540750
"2868"	"O"	3551107	3553812
"2869"	"O"	3579886	3581064
"2870"	"O"	3581061	3581477
"2871"	"O"	3581506	3581781
"2872"	"O"	3581700	3582203
"2873"	"O"	3582782	3583066
"2874"	"O"	3596007	3596390
"2875"	"O"	3621437	3621805
"2876"	"O"	3622401	3623537
"2877"	"O"	3628991	3630613
"2878"	"O"	3630875	3631246
"2879"	"O"	3631243	3632481
"2880"	"O"	3632765	3633916
"2881"	"O"	3649314	3650096
"2882"	"O"	3650205	3651221
"2883"	"O"	3651951	3652550
"2884"	"O"	3652706	3653236
"2885"	"O"	3653278	3653925
"2886"	"O"	3653989	3654327
"2887"	"O"	3654431	3654763
"2888"	"O"	3655018	3655590
"2889"	"O"	3656389	3656916
"2890"	"O"	3657255	3658412
"2891"	"O"	3658437	3661550
"2892"	"O"	3661913	3662641
"2893"	"O"	3663009	3663833
"2894"	"O"	3727466	3728788
"2895"	"O"	3729154	3730146
"2896"	"O"	3730224	3731765
"2897"	"O"	3742351	3742824
"2898"	"O"	3742827	3744104
"2899"	"O"	3744117	3745103
"2900"	"O"	3749151	3749891
"2901"	"O"	3750015	3750989
"2902"	"O"	3750986	3752122
"2903"	"O"	3752128	3752451
"2904"	"O"	3754699	3755850
"2905"	"O"	3759370	3759978
"2906"	"O"	3760206	3764339
"2907"	"O"	3764360	3765202
"2908"	"O"	3765244	3765945
"2909"	"O"	3766200	3766661
"2910"	"O"	3787070	3788104
"2911"	"O"	3788343	3789368
"2912"	"O"	3789378	3790574
"2913"	"O"	3790849	3791721
"2914"	"O"	3792010	3792942
"2915"	"O"	3792952	3793998
"2916"	"O"	3794002	3794961
"2917"	"O"	3794971	3796230
"2918"	"O"	3796262	3797335
"2919"	"O"	3797368	3798219
"2920"	"O"	3798290	3798988
"2921"	"O"	3799006	3800022
"2922"	"O"	3800062	3801081
"2923"	"O"	3801081	3802190
"2924"	"O"	3802204	3803139
"2925"	"O"	3803176	3803973
"2926"	"O"	3803966	3805090
"2927"	"O"	3805087	3806121
"2928"	"O"	3856424	3858139
"2929"	"O"	3858276	3859199
"2930"	"O"	3886458	3886532
"2931"	"O"	3886738	3888168
"2932"	"O"	4042180	4043652
"2933"	"O"	4043693	4044625
"2934"	"O"	4044989	4047775
"2935"	"O"	4059188	4060168
"2936"	"O"	4060270	4061535
"2937"	"O"	4061626	4062318
"2938"	"O"	4062386	4063789
"2939"	"O"	4063832	4065238
"2940"	"O"	4065263	4067299
"2941"	"O"	4077287	4077532
"2942"	"O"	4077750	4077992
"2943"	"O"	4085025	4086080
"2944"	"O"	4090400	4090846
"2945"	"O"	4218324	4220510
"2946"	"O"	4229382	4229654
"2947"	"O"	4233929	4234171
"2948"	"O"	4238802	4240277
"2949"	"O"	4248978	4250306
"2950"	"O"	4250418	4251026
"2951"	"O"	4257511	4258086
"2952"	"O"	4258344	4258598
"2953"	"O"	4258622	4259329
"2954"	"O"	4259692	4260729
"2955"	"O"	4267437	4268150
"2956"	"O"	4272783	4273133
"2957"	"O"	4273494	4275080
"2958"	"O"	4279806	4281098
"2959"	"O"	4301101	4302132
"2960"	"O"	4302635	4304632
"2961"	"O"	4307471	4309003
"2962"	"O"	4309130	4310065
"2963"	"O"	4310124	4311047
"2964"	"O"	4408156	4408557
"2965"	"O"	4408576	4409274
"2966"	"O"	4409325	4409984
"2967"	"O"	4410002	4410400
"2968"	"O"	4410410	4411048
"2969"	"O"	4424651	4425445
"2970"	"O"	4425792	4426118
"2971"	"O"	4435730	4436668
"2972"	"O"	4473424	4475274
"2973"	"O"	4477057	4477560
"2974"	"O"	4477753	4478949
"2975"	"O"	4490610	4491374
"2976"	"O"	4491398	4492429
"2977"	"O"	4541138	4541686
"2978"	"O"	4541643	4542290
"2979"	"O"	4542327	4543052
"2980"	"O"	4543119	4545755
"2981"	"O"	4553513	4554343
"2982"	"O"	4555007	4555408
"2983"	"O"	4568185	4569597
"2984"	"O"	4569774	4569938
"2985"	"O"	4570389	4571954
"2986"	"O"	4574935	4575981
"2987"	"O"	4575981	4577378
"2988"	"O"	4577522	4577920
"2989"	"O"	4578091	4579485
"2990"	"O"	4587152	4589317
"2991"	"O"	4589680	4591335
"2992"	"O"	4591384	4592745
"2993"	"O"	4592960	4593874
"2994"	"O"	4593998	4595035
"2995"	"O"	1047168	1047914
"2996"	"O"	1047911	1048555
"2997"	"O"	1048662	1048985
"2998"	"O"	1049250	1049753
"2999"	"O"	1050186	1050398
"3000"	"O"	1050684	1050896
"3001"	"O"	1051070	1051300
"3002"	"O"	1062078	1062998
"3003"	"O"	1063259	1064515
"3004"	"O"	1064808	1066049
"3005"	"O"	1078528	1080036
"3006"	"O"	1080570	1080689
"3007"	"O"	1081466	1082593
"3008"	"O"	1082599	1083870
"3009"	"O"	1084215	1085279
"3010"	"O"	1085329	1085742
"3011"	"O"	1085744	1087069
"3012"	"O"	1087062	1089080
"3013"	"O"	1089089	1091512
"3014"	"O"	1092099	1093457
"3015"	"O"	1093498	1094364
"3016"	"O"	1094361	1094669
"3017"	"O"	1094746	1095069
"3018"	"O"	1095066	1096052
"3019"	"O"	1096788	1096875
"3020"	"O"	1097070	1098047
"3021"	"O"	1098102	1098839
"3022"	"O"	1098863	1099417
"3023"	"O"	1099471	1100010
"3024"	"O"	1100074	1100907
"3025"	"O"	1100934	1101350
"3026"	"O"	1101375	1101764
"3027"	"O"	1101769	1102419
"3028"	"O"	1103174	1103629
"3029"	"O"	1103670	1104125
"3030"	"O"	1104184	1104516
"3031"	"O"	1104637	1104948
"3032"	"O"	1749752	1751854
"3033"	"O"	1751875	1752501
"3034"	"O"	1752956	1753165
"3035"	"O"	1753722	1755134
"3036"	"O"	1755445	1755681
"3037"	"O"	1768612	1768995
"3038"	"O"	1769095	1770309
"3039"	"O"	1770530	1771801
"3040"	"O"	1771813	1772679
"3041"	"O"	1772710	1773468
"3042"	"O"	1773611	1775206
"3043"	"O"	1775166	1776371
"3044"	"O"	1776414	1777325
"3045"	"O"	2020917	2021702
"3046"	"O"	2021992	2022615
"3047"	"O"	2022659	2022847
"3048"	"O"	2022995	2023237
"3049"	"O"	2031143	2031526
"3050"	"O"	2032045	2032560
"3051"	"O"	2033859	2034710
"3052"	"O"	2034818	2036176
"3053"	"O"	2036176	2036895
"3054"	"O"	2036980	2037393
"3055"	"O"	2037502	2038506
"3056"	"O"	2038507	2039142
"3057"	"O"	2039399	2040049
"3058"	"O"	2040362	2040922
"3059"	"O"	2041492	2041581
"3060"	"O"	2050300	2051352
"3061"	"O"	2051667	2052983
"3062"	"O"	2053085	2054539
"3063"	"O"	2054882	2055598
"3064"	"O"	2056051	2056126
"3065"	"O"	2252267	2253208
"3066"	"O"	2253377	2254036
"3067"	"O"	2254107	2255357
"3068"	"O"	2255451	2256389
"3069"	"O"	2256377	2257318
"3070"	"O"	2451287	2453023
"3071"	"O"	2453105	2453668
"3072"	"O"	2454349	2454834
"3073"	"O"	2455037	2457181
"3074"	"O"	2457181	2458491
"3075"	"O"	2458672	2458980
"3076"	"O"	2459322	2460668
"3077"	"O"	2461034	2462092
"3078"	"O"	2462274	2463029
"3079"	"O"	2463323	2464255
"3080"	"O"	2464331	2464405
"3081"	"O"	2464567	2465724
"3082"	"O"	2465877	2466239
"3083"	"O"	2466236	2467156
"3084"	"O"	2467153	2468484
"3085"	"O"	2468783	2469127
"3086"	"O"	2469099	2469539
"3087"	"O"	2469566	2470084
"3088"	"O"	2470134	2470442
"3089"	"O"	2470409	2470903
"3090"	"O"	2470900	2471268
"3091"	"O"	2471542	2471988
"3092"	"O"	2472054	2472878
"3093"	"O"	2472979	2473542
"3094"	"O"	2473533	2473895
"3095"	"O"	2473895	2474200
"3096"	"O"	2474716	2475651
"3097"	"O"	2475869	2477206
"3098"	"O"	2477224	2478552
"3099"	"O"	2478660	2480198
"3100"	"O"	2480198	2481361
"3101"	"O"	2481777	2482391
"3102"	"O"	2482396	2485989
"3103"	"O"	2486045	2487229
"3104"	"O"	2487264	2488208
"3105"	"O"	2488278	2489972
"3106"	"O"	2490026	2491276
"3107"	"O"	2491789	2492424
"3108"	"O"	2492720	2492995
"3109"	"O"	2493072	2493314
"3110"	"O"	2493601	2494587
"3111"	"O"	2495079	2496317
"3112"	"O"	2496693	2498390
"3113"	"O"	2519615	2520499
"3114"	"O"	2520751	2522007
"3115"	"O"	2522067	2522900
"3116"	"O"	2523149	2523913
"3117"	"O"	2794892	2795050
"3118"	"O"	2795233	2795532
"3119"	"O"	2795542	2796066
"3120"	"O"	2796113	2796517
"3121"	"O"	2797186	2797635
"3122"	"O"	2802837	2804039
"3123"	"O"	2991660	2991878
"3124"	"O"	2992021	2992437
"3125"	"O"	2992482	2992928
"3126"	"O"	2992959	2993114
"3127"	"O"	2993336	2993767
"3128"	"O"	2993770	2993991
"3129"	"O"	2993984	2994409
"3130"	"O"	2994394	2995299
"3131"	"O"	2995257	2995622
"3132"	"O"	2995711	2996010
"3133"	"O"	2996056	2996892
"3134"	"O"	2997006	2997079
"3135"	"O"	2997158	2997937
"3136"	"O"	3002030	3003808
"3137"	"O"	3004284	3005474
"3138"	"O"	3012309	3013016
"3139"	"O"	3013182	3013760
"3140"	"O"	3014082	3017180
"3141"	"O"	3027034	3028968
"3142"	"O"	3029320	3030837
"3143"	"O"	3031087	3031635
"3144"	"O"	3086306	3087700
"3145"	"O"	3110076	3110942
"3146"	"O"	3111089	3111499
"3147"	"O"	3112572	3117134
"3148"	"O"	3117619	3119301
"3149"	"O"	3131266	3131979
"3150"	"O"	3132153	3132845
"3151"	"O"	3132894	3134393
"3152"	"O"	3282192	3282668
"3153"	"O"	3282707	3283510
"3154"	"O"	3283500	3284291
"3155"	"O"	3284292	3285047
"3156"	"O"	3285448	3286032
"3157"	"O"	3286112	3286807
"3158"	"O"	3286836	3289352
"3159"	"O"	3318010	3319653
"3160"	"O"	3664203	3665603
"3161"	"O"	3665814	3667211
"3162"	"O"	3667615	3669264
"3163"	"O"	3669315	3669917
"3164"	"O"	3670365	3671336
"3165"	"O"	3693256	3693984
"3166"	"O"	3694020	3694208
"3167"	"O"	3694481	3696052
"3168"	"O"	3717501	3717791
"3169"	"O"	3718072	3718284
"3170"	"O"	3718471	3718623
"3171"	"O"	3718703	3719224
"3172"	"O"	3719221	3720072
"3173"	"O"	3723910	3724905
"3174"	"O"	3724947	3725387
"3175"	"O"	3725430	3725783
"3176"	"O"	3982375	3984030
"3177"	"O"	4000442	4000822
"3178"	"O"	4000836	4001252
"3179"	"O"	4001311	4002201
"3180"	"O"	4172099	4173049
"3181"	"O"	4173236	4173391
"3182"	"O"	4173411	4173486
"3183"	"O"	4173495	4173579
"3184"	"O"	4173696	4173770
"3185"	"O"	4173777	4173852
"3186"	"O"	4324422	4324757
"3187"	"O"	4325158	4327386
"3188"	"O"	4333717	4335054
"3189"	"O"	4335191	4335952
"3190"	"O"	4345427	4346767
"3191"	"O"	4347338	4348057
"3192"	"O"	4348054	4349685
"3193"	"O"	4349866	4350096
"3194"	"O"	4350108	4350380
"3195"	"O"	4350607	4350903
"3196"	"O"	4351223	4352740
"3197"	"O"	4352977	4354434
"3198"	"O"	4354493	4356640
"3199"	"O"	4356720	4358054
"3200"	"O"	4358419	4359957
"3201"	"O"	4492646	4493209
"3202"	"O"	4496250	4496660
"3203"	"O"	4502021	4503298
"3204"	"O"	4503295	4504428
"3205"	"O"	4504649	4505023
"3206"	"O"	4504929	4505132
"3207"	"O"	4505184	4505486
"3208"	"O"	4518694	4520043
"3209"	"O"	4520150	4522117
"3210"	"O"	4522128	4523087
"3211"	"O"	4523038	4523826
"3212"	"O"	4533038	4534054
"3213"	"O"	4534637	4535617
"3214"	"O"	4535682	4536896
"3215"	"O"	4536808	4537533
"3216"	"O"	4538980	4539582
"3217"	"O"	4540060	4540656
"3218"	"O"	4600111	4600944
"3219"	"O"	4601500	4602225
"3220"	"O"	4602183	4602860
"3221"	"O"	4638965	4639651
"3222"	"O"	2309668	2310771
"3223"	"O"	2338439	2342191
"3224"	"O"	16751	16903
"3225"	"O"	17489	18655
"3226"	"O"	34195	34695
"3227"	"O"	34781	35392
"3228"	"O"	35377	36270
"3229"	"O"	770678	772249
"3230"	"O"	89634	90092
