start1	end1	Inversion	block
2577	4193569	4194204	0	Block1041
2578	4194204	4196099	0	Block1041
2579	4196332	4196808	0	Block1041
2580	4196903	4197676	0	Block1041
2581	4197716	4198780	0	Block1041
2582	4198790	4199461	0	Block1041
2583	4199504	4200094	0	Block1041
2584	4200281	4200553	0	Block1041
2585	4200566	4201261	0	Block1041
2586	4203320	4204645	0	Block1043
2587	4204642	4205931	0	Block1043
2588	4205943	4207532	0	Block1043
2589	4213234	4213617	0	Block1046
2590	4213680	4214123	0	Block1046
2591	4214280	4215209	0	Block1046
2592	4215478	4217079	0	Block1046
2593	4217109	4218413	0	Block1046
2594	4222804	4223628	0	Block1050
2595	4227731	4229362	0	Block1051
2596	4229453	4230142	0	Block1053
2597	4231884	4233233	0	Block1055
2598	4233758	4235407	0	Block1055
2599	4235906	4236148	0	Block1055
2600	4236262	4236900	0	Block1056
2601	4236897	4237634	0	Block1056
2602	4237634	4239730	0	Block1056
2603	4240325	4240735	0	Block1057
2604	4242626	4243516	0	Block1058
2605	4243531	4245075	0	Block1058
2606	4245229	4246419	0	Block1058
2607	4246784	4247899	0	Block1058
2608	4247971	4249311	0	Block1058
2609	4249554	4250474	0	Block1059
2610	4252506	4253003	0	Block1060
2611	4253016	4253888	0	Block1060
2612	4254043	4256466	0	Block1060
2613	4256637	4257005	0	Block1060
2614	4257115	4257723	0	Block1060
2615	4257742	4259121	0	Block1060
2616	4259237	4259446	0	Block1060
2617	4259488	4260003	0	Block1060
2618	4262840	4263082	0	Block1061
2619	4269414	4270127	0	Block1065
2620	4270238	4270654	0	Block1065
2621	4270658	4271014	0	Block1065
2622	4271049	4273871	0	Block1065
2623	4274760	4275041	0	Block1065
2624	4275471	4277057	0	Block1065
2625	4277060	4277383	0	Block1065
2626	4277469	4277933	0	Block1065
2627	4283253	4284902	0	Block1067
2628	4284899	4285213	0	Block1067
2629	4285413	4287371	0	Block1070
2630	4287764	4289200	0	Block1070
2631	4289808	4290479	0	Block1071
2632	4290476	4291432	0	Block1071
2633	4291512	4293170	0	Block1071
2634	4293163	4293546	0	Block1071
2635	4293543	4294139	0	Block1071
2636	4294481	4295794	0	Block1071
2637	4297219	4299366	0	Block1077
2638	4299564	4301030	0	Block1077
2639	4301027	4303078	0	Block1077
2640	4303078	4304109	0	Block1077
2641	4304612	4306597	0	Block1077
2642	4306870	4307799	0	Block1077
2643	4307783	4308478	0	Block1077
2644	4308489	4309469	0	Block1077
2645	4309448	4310980	0	Block1077
2646	4311107	4312042	0	Block1077
2647	4313350	4313799	0	Block1077
2648	4315104	4315538	0	Block1078
2649	4315525	4316082	0	Block1078
2650	4316082	4317218	0	Block1078
2651	4317215	4317895	0	Block1078
2652	4318006	4318764	0	Block1078
2653	4318761	4319606	0	Block1078
2654	4319599	4320663	0	Block1078
2655	4320663	4321247	0	Block1078
2656	4321244	4321696	0	Block1078
2657	4321697	4322422	0	Block1078
2658	4323336	4324352	0	Block1079
2659	4324377	4325165	0	Block1079
2660	4325298	4325741	0	Block1079
2661	4326399	4326734	0	Block1081
2662	4329360	4330238	0	Block1082
2663	4330502	4332004	0	Block1082
2664	4332181	4333272	0	Block1082
2665	4333282	4333950	0	Block1082
2666	4333947	4335590	0	Block1082
2667	4335694	4337031	0	Block1082
2668	4337168	4337929	0	Block1082
2669	4338254	4340521	0	Block1083
2670	4340720	4341628	0	Block1083
2671	4345680	4347326	0	Block1085
2672	4347404	4348744	0	Block1085
2673	4349315	4350034	0	Block1085
2674	4350031	4351662	0	Block1085
2675	4351843	4352073	0	Block1085
2676	4352085	4352357	0	Block1085
2677	4356470	4358617	0	Block1086
2678	4358697	4360031	0	Block1086
2679	4360396	4361934	0	Block1086
2680	4362733	4363308	0	Block1086
2681	4363345	4365042	0	Block1086
2682	4365018	4365356	0	Block1086
2683	4365472	4366773	0	Block1086
2684	4366891	4368327	0	Block1086
2685	4368664	4369140	0	Block1086
2686	4369156	4370412	0	Block1086
2687	4370688	4370981	0	Block1086
2688	4371025	4372671	0	Block1086
2689	4372809	4373162	0	Block1086
2690	4373365	4374234	0	Block1088
2691	4374629	4375657	0	Block1090
2692	4375699	4376265	0	Block1090
2693	4376875	4377192	0	Block1090
2694	4377189	4377722	0	Block1090
2695	4379007	4379366	0	Block1090
2696	4379377	4379772	0	Block1090
2697	4379783	4380517	0	Block1090
2698	4380510	4382318	0	Block1090
2699	4382643	4383620	0	Block1090
2700	4383839	4385341	0	Block1090
2701	4386047	4389370	0	Block1091
2702	4389392	4390360	0	Block1091
2703	4390457	4391509	0	Block1091
2704	4391604	4392149	0	Block1091
2705	4392928	4394067	0	Block1092
2706	4394066	4395613	0	Block1092
2707	4395585	4396046	0	Block1092
2708	4397412	4399259	0	Block1093
2709	4399252	4400202	0	Block1093
2710	4400288	4400596	0	Block1093
2711	4400672	4401952	0	Block1093
2712	4402038	4403297	0	Block1093
2713	4403300	4404304	0	Block1093
2714	4404386	4404583	0	Block1093
2715	4404687	4405985	0	Block1093
2716	4406190	4406615	0	Block1093
2717	4406654	4409095	0	Block1093
2718	4409275	4410006	0	Block1094
2719	4410133	4410534	0	Block1094
2720	4410553	4411251	0	Block1094
2721	4411302	4411961	0	Block1094
2722	4411979	4412377	0	Block1094
2723	4412387	4413025	0	Block1094
2724	4413028	4414191	0	Block1094
2725	4414275	4415900	0	Block1094
2726	4416017	4416292	0	Block1094
2727	4416441	4416770	0	Block1094
2728	4416952	4417701	0	Block1094
2729	4417698	4418453	0	Block1094
2730	4418561	4419625	0	Block1094
2731	4419980	4421377	0	Block1094
2732	4421393	4421698	0	Block1094
2733	4421708	4422172	0	Block1094
2734	4422186	4422836	0	Block1094
2735	4422846	4423700	0	Block1094
2736	4423700	4424386	0	Block1094
2737	4424516	4424791	0	Block1094
2738	4425118	4425513	0	Block1095
2739	4425520	4425834	0	Block1095
2740	4425839	4426066	0	Block1095
2741	4426108	4426557	0	Block1095
2742	4428079	4428717	0	Block1097
2743	4428935	4429555	0	Block1097
2744	4429864	4431276	0	Block1097
2745	4431321	4431983	0	Block1097
2746	4432091	4433056	0	Block1097
2747	4433164	4434024	0	Block1097
2748	4434113	4434493	0	Block1097
2749	4434622	4436565	0	Block1097
2750	4439587	4439793	0	Block1098
2751	4441538	4442176	0	Block1099
2752	4442382	4444115	0	Block1099
2753	4444112	4447891	0	Block1099
2754	4447894	4448235	0	Block1099
2755	4449122	4449652	0	Block1102
2756	4449962	4450918	0	Block1102
2757	4453583	4454578	0	Block1103
2758	4454611	4455609	0	Block1103
2759	4455785	4457158	0	Block1103
2760	4457314	4457865	0	Block1103
2761	4457959	4459311	0	Block1103
2762	4459900	4460364	0	Block1104
2763	4460522	4462660	0	Block1104
2764	4463054	4464709	0	Block1104
2765	4464759	4466180	0	Block1104
2766	4466299	4467246	0	Block1104
2767	4467625	4470321	0	Block1104
2768	4470527	4470913	0	Block1106
2769	4470986	4471447	0	Block1106
2770	4471460	4472395	0	Block1106
2771	4472399	4472533	0	Block1106
2772	4480982	4483837	0	Block1113
2773	4483837	4484280	0	Block1113
2774	4484440	4485951	0	Block1114
2775	4486218	4487318	0	Block1114
2776	4487318	4488400	0	Block1114
2777	4488561	4490063	0	Block1115
2778	4510690	4511457	0	Block1127
2779	4511458	4512414	0	Block1127
2780	4512411	4513409	0	Block1127
2781	4513406	4514308	0	Block1127
2782	4514353	4516677	0	Block1127
2783	4516764	4517717	0	Block1127
2784	4517714	4518235	0	Block1127
2785	4519338	4520324	0	Block1128
2786	4520671	4522020	0	Block1128
2787	4522127	4524094	0	Block1128
2788	4524105	4525010	0	Block1128
2789	4525015	4525803	0	Block1128
2790	4526106	4526888	0	Block1128
2791	4526905	4527537	0	Block1128
2792	4527549	4527980	0	Block1128
2793	4528111	4528917	0	Block1128
2794	4528930	4530243	0	Block1128
2795	4530530	4531651	0	Block1128
2796	4532437	4533183	0	Block1128
2797	4536614	4537594	0	Block1131
2798	4537659	4538765	0	Block1131
2799	4538785	4539501	0	Block1131
2800	4599695	4600189	0	Block1133
2801	4600238	4600975	0	Block1133
2802	4600978	4601517	0	Block1133
2803	4601624	4602097	0	Block1133
2804	4602088	4602858	0	Block1133
2805	4603477	4604202	0	Block1135
2806	4604160	4604837	0	Block1135
2807	4604875	4605663	0	Block1135
2808	4607803	4608216	0	Block1138
2809	4608185	4608631	0	Block1138
2810	4608646	4609323	0	Block1138
2811	4609414	4611003	0	Block1138
2812	4611396	4612001	0	Block1138
2813	4612411	4613484	0	Block1138
2814	4614680	4615543	0	Block1141
2815	4615515	4617065	0	Block1141
2816	4617323	4618102	0	Block1141
2817	4618229	4619551	0	Block1141
2818	4619603	4620826	0	Block1141
2819	4620883	4621602	0	Block1141
2820	4624145	4624789	0	Block1142
2821	4624895	4625863	0	Block1142
2822	4625912	4627294	0	Block1142
2823	4627315	4628547	0	Block1142
2824	4630733	4632670	0	Block1146
2825	4633797	4634444	0	Block1148
2826	4635521	4635994	0	Block1148
2827	4636007	4636696	0	Block1148
2828	4636696	4638120	0	Block1148
2829	4638178	4639530	0	Block1148
2830	4639590	4640306	0	Block1148
2831	4640402	4640542	0	Block1148
2832	4640942	4641628	0	Block1148
2833	213925	214125	0	Block50
2834	4192637	4192837	0	Block1041
2835	4376317	4376442	0	Block1090
2836	4376553	4376699	0	Block1090
2837	3699980	3700087	1	Block935
2838	3720448	3720600	1	Block940
2839	1982554	1983540	1	Block508
2840	2748774	2750060	1	Block732
2841	2897964	2899418	1	Block763
2842	3076179	3077456	1	Block788
2843	3124236	3125459	1	Block805
2844	3125470	3126522	1	Block805
2845	3158927	3161146	1	Block814
2846	3255341	3256651	1	Block843
2847	3258285	3259649	1	Block844
2848	3392458	3396258	1	Block876
2849	3432436	3433560	1	Block887
2850	3555833	3556849	1	Block903
2851	3575721	3577061	1	Block906
2852	3872995	3873612	1	Block977
2853	3871850	3872998	1	Block977
2854	3874471	3875160	1	Block977
2855	3947128	3947967	1	Block992
2856	3977525	3978604	1	Block996
2857	4023554	4024336	1	Block1004
2858	4105820	4106320	1	Block1023
2859	4451058	4452560	0	Block1102
2860	2265041	2265295	0	Block627
2861	573730	573870	1	Block164
2862	728732	728821	1	Block184
2863	1052067	1052240	1	Block268
2864	1068081	1068254	1	Block271
2865	1218983	1219201	1	Block301
2866	1335124	1335288	1	Block335
2867	1335291	1335458	1	Block335
2868	1441058	1441324	1	Block386
2869	1805165	1805272	1	Block487
2870	1908925	1909164	1	Block499
2871	2089211	2089465	0	Block578
2872	2215657	2215764	0	Block615
2873	2372557	2372892	0	Block652
2874	2527941	2528159	0	Block683
2875	2592762	2592962	0	Block702
2876	3438431	3438649	1	Block889
2877	3478592	3478792	1	Block893
2878	3725413	3725712	1	Block941
2879	3776171	3776380	1	Block950
2880	3840215	3840508	1	Block966
2881	3884816	3885073	1	Block981
2882	3994522	3994725	1	Block998
2883	4530255	4530533	0	Block1128
2884	4533796	4534053	0	Block1129
2885	4605804	4606040	0	Block1135
2886	4612128	4612289	0	Block1138
2887	1222990	1223163	1	Block307
2888	1223264	1223449	1	Block307
2889	1308788	1308961	1	Block331
2890	1344436	1344609	1	Block338
2891	1517099	1517194	1	Block402
2892	1622646	1622741	1	Block439
2893	1671777	1671860	1	Block467
2894	1737456	1737545	1	Block479
2895	2590807	2590866	0	Block702
2896	3647705	3647788	1	Block922
2897	4239777	4240055	0	Block1056
2898	4304128	4304403	0	Block1077
2899	710639	710725	1	Block178
2900	3056890	3056949	1	Block781
2901	3950507	3950557	1	Block992
2902	4392892	4392945	0	Block1092
2903	1878874	1878948	1	Block495
2904	1878773	1878871	1	Block495
2905	2087052	2087114	0	Block578
2906	2228982	2229065	0	Block618
2907	2496921	2496992	0	Block677
2908	3032817	3032942	1	Block778
2909	3307853	3307933	1	Block864
2910	4053647	4053757	1	Block1011
