locus_tag,gene_id,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_locus_tag,gbk_strand,norm_exp,block,taxa,start,end,rev_comp,inversion,strain,gbk_old_locus_tag
b0902,pflA,950340,951080,950710,pflA,,1,174.62446688621998,Block252,U00096000,950313,959991,0,1,K12MG,
b0903,pflB,951272,953554,952413,pflB,,1,3967.04481929351,Block252,U00096000,950313,959991,0,1,K12MG,
b0904,focA,953609,954466,954037,focA,,1,335.852717599132,Block252,U00096000,950313,959991,0,1,K12MG,
b0905,ycaO,954872,956632,955752,ycaO,,1,184.410998329179,Block252,U00096000,950313,959991,0,1,K12MG,
b0906,ycaP,956762,957454,957108,ycaP,,0,18.4294740846814,Block252,U00096000,950313,959991,0,1,K12MG,
b0907,serC,957653,958741,958197,serC,,0,220.87058909923002,Block252,U00096000,950313,959991,0,1,K12MG,
b0909,ycaL,960264,961028,960646,ycaL,,0,5.426824603521861,Block253,U00096000,960152,984296,0,1,K12MG,
b0910,cmk,961201,961884,961542,cmk,,0,176.366621505391,Block253,U00096000,960152,984296,0,1,K12MG,
b0911,rpsA,961995,963668,962831,rpsA,,0,4422.0945794542895,Block253,U00096000,960152,984296,0,1,K12MG,
b0912,ihfB,963828,964112,963970,ihfB,,0,168.193255960203,Block253,U00096000,960152,984296,0,1,K12MG,
b0913,ycaI,964320,966584,965452,ycaI,,0,48.367541291886795,Block253,U00096000,960152,984296,0,1,K12MG,
b0914,msbA,966621,968369,967495,msbA,,0,281.619347806669,Block253,U00096000,960152,984296,0,1,K12MG,
b0915,lpxK,968366,969352,968859,lpxK,,0,92.5501327578758,Block253,U00096000,960152,984296,0,1,K12MG,
b0916,ycaQ,969389,970621,970005,ycaQ,,0,24.0085922661834,Block253,U00096000,960152,984296,0,1,K12MG,
b0917,ycaR,970673,970855,970764,ycaR,,0,21.731584624710397,Block253,U00096000,960152,984296,0,1,K12MG,
b0918,kdsB,970852,971598,971225,kdsB,,0,153.259448344442,Block253,U00096000,960152,984296,0,1,K12MG,
b0919,ycbJ,971752,972645,972198,ycbJ,,0,482.6426448409311,Block253,U00096000,960152,984296,0,1,K12MG,
b0921,smtA,973537,974322,973929,smtA,,0,105.574732727375,Block253,U00096000,960152,984296,0,1,K12MG,
b0922,mukF,974319,975641,974980,mukF,,0,154.404463046501,Block253,U00096000,960152,984296,0,1,K12MG,
b0923,mukE,975622,976326,975974,mukE,,0,80.693912886116,Block253,U00096000,960152,984296,0,1,K12MG,
b0924,mukB,976326,980786,978556,mukB,,0,645.352790901174,Block253,U00096000,960152,984296,0,1,K12MG,
b0926,ycbK,983075,983623,983349,ycbK,,0,222.77954104960202,Block253,U00096000,960152,984296,0,1,K12MG,
b0928,aspC,984519,985709,985114,aspC,,1,433.261894378221,Block256,U00096000,984516,993214,0,1,K12MG,
b0929,ompF,985894,986982,986438,ompF,,1,5427.94535415972,Block256,U00096000,984516,993214,0,1,K12MG,
b0930,asnS,987585,988985,988285,asnS,,1,665.464428734781,Block256,U00096000,984516,993214,0,1,K12MG,
b0931,pncB,989154,990356,989755,pncB,,1,184.912906374051,Block256,U00096000,984516,993214,0,1,K12MG,
b0936,ssuA,995985,996944,996464,ssuA,,1,3.55410394345972,Block258,U00096000,994858,997573,0,1,K12MG,
b0937,ssuE,996937,997512,997224,ssuE,,1,3.5331109039276702,Block258,U00096000,994858,997573,0,1,K12MG,
b0945,pyrD,1004768,1005778,1005273,pyrD,,0,62.9906450606633,Block260,U00096000,1004686,1007681,0,1,K12MG,
b0946,zapC,1005952,1006494,1006223,zapC,,0,76.8876898865457,Block260,U00096000,1004686,1007681,0,1,K12MG,
b0947,ycbX,1006491,1007600,1007045,ycbX,,1,70.4750407681292,Block260,U00096000,1004686,1007681,0,1,K12MG,
b0949,uup,1009964,1011871,1010917,uup,,0,164.750084388519,Block262,U00096000,1007841,1018967,0,1,K12MG,
b0950,pqiA,1012001,1013254,1012627,pqiA,,0,50.3352921947982,Block262,U00096000,1007841,1018967,0,1,K12MG,
b0951,pqiB,1013259,1014899,1014079,pqiB,,0,81.65383610021149,Block262,U00096000,1007841,1018967,0,1,K12MG,
b0953,rmf,1015715,1015882,1015798,rmf,,0,44.7008466210026,Block262,U00096000,1007841,1018967,0,1,K12MG,
b0954,fabA,1015952,1016470,1016211,fabA,,1,245.96847891875998,Block262,U00096000,1007841,1018967,0,1,K12MG,
b0955,ycbZ,1016539,1018299,1017419,ycbZ,,1,297.765097538857,Block262,U00096000,1007841,1018967,0,1,K12MG,
b0956,matP,1018485,1018937,1018711,matP,,0,63.4596226625966,Block262,U00096000,1007841,1018967,0,1,K12MG,
b0958,sulA,1020410,1020919,1020664,sulA,,1,91.5388217725836,Block264,U00096000,1019694,1030671,0,1,K12MG,
b0959,sxy,1021138,1021767,1021452,sxy,,0,44.944975343429604,Block264,U00096000,1019694,1030671,0,1,K12MG,
b0960,yccS,1021730,1023883,1022806,yccS,,1,92.7589367137926,Block264,U00096000,1019694,1030671,0,1,K12MG,
b0961,yccF,1023902,1024348,1024125,yccF,,1,38.737280525352794,Block264,U00096000,1019694,1030671,0,1,K12MG,
b0962,helD,1024471,1026525,1025498,helD,,0,186.401419787422,Block264,U00096000,1019694,1030671,0,1,K12MG,
b0963,mgsA,1026557,1027015,1026786,mgsA,,1,274.363647217544,Block264,U00096000,1019694,1030671,0,1,K12MG,
b0964,yccT,1027111,1027773,1027442,yccT,,1,11.6693404564026,Block264,U00096000,1019694,1030671,0,1,K12MG,
b0965,yccU,1027946,1028359,1028152,yccU,,0,79.26905178606879,Block264,U00096000,1019694,1030671,0,1,K12MG,
b0966,hspQ,1028404,1028721,1028562,hspQ,,1,105.01045165402701,Block264,U00096000,1019694,1030671,0,1,K12MG,
b0967,rlmI,1028779,1029969,1029374,rlmI,,1,147.373642027286,Block264,U00096000,1019694,1030671,0,1,K12MG,
b0968,yccX,1030064,1030342,1030203,yccX,,0,22.302592534373805,Block264,U00096000,1019694,1030671,0,1,K12MG,
b0969,tusE,1030339,1030668,1030503,tusE,,1,20.768556758803694,Block264,U00096000,1019694,1030671,0,1,K12MG,
b0970,yccA,1030759,1031418,1031088,yccA,,1,428.92818295998495,Block265,U00096000,1030673,1041905,0,1,K12MG,
b0972,hyaA,1032139,1033257,1032698,hyaA,,0,59.093616741127605,Block265,U00096000,1030673,1041905,0,1,K12MG,
b0973,hyaB,1033254,1035047,1034150,hyaB,,0,92.69502101611441,Block265,U00096000,1030673,1041905,0,1,K12MG,
b0974,hyaC,1035066,1035773,1035419,hyaC,,0,46.489574802092,Block265,U00096000,1030673,1041905,0,1,K12MG,
b0975,hyaD,1035770,1036357,1036063,hyaD,,0,35.625832467780796,Block265,U00096000,1030673,1041905,0,1,K12MG,
b0976,hyaE,1036354,1036752,1036553,hyaE,,0,22.606872789194398,Block265,U00096000,1030673,1041905,0,1,K12MG,
b0977,hyaF,1036749,1037606,1037177,hyaF,,0,55.802731195899,Block265,U00096000,1030673,1041905,0,1,K12MG,
b0990,cspG,1051461,1051673,1051567,cspG,,0,432.50374286964205,Block268,U00096000,1050971,1062378,0,1,K12MG,
b0991,ymcE,1051847,1052077,1051962,ymcE,,0,6.836637049498429,Block268,U00096000,1050971,1062378,0,1,K12MG,
b0992,yccM,1052289,1053362,1052825,yccM,,1,56.686123430754996,Block268,U00096000,1050971,1062378,0,1,K12MG,
b0993,torS,1053434,1056178,1054806,torS,,1,51.2186078357079,Block268,U00096000,1050971,1062378,0,1,K12MG,
b0994,torT,1056261,1057289,1056775,torT,,0,32.6049097488623,Block268,U00096000,1050971,1062378,0,1,K12MG,
b0995,torR,1057262,1057954,1057608,torR,,1,27.1112875668061,Block268,U00096000,1050971,1062378,0,1,K12MG,
b0996,torC,1058084,1059256,1058670,torC,,0,2.5180443983221497,Block268,U00096000,1050971,1062378,0,1,K12MG,
b0997,torA,1059256,1061802,1060529,torA,,0,17.364993351368,Block268,U00096000,1050971,1062378,0,1,K12MG,
b1000,cbpA,1062855,1063775,1063315,cbpA,,1,156.61016393904498,Block270,U00096000,1062562,1063898,0,1,K12MG,
b1002,agp,1065585,1066826,1066205,agp,,0,765.835345256725,Block271,U00096000,1065226,1068300,0,1,K12MG,
b1003,yccJ,1066864,1067091,1066977,yccJ,,1,99.18743859677679,Block271,U00096000,1065226,1068300,0,1,K12MG,
b1004,wrbA,1067112,1067708,1067410,wrbA,,1,416.401617783704,Block271,U00096000,1065226,1068300,0,1,K12MG,
b1006,rutG,1068511,1069839,1069175,rutG,,1,13.569308381547899,Block273,U00096000,1068492,1080806,0,1,K12MG,
b1007,rutF,1069860,1070354,1070107,rutF,,1,2.15472006136504,Block273,U00096000,1068492,1080806,0,1,K12MG,
b1008,rutE,1070365,1070955,1070660,rutE,,1,2.78367908493679,Block273,U00096000,1068492,1080806,0,1,K12MG,
b1009,rutD,1070965,1071765,1071365,rutD,,1,1.1770217552003002,Block273,U00096000,1068492,1080806,0,1,K12MG,
b1010,rutC,1071773,1072159,1071966,rutC,,1,0.7895185497387021,Block273,U00096000,1068492,1080806,0,1,K12MG,
b1011,rutB,1072171,1072863,1072517,rutB,,1,1.64687533405583,Block273,U00096000,1068492,1080806,0,1,K12MG,
b1012,rutA,1072863,1074011,1073437,rutA,,1,1.88729588900231,Block273,U00096000,1068492,1080806,0,1,K12MG,
b1013,rutR,1074242,1074880,1074561,rutR,,0,22.8003057644239,Block273,U00096000,1068492,1080806,0,1,K12MG,
b1014,putA,1074920,1078882,1076901,putA,,1,291.639636083687,Block273,U00096000,1068492,1080806,0,1,K12MG,
b1018,efeO,1082243,1083370,1082806,efeO,,0,97.02670381771921,Block276,U00096000,1081465,1084666,0,1,K12MG,
b1019,efeB,1083376,1084647,1084011,efeB,,0,23.1187717197202,Block276,U00096000,1081465,1084666,0,1,K12MG,
b1020,phoH,1084992,1086056,1085524,phoH,,0,75.62968394798351,Block279,U00096000,1084791,1092655,0,1,K12MG,
b1021,pgaD,1086106,1086519,1086312,pgaD,,1,10.741073388826802,Block279,U00096000,1084791,1092655,0,1,K12MG,
b1022,pgaC,1086521,1087846,1087183,pgaC,,1,38.8397233706238,Block279,U00096000,1084791,1092655,0,1,K12MG,
b1023,pgaB,1087839,1089857,1088848,pgaB,,1,83.6849305523378,Block279,U00096000,1084791,1092655,0,1,K12MG,
b1024,pgaA,1089866,1092289,1091077,pgaA,,1,342.593018632701,Block279,U00096000,1084791,1092655,0,1,K12MG,
b1033,ghrA,1097886,1098824,1098355,ghrA,,0,127.991300727708,Block282,U00096000,1097660,1100826,0,1,K12MG,
b1034,ycdX,1098879,1099616,1099247,ycdX,,0,108.58929363666,Block282,U00096000,1097660,1100826,0,1,K12MG,
b1035,ycdY,1099640,1100194,1099917,ycdY,,0,93.231103549948,Block282,U00096000,1097660,1100826,0,1,K12MG,
b1036,ycdZ,1100296,1100787,1100541,ycdZ,,0,33.0127172344199,Block282,U00096000,1097660,1100826,0,1,K12MG,
b1037,csgG,1100851,1101684,1101267,csgG,,1,19.1879681040204,Block283,U00096000,1100850,1104535,0,1,K12MG,
b1038,csgF,1101711,1102127,1101919,csgF,,1,4.973200679586942,Block283,U00096000,1100850,1104535,0,1,K12MG,
b1039,csgE,1102152,1102541,1102346,csgE,,1,3.1177107320339603,Block283,U00096000,1100850,1104535,0,1,K12MG,
b1040,csgD,1102546,1103196,1102871,csgD,,1,15.7168580450648,Block283,U00096000,1100850,1104535,0,1,K12MG,
b1041,csgB,1103951,1104406,1104178,csgB,,0,2.30250678014437,Block283,U00096000,1100850,1104535,0,1,K12MG,
b1043,csgC,1104961,1105293,1105127,csgC,,0,0.773466357877976,Block284,U00096000,1104536,1113560,0,1,K12MG,
b1044,ymdA,1105414,1105725,1105569,ymdA,,0,37.971053448327105,Block284,U00096000,1104536,1113560,0,1,K12MG,
b1045,ymdB,1105820,1106353,1106086,ymdB,,0,49.016607052275496,Block284,U00096000,1104536,1113560,0,1,K12MG,
b1046,clsC,1106355,1107776,1107065,clsC,,0,70.49493464563109,Block284,U00096000,1104536,1113560,0,1,K12MG,
b1047,opgC,1107784,1108941,1108362,opgC,,1,22.4496614630718,Block284,U00096000,1104536,1113560,0,1,K12MG,
b1048,opgG,1109335,1110870,1110102,opgG,,0,505.848961320114,Block284,U00096000,1104536,1113560,0,1,K12MG,
b1049,opgH,1110863,1113406,1112134,opgH,,0,471.257036359859,Block284,U00096000,1104536,1113560,0,1,K12MG,
b1050,yceK,1113579,1113806,1113692,yceK,,0,22.265354949467106,Block285,U00096000,1113566,1119305,0,1,K12MG,
b1051,msyB,1113807,1114181,1113994,msyB,,1,67.45797535053221,Block285,U00096000,1113566,1119305,0,1,K12MG,
b1053,mdtG,1114264,1115490,1114877,mdtG,,1,39.725996236295295,Block285,U00096000,1113566,1119305,0,1,K12MG,
b1055,yceA,1116807,1117859,1117333,yceA,,0,131.168429436737,Block285,U00096000,1113566,1119305,0,1,K12MG,
b1056,yceI,1117901,1118476,1118188,yceI,,1,19.671316954626697,Block285,U00096000,1113566,1119305,0,1,K12MG,
b1057,yceJ,1118480,1119046,1118763,yceJ,,1,22.4004189410634,Block285,U00096000,1113566,1119305,0,1,K12MG,
b1059,solA,1119468,1120586,1120027,solA,,1,72.683450945754,Block286,U00096000,1119348,1120591,0,1,K12MG,
b1062,pyrC,1121561,1122607,1122084,pyrC,,1,112.177733583433,Block288,U00096000,1121296,1130843,0,1,K12MG,
b1063,yceB,1122713,1123273,1122993,yceB,,1,91.598219806847,Block288,U00096000,1121296,1130843,0,1,K12MG,
b1064,grxB,1123407,1124054,1123730,grxB,,1,158.676096101451,Block288,U00096000,1121296,1130843,0,1,K12MG,
b1065,mdtH,1124118,1125326,1124722,mdtH,,1,36.126974660903,Block288,U00096000,1121296,1130843,0,1,K12MG,
b1066,rimJ,1125562,1126146,1125854,rimJ,,0,112.14959658802601,Block288,U00096000,1121296,1130843,0,1,K12MG,
b1067,yceH,1126157,1126804,1126480,yceH,,0,127.15132847873699,Block288,U00096000,1121296,1130843,0,1,K12MG,
b1068,yceM,1126806,1127729,1127267,yceM,,0,97.53445983836359,Block288,U00096000,1121296,1130843,0,1,K12MG,
b1069,murJ,1127839,1129374,1128606,murJ,,0,64.20741838923979,Block288,U00096000,1121296,1130843,0,1,K12MG,
b1070,flgN,1129414,1129830,1129622,flgN,,1,91.5517471815759,Block288,U00096000,1121296,1130843,0,1,K12MG,
b1071,flgM,1129835,1130128,1129981,flgM,,1,54.918624499585,Block288,U00096000,1121296,1130843,0,1,K12MG,
b1073,flgB,1131018,1131434,1131226,flgB,,0,104.40281531331699,Block289,U00096000,1130868,1141165,0,1,K12MG,
b1074,flgC,1131438,1131842,1131640,flgC,,0,24.8980219236517,Block289,U00096000,1130868,1141165,0,1,K12MG,
b1075,flgD,1131854,1132549,1132201,flgD,,0,236.11526990100498,Block289,U00096000,1130868,1141165,0,1,K12MG,
b1076,flgE,1132574,1133782,1133178,flgE,,0,432.199743208274,Block289,U00096000,1130868,1141165,0,1,K12MG,
b1077,flgF,1133802,1134557,1134179,flgF,,0,69.8014904761592,Block289,U00096000,1130868,1141165,0,1,K12MG,
b1078,flgG,1134729,1135511,1135120,flgG,,0,180.48013583481003,Block289,U00096000,1130868,1141165,0,1,K12MG,
b1079,flgH,1135564,1136262,1135913,flgH,,0,58.8879352570031,Block289,U00096000,1130868,1141165,0,1,K12MG,
b1080,flgI,1136274,1137371,1136822,flgI,,0,50.49483031882879,Block289,U00096000,1130868,1141165,0,1,K12MG,
b1081,flgJ,1137371,1138312,1137841,flgJ,,0,37.7071071105549,Block289,U00096000,1130868,1141165,0,1,K12MG,
b1082,flgK,1138378,1140021,1139199,flgK,,0,200.215318987592,Block289,U00096000,1130868,1141165,0,1,K12MG,
b1083,flgL,1140033,1140986,1140509,flgL,,0,118.67188724229601,Block289,U00096000,1130868,1141165,0,1,K12MG,
b1084,rne,1141182,1144367,1142774,rne,,1,1002.3340622244999,Block290,U00096000,1141169,1151896,0,1,K12MG,
b1085,yceQ,1144502,1144822,1144662,yceQ,,0,69.8727085361858,Block290,U00096000,1141169,1151896,0,1,K12MG,
b1086,rluC,1144940,1145899,1145419,rluC,,0,90.2744972351392,Block290,U00096000,1141169,1151896,0,1,K12MG,
b1087,yceF,1146011,1146595,1146303,yceF,,1,59.6255010279541,Block290,U00096000,1141169,1151896,0,1,K12MG,
b1088,yceD,1146794,1147315,1147054,yceD,,0,1380.61604955762,Block290,U00096000,1141169,1151896,0,1,K12MG,
b1089,rpmF,1147367,1147540,1147453,rpmF,,0,338.317405320978,Block290,U00096000,1141169,1151896,0,1,K12MG,
b1090,plsX,1147621,1148691,1148156,plsX,,0,310.802499973633,Block290,U00096000,1141169,1151896,0,1,K12MG,
b1091,fabH,1148759,1149712,1149235,fabH,,0,457.702967161081,Block290,U00096000,1141169,1151896,0,1,K12MG,
b1092,fabD,1149728,1150657,1150192,fabD,,0,558.891750192267,Block290,U00096000,1141169,1151896,0,1,K12MG,
b1093,fabG,1150670,1151404,1151037,fabG,,0,1107.59609218643,Block290,U00096000,1141169,1151896,0,1,K12MG,
b1094,acpP,1151615,1151851,1151733,acpP,,0,1420.96952664798,Block290,U00096000,1141169,1151896,0,1,K12MG,
b1096,pabC,1153300,1154109,1153704,pabC,,0,39.6997099779827,Block291,U00096000,1152424,1167369,0,1,K12MG,
b1098,tmk,1155124,1155765,1155444,tmk,,0,49.943871059951896,Block291,U00096000,1152424,1167369,0,1,K12MG,
b1099,holB,1155762,1156766,1156264,holB,,0,58.43072814874121,Block291,U00096000,1152424,1167369,0,1,K12MG,
b1100,ycfH,1156777,1157574,1157175,ycfH,,0,106.678872066047,Block291,U00096000,1152424,1167369,0,1,K12MG,
b1101,ptsG,1157869,1159302,1158585,ptsG,,0,767.060275091913,Block291,U00096000,1152424,1167369,0,1,K12MG,
b1102,fhuE,1159362,1161551,1160456,fhuE,,1,77.1644345190411,Block291,U00096000,1152424,1167369,0,1,K12MG,
b1103,hinT,1161885,1162244,1162064,hinT,,0,123.304522075522,Block291,U00096000,1152424,1167369,0,1,K12MG,
b1104,ycfL,1162247,1162624,1162435,ycfL,,0,67.1630500972271,Block291,U00096000,1152424,1167369,0,1,K12MG,
b1105,lpoB,1162638,1163279,1162958,lpoB,,0,115.66429972471799,Block291,U00096000,1152424,1167369,0,1,K12MG,
b1106,thiK,1163260,1164084,1163672,thiK,,0,52.7434805063966,Block291,U00096000,1152424,1167369,0,1,K12MG,
b1107,nagZ,1164095,1165120,1164607,nagZ,,0,132.379417087809,Block291,U00096000,1152424,1167369,0,1,K12MG,
b1108,ycfP,1165143,1165685,1165414,ycfP,,0,318.398072960643,Block291,U00096000,1152424,1167369,0,1,K12MG,
b1110,ycfJ,1167599,1168138,1167868,ycfJ,,0,16.9069081883439,Block292,U00096000,1167496,1170377,0,1,K12MG,
b1111,ycfQ,1168200,1168832,1168516,ycfQ,,1,37.1907277811204,Block292,U00096000,1167496,1170377,0,1,K12MG,
b1112,bhsA,1169073,1169330,1169201,bhsA,,0,31.1726524282447,Block292,U00096000,1167496,1170377,0,1,K12MG,
b1114,mfd,1170518,1173964,1172241,mfd,,1,311.907798658722,Block293,U00096000,1170383,1180337,0,1,K12MG,
b1115,ycfT,1174092,1175165,1174628,ycfT,,1,3.5809758632463504,Block293,U00096000,1170383,1180337,0,1,K12MG,
b1116,lolC,1175427,1176626,1176026,lolC,,0,126.490264860484,Block293,U00096000,1170383,1180337,0,1,K12MG,
b1117,lolD,1176619,1177320,1176969,lolD,,0,72.03938932065171,Block293,U00096000,1170383,1180337,0,1,K12MG,
b1118,lolE,1177320,1178564,1177942,lolE,,0,145.489647424871,Block293,U00096000,1170383,1180337,0,1,K12MG,
b1119,nagK,1178593,1179504,1179048,nagK,,0,132.009681091172,Block293,U00096000,1170383,1180337,0,1,K12MG,
b1121,ycfZ,1180479,1181267,1180873,ycfZ,,1,3.03239857673024,Block294,U00096000,1180389,1183641,0,1,K12MG,
b1122,ymfA,1181264,1181725,1181494,ymfA,,1,2.8607038345780293,Block294,U00096000,1180389,1183641,0,1,K12MG,
b1123,potD,1181783,1182829,1182306,potD,,1,246.402329241228,Block294,U00096000,1180389,1183641,0,1,K12MG,
b1124,potC,1182826,1183620,1183223,potC,,1,144.277165810996,Block294,U00096000,1180389,1183641,0,1,K12MG,
b1126,potA,1184458,1185594,1185026,potA,,1,102.215421194349,Block295,U00096000,1183646,1190530,0,1,K12MG,
b1127,pepT,1185844,1187070,1186457,pepT,,0,373.85380736570505,Block295,U00096000,1183646,1190530,0,1,K12MG,
b1129,phoQ,1188316,1189776,1189046,phoQ,,1,146.729672700762,Block295,U00096000,1183646,1190530,0,1,K12MG,
b1130,phoP,1189776,1190447,1190111,phoP,,1,127.765662170772,Block295,U00096000,1183646,1190530,0,1,K12MG,
b1132,hflD,1191990,1192631,1192310,hflD,,1,107.83129841689801,Block296,U00096000,1190655,1196218,0,1,K12MG,
b1133,mnmA,1192667,1193773,1193220,mnmA,,1,295.717038806642,Block296,U00096000,1190655,1196218,0,1,K12MG,
b1134,nudJ,1193827,1194288,1194057,nudJ,,1,36.7073700975616,Block296,U00096000,1190655,1196218,0,1,K12MG,
b1135,rluE,1194298,1194951,1194624,rluE,,1,42.0594203879207,Block296,U00096000,1190655,1196218,0,1,K12MG,
b1161,ycgX,1212703,1213107,1212905,ycgX,,1,2.38772642755479,Block299,U00096000,1212593,1217078,0,1,K12MG,
b1162,bluR,1213328,1214059,1213693,bluR,,1,111.019676512355,Block299,U00096000,1212593,1217078,0,1,K12MG,
b1163,bluF,1214264,1215475,1214869,bluF,,1,47.09629517859079,Block299,U00096000,1212593,1217078,0,1,K12MG,
b1164,ycgZ,1215789,1216025,1215907,ycgZ,,0,15.714243746305804,Block299,U00096000,1212593,1217078,0,1,K12MG,
b1165,ymgA,1216068,1216340,1216204,ymgA,,0,3.33832844016388,Block299,U00096000,1212593,1217078,0,1,K12MG,
b1166,ariR,1216369,1216635,1216502,ariR,,0,0.20469236784037306,Block299,U00096000,1212593,1217078,0,1,K12MG,
b1167,ymgC,1216748,1216996,1216872,ymgC,,0,0.52908021344758,Block299,U00096000,1212593,1217078,0,1,K12MG,
b1171,ymgD,1222305,1222634,1222469,ymgD,,1,2.0724568385532,Block307,U00096000,1222292,1223651,0,1,K12MG,
b1172,ymgG,1222644,1222988,1222816,ymgG,,1,3.01356368175148,Block307,U00096000,1222292,1223651,0,1,K12MG,
b1174,minE,1224279,1224545,1224412,minE,,1,109.859284572013,Block309,U00096000,1223990,1226994,0,1,K12MG,
b1175,minD,1224549,1225361,1224955,minD,,1,399.47122148178397,Block309,U00096000,1223990,1226994,0,1,K12MG,
b1176,minC,1225385,1226080,1225732,minC,,1,207.59229539027402,Block309,U00096000,1223990,1226994,0,1,K12MG,
b1177,ycgJ,1226600,1226968,1226784,ycgJ,,0,21.7061957665093,Block309,U00096000,1223990,1226994,0,1,K12MG,
b1178,pliG,1227071,1227472,1227271,pliG,,1,28.4887659679389,Block310,U00096000,1227031,1229806,0,1,K12MG,
b1179,ycgL,1227714,1228007,1227860,ycgL,,0,30.053328864611807,Block310,U00096000,1227031,1229806,0,1,K12MG,
b1180,ycgM,1228079,1228738,1228408,ycgM,,0,74.1956835780418,Block310,U00096000,1227031,1229806,0,1,K12MG,
b1181,ycgN,1228815,1229276,1229045,ycgN,,0,39.5238075288334,Block310,U00096000,1227031,1229806,0,1,K12MG,
b1183,umuD,1230767,1231186,1230976,umuD,,0,4.82378819589721,Block312,U00096000,1230643,1234853,0,1,K12MG,
b1184,umuC,1231186,1232454,1231820,umuC,,0,12.3350711326988,Block312,U00096000,1230643,1234853,0,1,K12MG,
b1185,dsbB,1232500,1233030,1232765,dsbB,,1,84.42311801286709,Block312,U00096000,1230643,1234853,0,1,K12MG,
b1186,nhaB,1233176,1234717,1233946,nhaB,,1,156.49233900311302,Block312,U00096000,1230643,1234853,0,1,K12MG,
b1189,dadA,1237571,1238869,1238220,dadA,,0,145.203148984995,Block314,U00096000,1235727,1239954,0,1,K12MG,
b1190,dadX,1238879,1239949,1239414,dadX,,0,114.523702083099,Block314,U00096000,1235727,1239954,0,1,K12MG,
b1192,ldcA,1242166,1243080,1242623,ldcA,,1,54.463578972303104,Block315,U00096000,1240368,1245047,0,1,K12MG,
b1193,emtA,1243180,1243791,1243485,emtA,,0,77.712298637049,Block315,U00096000,1240368,1245047,0,1,K12MG,
b1194,ycgR,1243793,1244527,1244160,ycgR,,1,62.8155272584887,Block315,U00096000,1240368,1245047,0,1,K12MG,
b1195,ymgE,1244728,1244982,1244855,ymgE,,0,12.3550192291167,Block315,U00096000,1240368,1245047,0,1,K12MG,
b1198,dhaM,1247696,1249114,1248405,dhaM,,1,192.662303843312,Block316,U00096000,1245736,1252977,0,1,K12MG,
b1199,dhaL,1249125,1249757,1249441,dhaL,,1,62.6186761418828,Block316,U00096000,1245736,1252977,0,1,K12MG,
b1200,dhaK,1249768,1250838,1250303,dhaK,,1,155.100121042718,Block316,U00096000,1245736,1252977,0,1,K12MG,
b1204,pth,1257929,1258513,1258221,pth,,1,54.2926208677122,Block317,U00096000,1256733,1269176,0,1,K12MG,
b1205,ychH,1258791,1259069,1258930,ychH,,0,172.568139771117,Block317,U00096000,1256733,1269176,0,1,K12MG,
b1206,dauA,1259124,1260803,1259963,dauA,,1,93.72306733633492,Block317,U00096000,1256733,1269176,0,1,K12MG,
b1207,prs,1260928,1261875,1261401,prs,,1,552.0343962256089,Block317,U00096000,1256733,1269176,0,1,K12MG,
b1208,ispE,1262026,1262877,1262451,ispE,,1,185.61092878705296,Block317,U00096000,1256733,1269176,0,1,K12MG,
b1209,lolB,1262877,1263500,1263188,lolB,,1,107.263629031295,Block317,U00096000,1256733,1269176,0,1,K12MG,
b1210,hemA,1263714,1264970,1264342,hemA,,0,196.42692149975497,Block317,U00096000,1256733,1269176,0,1,K12MG,
b1211,prfA,1265012,1266094,1265553,prfA,,0,134.220680580744,Block317,U00096000,1256733,1269176,0,1,K12MG,
b1212,prmC,1266094,1266927,1266510,prmC,,0,50.5583924668028,Block317,U00096000,1256733,1269176,0,1,K12MG,
b1213,ychQ,1266924,1267316,1267120,ychQ,,0,25.819760120169395,Block317,U00096000,1256733,1269176,0,1,K12MG,
b1214,ychA,1267320,1268129,1267724,ychA,,0,119.38568988712099,Block317,U00096000,1256733,1269176,0,1,K12MG,
b1215,kdsA,1268165,1269019,1268592,kdsA,,0,254.32598742849498,Block317,U00096000,1256733,1269176,0,1,K12MG,
b1217,chaB,1272119,1272349,1272234,chaB,,0,10.3333431323514,Block321,U00096000,1270818,1272355,0,1,K12MG,
b1218,chaC,1272507,1273202,1272854,chaC,,0,52.244476303458995,Block322,U00096000,1272388,1279348,0,1,K12MG,
b1219,ychN,1273246,1273599,1273422,ychN,,1,113.787880678149,Block322,U00096000,1272388,1279348,0,1,K12MG,
b1220,ychO,1273784,1275178,1274481,ychO,,0,21.783609095431398,Block322,U00096000,1272388,1279348,0,1,K12MG,
b1221,narL,1275179,1275829,1275504,narL,,1,71.78324748141401,Block322,U00096000,1272388,1279348,0,1,K12MG,
b1222,narX,1275822,1277618,1276720,narX,,1,90.0290176290625,Block322,U00096000,1272388,1279348,0,1,K12MG,
b1224,narG,1279864,1283607,1281735,narG,,0,384.756675448042,Block323,U00096000,1279476,1286456,0,1,K12MG,
b1225,narH,1283604,1285142,1284373,narH,,0,174.49578305834095,Block323,U00096000,1279476,1286456,0,1,K12MG,
b1226,narJ,1285139,1285849,1285494,narJ,,0,76.2797158525594,Block323,U00096000,1279476,1286456,0,1,K12MG,
b1232,purU,1287782,1288624,1288203,purU,,1,130.416400252258,Block327,U00096000,1287758,1293435,0,1,K12MG,
