qseqid	sseqid	A_gene	B_gene	A_start	B_start	A_end	B_end	A_alt_name	B_alt_name
sp|P75742|DTPD_ECOLI	tr|A0A0H2V7D0|A0A0H2V7D0_ECOL6	dtpD	ybgH	741074.0		742556.0		b0709	c0788
sp|P75745|PXPC_ECOLI	tr|A0A0H2V5Z3|A0A0H2V5Z3_ECOL6	pxpC	ybgK					b0712	c0791
sp|P75746|PXPA_ECOLI	sp|Q8FJU6|PXPA_ECOL6	pxpA	pxpA		776231.0		776966.0	b0713	c0792
sp|P75747|ABRB_ECOLI	tr|A0A0H2V596|A0A0H2V596_ECOL6	abrB	abrB	746722.0		747769.0		b0715	c0794
sp|P75748|YBGO_ECOLI	tr|A0A0H2VCJ9|A0A0H2VCJ9_ECOL6	ybgO	c3794	747920.0		748982.0		b0716	
sp|P75749|YBGP_ECOLI	tr|A0A0H2VB28|A0A0H2VB28_ECOL6	ybgP	yqiH	748978.0		749707.0		b0717	c3793
sp|P75763|YBHI_ECOLI	tr|A0A0H2V628|A0A0H2V628_ECOL6	ybhI	ybhI	801886.0		803320.0		b0770	c0847
sp|P75764|YBHJ_ECOLI	tr|A0A0H2V5D4|A0A0H2V5D4_ECOL6	ybhJ	ybhJ	803502.0		805764.0		b0771	c0848
sp|P75769|YBHM_ECOLI	tr|A0A0H2V5E7|A0A0H2V5E7_ECOL6	ybhM	ybhM	820792.0		821506.0		b0787	c0870
sp|P75770|YBHN_ECOLI	tr|A0A0H2V5G9|A0A0H2V5G9_ECOL6	ybhN	ybhN	821541.0		822498.0		b0788	c0871
sp|P75777|YBHG_ECOLI	sp|Q8FJN6|YBHG_ECOL6	ybhG	ybhG	828973.0		829972.0		b0795	c0878
sp|P75779|YBIX_ECOLI	sp|Q8FJM6|YBIX_ECOL6	ybiX	ybiX	838529.0	860850.0	839207.0	861528.0	b0804	c0889
sp|P75780|FIU_ECOLI	sp|Q8CW90|FIU_ECOL6	fiu	fiu	839248.0		841531.0		b0805	c0890
sp|P75782|RLMF_ECOLI	sp|Q8FJM4|RLMF_ECOL6	rlmF	rlmF	842331.0	864826.0	843258.0	865753.0	b0807	c0892
sp|P75783|YBIO_ECOLI	tr|A0A0H2V5G3|A0A0H2V5G3_ECOL6	ybiO	ybiO	843254.0	865749.0	845480.0	867975.0	b0808	c0893
sp|P75785|OPGE_ECOLI	tr|A0A0H2V5H9|A0A0H2V5H9_ECOL6	opgE	ybiP	851013.0		852597.0		b0815	c0901
sp|P75788|YBIR_ECOLI	tr|A0A0H2V5G8|A0A0H2V5G8_ECOL6	ybiR	ybiR	853646.0		854765.0		b0818	c0904
sp|P75792|SUPH_ECOLI	tr|A0A0H2V668|A0A0H2V668_ECOL6	ybiV	ybiV	859212.0	880107.0	860028.0	880923.0	b0822	c0907
sp|P75793|GRE2_ECOLI	tr|A0A0H2V5G7|A0A0H2V5G7_ECOL6	ybiW	ybiW	860173.0		862606.0		b0823	c0908
sp|P75794|PFLE_ECOLI	tr|A0A0H2V5I2|A0A0H2V5I2_ECOL6	ybiY	c0909	862611.0		863511.0		b0824	
sp|P75796|GSIA_ECOLI	sp|Q8FJL0|GSIA_ECOL6	gsiA	gsiA	867519.0	888414.0	869391.0	890286.0	b0829	c0914
sp|P75797|GSIB_ECOLI	sp|Q8CW88|GSIB_ECOL6	gsiB	gsiB	869410.0	890305.0	870949.0	891844.0	b0830	c0915
sp|P75798|GSIC_ECOLI	sp|Q8FJK9|GSIC_ECOL6	gsiC	gsiC	870966.0	891861.0	871887.0	892782.0	b0831	c0916
sp|P75799|GSID_ECOLI	sp|Q8FJK8|GSID_ECOL6	gsiD	gsiD	871889.0	892784.0	872801.0	893696.0	b0832	c0917
sp|P75800|PDEI_ECOLI	tr|A0A0H2V5H2|A0A0H2V5H2_ECOL6	pdeI	yliE					b0833	c0918
sp|P75801|DGCI_ECOLI	tr|A0A0H2V5K5|A0A0H2V5K5_ECOL6	dgcI	yliF					b0834	c0919
sp|P75804|YLII_ECOLI	tr|A0A0H2V5J6|A0A0H2V5J6_ECOL6	yliI	yliI	878741.0	899635.0	879857.0	900751.0	b0837	c0922
sp|P75806|YBJG_ECOLI	tr|A0A0H2V5I8|A0A0H2V5I8_ECOL6	ybjG	ybjG	882791.0	903685.0	883388.0	904282.0	b0841	c0926
sp|P75809|YBJI_ECOLI	tr|A0A0H2V7N3|A0A0H2V7N3_ECOL6	ybjI	c0929	885315.0		886131.0		b0844	
sp|P75810|YBJJ_ECOLI	tr|A0A0H2V5K1|A0A0H2V5K1_ECOL6	ybjJ	ybjJ	886130.0		887339.0		b0845	c0930
sp|P75817|RLMC_ECOLI	sp|Q8FJE7|RLMC_ECOL6	rlmC	rlmC	898517.0	952881.0	899645.0	954009.0	b0859	c0992
sp|P75818|YBJP_ECOLI	tr|A0A0H2V5N0|A0A0H2V5N0_ECOL6	ybjP	ybjP	903951.0		904467.0		b0865	c0998
sp|P75820|AMID_ECOLI	tr|A0A0H2V5R6|A0A0H2V5R6_ECOL6	amiD	ybjR	904912.0		905743.0		b0867	c1000
sp|P75822|YBJT_ECOLI	tr|A0A0H2V5Q7|A0A0H2V5Q7_ECOL6	ybjT	ybjT	906851.0		908282.0		b0869	c1002
sp|P75823|LTAE_ECOLI	tr|A0A0H2V6H8|A0A0H2V6H8_ECOL6	ltaE	ybjU	908292.0		909294.0		b0870	c1003
sp|P75824|HCR_ECOLI	tr|A0A0H2V5S1|A0A0H2V5S1_ECOL6	hcr	c1005	911181.0		912150.0		b0872	
sp|P75825|HCP_ECOLI	sp|Q8FJE0|HCP_ECOL6	hcp	hcp	912161.0	4521196.0	913814.0	4521490.0	b0873	c1006
sp|P75826|LYSO_ECOLI	tr|A0A0H2V7T7|A0A0H2V7T7_ECOL6	lysO	ybjE					b0874	c1007
sp|P75828|YBJD_ECOLI	tr|A0A0H2V5N9|A0A0H2V5N9_ECOL6	ybjD	ybjD	916472.0		918131.0		b0876	c1011
sp|P75829|YBJX_ECOLI	tr|A0A0H2V5S6|A0A0H2V5S6_ECOL6	ybjX	ybjX	918127.0		919120.0		b0877	c1012
sp|P75830|MACA_ECOLI	tr|A0A0H2V5R5|A0A0H2V5R5_ECOL6	macA	macA	919234.0	973362.0	920350.0	974478.0	b0878	c1014
sp|P75838|YCAO_ECOLI	tr|A0A0H2V5T9|A0A0H2V5T9_ECOL6	ycaO	ycaO	954871.0		956632.0		b0905	c1043
sp|P75839|YCAP_ECOLI	tr|A0A0H2V7V6|A0A0H2V7V6_ECOL6	ycaP	ycaP	956761.0		957454.0		b0906	c1044
sp|P75843|YCAQ_ECOLI	tr|A0A0H2V7W0|A0A0H2V7W0_ECOL6	ycaQ	ycaQ	969388.0		970621.0		b0916	c1057
sp|P75849|GLO22_ECOLI	tr|A0A0H2V5U1|A0A0H2V5U1_ECOL6	gloC	ycbL					b0927	c1069
sp|P75851|SSUC_ECOLI	tr|A0A0H2V5U6|A0A0H2V5U6_ECOL6	ssuC	ycbM	994040.0		994832.0		b0934	c1077
sp|P75853|SSUA_ECOLI	tr|A0A0H2V6M6|A0A0H2V6M6_ECOL6	ssuA	ycbO	995984.0		996944.0		b0936	c1079
sp|P75856|ELFD_ECOLI	tr|A0A0H2V9N5|A0A0H2V9N5_ECOL6	elfD	c1935	998489.0		999191.0		b0939	
sp|P75859|YCBU_ECOLI	tr|A0A0H2V619|A0A0H2V619_ECOL6	ycbU	focF	1002888.0		1003431.0		b0942	c1243
sp|P75863|YCBX_ECOLI	tr|A0A0H2V7X1|A0A0H2V7X1_ECOL6	ycbX	ycbX	1006490.0	1050412.0	1007600.0	1051522.0	b0947	c1083
sp|P75864|RLMKL_ECOLI	sp|Q8FJ88|RLMKL_ECOL6	rlmL	rlmL	1007843.0		1009952.0		b0948	c1084
sp|P75867|LONH_ECOLI	tr|A0A0H2V7X6|A0A0H2V7X6_ECOL6	ycbZ	c1091	1016538.0		1018299.0		b0955	
sp|P75869|SXY_ECOLI	tr|A0A0H2V5S2|A0A0H2V5S2_ECOL6	sxy	yccR	1021137.0		1021767.0		b0959	c1096
sp|P75870|YCCS_ECOLI	tr|A0A0H2V5W6|A0A0H2V5W6_ECOL6	yccS	yccS	1021729.0	1065517.0	1023883.0	1067680.0	b0960	c1097
sp|P75876|RLMI_ECOLI	sp|Q8FJ71|RLMI_ECOL6	rlmI	rlmI	1028778.0	1072566.0	1029969.0	1073757.0	b0967	c1105
sp|P75892|RUTG_ECOLI	tr|A0A0H2V6R4|A0A0H2V6R4_ECOL6	rutG	ycdG	1068510.0		1069839.0		b1006	c1143
sp|P75894|RUTE_ECOLI	sp|Q8FJ44|RUTE_ECOL6	rutE	rutE	1070364.0		1070955.0		b1008	c1145
sp|P75895|RUTD_ECOLI	sp|Q8FJ43|RUTD_ECOL6	rutD	rutD	1070964.0	1104459.0	1071765.0	1105260.0	b1009	c1146
sp|P75898|RUTA_ECOLI	sp|Q8FJ41|RUTA_ECOL6	rutA	rutA	1072862.0	1106357.0	1074011.0	1107449.0	b1012	c1149
sp|P75901|EFEU_ECOLI	sp|Q8FJ36|EFEU_ECOL6	efeU	efeU	1081355.0		1082185.0		b4490	c1155
sp|P75905|PGAC_ECOLI	tr|A0A0H2V816|A0A0H2V816_ECOL6	pgaC	ycdQ	1086520.0		1087846.0		b1022	c1161
sp|P75906|PGAB_ECOLI	tr|A0A0H2V5Y9|A0A0H2V5Y9_ECOL6	pgaB	ycdR	1087838.0		1089857.0		b1023	c1162
sp|P75913|GHRA_ECOLI	sp|Q8FIT1|GHRA_ECOL6	ghrA	ghrA	1097885.0	1241383.0	1098824.0	1242322.0	b1033	c1295
sp|P75914|YCDX_ECOLI	sp|Q8CW65|YCDX_ECOL6	ycdX	ycdX	1098878.0	1242376.0	1099616.0	1243114.0	b1034	c1296
sp|P75915|YCDY_ECOLI	tr|A0A0H2V667|A0A0H2V667_ECOL6	ycdY	ycdY	1099639.0	1243137.0	1100194.0	1243692.0	b1035	c1297
sp|P75917|YMDA_ECOLI	tr|A0A0H2V697|A0A0H2V697_ECOL6	ymdA	ymdA	1105413.0		1105725.0		b1044	c1308
sp|P75919|CLSC_ECOLI	tr|A0A0H2V762|A0A0H2V762_ECOL6	clsC	ymdC	1106354.0		1107776.0		b1046	c1310
sp|P75920|OPGC_ECOLI	sp|P67559|OPGC_ECOL6	mdoC	mdoC		1251283.0		1252441.0	b1047	c1311
sp|P75925|C56I_ECOLI	tr|A0A0H2V6B8|A0A0H2V6B8_ECOL6	yceJ	c1323	1118479.0		1119046.0		b1057	
sp|P75933|FLGA_ECOLI	tr|A0A0H2V688|A0A0H2V688_ECOL6	flgA	flgA	1130203.0	1273706.0	1130863.0	1274366.0	b1072	c1341
sp|P75936|FLGD_ECOLI	tr|A0A0H2V6D0|A0A0H2V6D0_ECOL6	flgD	flgD	1131853.0	1275357.0	1132549.0	1276053.0	b1075	c1344
sp|P75937|FLGE_ECOLI	tr|A0A0H2V8D2|A0A0H2V8D2_ECOL6	flgE	flgE	1132573.0	1276077.0	1133782.0	1277283.0	b1076	c1345
sp|P75938|FLGF_ECOLI	tr|A0A0H2V6B3|A0A0H2V6B3_ECOL6	flgF	flgF	1133801.0	1277302.0	1134557.0	1278058.0	b1077	c1346
sp|P75942|FLGJ_ECOLI	tr|A0A0H2V784|A0A0H2V784_ECOL6	flgJ	flgJ	1137370.0	1280871.0	1138312.0	1281813.0	b1081	c1350
sp|P75946|YCFL_ECOLI	tr|A0A0H2V6C7|A0A0H2V6C7_ECOL6	ycfL	ycfL	1162246.0		1162624.0		b1104	c1377
sp|P75948|THIK_ECOLI	sp|Q8FIN3|THIK_ECOL6	thiK	thiK	1163259.0	1306760.0	1164084.0	1307585.0	b1106	c1379
sp|P75949|NAGZ_ECOLI	sp|Q8FIN2|NAGZ_ECOL6	nagZ	nagZ	1164094.0	1307595.0	1165120.0	1308621.0	b1107	c1380
sp|P75955|YCFT_ECOLI	tr|A0A0H2V6A6|A0A0H2V6A6_ECOL6	ycfT	ycfT	1174091.0		1175165.0		b1115	c1390
sp|P75957|LOLD_ECOLI	sp|Q8FIM7|LOLD_ECOL6	lolD	lolD	1176618.0	1320845.0	1177320.0	1321547.0	b1117	c1392
sp|P75958|LOLE_ECOLI	tr|A0A0H2V6F3|A0A0H2V6F3_ECOL6	lolE	lolE	1177319.0	1321546.0	1178564.0	1322791.0	b1118	c1393
sp|P75959|NAGK_ECOLI	sp|Q8FIM5|NAGK_ECOL6	nagK	nagK	1178592.0	1322819.0	1179504.0	1323731.0	b1119	c1394
sp|P75960|NPD_ECOLI	sp|Q8FIM4|NPD_ECOL6	cobB	cobB	1179630.0	1323746.0	1180359.0	1324568.0	b1120	c1395
sp|P75961|YCFZ_ECOLI	tr|A0A0H2V8F9|A0A0H2V8F9_ECOL6	ycfZ	ycfZ	1180478.0		1181267.0		b1121	c1396
sp|P75966|RLUE_ECOLI	sp|Q8FIB6|RLUE_ECOL6	rluE	rluE	1194297.0	1395191.0	1194951.0	1395846.0	b1135	c1514
sp|P75969|INTE_ECOLI	tr|A0A0H2V7M8|A0A0H2V7M8_ECOL6	intE	c1519	1199678.0		1200806.0		b1140	
sp|P75987|IRAM_ECOLI	sp|Q8FIJ3|IRAM_ECOL6	iraM	iraM	1211679.0	1343464.0	1212003.0	1343800.0	b1160	c1429
sp|P75988|YCGX_ECOLI	tr|A0A0H2V7Y7|A0A0H2V7Y7_ECOL6	ycgX	ycgX	1212702.0		1213107.0		b1161	c1603
sp|P75989|BLUR_ECOLI	tr|A0A0H2V6T3|A0A0H2V6T3_ECOL6	bluR	ycgE	1213327.0		1214059.0		b1162	c1604
sp|P75991|YCGZ_ECOLI	tr|A0A0H2V6W3|A0A0H2V6W3_ECOL6	ycgZ	ycgZ	1215788.0		1216025.0		b1164	c1607
sp|P75993|ARIR_ECOLI	sp|Q8FI39|ARIR_ECOL6	ariR	ariR	1216368.0	1456158.0	1216635.0	1456425.0	b1166	c1609
sp|P76001|YCGJ_ECOLI	tr|A0A0H2V946|A0A0H2V946_ECOL6	ycgJ	ycgJ	1226599.0		1226968.0		b1177	c1625
sp|P76002|PLIG_ECOLI	tr|A0A0H2V6W9|A0A0H2V6W9_ECOL6	pliG	ycgK	1227070.0		1227472.0		b1178	c1626
sp|P76004|YCGM_ECOLI	tr|A0A0H2V801|A0A0H2V801_ECOL6	ycgM	c1628	1228078.0		1228738.0		b1180	
sp|P76007|NHAP2_ECOLI	sp|P0A3R7|NHAP2_ECOL6	cvrA	nhaP2	1240334.0		1242071.0		b1191	c1640
sp|P76008|LDCA_ECOLI	sp|P59238|LDCA_ECOL6	ldcA	ldcA	1242165.0	1479263.0	1243080.0	1480178.0	b1192	c1641
sp|P76010|YCGR_ECOLI	tr|A0A0H2V6U6|A0A0H2V6U6_ECOL6	ycgR	ycgR	1243792.0		1244527.0		b1194	c1644
sp|P76015|DHAK_ECOLI	tr|A0A0H2V961|A0A0H2V961_ECOL6	dhaK	ycgT	1249767.0		1250838.0		b1200	c1658
sp|P76016|DHAR_ECOLI	tr|A0A0H2V6Y2|A0A0H2V6Y2_ECOL6	dhaR	c1659	1251065.0		1252985.0		b1201	
sp|P76027|OPPD_ECOLI	tr|A0A0H2V700|A0A0H2V700_ECOL6	oppD	oppD	1304753.0	1548680.0	1305767.0	1549694.0	b1246	c1710
sp|P76034|YCIT_ECOLI	tr|A0A0H2V9C4|A0A0H2V9C4_ECOL6	yciT	yciT	1343596.0		1344346.0		b1284	c1754
sp|P76041|GGAP_ECOLI	tr|A0A0H2V7B7|A0A0H2V7B7_ECOL6	ycjM	ycjM	1370215.0	1612895.0	1371895.0	1614575.0	b1309	c1780
sp|P76042|YCJN_ECOLI	tr|A0A0H2V738|A0A0H2V738_ECOL6	ycjN	ycjN	1371908.0		1373201.0		b1310	c1782
sp|P76043|YCJQ_ECOLI	tr|A0A0H2V7C2|A0A0H2V7C2_ECOL6	ycjQ	ycjQ	1374962.0		1376015.0		b1313	c1785
sp|P76044|YCJR_ECOLI	tr|A0A0H2V9E5|A0A0H2V9E5_ECOL6	ycjR	ycjR	1376033.0		1376822.0		b1314	c1786
sp|P76046|YCJX_ECOLI	tr|A0A0H2V752|A0A0H2V752_ECOL6	ycjX	ycjX	1384116.0		1385514.0		b1321	c1793
sp|P76049|YCJY_ECOLI	tr|A0A0H2V9F1|A0A0H2V9F1_ECOL6	ycjY	c1801	1390932.0		1391853.0		b1327	
sp|P76053|SMRA_ECOLI	tr|A0A0H2V9G1|A0A0H2V9G1_ECOL6	smrA	ydaL	1405978.0		1406542.0		b1340	c1814
sp|P76055|TTCA_ECOLI	sp|Q8FHP6|TTCA_ECOL6	ttcA	ttcA	1411012.0	1649664.0	1411948.0	1650600.0	b1344	c1818
sp|P76082|PAAF_ECOLI	tr|A0A0H2VCZ4|A0A0H2VCZ4_ECOL6	paaF	c5023	1457496.0		1458264.0		b1393	
sp|P76090|YNBA_ECOLI	tr|A0A0H2V7F3|A0A0H2V7F3_ECOL6	ynbA	ynbA	1477620.0		1478226.0		b1408	c1834
sp|P76091|YNBB_ECOLI	tr|A0A0H2V9H2|A0A0H2V9H2_ECOL6	ynbB	ynbB	1478225.0		1479122.0		b1409	c1835
sp|P76092|YNBC_ECOLI	tr|A0A0H2V781|A0A0H2V781_ECOL6	ynbC	ynbC	1479137.0		1480895.0		b1410	c1836
sp|P76097|YDCJ_ECOLI	tr|A0A0H2V8E8|A0A0H2V8E8_ECOL6	ydcJ	ydcJ	1495287.0		1496631.0		b1423	c1848
sp|P76100|YDCK_ECOLI	tr|A0A0H2V9I0|A0A0H2V9I0_ECOL6	ydcK	ydcK	1499468.0		1500449.0		b1428	c1852
sp|P76104|RLHA_ECOLI	tr|A0A0H2V8F8|A0A0H2V8F8_ECOL6	rlhA	ydcP					b1435	c1859
sp|P76108|YDCS_ECOLI	tr|A0A0H2V8G7|A0A0H2V8G7_ECOL6	ydcS	ydcS	1511653.0		1512799.0		b1440	c1864
sp|P76111|YDCZ_ECOLI	tr|A0A0H2V7B0|A0A0H2V7B0_ECOL6	ydcZ	ydcZ	1517881.0		1518331.0		b1447	c1872
sp|P76115|YNCD_ECOLI	tr|A0A0H2V8C1|A0A0H2V8C1_ECOL6	yncD	c2436	1520962.0		1523065.0		b1451	
sp|P76116|YNCE_ECOLI	tr|A0A0H2V7I7|A0A0H2V7I7_ECOL6	yncE	yncE	1523306.0		1524368.0		b1452	c1877
sp|P76121|YDDH_ECOLI	tr|A0A0H2V7C9|A0A0H2V7C9_ECOL6	yddH	yddH	1533281.0		1533851.0		b1462	c1894
sp|P76127|BDM_ECOLI	sp|P65639|BDM_ECOL6	bdm	bdm	1556064.0	1749028.0	1556280.0	1749244.0	b1481	c1914
sp|P76134|YDEM_ECOLI	tr|A0A0H2V7L9|A0A0H2V7L9_ECOL6	ydeM	ydeM	1579632.0		1580790.0		b1497	c1926
sp|P76135|YDEO_ECOLI	sp|Q8FHG0|YDEO_ECOL6	ydeO	ydeO	1582925.0	1768597.0	1583687.0	1769359.0	b1499	c1928
sp|P76136|SAFA_ECOLI	sp|Q8FHF9|SAFA_ECOL6	safA	safA	1583761.0	1769434.0	1583959.0	1769632.0	b1500	c1929
sp|P76145|TAM_ECOLI	sp|Q8FHF2|TAM_ECOL6	tam	tam	1607345.0	1783764.0	1608104.0	1784523.0	b1519	c1942
sp|P76148|YNEG_ECOLI	tr|A0A0H2V8N8|A0A0H2V8N8_ECOL6	yneG	yneG	1611965.0		1612325.0		b1523	c1946
sp|P76149|SAD_ECOLI	tr|A0A0H2V7D8|A0A0H2V7D8_ECOL6	sad	yneI	1613314.0		1614703.0		b1525	c1948
sp|P76156|YDFO_ECOLI	tr|A0A0H2V7G0|A0A0H2V7G0_ECOL6	ydfO	ydfO	1637046.0		1637457.0		b1549	c1440
sp|P76158|RZPQ_ECOLI	tr|A0A0H2V9S4|A0A0H2V9S4_ECOL6	rzpQ	ydfP	1639029.0		1639527.0		b1553	c3179
sp|P76159|LYSQ_ECOLI	tr|A0A0H2V6E1|A0A0H2V6E1_ECOL6	rrrQ	c1436	1639523.0		1640057.0		b1554	
sp|P76161|REQ2_ECOLI	tr|A0A0H2VBA0|A0A0H2VBA0_ECOL6	quuQ	c3186	1642488.0		1643241.0		b1559	
sp|P76162|YDFU_ECOLI	tr|A0A0H2V6F7|A0A0H2V6F7_ECOL6	ydfU	c1423	1643254.0		1644304.0		b1560	
sp|P76169|YNFA_ECOLI	sp|Q8FHC6|YNFA_ECOL6	ynfA	ynfA	1655346.0		1655673.0		b1582	c1972
sp|P76170|YNFB_ECOLI	sp|Q8CW20|YNFB_ECOL6	ynfB	ynfB	1655807.0		1656149.0		b1583	c1973
sp|P76173|YNFH_ECOLI	tr|A0A0H2V7J0|A0A0H2V7J0_ECOL6	ynfH	ynfH	1663608.0		1664463.0		b1590	c1981
sp|P76175|CLCB_ECOLI	sp|Q8FHC1|CLCB_ECOL6	clcB	clcB	1665314.0	1825985.0	1666571.0	1827278.0	b1592	c1983
sp|P76176|YDGD_ECOLI	tr|A0A0H2V8S4|A0A0H2V8S4_ECOL6	ydgD	c1990	1671959.0		1672781.0		b1598	
sp|P76177|YDGH_ECOLI	tr|A0A0H2V9S5|A0A0H2V9S5_ECOL6	ydgH	ydgH	1678426.0		1679371.0		b1604	c1996
sp|P76182|RSXD_ECOLI	sp|Q8FH94|RSXD_ECOL6	rsxD	rsxD	1709141.0	1869670.0	1710200.0	1870729.0	b1630	c2022
sp|P76185|YDHJ_ECOLI	tr|A0A0H2V9U6|A0A0H2V9U6_ECOL6	ydhJ	ydhJ	1721263.0		1722121.0		b1644	c2036
sp|P76186|YDHK_ECOLI	tr|A0A0H2V7L5|A0A0H2V7L5_ECOL6	ydhK	ydhK	1722120.0		1724133.0		b1645	c2037
sp|P76187|YDHF_ECOLI	tr|A0A0H2V7J4|A0A0H2V7J4_ECOL6	ydhF	ydhF	1724735.0		1725632.0		b1647	c2039
sp|P76190|MEPH_ECOLI	tr|A0A0H2V7T8|A0A0H2V7T8_ECOL6	mepH	ydhO	1734434.0		1735250.0		b1655	c2049
sp|P76192|YDHV_ECOLI	tr|A0A0H2V7L4|A0A0H2V7L4_ECOL6	ydhV	ydhV	1751727.0		1753830.0		b1673	c2067
sp|P76193|YNHG_ECOLI	tr|A0A0H2V8Y1|A0A0H2V8Y1_ECOL6	ynhG	ynhG					b1678	c2073
sp|P76194|SUFE_ECOLI	sp|Q8FH55|SUFE_ECOL6	sufE	sufE	1758873.0	1915013.0	1759290.0	1915430.0	b1679	c2074
sp|P76197|YDIM_ECOLI	tr|A0A0H2V8Z0|A0A0H2V8Z0_ECOL6	ydiM	ydiM	1771070.0		1772285.0		b1690	c2085
sp|P76198|YDIN_ECOLI	tr|A0A0H2V7M9|A0A0H2V7M9_ECOL6	ydiN	ydiN	1772511.0		1773777.0		b1691	c2086
sp|P76201|YDIQ_ECOLI	tr|A0A0H2V8Z5|A0A0H2V8Z5_ECOL6	ydiQ	ydiQ	1779616.0		1780381.0		b1697	c2093
sp|P76204|YDIV_ECOLI	tr|A0A0H2V7W9|A0A0H2V7W9_ECOL6	ydiV	ydiV	1791306.0	1947274.0	1792020.0	1947988.0	b1707	c2103
sp|P76206|YDIY_ECOLI	tr|A0A0H2V911|A0A0H2V911_ECOL6	ydiY	ydiY	1805324.0		1806083.0		b1722	c2120
sp|P76208|YNIB_ECOLI	tr|A0A0H2V915|A0A0H2V915_ECOL6	yniB	yniB	1808696.0		1809233.0		b1726	c2125
sp|P76213|CHO_ECOLI	sp|P59439|CHO_ECOL6	cho	cho	1823514.0	1977359.0	1824402.0	1978247.0	b1741	c2140
sp|P76214|VES_ECOLI	sp|Q8FH05|VES_ECOL6	ves	ves	1824361.0	1978206.0	1824937.0	1978782.0	b1742	c2141
sp|P76215|ASTE_ECOLI	sp|Q8FH03|ASTE_ECOL6	astE	astE	1825954.0	1979799.0	1826923.0	1980768.0	b1744	c2144
sp|P76216|ASTB_ECOLI	sp|Q8FH02|ASTB_ECOL6	astB	astB	1826915.0	1980760.0	1828259.0	1982104.0	b1745	c2145
sp|P76217|ASTD_ECOLI	sp|Q8FH01|ASTD_ECOL6	astD	astD	1828255.0	1982100.0	1829734.0	1983579.0	b1746	c2146
sp|P76221|YDJZ_ECOLI	tr|A0A0H2V7S4|A0A0H2V7S4_ECOL6	ydjZ	ydjZ	1834807.0		1835515.0		b1752	c2153
sp|P76222|YNJA_ECOLI	tr|A0A0H2V7Z5|A0A0H2V7Z5_ECOL6	ynjA	ynjA	1835514.0		1836063.0		b1753	c2154
sp|P76223|YNJB_ECOLI	tr|A0A0H2VA31|A0A0H2VA31_ECOL6	ynjB	c2155	1836072.0		1837239.0		b1754	
sp|P76224|YNJC_ECOLI	tr|A0A0H2V7U4|A0A0H2V7U4_ECOL6	ynjC	ynjC	1837211.0		1838747.0		b1755	c2156
sp|P76226|YNJF_ECOLI	tr|A0A0H2V800|A0A0H2V800_ECOL6	ynjF	ynjF	1840782.0		1841403.0		b1758	c2159
sp|P76227|YNJH_ECOLI	tr|A0A0H2V7U8|A0A0H2V7U8_ECOL6	ynjH	ynjH	1841862.0		1842135.0		b1760	c2161
sp|P76230|YDJK_ECOLI	tr|A0A0H2V7V0|A0A0H2V7V0_ECOL6	ydjK	ydjK	1858849.0		1860229.0		b1775	c2179
sp|P76235|YEAH_ECOLI	sp|P59349|YEAH_ECOL6	yeaH	yeaH	1868954.0		1870238.0		b1784	c2189
sp|P76236|CDGI_ECOLI	tr|A0A0H2VA57|A0A0H2VA57_ECOL6	cdgI	yeaI					b1785	c2190
sp|P76239|YOAI_ECOLI	sp|Q8FGW2|YOAI_ECOL6	yoaI	yoaI	1874077.0		1874182.0		b1788	c2193
sp|P76241|NIMR_ECOLI	tr|A0A0H2V7V8|A0A0H2V7V8_ECOL6	nimR	yeaM					b1790	c2195
sp|P76242|NIMT_ECOLI	tr|A0A0H2V834|A0A0H2V834_ECOL6	nimT	yeaN					b1791	c2196
sp|P76249|LEUE_ECOLI	sp|Q8FGV4|LEUE_ECOL6	leuE	leuE	1880120.0	2037354.0	1880759.0	2037993.0	b1798	c2205
sp|P76256|TSAB_ECOLI	tr|A0A0H2V7W7|A0A0H2V7W7_ECOL6	tsaB	yeaZ	1890571.0		1891267.0		b1807	c2211
sp|P76257|YOAA_ECOLI	tr|A0A0H2V842|A0A0H2V842_ECOL6	yoaA	c2212	1891324.0		1893235.0		b1808	
sp|P76261|PDED_ECOLI	tr|A0A0H2VA76|A0A0H2VA76_ECOL6	pdeD	yoaD					b1815	c2221
sp|P76264|MNTP_ECOLI	sp|Q8FGU0|MNTP_ECOL6	mntP	mntP	1905687.0	2057359.0	1906254.0	2057926.0	b1821	c2228
sp|P76268|KDGR_ECOLI	tr|A0A0H2V851|A0A0H2V851_ECOL6	kdgR	c2236	1909307.0		1910099.0		b1827	
sp|P76272|YEBT_ECOLI	tr|A0A0H2V855|A0A0H2V855_ECOL6	yebT	yebT	1917509.0	2069186.0	1920143.0	2071820.0	b1834	c2243
sp|P76273|RSMF_ECOLI	sp|Q8FGS9|RSMF_ECOL6	rsmF	rsmF	1920222.0	2071899.0	1921662.0	2073339.0	b1835	c2244
sp|P76278|YEBZ_ECOLI	tr|A0A0H2V858|A0A0H2V858_ECOL6	yebZ	yebZ	1923718.0		1924591.0		b1840	c2250
sp|P76280|YOBB_ECOLI	tr|A0A0H2VA95|A0A0H2VA95_ECOL6	yobB	yobB	1925439.0		1926096.0		b1843	c2253
sp|P76290|CMOA_ECOLI	sp|Q8FGQ6|CMOA_ECOL6	cmoA	cmoA	1952701.0	2104254.0	1953445.0	2104998.0	b1870	c2284
