qseqid	sseqid	A_gene	B_gene	A_start	B_start	A_end	B_end
sp|P75910|YCDU_ECOLI	sp|P75910|YCDU_ECOLI	ycdU	ycdU	1095842.0		1096829.0	
sp|P75913|GHRA_ECOLI	sp|P75913|GHRA_ECOLI	ghrA	ghrA	1097885.0	1098126.0	1098824.0	1099065.0
sp|P75914|YCDX_ECOLI	sp|P75914|YCDX_ECOLI	ycdX	ycdX	1098878.0	1099119.0	1099616.0	1099857.0
sp|P75915|YCDY_ECOLI	sp|P75915|YCDY_ECOLI	ycdY	ycdY	1099639.0	1099880.0	1100194.0	1100435.0
sp|P75916|YCDZ_ECOLI	sp|P75916|YCDZ_ECOLI	ycdZ	ycdZ	1100295.0		1100787.0	
sp|P75917|YMDA_ECOLI	sp|P75917|YMDA_ECOLI	ymdA	ymdA	1105413.0		1105725.0	
sp|P75919|CLSC_ECOLI	sp|P75919|CLSC_ECOLI	clsC	clsC	1106354.0	1107871.0	1107776.0	1109353.0
sp|P75920|OPGC_ECOLI	sp|P75920|OPGC_ECOLI	mdoC	mdoC		1109360.0		1110518.0
sp|P75925|C56I_ECOLI	sp|P75925|C56I_ECOLI	yceJ	yceJ	1118479.0		1119046.0	
sp|P75931|YCEM_ECOLI	sp|P75931|YCEM_ECOLI	yceM	yceM	1126805.0		1127729.0	
sp|P75933|FLGA_ECOLI	sp|P75933|FLGA_ECOLI	flgA	flgA	1130203.0	1131780.0	1130863.0	1132440.0
sp|P75936|FLGD_ECOLI	sp|P75936|FLGD_ECOLI	flgD	flgD	1131853.0	1133430.0	1132549.0	1134126.0
sp|P75937|FLGE_ECOLI	sp|P75937|FLGE_ECOLI	flgE	flgE	1132573.0	1134150.0	1133782.0	1135359.0
sp|P75938|FLGF_ECOLI	sp|P75938|FLGF_ECOLI	flgF	flgF	1133801.0	1135378.0	1134557.0	1136134.0
sp|P75942|FLGJ_ECOLI	sp|P75942|FLGJ_ECOLI	flgJ	flgJ	1137370.0	1138947.0	1138312.0	1139889.0
sp|P75946|YCFL_ECOLI	sp|P75946|YCFL_ECOLI	ycfL	ycfL	1162246.0		1162624.0	
sp|P75948|THIK_ECOLI	sp|P75948|THIK_ECOLI	thiK	thiK	1163259.0	1164836.0	1164084.0	1165661.0
sp|P75952|COMR_ECOLI	sp|P75952|COMR_ECOLI	comR	comR		1169776.0		1170409.0
sp|P75954|YCFS_ECOLI	sp|P75954|YCFS_ECOLI	ycfS	ycfS				
sp|P75955|YCFT_ECOLI	sp|P75955|YCFT_ECOLI	ycfT	ycfT	1174091.0		1175165.0	
sp|P75957|LOLD_ECOLI	sp|P75957|LOLD_ECOLI	lolD	lolD	1176618.0	1178195.0	1177320.0	1178897.0
sp|P75958|LOLE_ECOLI	sp|P75958|LOLE_ECOLI	lolE	lolE	1177319.0	1178896.0	1178564.0	1180141.0
sp|P75959|NAGK_ECOLI	sp|P75959|NAGK_ECOLI	nagK	nagK	1178592.0	1180169.0	1179504.0	1181081.0
sp|P75960|NPD_ECOLI	sp|P75960|NPD_ECOLI	cobB	cobB	1179630.0	1181096.0	1180359.0	1181936.0
sp|P75961|YCFZ_ECOLI	sp|P75961|YCFZ_ECOLI	ycfZ	ycfZ	1180478.0		1181267.0	
sp|P75962|YMFA_ECOLI	sp|P75962|YMFA_ECOLI	ymfA	ymfA	1181263.0		1181725.0	
sp|P75966|RLUE_ECOLI	sp|P75966|RLUE_ECOLI	rluE	rluE	1194297.0	1195874.0	1194951.0	1196528.0
sp|P75967|YMFD_ECOLI	sp|P75967|YMFD_ECOLI	ymfD	ymfD	1196866.0		1197532.0	
sp|P75968|YMFE_ECOLI	sp|P75968|YMFE_ECOLI	ymfE	ymfE	1197532.0		1198237.0	
sp|P75969|INTE_ECOLI	sp|P75969|INTE_ECOLI	intE	intE	1199678.0		1200806.0	
sp|P75970|VXIS_ECOLI	sp|P75970|VXIS_ECOLI	xisE	xisE	1200786.0		1201032.0	
sp|P75971|YMFH_ECOLI	sp|P75971|YMFH_ECOLI	ymfH	ymfH				
sp|P75972|YMFI_ECOLI	sp|P75972|YMFI_ECOLI	ymfI	ymfI	1201496.0		1201838.0	
sp|P75973|YMFJ_ECOLI	sp|P75973|YMFJ_ECOLI	ymfJ	ymfJ	1201775.0		1202084.0	
sp|P75974|COHE_ECOLI	sp|P75974|COHE_ECOLI	cohE	cohE	1202258.0		1202933.0	
sp|P75975|CROE_ECOLI	sp|P75975|CROE_ECOLI	croE	croE	1203023.0		1203224.0	
sp|P75976|YMFL_ECOLI	sp|P75976|YMFL_ECOLI	ymfL	ymfL	1203267.0	1204844.0	1203825.0	1205402.0
sp|P75977|YMFM_ECOLI	sp|P75977|YMFM_ECOLI	ymfM	ymfM	1203821.0		1204160.0	
sp|P75978|YMFN_ECOLI	sp|P75978|YMFN_ECOLI	ymfN	ymfN				
sp|P75979|YMFR_ECOLI	sp|P75979|YMFR_ECOLI	ymfR	ymfR	1205548.0		1205731.0	
sp|P75980|BEEE_ECOLI	sp|P75980|BEEE_ECOLI	beeE	beeE	1205730.0		1206142.0	
sp|P75981|JAYE_ECOLI	sp|P75981|JAYE_ECOLI	jayE	jayE	1206142.0		1206922.0	
sp|P75982|YMFQ_ECOLI	sp|P75982|YMFQ_ECOLI	ymfQ	ymfQ	1206912.0		1207497.0	
sp|P75987|IRAM_ECOLI	sp|P75987|IRAM_ECOLI	iraM	iraM	1211679.0	1213256.0	1212003.0	1213580.0
sp|P75988|YCGX_ECOLI	sp|P75988|YCGX_ECOLI	ycgX	ycgX	1212702.0		1213107.0	
sp|P75989|BLUR_ECOLI	sp|P75989|BLUR_ECOLI	bluR	bluR	1213327.0	1214904.0	1214059.0	1215636.0
sp|P75990|BLUF_ECOLI	sp|P75990|BLUF_ECOLI	bluF	bluF	1214263.0	1215840.0	1215475.0	1217052.0
sp|P75991|YCGZ_ECOLI	sp|P75991|YCGZ_ECOLI	ycgZ	ycgZ	1215788.0		1216025.0	
sp|P75992|YMGA_ECOLI	sp|P75992|YMGA_ECOLI	ymgA	ymgA	1216067.0		1216340.0	
sp|P75993|ARIR_ECOLI	sp|P75993|ARIR_ECOLI	ariR	ariR	1216368.0	1217945.0	1216635.0	1218212.0
sp|P75994|YMGC_ECOLI	sp|P75994|YMGC_ECOLI	ymgC	ymgC	1216747.0		1216996.0	
sp|P75995|PDEG_ECOLI	sp|P75995|PDEG_ECOLI	pdeG	pdeG				
sp|P76000|YCGI_ECOLI	sp|P76000|YCGI_ECOLI	ycgI	ycgI	1223563.0		1223907.0	
sp|P76001|YCGJ_ECOLI	sp|P76001|YCGJ_ECOLI	ycgJ	ycgJ	1226599.0		1226968.0	
sp|P76002|PLIG_ECOLI	sp|P76002|PLIG_ECOLI	pliG	pliG	1227070.0		1227472.0	
sp|P76004|YCGM_ECOLI	sp|P76004|YCGM_ECOLI	ycgM	ycgM	1228078.0		1228738.0	
sp|P76007|NHAP2_ECOLI	sp|P76007|NHAP2_ECOLI	cvrA	cvrA	1240334.0		1242071.0	
sp|P76008|LDCA_ECOLI	sp|P76008|LDCA_ECOLI	ldcA	ldcA	1242165.0	1243742.0	1243080.0	1244657.0
sp|P76010|YCGR_ECOLI	sp|P76010|YCGR_ECOLI	ycgR	ycgR	1243792.0		1244527.0	
sp|P76011|YMGE_ECOLI	sp|P76011|YMGE_ECOLI	ymgE	ymgE	1244727.0		1244982.0	
sp|P76012|YCGY_ECOLI	sp|P76012|YCGY_ECOLI	ycgY	ycgY	1245159.0		1245600.0	
sp|P76014|DHAL_ECOLI	sp|P76014|DHAL_ECOLI	dhaL	dhaL	1249124.0	1250701.0	1249757.0	1251334.0
sp|P76015|DHAK_ECOLI	sp|P76015|DHAK_ECOLI	dhaK	dhaK	1249767.0	1251344.0	1250838.0	1252415.0
sp|P76016|DHAR_ECOLI	sp|P76016|DHAR_ECOLI	dhaR	dhaR	1251065.0	1252642.0	1252985.0	1254562.0
sp|P76017|YCGV_ECOLI	sp|P76017|YCGV_ECOLI	ycgV	ycgV	1253084.0		1255952.0	
sp|P76023|YCHS_ECOLI	sp|P76023|YCHS_ECOLI	ychS	ychS				
sp|P76027|OPPD_ECOLI	sp|P76027|OPPD_ECOLI	oppD	oppD	1304753.0	1306467.0	1305767.0	1307481.0
sp|P76034|YCIT_ECOLI	sp|P76034|YCIT_ECOLI	yciT	yciT	1343596.0		1344346.0	
sp|P76035|YCIW_ECOLI	sp|P76035|YCIW_ECOLI	yciW	yciW	1348979.0		1350107.0	
sp|P76037|PUUP_ECOLI	sp|P76037|PUUP_ECOLI	puuP	puuP	1357801.0	1359515.0	1359187.0	1360901.0
sp|P76038|PUUD_ECOLI	sp|P76038|PUUD_ECOLI	puuD	puuD	1361119.0	1362833.0	1361884.0	1363598.0
sp|P76041|GGAP_ECOLI	sp|P76041|GGAP_ECOLI	ycjM	ycjM	1370215.0	1371929.0	1371895.0	1373609.0
sp|P76042|YCJN_ECOLI	sp|P76042|YCJN_ECOLI	ycjN	ycjN	1371908.0		1373201.0	
sp|P76043|YCJQ_ECOLI	sp|P76043|YCJQ_ECOLI	ycjQ	ycjQ	1374962.0		1376015.0	
sp|P76044|YCJR_ECOLI	sp|P76044|YCJR_ECOLI	ycjR	ycjR	1376033.0		1376822.0	
sp|P76045|OMPG_ECOLI	sp|P76045|OMPG_ECOLI	ompG	ompG	1381946.0	1383660.0	1382852.0	1384566.0
sp|P76046|YCJX_ECOLI	sp|P76046|YCJX_ECOLI	ycjX	ycjX	1384116.0		1385514.0	
sp|P76049|YCJY_ECOLI	sp|P76049|YCJY_ECOLI	ycjY	ycjY	1390932.0		1391853.0	
sp|P76052|ABGB_ECOLI	sp|P76052|ABGB_ECOLI	abgB	abgB	1401809.0	1403523.0	1403255.0	1404969.0
sp|P76053|SMRA_ECOLI	sp|P76053|SMRA_ECOLI	smrA	smrA	1405978.0	1407692.0	1406542.0	1408256.0
sp|P76055|TTCA_ECOLI	sp|P76055|TTCA_ECOLI	ttcA	ttcA	1411012.0	1412726.0	1411948.0	1413662.0
sp|P76057|YDAQ_ECOLI	sp|P76057|YDAQ_ECOLI	ydaQ	ydaQ	1413236.0		1413452.0	
sp|P76061|YDAG_ECOLI	sp|P76061|YDAG_ECOLI	ydaG	ydaG	1419321.0		1419456.0	
sp|P76062|RACR_ECOLI	sp|P76062|RACR_ECOLI	racR	racR	1419764.0	1421478.0	1420241.0	1421955.0
sp|P76063|YDAS_ECOLI	sp|P76063|YDAS_ECOLI	ydaS	ydaS	1420364.0	1422078.0	1420661.0	1422375.0
sp|P76064|YDAT_ECOLI	sp|P76064|YDAT_ECOLI	ydaT	ydaT	1420683.0		1421106.0	
sp|P76065|YDAU_ECOLI	sp|P76065|YDAU_ECOLI	ydaU	ydaU	1421118.0		1421976.0	
sp|P76066|YDAW_ECOLI	sp|P76066|YDAW_ECOLI	ydaW	ydaW	1422700.0		1423200.0	
sp|P76068|YNAK_ECOLI	sp|P76068|YNAK_ECOLI	ynaK	ynaK	1425376.0		1425640.0	
sp|P76069|YDAY_ECOLI	sp|P76069|YDAY_ECOLI	ydaY	ydaY	1425629.0		1426082.0	
sp|P76073|YNAE_ECOLI	sp|P76073|YNAE_ECOLI	ynaE	ynaE	1433990.0		1434224.0	
sp|P76076|YDBL_ECOLI	sp|P76076|YDBL_ECOLI	ydbL	ydbL	1445879.0		1446206.0	
sp|P76077|PAAA_ECOLI	sp|P76077|PAAA_ECOLI	paaA	paaA	1453926.0	1455640.0	1454856.0	1456570.0
sp|P76078|PAAB_ECOLI	sp|P76078|PAAB_ECOLI	paaB	paaB	1454867.0	1459977.0	1455155.0	1460766.0
sp|P76079|PAAC_ECOLI	sp|P76079|PAAC_ECOLI	paaC	paaC	1455163.0	1460767.0	1455910.0	1462195.0
sp|P76080|PAAD_ECOLI	sp|P76080|PAAD_ECOLI	paaD	paaD	1455924.0	1457638.0	1456422.0	1458136.0
sp|P76081|PAAE_ECOLI	sp|P76081|PAAE_ECOLI	paaE	paaE	1456429.0		1457500.0	
sp|P76082|PAAF_ECOLI	sp|P76082|PAAF_ECOLI	paaF	paaF	1457496.0	1463838.0	1458264.0	1465152.0
sp|P76083|PAAH_ECOLI	sp|P76083|PAAH_ECOLI	paaH	paaH	1459053.0		1460481.0	
sp|P76084|PAAI_ECOLI	sp|P76084|PAAI_ECOLI	paaI	paaI	1460470.0	1462184.0	1460893.0	1462607.0
sp|P76085|PAAK_ECOLI	sp|P76085|PAAK_ECOLI	paaK	paaK	1462124.0	1458143.0	1463438.0	1459214.0
sp|P76086|PAAX_ECOLI	sp|P76086|PAAX_ECOLI	paaX	paaX	1463538.0	1465252.0	1464489.0	1466203.0
sp|P76090|YNBA_ECOLI	sp|P76090|YNBA_ECOLI	ynbA	ynbA	1477620.0		1478226.0	
sp|P76091|YNBB_ECOLI	sp|P76091|YNBB_ECOLI	ynbB	ynbB	1478225.0		1479122.0	
sp|P76092|YNBC_ECOLI	sp|P76092|YNBC_ECOLI	ynbC	ynbC	1479137.0		1480895.0	
sp|P76093|YNBD_ECOLI	sp|P76093|YNBD_ECOLI	ynbD	ynbD	1480908.0		1482201.0	
sp|P76096|MOKB_ECOLI	sp|P76096|MOKB_ECOLI	mokB	mokB	1491961.0		1492129.0	
sp|P76097|YDCJ_ECOLI	sp|P76097|YDCJ_ECOLI	ydcJ	ydcJ	1495287.0		1496631.0	
sp|P76100|YDCK_ECOLI	sp|P76100|YDCK_ECOLI	ydcK	ydcK	1499468.0		1500449.0	
sp|P76102|INSQ_ECOLI	sp|P76102|INSQ_ECOLI	insQ	insQ	1503716.0		1504865.0	
sp|P76103|YDCO_ECOLI	sp|P76103|YDCO_ECOLI	ydcO	ydcO	1504904.0	1506618.0	1506080.0	1507833.0
sp|P76104|RLHA_ECOLI	sp|P76104|RLHA_ECOLI	rlhA	rlhA		1508494.0		1510456.0
sp|P76106|HICA_ECOLI	sp|P76106|HICA_ECOLI	hicA	hicA	1509285.0	1510999.0	1509462.0	1511176.0
sp|P76108|YDCS_ECOLI	sp|P76108|YDCS_ECOLI	ydcS	ydcS	1511653.0		1512799.0	
sp|P76111|YDCZ_ECOLI	sp|P76111|YDCZ_ECOLI	ydcZ	ydcZ	1517881.0		1518331.0	
sp|P76112|MNAT_ECOLI	sp|P76112|MNAT_ECOLI	mnaT	mnaT	1518327.0		1518846.0	
sp|P76113|CURA_ECOLI	sp|P76113|CURA_ECOLI	curA	curA	1519026.0	1520740.0	1520064.0	1521778.0
sp|P76114|MCBR_ECOLI	sp|P76114|MCBR_ECOLI	mcbR	mcbR	1520261.0	1521975.0	1520927.0	1522641.0
sp|P76115|YNCD_ECOLI	sp|P76115|YNCD_ECOLI	yncD	yncD	1520962.0		1523065.0	
sp|P76116|YNCE_ECOLI	sp|P76116|YNCE_ECOLI	yncE	yncE	1523306.0		1524368.0	
sp|P76117|YNCG_ECOLI	sp|P76117|YNCG_ECOLI	yncG	yncG	1526246.0		1526864.0	
sp|P76118|YNCH_ECOLI	sp|P76118|YNCH_ECOLI	yncH	yncH	1526939.0		1527152.0	
sp|P76119|YNCI_ECOLI	sp|P76119|YNCI_ECOLI	yncI	yncI	1530585.0		1531639.0	
sp|P76121|YDDH_ECOLI	sp|P76121|YDDH_ECOLI	yddH	yddH	1533281.0		1533851.0	
sp|P76122|YDDJ_ECOLI	sp|P76122|YDDJ_ECOLI	yddJ	yddJ				
sp|P76123|YDDK_ECOLI	sp|P76123|YDDK_ECOLI	yddK	yddK	1544383.0		1545714.0	
sp|P76127|BDM_ECOLI	sp|P76127|BDM_ECOLI	bdm	bdm	1556064.0	1557778.0	1556280.0	1557994.0
sp|P76128|DDPA_ECOLI	sp|P76128|DDPA_ECOLI	ddpA	ddpA	1560930.0		1562481.0	
sp|P76129|DOSP_ECOLI	sp|P76129|DOSP_ECOLI	dosP	dosP	1563333.0	1565047.0	1565733.0	1567447.0
sp|P76134|YDEM_ECOLI	sp|P76134|YDEM_ECOLI	ydeM	ydeM	1579632.0		1580790.0	
sp|P76135|YDEO_ECOLI	sp|P76135|YDEO_ECOLI	ydeO	ydeO	1582925.0	1584639.0	1583687.0	1585401.0
sp|P76136|SAFA_ECOLI	sp|P76136|SAFA_ECOLI	safA	safA	1583761.0	1585475.0	1583959.0	1585673.0
sp|P76137|YDET_ECOLI	sp|P76137|YDET_ECOLI	ydeT	ydeT	1588852.0		1590079.0	
sp|P76138|YNEL_ECOLI	sp|P76138|YNEL_ECOLI	yneL	yneL	1590333.0		1590536.0	
sp|P76141|LSRR_ECOLI	sp|P76141|LSRR_ECOLI	lsrR	lsrR	1600287.0	1602001.0	1601241.0	1602955.0
sp|P76142|LSRB_ECOLI	sp|P76142|LSRB_ECOLI	lsrB	lsrB	1605050.0	1606764.0	1606073.0	1607787.0
sp|P76143|LSRF_ECOLI	sp|P76143|LSRF_ECOLI	lsrF	lsrF	1606099.0	1607813.0	1606975.0	1608689.0
sp|P76145|TAM_ECOLI	sp|P76145|TAM_ECOLI	tam	tam	1607345.0	1609059.0	1608104.0	1609818.0
sp|P76146|YNEE_ECOLI	sp|P76146|YNEE_ECOLI	yneE	yneE	1608107.0		1609022.0	
sp|P76147|DGCF_ECOLI	sp|P76147|DGCF_ECOLI	dgcF	dgcF				
sp|P76148|YNEG_ECOLI	sp|P76148|YNEG_ECOLI	yneG	yneG	1611965.0		1612325.0	
sp|P76150|YNEK_ECOLI	sp|P76150|YNEK_ECOLI	yneK	yneK	1615762.0	1617476.0	1616878.0	1618592.0
sp|P76154|YDFK_ECOLI	sp|P76154|YDFK_ECOLI	ydfK	ydfK	1633071.0	1634785.0	1633305.0	1635019.0
sp|P76155|TFAQ_ECOLI	sp|P76155|TFAQ_ECOLI	tfaQ	tfaQ	1634309.0		1634885.0	
sp|P76156|YDFO_ECOLI	sp|P76156|YDFO_ECOLI	ydfO	ydfO	1637046.0		1637457.0	
sp|P76157|YNFN_ECOLI	sp|P76157|YNFN_ECOLI	ynfN	ynfN	1637953.0		1638109.0	
sp|P76158|RZPQ_ECOLI	sp|P76158|RZPQ_ECOLI	rzpQ	rzpQ	1639029.0		1639527.0	
sp|P76159|LYSQ_ECOLI	sp|P76159|LYSQ_ECOLI	rrrQ	rrrQ	1639523.0		1640057.0	
sp|P76160|YDFR_ECOLI	sp|P76160|YDFR_ECOLI	ydfR	ydfR	1640053.0		1640365.0	
sp|P76161|REQ2_ECOLI	sp|P76161|REQ2_ECOLI	quuQ	quuQ	1642488.0		1643241.0	
sp|P76162|YDFU_ECOLI	sp|P76162|YDFU_ECOLI	ydfU	ydfU	1643254.0		1644304.0	
sp|P76163|YDFV_ECOLI	sp|P76163|YDFV_ECOLI	ydfV	ydfV	1645896.0		1646202.0	
sp|P76164|YDFW_ECOLI	sp|P76164|YDFW_ECOLI	ydfW	ydfW				
sp|P76165|YDFX_ECOLI	sp|P76165|YDFX_ECOLI	ydfX	ydfX	1647357.0		1647636.0	
sp|P76168|INTQ_ECOLI	sp|P76168|INTQ_ECOLI	intQ	intQ	1651550.0		1652708.0	
sp|P76169|YNFA_ECOLI	sp|P76169|YNFA_ECOLI	ynfA	ynfA	1655346.0		1655673.0	
sp|P76170|YNFB_ECOLI	sp|P76170|YNFB_ECOLI	ynfB	ynfB	1655807.0		1656149.0	
sp|P76172|YNFD_ECOLI	sp|P76172|YNFD_ECOLI	ynfD	ynfD	1657564.0		1657870.0	
sp|P76173|YNFH_ECOLI	sp|P76173|YNFH_ECOLI	ynfH	ynfH	1663608.0		1664463.0	
sp|P76175|CLCB_ECOLI	sp|P76175|CLCB_ECOLI	clcB	clcB	1665314.0	1666992.0	1666571.0	1668285.0
sp|P76176|YDGD_ECOLI	sp|P76176|YDGD_ECOLI	ydgD	ydgD	1671959.0		1672781.0	
sp|P76177|YDGH_ECOLI	sp|P76177|YDGH_ECOLI	ydgH	ydgH	1678426.0		1679371.0	
sp|P76180|YDGK_ECOLI	sp|P76180|YDGK_ECOLI	ydgK	ydgK	1705249.0		1705690.0	
sp|P76182|RSXD_ECOLI	sp|P76182|RSXD_ECOLI	rsxD	rsxD	1709141.0	1710855.0	1710200.0	1711914.0
sp|P76185|YDHJ_ECOLI	sp|P76185|YDHJ_ECOLI	ydhJ	ydhJ	1721263.0		1722121.0	
sp|P76186|YDHK_ECOLI	sp|P76186|YDHK_ECOLI	ydhK	ydhK	1722120.0		1724133.0	
sp|P76187|YDHF_ECOLI	sp|P76187|YDHF_ECOLI	ydhF	ydhF	1724735.0		1725632.0	
sp|P76190|MEPH_ECOLI	sp|P76190|MEPH_ECOLI	mepH	mepH	1734434.0	1736148.0	1735250.0	1736964.0
sp|P76192|YDHV_ECOLI	sp|P76192|YDHV_ECOLI	ydhV	ydhV	1751727.0		1753830.0	
sp|P76193|YNHG_ECOLI	sp|P76193|YNHG_ECOLI	ynhG	ynhG				
sp|P76194|SUFE_ECOLI	sp|P76194|SUFE_ECOLI	sufE	sufE	1758873.0	1760587.0	1759290.0	1761004.0
sp|P76196|YDIL_ECOLI	sp|P76196|YDIL_ECOLI	ydiL	ydiL	1770614.0		1770971.0	
sp|P76197|YDIM_ECOLI	sp|P76197|YDIM_ECOLI	ydiM	ydiM	1771070.0		1772285.0	
sp|P76198|YDIN_ECOLI	sp|P76198|YDIN_ECOLI	ydiN	ydiN	1772511.0		1773777.0	
sp|P76201|YDIQ_ECOLI	sp|P76201|YDIQ_ECOLI	ydiQ	ydiQ	1779616.0		1780381.0	
sp|P76204|YDIV_ECOLI	sp|P76204|YDIV_ECOLI	ydiV	ydiV	1791306.0	1793020.0	1792020.0	1793734.0
sp|P76205|ARPB_ECOLI	sp|P76205|ARPB_ECOLI	arpB	arpB	1803093.0		1804993.0	
sp|P76206|YDIY_ECOLI	sp|P76206|YDIY_ECOLI	ydiY	ydiY	1805324.0		1806083.0	
sp|P76208|YNIB_ECOLI	sp|P76208|YNIB_ECOLI	yniB	yniB	1808696.0		1809233.0	
sp|P76210|YDJO_ECOLI	sp|P76210|YDJO_ECOLI	ydjO	ydjO	1812328.0		1813132.0	
sp|P76213|CHO_ECOLI	sp|P76213|CHO_ECOLI	cho	cho	1823514.0	1825228.0	1824402.0	1826116.0
sp|P76214|VES_ECOLI	sp|P76214|VES_ECOLI	ves	ves	1824361.0	1826075.0	1824937.0	1826651.0
sp|P76215|ASTE_ECOLI	sp|P76215|ASTE_ECOLI	astE	astE	1825954.0	1827668.0	1826923.0	1828637.0
sp|P76216|ASTB_ECOLI	sp|P76216|ASTB_ECOLI	astB	astB	1826915.0	1828629.0	1828259.0	1829973.0
sp|P76217|ASTD_ECOLI	sp|P76217|ASTD_ECOLI	astD	astD	1828255.0	1829969.0	1829734.0	1831448.0
sp|P76219|YDJX_ECOLI	sp|P76219|YDJX_ECOLI	ydjX	ydjX	1833400.0		1834111.0	
sp|P76220|YDJY_ECOLI	sp|P76220|YDJY_ECOLI	ydjY	ydjY	1834115.0	1835829.0	1834793.0	1836507.0
sp|P76221|YDJZ_ECOLI	sp|P76221|YDJZ_ECOLI	ydjZ	ydjZ	1834807.0		1835515.0	
sp|P76222|YNJA_ECOLI	sp|P76222|YNJA_ECOLI	ynjA	ynjA	1835514.0		1836063.0	
sp|P76223|YNJB_ECOLI	sp|P76223|YNJB_ECOLI	ynjB	ynjB	1836072.0		1837239.0	
sp|P76224|YNJC_ECOLI	sp|P76224|YNJC_ECOLI	ynjC	ynjC	1837211.0		1838747.0	
sp|P76226|YNJF_ECOLI	sp|P76226|YNJF_ECOLI	ynjF	ynjF	1840782.0		1841403.0	
sp|P76227|YNJH_ECOLI	sp|P76227|YNJH_ECOLI	ynjH	ynjH	1841862.0		1842135.0	
sp|P76228|YNJI_ECOLI	sp|P76228|YNJI_ECOLI	ynjI	ynjI	1843830.0		1844871.0	
sp|P76230|YDJK_ECOLI	sp|P76230|YDJK_ECOLI	ydjK	ydjK	1858849.0		1860229.0	
sp|P76231|YEAC_ECOLI	sp|P76231|YEAC_ECOLI	yeaC	yeaC	1861701.0		1861974.0	
sp|P76234|YEAE_ECOLI	sp|P76234|YEAE_ECOLI	yeaE	yeaE	1864781.0	1866495.0	1865636.0	1867350.0
sp|P76235|YEAH_ECOLI	sp|P76235|YEAH_ECOLI	yeaH	yeaH	1868954.0		1870238.0	
sp|P76236|CDGI_ECOLI	sp|P76236|CDGI_ECOLI	cdgI	cdgI				
sp|P76237|DGCJ_ECOLI	sp|P76237|DGCJ_ECOLI	dgcJ	dgcJ				
sp|P76239|YOAI_ECOLI	sp|P76239|YOAI_ECOLI	yoaI	yoaI	1874077.0		1874182.0	
sp|P76241|NIMR_ECOLI	sp|P76241|NIMR_ECOLI	nimR	nimR		1876468.0		1877290.0
sp|P76242|NIMT_ECOLI	sp|P76242|NIMT_ECOLI	nimT	nimT		1877386.0		1878568.0
sp|P76243|YEAO_ECOLI	sp|P76243|YEAO_ECOLI	yeaO	yeaO	1876908.0		1877256.0	
sp|P76245|DGCP_ECOLI	sp|P76245|DGCP_ECOLI	dgcP	dgcP		1879428.0		1880454.0
sp|P76249|LEUE_ECOLI	sp|P76249|LEUE_ECOLI	leuE	leuE	1880120.0	1881834.0	1880759.0	1882473.0
sp|P76250|DMLR_ECOLI	sp|P76250|DMLR_ECOLI	dmlR	dmlR	1880885.0	1882599.0	1881809.0	1883523.0
sp|P76251|DMLA_ECOLI	sp|P76251|DMLA_ECOLI	dmlA	dmlA	1881911.0	1883625.0	1882997.0	1884711.0
sp|P76254|CNTB_ECOLI	sp|P76254|CNTB_ECOLI	yeaX	yeaX	1885844.0	1887558.0	1886810.0	1888524.0
sp|P76256|TSAB_ECOLI	sp|P76256|TSAB_ECOLI	tsaB	tsaB	1890571.0	1892285.0	1891267.0	1892981.0
sp|P76257|YOAA_ECOLI	sp|P76257|YOAA_ECOLI	yoaA	yoaA	1891324.0		1893235.0	
sp|P76261|PDED_ECOLI	sp|P76261|PDED_ECOLI	pdeD	pdeD				
sp|P76264|MNTP_ECOLI	sp|P76264|MNTP_ECOLI	mntP	mntP	1905687.0	1907401.0	1906254.0	1907968.0
sp|P76268|KDGR_ECOLI	sp|P76268|KDGR_ECOLI	kdgR	kdgR	1909307.0	1911021.0	1910099.0	1911813.0
sp|P76269|YEBQ_ECOLI	sp|P76269|YEBQ_ECOLI	yebQ	yebQ	1910275.0		1911649.0	
sp|P76270|MSRC_ECOLI	sp|P76270|MSRC_ECOLI	msrC	msrC	1915630.0	1917344.0	1916128.0	1917842.0
sp|P76272|YEBT_ECOLI	sp|P76272|YEBT_ECOLI	yebT	yebT	1917509.0	1919223.0	1920143.0	1921857.0
sp|P76273|RSMF_ECOLI	sp|P76273|RSMF_ECOLI	rsmF	rsmF	1920222.0	1921936.0	1921662.0	1923376.0
sp|P76275|YEBW_ECOLI	sp|P76275|YEBW_ECOLI	yebW	yebW	1922120.0		1922312.0	
sp|P76278|YEBZ_ECOLI	sp|P76278|YEBZ_ECOLI	yebZ	yebZ	1923718.0		1924591.0	
sp|P76280|YOBB_ECOLI	sp|P76280|YOBB_ECOLI	yobB	yobB	1925439.0		1926096.0	
sp|P76290|CMOA_ECOLI	sp|P76290|CMOA_ECOLI	cmoA	cmoA	1952701.0	1954415.0	1953445.0	1955159.0
sp|P76291|CMOB_ECOLI	sp|P76291|CMOB_ECOLI	cmoB	cmoB	1953441.0	1955155.0	1954413.0	1956127.0
sp|P76296|YECT_ECOLI	sp|P76296|YECT_ECOLI	yecT	yecT	1961971.0		1962460.0	
sp|P76297|FLHE_ECOLI	sp|P76297|FLHE_ECOLI	flhE	flhE	1962579.0		1962972.0	
sp|P76298|FLHA_ECOLI	sp|P76298|FLHA_ECOLI	flhA	flhA	1962971.0	2852993.0	1965050.0	2855072.0
