gene_id,Locus_tag,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_locus_tag,norm_exp
gadX,b3516,3658346,3659170,3658758,,BW25113_RS18225,346.101093233887
gadA,b3517,3659540,3660940,3660240,,BW25113_RS18230,238.553081299026
yhjA,b3518,3661151,3662548,3661849,,BW25113_RS18235,12.3810355727887
treF,b3519,3662952,3664601,3663776,treF,BW25113_RS18240,124.122242118644
yhjB,b3520,3664652,3665254,3664953,,BW25113_RS18245,1.3164878718246
yhjC,b3521,3665774,3666673,3666223,,BW25113_RS18250,31.5483157927812
yhjD,b3522,3666722,3667735,3667228,,BW25113_RS18255,120.359615815225
yhjE,b3523,3668146,3669468,3668807,,BW25113_RS18260,89.811993318249
yhjG,b3524,3669650,3671710,3670680,,BW25113_RS18265,42.6501075641643
yhjH,b3525,3671780,3672547,3672163,,BW25113_RS18270,0.428915366174852
kdgK,b3526,3672779,3673708,3673243,,BW25113_RS18280,19.4893261960799
yhjJ,b3527,3673804,3675300,3674552,,BW25113_RS18285,26.9891784011935
dctA,b3528,3675521,3676807,3676164,,BW25113_RS18290,15.2891344472405
yhjK,b3529,3676990,3678978,3677984,,BW25113_RS18295,21.3509546249187
bcsC,b3530,3679060,3682533,3680796,,BW25113_RS18300,15.2891344472405
bcsZ,b3531,3682515,3683621,3683068,,BW25113_RS18305,3.26082602221551
bcsB,b3532,3683628,3685967,3684797,,BW25113_RS18310,12.7195455428056
bcsA,b3533,3685978,3688596,3687287,bcsA,BW25113_RS18315,1.69487393646607
yhjR,b3535,3689357,3689545,3689451,,BW25113_RS18325,23.6467988014751
bcsE,b3536,3689818,3691389,3690603,,BW25113_RS18330,168.843894447161
bcsF,b3537,3691386,3691577,3691481,,BW25113_RS18335,173.661670079973
bcsG,b3538,3691574,3693253,3692413,,BW25113_RS18340,75.8795552317811
yhjV,b3539,3693923,3695194,3694558,,BW25113_RS18355,13.8872648167852
dppF,b3540,3695224,3696228,3695726,dppF,BW25113_RS18360,34.2586098639184
dppD,b3541,3696225,3697208,3696716,,BW25113_RS18365,8.00481351463691
dppC,b3542,3697219,3698121,3697670,,BW25113_RS18370,8.16820984460828
dppB,b3543,3698131,3699150,3698640,,BW25113_RS18375,5.63855801046883
dppA,b3544,3699458,3701065,3700261,,BW25113_RS18385,402.828957818777
eptB,b3546,3702144,3703835,3702989,,BW25113_RS18400,17.0362243230124
yhjX,b3547,3704159,3705367,3704763,,BW25113_RS18405,2.3624631739179
yhjY,b3548,3705596,3706294,3705945,,BW25113_RS18410,63.6783511015051
tag,b3549,3706452,3707015,3706733,,BW25113_RS18415,29.4271273973913
yiaC,b3550,3707012,3707452,3707232,,BW25113_RS18420,23.1213143836646
bisC,b3551,3707421,3709754,3708587,,BW25113_RS18425,28.07864868511
yiaD,b3552,3709907,3710566,3710236,,BW25113_RS18430,6.99469376150864
ghrB,b3553,3710670,3711644,3711157,,BW25113_RS18435,276.322988469213
yiaF,b3554,3711694,3712404,3712049,,BW25113_RS18440,132.988406788564
yiaG,b3555,3712838,3713128,3712983,,BW25113_RS18445,193.888879285446
cspA,b3556,3713409,3713621,3713515,,BW25113_RS18450,45.4571789679115
glyS,b3559,3715688,3717757,3716722,,BW25113_RS18470,133.601143025957
glyQ,b3560,3717767,3718678,3718222,,BW25113_RS18475,295.772278233271
wecH,b3561,3719247,3720242,3719744,,BW25113_RS18485,23.9571857414534
yiaA,b3562,3720284,3720721,3720502,,BW25113_RS18490,5.7505868226161
yiaB,b3563,3720767,3721108,3720937,,BW25113_RS18495,1.60013739003856
xylB,b3564,3721277,3722731,3722004,,BW25113_RS18500,1.69487393646607
xylA,b3565,3722803,3724125,3723464,,BW25113_RS18505,19.130596270642
xylF,b3566,3724491,3725483,3724987,,BW25113_RS18510,0.691273374058711
xylG,b3567,3725561,3727102,3726331,,BW25113_RS18515,1.074652972228
xylH,b3568,3727080,3728261,3727670,,BW25113_RS18520,7.41673713565458
xylR,b3569,3728339,3729517,3728928,,BW25113_RS18525,52.5688663223023
bax,b3570,3729713,3730537,3730125,,BW25113_RS18530,69.4586796974213
malS,b3571,3730857,3732887,3731872,,BW25113_RS18535,5.4701968997626
avtA,b3572,3733065,3734318,3733691,,BW25113_RS18540,238.593609822601
ysaA,b3573,3734469,3734942,3734705,,BW25113_RS18550,1.074652972228
yiaJ,b3574,3735044,3735892,3735468,,BW25113_RS18555,62.6666694510203
yiaK,b3575,3736093,3737091,3736592,,BW25113_RS18560,2.02645184896238
yiaL,b3576,3737103,3737570,3737336,,BW25113_RS18565,0.191856916181622
yiaM,b3577,3737688,3738161,3737924,,BW25113_RS18570,0.0612736237392646
yiaN,b3578,3738164,3739441,3738802,,BW25113_RS18575,0.0359731717840542
yiaO,b3579,3739454,3740440,3739947,,BW25113_RS18580,1.07139337686754
lyxK,b3580,3740444,3741940,3741192,,BW25113_RS18585,1.074652972228
sgbH,b3581,3741937,3742599,3742268,sgbH,BW25113_RS18590,1.05096883562112
sgbU,b3582,3742592,3743452,3743022,,BW25113_RS18595,2.10193767124223
sgbE,b3583,3743446,3744141,3743793,,BW25113_RS18600,3.1648975641247
yiaT,b3584,3744488,3745228,3744858,,BW25113_RS18605,0.54590895905698
yiaU,b3585,3745352,3746326,3745839,,BW25113_RS18610,33.152886595279
yiaV,b3586,3746323,3747459,3746891,,BW25113_RS18615,2.14930594445599
yiaW,b3587,3747465,3747788,3747626,,BW25113_RS18620,0.596536827631195
aldB,b3588,3748333,3749871,3749102,,BW25113_RS18630,4.77732398934043
yiaY,b3589,3750036,3751187,3750611,,BW25113_RS18635,0.395704889624596
selB,b3590,3751377,3753221,3752299,,BW25113_RS18640,62.6747505390978
selA,b3591,3753218,3754609,3753913,,BW25113_RS18645,32.4098115355473
yibF,b3592,3754707,3755315,3755011,,BW25113_RS18650,149.573324261517
rhsA,b3593,3755543,3759676,3757609,,BW25113_RS18655,3.57922096578717
yibA,b3594,3759697,3760539,3760118,,BW25113_RS18660,1.05096883562112
yibG,b3596,3761537,3761998,3761767,,BW25113_RS18670,0.572852691024317
yibH,b3597,3763603,3764739,3764171,,BW25113_RS18680,6.34666209621955
yibI,b3598,3764742,3765104,3764923,,BW25113_RS18685,4.72935976029503
mtlA,b3599,3765641,3767554,3766597,,BW25113_RS18690,14.3106265283636
mtlD,b3600,3767784,3768932,3768358,,BW25113_RS18695,82.8727763713596
mtlR,b3601,3768932,3769519,3769225,,BW25113_RS18700,63.0002969526492
yibL,b3602,3770025,3770387,3770206,,BW25113_RS18710,98.2611527181153
lldP,b3603,3770759,3772414,3771586,,BW25113_RS18715,11.5858584027499
lldR,b3604,3772414,3773190,3772802,,BW25113_RS18720,12.1098257462497
lldD,b3605,3773187,3774377,3773782,lldD,BW25113_RS18725,14.2354475540988
trmL,b3606,3774575,3775048,3774811,,BW25113_RS18730,26.2982030050506
cysE,b3607,3775101,3775922,3775511,,BW25113_RS18735,50.4701882464205
gpsA,b3608,3776002,3777021,3776511,,BW25113_RS18740,62.655192966935
secB,b3609,3777021,3777488,3777254,,BW25113_RS18745,304.684393278488
grxC,b3610,3777551,3777802,3777676,,BW25113_RS18750,1066.61637456255
yibN,b3611,3777944,3778375,3778159,,BW25113_RS18755,810.241252294739
gpmM,b3612,3778620,3780164,3779392,,BW25113_RS18760,201.247901968238
envC,b3613,3780174,3781457,3780815,,BW25113_RS18765,26.6807382151383
yibQ,b3614,3781461,3782420,3781940,,BW25113_RS18770,35.2017189155322
waaH,b3615,3782407,3783441,3782924,,BW25113_RS18775,4.0460326671095
tdh,b3616,3783680,3784705,3784192,,BW25113_RS18780,37.930806540451
kbl,b3617,3784715,3785911,3785313,,BW25113_RS18785,52.2597987293141
yibB,b3618,3786186,3787043,3786614,,BW25113_RS18790,18.9229926957765
hldD,b3619,3787347,3788279,3787813,,BW25113_RS18795,275.59365607796
waaF,b3620,3788289,3789335,3788812,,BW25113_RS18800,82.3023618383899
waaC,b3621,3789339,3790298,3789818,,BW25113_RS18805,31.0287818617406
waaL,b3622,3790308,3791567,3790937,,BW25113_RS18810,23.7326685229842
waaU,b3623,3791599,3792672,3792135,,BW25113_RS18815,67.2041722951337
waaZ,b3624,3792705,3793556,3793130,,BW25113_RS18820,24.2595350388678
waaY,b3625,3793627,3794325,3793976,,BW25113_RS18825,57.0995343247295
waaJ,b3626,3794343,3795359,3794851,,BW25113_RS18830,22.8326713319228
waaR,b3627,3795399,3796418,3795908,,BW25113_RS18835,66.1052392304671
waaB,b3628,3796418,3797497,3796957,,BW25113_RS18840,19.4858583197452
waaS,b3629,3797541,3798476,3798008,,BW25113_RS18845,13.5927706211953
waaP,b3630,3798513,3799310,3798911,,BW25113_RS18850,47.6488596520535
waaG,b3631,3799303,3800427,3799865,,BW25113_RS18855,66.0692660586831
waaQ,b3632,3800424,3801494,3800959,,BW25113_RS18860,44.2147595413439
waaA,b3633,3801900,3803177,3802538,,BW25113_RS18865,18.7298263283763
coaD,b3634,3803185,3803664,3803424,,BW25113_RS18870,12.3720851870928
mutM,b3635,3803703,3804512,3804107,,BW25113_RS18875,2.12236221248866
rpmG,b3636,3804610,3804777,3804693,,BW25113_RS18880,51.5214550599575
rpmB,b3637,3804798,3805034,3804916,,BW25113_RS18885,146.108650265858
yicR,b3638,3805251,3805919,3805585,,BW25113_RS18890,10.7139337686754
dfp,b3639,3806091,3807311,3806701,,BW25113_RS18895,98.8193059079242
dut,b3640,3807292,3807747,3807519,,BW25113_RS18900,45.191659931708
slmA,b3641,3807854,3808450,3808152,,BW25113_RS18905,14.9504050647644
pyrE,b3642,3808487,3809128,3808807,,BW25113_RS18910,0.951798876734379
yicC,b3644,3810036,3810899,3810467,,BW25113_RS18920,40.6280891276612
dinD,b3645,3811120,3811944,3811532,,BW25113_RS18925,2.73534160440496
yicG,b3646,3812234,3812851,3812542,,BW25113_RS18930,6.94528470211243
ligB,b3647,3812848,3814530,3813689,,BW25113_RS18935,2.37773198825332
gmk,b3648,3814788,3815411,3815099,,BW25113_RS18940,322.162797200365
rpoZ,b3649,3815466,3815741,3815603,,BW25113_RS18945,712.031386133307
spoT,b3650,3815760,3817868,3816814,,BW25113_RS18950,209.111764401388
trmH,b3651,3817875,3818564,3818219,,BW25113_RS18955,60.2452174370993
recG,b3652,3818570,3820651,3819610,,BW25113_RS18960,30.9260095550602
gltS,b3653,3820820,3822025,3821422,,BW25113_RS18965,11.418886606385
xanP,b3654,3822305,3823696,3823000,,BW25113_RS18970,13.9743623518697
yicH,b3655,3823817,3825526,3824671,,BW25113_RS18975,40.2840329547916
yicI,b3656,3825579,3827897,3826738,,BW25113_RS18980,3.45480504008604
yicJ,b3657,3827907,3829289,3828598,,BW25113_RS18985,4.77672803350879
setC,b3659,3830313,3831497,3830905,,BW25113_RS19000,1.074652972228
yicL,b3660,3831608,3832531,3832069,,BW25113_RS19005,15.2594726577526
nlpA,b3661,3832535,3833353,3832944,,BW25113_RS19010,107.210812290615
nepI,b3662,3833909,3835099,3834504,nepI,BW25113_RS19025,7.61283825521401
yicN,b3663,3835310,3835762,3835536,,BW25113_RS19030,15.28641638972
yicO,b3664,3835815,3837149,3836482,,BW25113_RS19035,0.0236841366068789
ade,b3665,3837324,3839090,3838207,,BW25113_RS19040,2.69847449887343
uhpT,b3666,3839136,3840527,3839831,,BW25113_RS19045,0.0359731717840542
uhpC,b3667,3840665,3841984,3841324,,BW25113_RS19050,1.60013739003856
uhpB,b3668,3841994,3843496,3842745,,BW25113_RS19055,2.68869571279206
uhpA,b3669,3843496,3844086,3843791,,BW25113_RS19060,23.6587898587365
ilvN,b3670,3844162,3844452,3844307,,BW25113_RS19065,416.207343042569
ilvB,b3671,3844456,3846144,3845300,,BW25113_RS19070,206.95904531822
ivbL,b3672,3846250,3846348,3846299,,BW25113_RS19075,621.218510310171
emrD,b3673,3847282,3848466,3847874,,BW25113_RS19095,2.42464875882009
yidF,b3674,3848474,3848971,3848722,,BW25113_RS19100,2.30618308370645
yidG,b3675,3848968,3849330,3849149,,BW25113_RS19105,6.83129743153726
yidH,b3676,3849320,3849667,3849493,,BW25113_RS19110,11.5606571918323
yidI,b3677,3849775,3850224,3849999,,BW25113_RS19115,12.6116260274534
yidJ,b3678,3850271,3851764,3851017,,BW25113_RS19120,1.81329461950047
yidK,b3679,3851761,3853476,3852618,,BW25113_RS19125,0.0816981649856861
yidL,b3680,3853643,3854536,3854089,,BW25113_RS19130,11.6086214208777
yidP,b3684,3857259,3857975,3857617,,BW25113_RS19150,1.5968777946781
yidE,b3685,3857972,3859633,3858802,,BW25113_RS19155,7.92311534965122
ibpB,b3686,3859829,3860257,3860043,,BW25113_RS19160,2.68737737535955
ibpA,b3687,3860369,3860782,3860575,,BW25113_RS19165,57.8441350416543
yidR,b3689,3861422,3862669,3862045,,BW25113_RS19175,10.1884943429441
cbrA,b3690,3862737,3863801,3863269,,BW25113_RS19180,3.78794478278986
dgoT,b3691,3863798,3865090,3864444,,BW25113_RS19185,0.738641647272469
dgoK,b3693,3866956,3867834,3867395,,BW25113_RS19200,10.0201771101847
yidX,b3696,3868798,3869454,3869126,,BW25113_RS19210,3.71436409645797
yidA,b3697,3869500,3870312,3869906,,BW25113_RS19215,53.8599361193527
yidB,b3698,3870427,3870834,3870630,,BW25113_RS19220,8.99319038908625
gyrB,b3699,3871065,3873479,3872272,,BW25113_RS19230,88.5515517569903
recF,b3700,3873508,3874581,3874044,,BW25113_RS19235,8.65393813526267
dnaN,b3701,3874581,3875681,3875131,,BW25113_RS19240,68.6638029520166
dnaA,b3702,3875686,3877089,3876387,dnaA,BW25113_RS19245,85.6186646752246
rpmH,b3703,3877696,3877836,3877766,,BW25113_RS19250,204.531859211342
rnpA,b3704,3877853,3878212,3878032,,BW25113_RS19255,126.282049230782
yidC,b3705,3878436,3880082,3879259,,BW25113_RS19265,65.7822222372827
mnmE,b3706,3880188,3881552,3880870,,BW25113_RS19270,38.2708003471467
tnaC,b3707,3881795,3881869,3881832,,BW25113_RS19275,1.21675779186927
tnaA,b3708,3882090,3883505,3882797,,BW25113_RS19280,2.35258582079569
tnaB,b3709,3883596,3884843,3884219,,BW25113_RS19285,0.0236841366068789
mdtL,b3710,3884975,3886150,3885562,,BW25113_RS19290,6.32949715033358
yidZ,b3711,3886125,3887084,3886604,,BW25113_RS19295,32.1019177596578
yieE,b3712,3887241,3887990,3887615,,BW25113_RS19300,81.9995512929699
chrR,b3713,3888012,3888578,3888295,,BW25113_RS19305,65.1837519451162
purP,b3714,3888632,3889969,3889300,,BW25113_RS19310,40.7482437488629
yieH,b3715,3890134,3890799,3890466,,BW25113_RS19315,14.1182550390059
cbrB,b3716,3890866,3891333,3891099,,BW25113_RS19320,3.26082602221551
cbrC,b3717,3891382,3891969,3891675,,BW25113_RS19325,1.25481680906409
yieK,b3718,3892031,3892753,3892392,,BW25113_RS19330,1.09833710883488
yieL,b3719,3892768,3893937,3893352,,BW25113_RS19335,1.24282575180274
bglH,b3720,3893964,3895580,3894772,,BW25113_RS19340,0.119910572613514
bglB,b3721,3895649,3897061,3896355,,BW25113_RS19345,0.53747547507191
bglF,b3722,3897080,3898957,3898018,,BW25113_RS19350,0.0710524098206367
bglG,b3723,3899091,3899927,3899509,,BW25113_RS19355,0.0719463435681084
phoU,b3724,3900213,3900938,3900575,,BW25113_RS19360,63.6072986916845
pstB,b3725,3900953,3901726,3901339,,BW25113_RS19365,256.456820432799
pstA,b3726,3901909,3902799,3902354,,BW25113_RS19370,4.98117196278341
pstC,b3727,3902799,3903758,3903278,,BW25113_RS19375,11.3211163514716
pstS,b3728,3903845,3904885,3904365,,BW25113_RS19380,7.50067453648404
glmS,b3729,3905199,3907028,3906113,,BW25113_RS19385,260.099915929577
glmU,b3730,3907190,3908560,3907875,,BW25113_RS19390,131.577139942243
atpC,b3731,3908913,3909332,3909122,atpC,BW25113_RS19395,21.0815622973245
atpD,b3732,3909353,3910735,3910044,,BW25113_RS19400,74.3973235462004
atpG,b3733,3910762,3911625,3911193,,BW25113_RS19405,140.038637096037
atpA,b3734,3911676,3913217,3912446,,BW25113_RS19410,477.572163469262
atpH,b3735,3913230,3913763,3913496,,BW25113_RS19415,2326.64826194965
atpF,b3736,3913778,3914248,3914013,,BW25113_RS19420,471.086476584953
atpE,b3737,3914310,3914549,3914429,,BW25113_RS19425,193.482178537657
atpB,b3738,3914596,3915411,3915003,,BW25113_RS19430,105.907392256561
atpI,b3739,3915420,3915800,3915610,,BW25113_RS19435,59.6160577073144
rsmG,b3740,3916417,3917040,3916728,,BW25113_RS19440,32.7648855194248
mnmG,b3741,3917104,3918993,3918048,,BW25113_RS19445,34.7858843588682
mioC,b3742,3919372,3919815,3919593,,BW25113_RS19450,363.767118754781
asnC,b3743,3919905,3920363,3920134,,BW25113_RS19455,41.239596791712
asnA,b3744,3920515,3921507,3921011,,BW25113_RS19460,4.8433470308702
viaA,b3745,3921512,3922963,3922237,,BW25113_RS19465,12.3880401428655
ravA,b3746,3922957,3924453,3923705,,BW25113_RS19470,129.93232260639
kup,b3747,3924676,3926544,3925610,trkD,BW25113_RS19475,4.39785436035499
rbsD,b3748,3926711,3927130,3926920,,BW25113_RS19480,38.5261514564189
rbsA,b3749,3927138,3928643,3927890,,BW25113_RS19485,9.69556088665884
rbsC,b3750,3928648,3929613,3929130,,BW25113_RS19490,26.3408398878894
rbsB,b3751,3929638,3930528,3930083,,BW25113_RS19495,21.6287985310624
rbsK,b3752,3930654,3931583,3931118,,BW25113_RS19500,17.463533035227
rbsR,b3753,3931587,3932579,3932083,,BW25113_RS19505,24.0961387088964
hsrA,b3754,3932545,3933972,3933258,,BW25113_RS19510,26.5805890092243
yieP,b3755,3933995,3934687,3934341,,BW25113_RS19515,150.335911767034
yifE,b3764,3941446,3941784,3941615,,BW25113_RS19555,101.567843859053
yifB,b3765,3941809,3943329,3942569,,BW25113_RS19560,8.99629880365794
ilvL,b3766,3943682,3943780,3943731,,BW25113_RS19565,163.638811168546
ilvM,b3769,3945561,3945824,3945692,,BW25113_RS19575,2733.49002221579
ilvE,b3770,3945844,3946773,3946308,,BW25113_RS19580,276.054092942183
ilvD,b3771,3946838,3948688,3947763,,BW25113_RS19585,77.2581103916921
ilvA,b3772,3948691,3950235,3949463,,BW25113_RS19590,252.744924157368
ilvY,b3773,3950287,3951180,3950733,,BW25113_RS19595,11.0394169773995
ilvC,b3774,3951330,3952805,3952067,,BW25113_RS19600,1483.31064699968
ppiC,b3775,3952892,3953173,3953032,,BW25113_RS19605,65.241765973495
rep,b3778,3954037,3956058,3955047,,BW25113_RS19615,23.7041254245783
gpp,b3779,3956105,3957589,3956847,,BW25113_RS19620,22.8326713319228
rhlB,b3780,3957725,3958990,3958357,,BW25113_RS19625,693.180566089488
trxA,b3781,3959121,3959450,3959285,,BW25113_RS19630,363.994948842747
rho,b3783,3959777,3961036,3960406,,BW25113_RS19640,956.27199055407
wecA,b3784,3961276,3962379,3961827,,BW25113_RS19650,58.0222188350968
wzzE,b3785,3962391,3963437,3962914,,BW25113_RS19655,7.31772284399416
wecB,b3786,3963493,3964623,3964058,,BW25113_RS19660,24.3422801226335
wecC,b3787,3964620,3965882,3965251,,BW25113_RS19665,28.915756138531
rffG,b3788,3965882,3966949,3966415,,BW25113_RS19670,29.4326810519877
rffH,b3789,3966968,3967849,3967408,,BW25113_RS19675,10.2701475158505
wecD,b3790,3967827,3968501,3968164,,BW25113_RS19680,13.3649405332296
wecE,b3791,3968506,3969636,3969071,,BW25113_RS19685,10.2599982554117
wzxE,b3792,3969638,3970888,3970263,,BW25113_RS19690,6.17603348554074
wzyE,b3793,3971961,3973313,3972637,,BW25113_RS19700,22.998460288171
wecG,b3794,3973316,3974056,3973686,,BW25113_RS19705,12.2992988391048
yifK,b3795,3974247,3975632,3974939,,BW25113_RS19710,12.3229829757116
aslB,b3800,3976318,3977553,3976935,,BW25113_RS19735,1.16938951865551
aslA,b3801,3977712,3979367,3978539,,BW25113_RS19740,3.22697495212036
hemY,b3802,3980046,3981242,3980644,,BW25113_RS19745,73.6086675759711
hemX,b3803,3981245,3982426,3981835,,BW25113_RS19750,121.721036905917
hemD,b3804,3982448,3983188,3982818,,BW25113_RS19755,75.0264832759853
hemC,b3805,3983185,3984126,3983655,,BW25113_RS19760,142.696184702623
cyaA,b3806,3984513,3987059,3985786,,BW25113_RS19765,113.803475210863
cyaY,b3807,3987099,3987419,3987259,,BW25113_RS19770,7.92866900424762
dapF,b3809,3988122,3988946,3988534,,BW25113_RS19780,10.7603365057646
yigA,b3810,3988943,3989650,3989296,,BW25113_RS19785,40.1026047098506
xerC,b3811,3989647,3990543,3990095,,BW25113_RS19790,36.010856829818
yigB,b3812,3990543,3991259,3990901,,BW25113_RS19795,169.248917395754
uvrD,b3813,3991343,3993505,3992424,,BW25113_RS19800,27.683514236531
corA,b3816,3994786,3995736,3995261,,BW25113_RS19815,34.5591174800033
yigF,b3817,3995779,3996159,3995969,,BW25113_RS19820,0.525484417810559
yigG,b3818,3996173,3996589,3996381,,BW25113_RS19825,0.059955286306757
rarD,b3819,3996648,3997538,3997093,,BW25113_RS19830,8.45068554572347
yigI,b3820,3997590,3998057,3997823,,BW25113_RS19835,23.7080724252144
pldA,b3821,3998222,3999091,3998656,,BW25113_RS19840,66.7569456031874
recQ,b3822,3999224,4001053,4000138,,BW25113_RS19845,13.970488638964
rhtC,b3823,4001117,4001737,4001427,,BW25113_RS19850,19.5850282786319
rhtB,b3824,4001799,4002419,4002109,rhtB,BW25113_RS19855,85.7560828093532
pldB,b3825,4002530,4003552,4003041,,BW25113_RS19860,350.702352092107
yigL,b3826,4003560,4004360,4003960,,BW25113_RS19865,68.3031053598002
yigM,b3827,4004436,4005335,4004885,,BW25113_RS19870,16.2955706067237
metR,b3828,4005223,4006176,4005699,,BW25113_RS19875,6.61370678961613
metE,b3829,4006413,4008674,4007543,,BW25113_RS19880,911.183716735369
ysgA,b3830,4008714,4009529,4009121,,BW25113_RS19885,275.186165244928
udp,b3831,4009791,4010552,4010171,,BW25113_RS19890,1592.49516594568
rmuC,b3832,4010693,4012120,4011406,,BW25113_RS19895,18.6162820608295
ubiE,b3833,4012215,4012970,4012592,,BW25113_RS19900,117.699192357512
ubiJ,b3834,4012984,4013589,4013286,,BW25113_RS19905,20.6018118099639
ubiB,b3835,4013586,4015226,4014406,ubiB,BW25113_RS19910,23.5966324869287
tatA,b3836,4015305,4015574,4015439,,BW25113_RS19915,312.26029142695
tatB,b3838,4015578,4016093,4015835,,BW25113_RS19920,217.264885700988
tatC,b3839,4016096,4016872,4016484,,BW25113_RS19925,19.606319788962
rfaH,b3842,4017693,4018181,4017937,,BW25113_RS19935,23.3537223372742
ubiD,b3843,4018348,4019841,4019094,,BW25113_RS19940,118.605716782478
fre,b3844,4019887,4020588,4020237,,BW25113_RS19945,31.7688862138606
fadA,b3845,4020969,4022132,4021550,,BW25113_RS19950,9.95446216510057
fadB,b3846,4022142,4024331,4023236,,BW25113_RS19955,19.1713733453574
pepQ,b3847,4024521,4025852,4025186,,BW25113_RS19960,187.092877281805
yigZ,b3848,4025852,4026466,4026159,,BW25113_RS19965,17.3614103289949
trkH,b3849,4026505,4027956,4027230,,BW25113_RS19970,30.7445722224581
hemG,b3850,4027968,4028513,4028240,hemG,BW25113_RS19975,90.0212317755769
mobB,b3856,4034266,4034793,4034529,,BW25113_RS20005,25.7549225804335
mobA,b3857,4034775,4035359,4035067,mobA,BW25113_RS20010,37.3933310653791
yihD,b3858,4035429,4035698,4035563,,BW25113_RS20015,358.917848421873
srkA,b3859,4035775,4036761,4036268,,BW25113_RS20020,59.8011274238536
dsbA,b3860,4036778,4037404,4037091,,BW25113_RS20025,58.4945593332202
yihF,b3861,4037559,4038989,4038274,,BW25113_RS20030,4.81079606934488
yihG,b3862,4039030,4039962,4039496,,BW25113_RS20035,4.38891502288028
polA,b3863,4040326,4043112,4041719,,BW25113_RS20045,88.0473950064096
yihA,b3865,4043493,4044125,4043809,,BW25113_RS20050,52.2289274383772
yihI,b3866,4044707,4045216,4044961,,BW25113_RS20055,190.169639278279
hemN,b3867,4045405,4046778,4046091,,BW25113_RS20060,270.012907597728
glnG,b3868,4047229,4048638,4047933,,BW25113_RS20070,198.505822424438
glnL,b3869,4048650,4049699,4049174,,BW25113_RS20075,53.913300207161
glnA,b3870,4049985,4051394,4050689,,BW25113_RS20080,660.600740466208
typA,b3871,4051767,4053590,4052678,,BW25113_RS20090,94.0206782824183
yihL,b3872,4053807,4054517,4054162,,BW25113_RS20095,8.43738530834581
yihM,b3873,4054525,4055505,4055015,,BW25113_RS20100,5.06349615197336
yihN,b3874,4055607,4056872,4056239,,BW25113_RS20105,0.566333500303402
ompL,b3875,4056963,4057655,4057309,ompL,BW25113_RS20110,0.0359731717840542
yihO,b3876,4057723,4059126,4058424,,BW25113_RS20115,2.12236221248866
yihP,b3877,4059169,4060554,4059861,,BW25113_RS20120,0.561457589594613
yihQ,b3878,4060600,4062636,4061618,,BW25113_RS20125,2.17388401481034
yihR,b3879,4062835,4063761,4063298,,BW25113_RS20130,1.12291517918923
yihS,b3880,4063875,4065116,4064495,,BW25113_RS20135,5.8276968691299
yihT,b3881,4065133,4066011,4065572,,BW25113_RS20140,3.15290650686335
yihU,b3882,4066035,4066931,4066483,,BW25113_RS20145,1.11224245936038
yihV,b3883,4067099,4067995,4067547,,BW25113_RS20150,1.09833710883488
yihW,b3884,4068029,4068814,4068421,,BW25113_RS20155,7.3804659859547
yihX,b3885,4068913,4069512,4069212,,BW25113_RS20160,32.6004584455011
yihY,b3886,4069506,4070378,4069942,,BW25113_RS20165,92.6036782176927
dtd,b3887,4070375,4070812,4070593,,BW25113_RS20170,122.556290032895
yiiD,b3888,4070809,4071798,4071303,,BW25113_RS20175,66.846562678982
yiiE,b3889,4072657,4072869,4072763,,BW25113_RS20180,0.287785374272434
yiiF,b3890,4073111,4073329,4073220,,BW25113_RS20185,7.68357450929057
fdhE,b3891,4073659,4074588,4074123,,BW25113_RS20195,16.3979364674795
fdoI,b3892,4074585,4075220,4074902,,BW25113_RS20200,13.1607945818708
fdoH,b3893,4075217,4076119,4075668,,BW25113_RS20205,3.98475904337023
fdhD,b3895,4079376,4080209,4079792,,BW25113_RS20220,12.2086888571214
yiiG,b3896,4080362,4081417,4080889,,BW25113_RS20225,1.33875420989355
frvR,b3897,4081467,4083215,4082341,,BW25113_RS20230,0.118420683034395
frvX,b3898,4083215,4084285,4083750,,BW25113_RS20235,1.07139337686754
frvB,b3899,4084275,4085726,4085000,,BW25113_RS20240,0.597430761378667
frvA,b3900,4085737,4086183,4085960,,BW25113_RS20245,0.525484417810559
rhaM,b3901,4086484,4086798,4086641,,BW25113_RS20250,0
rhaS,b3905,4087664,4088500,4088082,,BW25113_RS20265,2.62742208905279
rhaR,b3906,4088484,4089422,4088953,,BW25113_RS20270,0
rhaT,b3907,4089419,4090453,4089936,,BW25113_RS20275,1.63640853973843
sodA,b3908,4090738,4091358,4091048,,BW25113_RS20280,2349.50210565475
kdgT,b3909,4091618,4092601,4092109,,BW25113_RS20290,0.102122706232108
yiiM,b3910,4092750,4093424,4093087,,BW25113_RS20295,26.6480657673187
cpxA,b3911,4093530,4094903,4094216,,BW25113_RS20300,29.5929163536394
cpxR,b3912,4094900,4095598,4095249,,BW25113_RS20305,98.0758513160818
fieF,b3915,4096397,4097299,4096848,,BW25113_RS20315,72.7848971209846
pfkA,b3916,4097480,4098442,4097961,,BW25113_RS20320,371.186927154665
sbp,b3917,4098762,4099751,4099256,,BW25113_RS20325,7.30649723798561
cdh,b3918,4099858,4100613,4100235,,BW25113_RS20330,10.0971092100027
tpiA,b3919,4100668,4101435,4101051,,BW25113_RS20335,339.605905694346
